vn_id,source_id,kind,pdf_page,routing,n_domain_catalogues,domain_catalogues,qa_catalogues
EV-VN-S024-0227,VKM-SRC-024,monitoring_observation,85,DOMAIN,3,evidence/monitoring/catalogue_id_map.csv;evidence/monitoring/monitoring_observation_catalog.csv;evidence/monitoring/monitoring_systems_by_site.csv,
EV-VN-S024-0228,VKM-SRC-024,monitoring_observation,85,DOMAIN,3,evidence/monitoring/catalogue_id_map.csv;evidence/monitoring/monitoring_observation_catalog.csv;evidence/monitoring/monitoring_systems_by_site.csv,
EV-VN-S024-0229,VKM-SRC-024,visual_check,83,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0230,VKM-SRC-024,conflict_note,81,UNROUTED,0,,
EV-VN-S024-0231,VKM-SRC-024,information_lifecycle,82,DOMAIN,1,evidence/lifecycle/information_lifecycle_record_map.csv,
EV-VN-S024-0232,VKM-SRC-024,claim,86,UNROUTED,0,,
EV-VN-S024-0233,VKM-SRC-024,citation,87,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0234,VKM-SRC-024,citation,87,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0235,VKM-SRC-024,citation,87,DOMAIN,4,evidence/lifecycle/information_lifecycle_matrix.csv;evidence/monitoring/monitoring_campaigns_timeline.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0236,VKM-SRC-024,citation,87,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S024-0237,VKM-SRC-024,citation,87,DOMAIN,3,evidence/lifecycle/information_lifecycle_matrix.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0238,VKM-SRC-024,citation,87,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S024-0239,VKM-SRC-024,citation,87,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0240,VKM-SRC-024,citation,88,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0241,VKM-SRC-024,citation,88,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0242,VKM-SRC-024,citation,88,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0243,VKM-SRC-024,citation,88,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0244,VKM-SRC-024,citation,88,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0245,VKM-SRC-024,citation,88,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0246,VKM-SRC-024,citation,88,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0247,VKM-SRC-024,citation,88,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0248,VKM-SRC-024,information_lifecycle,87,DOMAIN,1,evidence/lifecycle/information_lifecycle_record_map.csv,
EV-VN-S024-0249,VKM-SRC-024,coordinate_system,91,DOMAIN,1,evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0250,VKM-SRC-024,spatial_entity,92,DOMAIN,1,evidence/mining/spatial_hierarchy.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0251,VKM-SRC-024,claim,93,DOMAIN,1,evidence/coordinates/coordinate_datum_evidence.csv,
EV-VN-S024-0252,VKM-SRC-024,hydro,93,UNROUTED,0,,
EV-VN-S024-0253,VKM-SRC-024,thermal,93,DOMAIN,1,evidence/hydro_thermal/thermal_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0254,VKM-SRC-024,claim,94,UNROUTED,0,,
EV-VN-S024-0255,VKM-SRC-024,spatial_entity,94,DOMAIN,2,evidence/coordinates/coordinate_datum_evidence.csv;evidence/mining/spatial_hierarchy.csv,
EV-VN-S024-0256,VKM-SRC-024,borehole,94,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S024-0257,VKM-SRC-024,borehole,94,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S024-0258,VKM-SRC-024,borehole,94,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S024-0259,VKM-SRC-024,borehole,94,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S024-0260,VKM-SRC-024,borehole,94,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv
EV-VN-S024-0261,VKM-SRC-024,visual_check,94,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0262,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0263,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0264,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0265,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0266,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0267,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0268,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0269,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0270,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0271,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0272,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0273,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0274,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0275,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0276,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0277,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0278,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0279,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0280,VKM-SRC-024,stratigraphic_unit,95,DOMAIN,3,evidence/geology/stratigraphic_thickness_observations.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0281,VKM-SRC-024,visual_check,95,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0282,VKM-SRC-024,claim,95,UNROUTED,0,,
EV-VN-S024-0283,VKM-SRC-024,stratigraphic_unit,96,DOMAIN,1,evidence/geology/stratigraphic_thickness_observations.csv,
EV-VN-S024-0284,VKM-SRC-024,stratigraphic_unit,96,DOMAIN,1,evidence/geology/stratigraphic_thickness_observations.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0285,VKM-SRC-024,stratigraphic_unit,96,DOMAIN,1,evidence/geology/stratigraphic_thickness_observations.csv,
EV-VN-S024-0286,VKM-SRC-024,stratigraphic_unit,96,DOMAIN,1,evidence/geology/stratigraphic_thickness_observations.csv,
EV-VN-S024-0287,VKM-SRC-024,claim,97,UNROUTED,0,,
EV-VN-S024-0288,VKM-SRC-024,horizon_pick,97,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv;evidence/boreholes/horizon_pick_routing.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0289,VKM-SRC-024,claim,98,UNROUTED,0,,
EV-VN-S024-0290,VKM-SRC-024,parameter,98,UNROUTED,0,,
EV-VN-S024-0291,VKM-SRC-024,parameter,98,UNROUTED,0,,
EV-VN-S024-0292,VKM-SRC-024,claim,98,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0293,VKM-SRC-024,parameter,99,UNROUTED,0,,
EV-VN-S024-0294,VKM-SRC-024,parameter,99,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0295,VKM-SRC-024,claim,99,UNROUTED,0,,
EV-VN-S024-0296,VKM-SRC-024,borehole,100,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0297,VKM-SRC-024,borehole,100,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0298,VKM-SRC-024,borehole,100,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0299,VKM-SRC-024,borehole,100,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0300,VKM-SRC-024,borehole,96,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv;evidence/coordinates/coordinate_datum_evidence.csv,
EV-VN-S024-0301,VKM-SRC-024,conflict_note,100,UNROUTED,0,,
EV-VN-S024-0302,VKM-SRC-024,conflict_note,98,UNROUTED,0,,
EV-VN-S024-0303,VKM-SRC-024,parameter,101,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,
EV-VN-S024-0304,VKM-SRC-024,parameter,101,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,
EV-VN-S024-0305,VKM-SRC-024,parameter,101,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0306,VKM-SRC-024,parameter,101,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,
EV-VN-S024-0307,VKM-SRC-024,horizon_pick,101,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv;evidence/boreholes/horizon_pick_routing.csv,
EV-VN-S024-0308,VKM-SRC-024,parameter,102,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0309,VKM-SRC-024,parameter,102,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,
EV-VN-S024-0310,VKM-SRC-024,parameter,102,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,
EV-VN-S024-0311,VKM-SRC-024,parameter,102,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,
EV-VN-S024-0312,VKM-SRC-024,parameter,102,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,
EV-VN-S024-0313,VKM-SRC-024,parameter,102,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,
EV-VN-S024-0314,VKM-SRC-024,mining_geometry,102,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,
EV-VN-S024-0315,VKM-SRC-024,horizon_pick,103,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv;evidence/boreholes/horizon_pick_routing.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0316,VKM-SRC-024,horizon_pick,103,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv;evidence/boreholes/horizon_pick_routing.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0317,VKM-SRC-024,horizon_pick,103,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv;evidence/boreholes/horizon_pick_routing.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0318,VKM-SRC-024,parameter,103,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0319,VKM-SRC-024,engineering_rule,103,DOMAIN,1,catalogues/mathematics/record_to_model_map.csv,
EV-VN-S024-0320,VKM-SRC-024,process_mechanism,103,UNROUTED,0,,
EV-VN-S024-0321,VKM-SRC-024,conflict_note,101,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S024-0322,VKM-SRC-024,information_lifecycle,101,DOMAIN,1,evidence/lifecycle/information_lifecycle_record_map.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0323,VKM-SRC-024,hydro,104,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0324,VKM-SRC-024,information_lifecycle,104,DOMAIN,1,evidence/lifecycle/information_lifecycle_record_map.csv,
EV-VN-S024-0325,VKM-SRC-024,claim,104,UNROUTED,0,,
EV-VN-S024-0326,VKM-SRC-024,spatial_entity,105,DOMAIN,4,evidence/coordinates/coordinate_datum_evidence.csv;evidence/mining/spatial_hierarchy.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0327,VKM-SRC-024,borehole,105,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0328,VKM-SRC-024,visual_check,105,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0329,VKM-SRC-024,hydro,106,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0330,VKM-SRC-024,hydro,106,DOMAIN,1,evidence/hydro_thermal/hydro_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0331,VKM-SRC-024,open_question,106,UNROUTED,0,,
EV-VN-S024-0332,VKM-SRC-024,subsidence_method,72,DOMAIN,5,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv;catalogues/observations/observation_operator_design.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0333,VKM-SRC-024,backfill,80,DOMAIN,1,evidence/backfill/backfill_event_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0334,VKM-SRC-024,open_question,81,UNROUTED,0,,
EV-VN-S024-0335,VKM-SRC-024,claim,81,UNROUTED,0,,
EV-VN-S024-0336,VKM-SRC-024,hydro,107,UNROUTED,0,,
EV-VN-S024-0337,VKM-SRC-024,stratigraphic_unit,107,DOMAIN,2,evidence/geology/stratigraphic_thickness_observations.csv;evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S024-0338,VKM-SRC-024,parameter,107,DOMAIN,1,evidence/hydro_thermal/hydro_evidence_catalog.csv,
EV-VN-S024-0339,VKM-SRC-024,engineering_rule,107,DOMAIN,1,catalogues/mathematics/record_to_model_map.csv,
EV-VN-S024-0340,VKM-SRC-024,claim,107,UNROUTED,0,,
EV-VN-S024-0341,VKM-SRC-024,hydro,107,UNROUTED,0,,
EV-VN-S024-0342,VKM-SRC-024,hydro,108,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0343,VKM-SRC-024,parameter,108,UNROUTED,0,,
EV-VN-S024-0344,VKM-SRC-024,chronology_event,108,DOMAIN,1,evidence/mining/mining_chronology_catalog.csv,
EV-VN-S024-0345,VKM-SRC-024,chronology_event,108,DOMAIN,1,evidence/mining/mining_chronology_catalog.csv,
EV-VN-S024-0346,VKM-SRC-024,chronology_event,109,DOMAIN,1,evidence/mining/mining_chronology_catalog.csv,
EV-VN-S024-0347,VKM-SRC-024,parameter,109,UNROUTED,0,,
EV-VN-S024-0348,VKM-SRC-024,information_lifecycle,109,DOMAIN,3,evidence/lifecycle/information_lifecycle_matrix.csv;evidence/lifecycle/information_lifecycle_record_map.csv;evidence/lifecycle/lifecycle_graph_edges.csv,
EV-VN-S024-0349,VKM-SRC-024,claim,109,UNROUTED,0,,
EV-VN-S024-0350,VKM-SRC-024,spatial_entity,110,DOMAIN,1,evidence/mining/spatial_hierarchy.csv,
EV-VN-S024-0351,VKM-SRC-024,parameter,110,UNROUTED,0,,
EV-VN-S024-0352,VKM-SRC-024,spatial_entity,110,DOMAIN,1,evidence/mining/spatial_hierarchy.csv,
EV-VN-S024-0353,VKM-SRC-024,claim,110,UNROUTED,0,,
EV-VN-S024-0354,VKM-SRC-024,visual_check,111,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0355,VKM-SRC-024,claim,111,UNROUTED,0,,
EV-VN-S024-0356,VKM-SRC-024,claim,112,UNROUTED,0,,
EV-VN-S024-0357,VKM-SRC-024,claim,112,UNROUTED,0,,
EV-VN-S024-0358,VKM-SRC-024,mining_geometry,113,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,
EV-VN-S024-0359,VKM-SRC-024,chronology_event,113,DOMAIN,1,evidence/mining/mining_chronology_catalog.csv,
EV-VN-S024-0360,VKM-SRC-024,information_lifecycle,113,DOMAIN,2,evidence/lifecycle/information_lifecycle_matrix.csv;evidence/lifecycle/information_lifecycle_record_map.csv,
EV-VN-S024-0361,VKM-SRC-024,claim,114,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0362,VKM-SRC-024,parameter,114,UNROUTED,0,,
EV-VN-S024-0363,VKM-SRC-024,spatial_entity,114,DOMAIN,1,evidence/mining/spatial_hierarchy.csv,
EV-VN-S024-0364,VKM-SRC-024,mining_geometry,115,DOMAIN,4,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0365,VKM-SRC-024,visual_check,116,DOMAIN,3,evidence/coordinates/coordinate_datum_evidence.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0366,VKM-SRC-024,spatial_entity,116,DOMAIN,1,evidence/mining/spatial_hierarchy.csv,
EV-VN-S024-0367,VKM-SRC-024,mining_geometry,117,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,
EV-VN-S024-0368,VKM-SRC-024,spatial_entity,117,DOMAIN,1,evidence/mining/spatial_hierarchy.csv,
EV-VN-S024-0369,VKM-SRC-024,coordinate_system,117,DOMAIN,1,evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0370,VKM-SRC-024,horizon_pick,117,DOMAIN,2,evidence/boreholes/horizon_pick_routing.csv;evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0371,VKM-SRC-024,visual_check,117,DOMAIN,3,evidence/coordinates/coordinate_datum_evidence.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0372,VKM-SRC-024,conflict_note,117,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0373,VKM-SRC-024,mining_geometry,117,DOMAIN,4,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S024-0374,VKM-SRC-024,visual_check,118,DOMAIN,3,evidence/coordinates/coordinate_datum_evidence.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0375,VKM-SRC-024,mining_geometry,119,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,
EV-VN-S024-0376,VKM-SRC-024,chronology_event,119,DOMAIN,2,evidence/mining/chronology_conflicts.csv;evidence/mining/mining_chronology_catalog.csv,
EV-VN-S024-0377,VKM-SRC-024,process_mechanism,119,UNROUTED,0,,
EV-VN-S024-0378,VKM-SRC-024,engineering_rule,119,DOMAIN,1,catalogues/mathematics/record_to_model_map.csv,
EV-VN-S024-0379,VKM-SRC-024,mining_geometry,120,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,
EV-VN-S024-0380,VKM-SRC-024,visual_check,121,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S024-0381,VKM-SRC-024,mining_geometry,121,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,
EV-VN-S024-0382,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0383,VKM-SRC-024,borehole,120,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S024-0384,VKM-SRC-024,borehole,120,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S024-0385,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0386,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0387,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0388,VKM-SRC-024,borehole,120,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S024-0389,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0390,VKM-SRC-024,borehole,120,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S024-0391,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0392,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0393,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0394,VKM-SRC-024,borehole,120,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S024-0395,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0396,VKM-SRC-024,borehole,120,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S024-0397,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0398,VKM-SRC-024,borehole,120,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
EV-VN-S024-0399,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0400,VKM-SRC-024,borehole,120,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S024-0401,VKM-SRC-024,borehole,120,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,
