lineage_id,verdict,version_order,version_role,applies_to,vn_id,source_id,record_kind,pdf_pages,locator,distortion_type,reference_vn_ids,counts_as_independent,required_original_or_cited,required_status,required_scope,required_scale,global_rule_flags,downstream_must_say,status,scope,confidence,notes
LIN-12,BIBLIOGRAPHIC_ERROR,3,DERIVED_VERSION,RECORD,EV-VN-S003-0103,VKM-SRC-003,chronology_event,31,"pdf p.118, [7]",BIBLIOGRAPHIC_ERROR,,N,,,,,,LIN-12 (Барях–Красноштейн–Санфиров «Горнотехнические аварии: затопление БКПРУ-1» — год 2009 vs 201): ошибка библиографической записи — сверять по выходным данным/DOI,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-13,VALUE_CHANGE,1,REFERENCE,RECORD,EV-VN-S037-0922,VKM-SRC-037,parameter,169,pdf p.169-170,REFERENCE,EV-VN-S037-0933,,,,,,,LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-13,VALUE_CHANGE,1,REFERENCE,RECORD,EV-VN-S037-0933,VKM-SRC-037,formula,170,pdf p.169-170,REFERENCE,EV-VN-S037-0922,,,,,,,LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-13,VALUE_CHANGE,2,DERIVED_VERSION,RECORD,EV-VN-S003-0330,VKM-SRC-003,formula,87,pdf p.87,ANALOGUE_TRANSFER;VALUE_CHANGE,EV-VN-S037-0922;EV-VN-S037-0933,N,,,,,,"LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer; значение отличается от эталона — хранить обе версии как конфликт, не усреднять",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-13,VALUE_CHANGE,2,DERIVED_VERSION,RECORD,EV-VN-S003-0331,VKM-SRC-003,formula,87,pdf p.87,ANALOGUE_TRANSFER;VALUE_CHANGE,EV-VN-S037-0922;EV-VN-S037-0933,N,,,,,,"LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer; значение отличается от эталона — хранить обе версии как конфликт, не усреднять",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-13,VALUE_CHANGE,2,DERIVED_VERSION,RECORD,EV-VN-S003-0332,VKM-SRC-003,parameter,87,pdf p.87,ANALOGUE_TRANSFER;VALUE_CHANGE,EV-VN-S037-0922;EV-VN-S037-0933,N,,,,,,"LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer; значение отличается от эталона — хранить обе версии как конфликт, не усреднять",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-13,VALUE_CHANGE,2,DERIVED_VERSION,RECORD,EV-VN-S003-0333,VKM-SRC-003,parameter,87,pdf p.87,ANALOGUE_TRANSFER;VALUE_CHANGE,EV-VN-S037-0922;EV-VN-S037-0933,N,,,,,,"LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer; значение отличается от эталона — хранить обе версии как конфликт, не усреднять",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-13,VALUE_CHANGE,3,DERIVED_VERSION,RECORD,EV-VN-S039-0015,VKM-SRC-039,parameter,3,pdf p.3-4,CONTEXT_SHIFT,EV-VN-S037-0922;EV-VN-S037-0933,N,,DERIVATION,,CALIBRATED_EFFECTIVE_MODEL,D-01,LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-13,VALUE_CHANGE,3,DERIVED_VERSION,RECORD,EV-VN-S039-0019,VKM-SRC-039,parameter,3,pdf p.3-4,CONTEXT_SHIFT,EV-VN-S037-0922;EV-VN-S037-0933,N,,DERIVATION,,CALIBRATED_EFFECTIVE_MODEL,D-01,LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-13,VALUE_CHANGE,3,DERIVED_VERSION,RECORD,EV-VN-S039-0022,VKM-SRC-039,parameter,4,pdf p.3-4,CONTEXT_SHIFT,EV-VN-S037-0922;EV-VN-S037-0933,N,,,,,,LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-13,VALUE_CHANGE,4,DERIVED_VERSION,RECORD,EV-VN-S023-0053,VKM-SRC-023,parameter,19,pdf p.19 §1.2,ANALOGUE_TRANSFER,EV-VN-S037-0922;EV-VN-S037-0933,N,,,,,,"LIN-13 (Граничный угол δ0 и угол полных сдвижений ψ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer",DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-14,DERIVED_NOT_MEASURED,1,REFERENCE,RECORD,EV-VN-S029-0055,VKM-SRC-029,stress_measurement,44,"pdf p.44-45, рис.1.23",REFERENCE,EV-VN-S029-0056;EV-VN-S029-0057,,CITED,DERIVATION,,LAB,,"LIN-14 (Коэффициент бокового распора λ=0,71 (эффект Кайзера) и «гидростатическое» поле): λср=0,71 получено по керну (эффект Кайзера) при допущении σv=γH: горизонтальные напряжения выведены (DERIVATION), не измерены независимо; CITED [62] Токсаров, Асанов (первоисточник 1999 не в корпусе)",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-14,DERIVED_NOT_MEASURED,1,REFERENCE,RECORD,EV-VN-S029-0056,VKM-SRC-029,parameter,45,"pdf p.44-45, рис.1.23",REFERENCE,EV-VN-S029-0055;EV-VN-S029-0057,,CITED,DERIVATION,,LAB,,"LIN-14 (Коэффициент бокового распора λ=0,71 (эффект Кайзера) и «гидростатическое» поле): λср=0,71 получено по керну (эффект Кайзера) при допущении σv=γH: горизонтальные напряжения выведены (DERIVATION), не измерены независимо; CITED [62] Токсаров, Асанов (первоисточник 1999 не в корпусе)",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-14,DERIVED_NOT_MEASURED,1,REFERENCE,RECORD,EV-VN-S029-0057,VKM-SRC-029,parameter,45,"pdf p.44-45, рис.1.23",REFERENCE,EV-VN-S029-0055;EV-VN-S029-0056,,CITED,DERIVATION,,LAB,,"LIN-14 (Коэффициент бокового распора λ=0,71 (эффект Кайзера) и «гидростатическое» поле): λср=0,71 получено по керну (эффект Кайзера) при допущении σv=γH: горизонтальные напряжения выведены (DERIVATION), не измерены независимо; CITED [62] Токсаров, Асанов (первоисточник 1999 не в корпусе)",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-14,DERIVED_NOT_MEASURED,2,SECONDARY_COPY,RECORD,EV-VN-S012-0071,VKM-SRC-012,stress_measurement,27,pdf p.27,CITATION_NUMBERING_ERROR;OMISSION_OF_CONDITIONS,EV-VN-S029-0055;EV-VN-S029-0056;EV-VN-S029-0057,N,CITED,,,,,"LIN-14 (Коэффициент бокового распора λ=0,71 (эффект Кайзера) и «гидростатическое» поле): CITED (номер ссылки непоследователен: [2], затем [1]); допущение σv=γH опущено; «близкое к гидростатическому» поле — не установленный факт; не независимое подтверждение",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-14,DERIVED_NOT_MEASURED,2,SECONDARY_COPY,RECORD,EV-VN-S012-0072,VKM-SRC-012,conflict_note,27,pdf p.27,CITATION_NUMBERING_ERROR;OMISSION_OF_CONDITIONS,EV-VN-S029-0055;EV-VN-S029-0056;EV-VN-S029-0057,N,CITED,,,,,"LIN-14 (Коэффициент бокового распора λ=0,71 (эффект Кайзера) и «гидростатическое» поле): CITED (номер ссылки непоследователен: [2], затем [1]); допущение σv=γH опущено; «близкое к гидростатическому» поле — не установленный факт; не независимое подтверждение",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-15,ATTRIBUTION_MISMATCH,1,ATTRIBUTED_COPY,RECORD,EV-VN-S016-0035,VKM-SRC-016,parameter,6,pdf p.6 табл.1; p.12,ATTRIBUTION_MISMATCH,,N,CITED,DERIVATION,,CALIBRATED_EFFECTIVE_MODEL,D-01,"LIN-15 (Таблица 1 параметров модели ВЗТ (Беляков–Беликов 2022): атрибуция [29]): калиброванные эффективные параметры модели (D-01): status DERIVATION, scale CALIBRATED_EFFECTIVE_MODEL; атрибуция противоречива (текст: отчёт НИР СПГУ; список: [29] Ермашов 2015); не свойства пород",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-15,ATTRIBUTION_MISMATCH,1,ATTRIBUTED_COPY,RECORD,EV-VN-S016-0036,VKM-SRC-016,parameter,6,pdf p.6 табл.1; p.12,ATTRIBUTION_MISMATCH,,N,CITED,DERIVATION,,CALIBRATED_EFFECTIVE_MODEL,D-01,"LIN-15 (Таблица 1 параметров модели ВЗТ (Беляков–Беликов 2022): атрибуция [29]): калиброванные эффективные параметры модели (D-01): status DERIVATION, scale CALIBRATED_EFFECTIVE_MODEL; атрибуция противоречива (текст: отчёт НИР СПГУ; список: [29] Ермашов 2015); не свойства пород",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-15,ATTRIBUTION_MISMATCH,1,ATTRIBUTED_COPY,RECORD,EV-VN-S016-0040,VKM-SRC-016,parameter,6,pdf p.6 табл.1; p.12,ATTRIBUTION_MISMATCH,,N,CITED,DERIVATION,,CALIBRATED_EFFECTIVE_MODEL,D-01,"LIN-15 (Таблица 1 параметров модели ВЗТ (Беляков–Беликов 2022): атрибуция [29]): калиброванные эффективные параметры модели (D-01): status DERIVATION, scale CALIBRATED_EFFECTIVE_MODEL; атрибуция противоречива (текст: отчёт НИР СПГУ; список: [29] Ермашов 2015); не свойства пород",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-15,ATTRIBUTION_MISMATCH,1,ATTRIBUTED_COPY,RECORD,EV-VN-S016-0041,VKM-SRC-016,parameter,6,pdf p.6 табл.1; p.12,ATTRIBUTION_MISMATCH,,N,CITED,DERIVATION,,CALIBRATED_EFFECTIVE_MODEL,D-01,"LIN-15 (Таблица 1 параметров модели ВЗТ (Беляков–Беликов 2022): атрибуция [29]): калиброванные эффективные параметры модели (D-01): status DERIVATION, scale CALIBRATED_EFFECTIVE_MODEL; атрибуция противоречива (текст: отчёт НИР СПГУ; список: [29] Ермашов 2015); не свойства пород",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-15,ATTRIBUTION_MISMATCH,1,ATTRIBUTED_COPY,RECORD,EV-VN-S016-0042,VKM-SRC-016,parameter,6,pdf p.6 табл.1; p.12,ATTRIBUTION_MISMATCH,,N,CITED,DERIVATION,,CALIBRATED_EFFECTIVE_MODEL,D-01,"LIN-15 (Таблица 1 параметров модели ВЗТ (Беляков–Беликов 2022): атрибуция [29]): калиброванные эффективные параметры модели (D-01): status DERIVATION, scale CALIBRATED_EFFECTIVE_MODEL; атрибуция противоречива (текст: отчёт НИР СПГУ; список: [29] Ермашов 2015); не свойства пород",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-15,ATTRIBUTION_MISMATCH,1,ATTRIBUTED_COPY,RECORD,EV-VN-S016-0114,VKM-SRC-016,conflict_note,12,pdf p.6 табл.1; p.12,ATTRIBUTION_MISMATCH,,N,CITED,DERIVATION,,CALIBRATED_EFFECTIVE_MODEL,,"LIN-15 (Таблица 1 параметров модели ВЗТ (Беляков–Беликов 2022): атрибуция [29]): калиброванные эффективные параметры модели (D-01): status DERIVATION, scale CALIBRATED_EFFECTIVE_MODEL; атрибуция противоречива (текст: отчёт НИР СПГУ; список: [29] Ермашов 2015); не свойства пород",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-16,CONTEXT_SHIFT,2,DERIVED_VERSION,RECORD,EV-VN-S004-0008,VKM-SRC-004,claim,2,"pdf p.2, 15, 16",SAME_AUTHOR_SERIES,,N,,,,,,LIN-16 (Серия Бабаянц и др. по Березникам: одни результаты в 5 публикациях): та же авторская серия — не независимое подтверждение,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-16,CONTEXT_SHIFT,2,DERIVED_VERSION,RECORD,EV-VN-S004-0067,VKM-SRC-004,claim,15,"pdf p.2, 15, 16",SAME_AUTHOR_SERIES,,N,,,,,,LIN-16 (Серия Бабаянц и др. по Березникам: одни результаты в 5 публикациях): та же авторская серия — не независимое подтверждение,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-16,CONTEXT_SHIFT,3,DERIVED_VERSION,RECORD,EV-VN-S017-0047,VKM-SRC-017,claim,7,pdf p.8,CONTEXT_SHIFT,,N,,,,,,LIN-16 (Серия Бабаянц и др. по Березникам: одни результаты в 5 публикациях): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-16,CONTEXT_SHIFT,3,DERIVED_VERSION,RECORD,EV-VN-S017-0048,VKM-SRC-017,information_lifecycle,8,pdf p.8,CONTEXT_SHIFT,,N,,,,,,LIN-16 (Серия Бабаянц и др. по Березникам: одни результаты в 5 публикациях): условия применения отличаются от эталона — хранить условия вместе со значением,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-19,ANALOGUE_TRANSFER,1,DERIVED_VERSION,RECORD,EV-VN-S003-0326,VKM-SRC-003,claim,86,"pdf p.86-88, ф.(4.11)-(4.16), рис.4.5",ANALOGUE_TRANSFER,,N,,,,,,"LIN-19 (Эмпирическая модель мульды над одиночной лавой из белорусского норматива в диссертации по ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-19,ANALOGUE_TRANSFER,1,DERIVED_VERSION,RECORD,EV-VN-S003-0329,VKM-SRC-003,formula,87,"pdf p.86-88, ф.(4.11)-(4.16), рис.4.5",ANALOGUE_TRANSFER,,N,,,,,,"LIN-19 (Эмпирическая модель мульды над одиночной лавой из белорусского норматива в диссертации по ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-19,ANALOGUE_TRANSFER,1,DERIVED_VERSION,RECORD,EV-VN-S003-0336,VKM-SRC-003,formula,88,"pdf p.86-88, ф.(4.11)-(4.16), рис.4.5",ANALOGUE_TRANSFER,,N,,,,,,"LIN-19 (Эмпирическая модель мульды над одиночной лавой из белорусского норматива в диссертации по ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-19,ANALOGUE_TRANSFER,1,DERIVED_VERSION,RECORD,EV-VN-S003-0337,VKM-SRC-003,formula,88,"pdf p.86-88, ф.(4.11)-(4.16), рис.4.5",ANALOGUE_TRANSFER,,N,,,,,,"LIN-19 (Эмпирическая модель мульды над одиночной лавой из белорусского норматива в диссертации по ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-19,ANALOGUE_TRANSFER,1,DERIVED_VERSION,RECORD,EV-VN-S003-0345,VKM-SRC-003,conflict_note,87,"pdf p.86-88, ф.(4.11)-(4.16), рис.4.5",ANALOGUE_TRANSFER,,N,,,,,,"LIN-19 (Эмпирическая модель мульды над одиночной лавой из белорусского норматива в диссертации по ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-19,ANALOGUE_TRANSFER,1,DERIVED_VERSION,RECORD,EV-VN-S003-0346,VKM-SRC-003,subsidence_method,88,"pdf p.86-88, ф.(4.11)-(4.16), рис.4.5",ANALOGUE_TRANSFER,,N,,,,,,"LIN-19 (Эмпирическая модель мульды над одиночной лавой из белорусского норматива в диссертации по ): перенос аналога — status ANALOGUE, scope вне ВКМ; для ВКМ/СКРУ-1 только через явный Transfer",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-20,HIDDEN_DEPENDENCY,1,HIDDEN_PRIMARY,SOURCE_PAGE_RANGE,,VKM-SRC-014,,8-198,"pdf p.7 (предисловие); p.262-264 [4],[30]",HIDDEN_DEPENDENCY,,N,CITED,,,,,"LIN-20 (Практикум Соловьева–Секунцова 2013: скрытая опора на «Методическое руководство… ОАО «Сильв): все параметры и формулы VKM-SRC-014 (гл. 1–7) вторичны: original_or_cited=CITED (скрытый первоисточник «Методическое руководство… ОАО «Сильвинит»» 2011 [30], не в корпусе; Барях 2008 [4] в тексте не цитируется); учебные задания — TEACHING_EXAMPLE (D-02: ANALOGUE/GENERAL_METHOD); не независимое подтверждение норм",DERIVATION,PROJECT,HIGH,applies to every data record of the source in this pdf page range (chapters named by the source)
LIN-21,ATTRIBUTION_UNVERIFIED,1,DERIVED_VERSION,RECORD,EV-VN-S025-0417,VKM-SRC-025,claim,80,"pdf p.80-81, ф.(3.7), рис.3.11",ATTRIBUTION_UNVERIFIED,,N,,,,,,LIN-21 (Барях и др. 2008: опыты Б.В. Титова по контактным условиям приписаны [53] = «Методическое ): атрибуция не подтверждена — original_or_cited=CITED с пометкой ATTRIBUTION_UNVERIFIED,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-21,ATTRIBUTION_UNVERIFIED,1,DERIVED_VERSION,RECORD,EV-VN-S025-0418,VKM-SRC-025,formula,80,"pdf p.80-81, ф.(3.7), рис.3.11",ATTRIBUTION_UNVERIFIED,,N,,,,,,LIN-21 (Барях и др. 2008: опыты Б.В. Титова по контактным условиям приписаны [53] = «Методическое ): атрибуция не подтверждена — original_or_cited=CITED с пометкой ATTRIBUTION_UNVERIFIED,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-21,ATTRIBUTION_UNVERIFIED,1,DERIVED_VERSION,RECORD,EV-VN-S025-0419,VKM-SRC-025,visual_check,81,"pdf p.80-81, ф.(3.7), рис.3.11",ATTRIBUTION_UNVERIFIED,,N,,,,,,LIN-21 (Барях и др. 2008: опыты Б.В. Титова по контактным условиям приписаны [53] = «Методическое ): атрибуция не подтверждена — original_or_cited=CITED с пометкой ATTRIBUTION_UNVERIFIED,DERIVATION,PROJECT,MEDIUM,generic requirement from distortion types
LIN-24,VALUE_CHANGE,1,REFERENCE,RECORD,EV-VN-S003-0073,VKM-SRC-003,formula,21,"pdf p.21, 35, 78, 85",REFERENCE,EV-VN-S003-0121;EV-VN-S003-0283;EV-VN-S003-0318,,,,,,,LIN-24 (Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-24,VALUE_CHANGE,1,REFERENCE,RECORD,EV-VN-S003-0121,VKM-SRC-003,formula,35,"pdf p.21, 35, 78, 85",REFERENCE,EV-VN-S003-0073;EV-VN-S003-0283;EV-VN-S003-0318,,,,,,,LIN-24 (Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-24,VALUE_CHANGE,1,REFERENCE,RECORD,EV-VN-S003-0283,VKM-SRC-003,subsidence_method,78,"pdf p.21, 35, 78, 85",REFERENCE,EV-VN-S003-0073;EV-VN-S003-0121;EV-VN-S003-0318,,,,,,,LIN-24 (Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-24,VALUE_CHANGE,1,REFERENCE,RECORD,EV-VN-S003-0318,VKM-SRC-003,subsidence_method,85,"pdf p.21, 35, 78, 85",REFERENCE,EV-VN-S003-0073;EV-VN-S003-0121;EV-VN-S003-0283,,,,,,,LIN-24 (Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ): версия-эталон линии (ближайшая к первоисточнику в корпусе),DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-24,VALUE_CHANGE,2,DERIVED_VERSION,RECORD,EV-VN-S004-0038,VKM-SRC-004,formula,7,pdf p.7,NONE,EV-VN-S003-0073;EV-VN-S003-0121;EV-VN-S003-0283;EV-VN-S003-0318,N,,,,,,LIN-24 (Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ): передача без искажений версии-эталона,DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-24,VALUE_CHANGE,3,DERIVED_VERSION,RECORD,EV-VN-S009-0023,VKM-SRC-009,formula,4,"pdf p.4 (§8), p.8, p.10",VALUE_CHANGE;UNSUPPORTED_CLAIM,EV-VN-S003-0073;EV-VN-S003-0121;EV-VN-S003-0283;EV-VN-S003-0318,N,,,,,,"LIN-24 (Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ): значение отличается от эталона — хранить обе версии как конфликт, не усреднять; утверждение не подкреплено собственными данными источника",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-24,VALUE_CHANGE,3,DERIVED_VERSION,RECORD,EV-VN-S009-0024,VKM-SRC-009,conflict_note,4,"pdf p.4 (§8), p.8, p.10",VALUE_CHANGE;UNSUPPORTED_CLAIM,EV-VN-S003-0073;EV-VN-S003-0121;EV-VN-S003-0283;EV-VN-S003-0318,N,,,,,,"LIN-24 (Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ): значение отличается от эталона — хранить обе версии как конфликт, не усреднять; утверждение не подкреплено собственными данными источника",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-24,VALUE_CHANGE,3,DERIVED_VERSION,RECORD,EV-VN-S009-0039,VKM-SRC-009,conflict_note,8,"pdf p.4 (§8), p.8, p.10",VALUE_CHANGE;UNSUPPORTED_CLAIM,EV-VN-S003-0073;EV-VN-S003-0121;EV-VN-S003-0283;EV-VN-S003-0318,N,,,,,,"LIN-24 (Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ): значение отличается от эталона — хранить обе версии как конфликт, не усреднять; утверждение не подкреплено собственными данными источника",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-24,VALUE_CHANGE,3,DERIVED_VERSION,RECORD,EV-VN-S009-0042,VKM-SRC-009,claim,10,"pdf p.4 (§8), p.8, p.10",VALUE_CHANGE;UNSUPPORTED_CLAIM,EV-VN-S003-0073;EV-VN-S003-0121;EV-VN-S003-0283;EV-VN-S003-0318,N,,,,,,"LIN-24 (Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ): значение отличается от эталона — хранить обе версии как конфликт, не усреднять; утверждение не подкреплено собственными данными источника",DERIVATION,PROJECT,HIGH,generic requirement from distortion types
LIN-25,EDITION_ECHO,2,SECONDARY_COPY,RECORD,EV-VN-S037-0169,VKM-SRC-037,parameter,15,"pdf p.15 (печ. 28), табл. 1.5",EDITION_ECHO,,N,CITED,,,LAB,,"LIN-25 (Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300): original_or_cited=CITED ([20] Указания 1985); усреднённые нормативные прочности образцов для расчётов при отсутствии данных по участку: scale LAB (нормативное значение), не MASSIF; группы 1990/92: КС 21,5; сильвинит КрIII–КрI 23,0; сильвинит АБ и В 19,0; карналлит 11,5 МПа",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-25,EDITION_ECHO,2,SECONDARY_COPY,RECORD,EV-VN-S037-0170,VKM-SRC-037,parameter,15,"pdf p.15 (печ. 28), табл. 1.5",EDITION_ECHO,,N,CITED,,,LAB,,"LIN-25 (Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300): original_or_cited=CITED ([20] Указания 1985); усреднённые нормативные прочности образцов для расчётов при отсутствии данных по участку: scale LAB (нормативное значение), не MASSIF; группы 1990/92: КС 21,5; сильвинит КрIII–КрI 23,0; сильвинит АБ и В 19,0; карналлит 11,5 МПа",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-25,EDITION_ECHO,2,SECONDARY_COPY,RECORD,EV-VN-S037-0171,VKM-SRC-037,parameter,15,"pdf p.15 (печ. 28), табл. 1.5",EDITION_ECHO,,N,CITED,,,LAB,,"LIN-25 (Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300): original_or_cited=CITED ([20] Указания 1985); усреднённые нормативные прочности образцов для расчётов при отсутствии данных по участку: scale LAB (нормативное значение), не MASSIF; группы 1990/92: КС 21,5; сильвинит КрIII–КрI 23,0; сильвинит АБ и В 19,0; карналлит 11,5 МПа",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-25,EDITION_ECHO,2,SECONDARY_COPY,RECORD,EV-VN-S037-0172,VKM-SRC-037,parameter,15,"pdf p.15 (печ. 28), табл. 1.5",EDITION_ECHO,,N,CITED,,,LAB,,"LIN-25 (Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300): original_or_cited=CITED ([20] Указания 1985); усреднённые нормативные прочности образцов для расчётов при отсутствии данных по участку: scale LAB (нормативное значение), не MASSIF; группы 1990/92: КС 21,5; сильвинит КрIII–КрI 23,0; сильвинит АБ и В 19,0; карналлит 11,5 МПа",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-25,EDITION_ECHO,2,SECONDARY_COPY,RECORD,EV-VN-S037-0173,VKM-SRC-037,visual_check,15,"pdf p.15 (печ. 28), табл. 1.5",EDITION_ECHO,,N,CITED,,,LAB,,"LIN-25 (Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300): original_or_cited=CITED ([20] Указания 1985); усреднённые нормативные прочности образцов для расчётов при отсутствии данных по участку: scale LAB (нормативное значение), не MASSIF; группы 1990/92: КС 21,5; сильвинит КрIII–КрI 23,0; сильвинит АБ и В 19,0; карналлит 11,5 МПа",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
LIN-25,EDITION_ECHO,3,SECONDARY_COPY,RECORD,EV-VN-S037-0893,VKM-SRC-037,parameter,167,"pdf p.167 (печ. 334), табл. 8.25",NONE_VERBATIM;UNIT_MISPRINT,,N,CITED,,,LAB,,"LIN-25 (Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300): повтор табл. 1.5 той же книги (эхо [20] 1985), не независимое подтверждение; напечатанная единица «Па» — опечатка (МПа); original_or_cited=CITED; scale LAB",DERIVATION,PROJECT,HIGH,hand-written requirement (lineages_data.DOWNSTREAM)
