row_id,citing_source,citing_locator,citation_vn_ids,intext_usage_vn_ids,cited_work_id,cited_work_key,work_group_id,cited_work_full,cited_year,cited_year_variants,cited_type,relation,local_copy_source_id,local_copy_match,external_capture_id,external_capture_match,is_primary,is_primary_basis,external_lookup_needed,lineage_ids,lookup_priority,dependent_claims,dependent_claims_n,dependency_evidence,dependent_kinds,cited_for,intext_cited_for,n_citing_sources,status,scope,scale,confidence,quote_check,notes
CG-00943,VKM-SRC-011,pdf p.157 | ref A4-091,EV-VN-S011-2929,,CW-0812,borisenkov|1979|состав галопелитов верхнекамского калийного месторождения,WG-0811,"Борисенков В.И., Аполлонов В.Н., Иванов А.Г. Состав галопелитов Верхнекамского калийного месторождения как геохимический показатель палеоусловий развития солеродного бассейна / Соленосные формации и практическое значение их изучения: тез. докл. II Всесоюз. солевого сов-я. Новосибирск: Наука, 1979. Т. 2. С. 49–50.",1979,1979,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,mineralogy_geochemistry",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00944,VKM-SRC-011,pdf p.157 | ref A4-092,EV-VN-S011-2930,,CW-0813,borisenkov|1986|изучение фациальных замещений поисках разведке,WG-0813,"Борисенков В.И., Сонкин Л.С. Изучение фациальных замещений при поисках и разведке калийных солей // Разведка и охрана недр. 1986. № 8. С. 10–14.",1986,1986,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,exploration_boreholes",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00945,VKM-SRC-011,pdf p.157 | ref A4-093,EV-VN-S011-2931,,CW-0814,borschevskii|1964|природе красной окраски калийных солей,WG-0814,Борщевский Ю.А. О природе красной окраски калийных солей // Геохимия. 1964. № 3.,1964,1964,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00946,VKM-SRC-011,pdf p.157 | ref A4-094,EV-VN-S011-2932,,CW-0815,borschevskii|1966|происхождение красной окраски калийных солей,WG-0814,"Борщевский Ю.А. Происхождение красной окраски калийных солей // Минералогический сборник Львовск. ун-та. 1966. Вып. 1, № 20. С. 58– 69.",1966,1966,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00947,VKM-SRC-011,pdf p.157 | ref A4-096,EV-VN-S011-2934,,CW-0816,burkser|1932|радиоактивность соликамских калийных отложений,WG-0816,"Бурксер Е.С., Кондогури В.В., Капустин Н.П. Радиоактивность соликамских калийных отложений // Калий. 1932. № 3. С. 12–15.",1932,1932,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): geophysics,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00948,VKM-SRC-011,pdf p.157 | ref A4-097,EV-VN-S011-2935,,CW-0817,biuler|1934|выступления прениях,WG-0817,"Бюлер Г.А. Выступления в прениях / Первая Всесоюзная калийная конференция. М.; Соликамск; Л.: Союзкалий-Госхимтехиздат, 1934. С. 55.",1934,1934,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag):,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,FUZZY_91,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00949,VKM-SRC-011,pdf p.157 | ref A4-099,EV-VN-S011-2937,,CW-0818,vaipolin|1934|выступление прениях,WG-0818,"Вайполин А.Ф. Выступление в прениях / Первая Всесоюзная калийная конференция. М.; Соликамск; Л.: Союзкалий-Госхимтехиздат, 1934. С. 56–57.",1934,1934,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag):,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00950,VKM-SRC-011,pdf p.157 | ref A4-102,EV-VN-S011-2940,,CW-0819,varlamov|1975|гидрогеологические условия вскрытия калийных месторождений,WG-0819,"Варламов А.А., Козлов С.С., Липницкий В.К., Ротькин С.М., Шлендова Т.К. Гидрогеологические условия вскрытия калийных месторождений. Развитие калийной промышленности: Обзорная информация. М.: НИИТЭХИМ, 1975. 34 с.",1975,1975,book,cites,,,,,N,textbook/handbook/review/teaching material: secondary compilation,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): hydro,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00951,VKM-SRC-011,pdf p.157 | ref A4-104,EV-VN-S011-2942,,CW-0820,vasiukov|2005|исследование прогнозирование разрывных нарушений верхнекамском,WG-0820,"Васюков В.Е. Исследование и прогнозирование разрывных нарушений на Верхнекамском месторождении солей: автореф. дис. ... канд. геол.-мин. наук. М., 2005.",2005,2005,dissertation,cites,,,,,Y,dissertation reporting own research (by title),N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): tectonics_fractures,modelling_mapping",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,FUZZY_85,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00952,VKM-SRC-011,pdf p.157 | ref A4-105,EV-VN-S011-2943,,CW-0821,vasiukov|2002|открытые трещины солях шахтном поле,WG-0821,"Васюков В.Е. Открытые трещины в солях на шахтном поле СКПРУ-3 / Проблемы комплексного мониторинга на месторождениях полезных ископаемых: мат-лы научн. сессии ГИ УрО РАН. Пермь, 2002. С. 15–17.",2002,2002,article,cites,,,,,Y,research article reporting own results/experiments/observations (by title),N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): tectonics_fractures,mining",,1,FACT,SKRU3,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00953,VKM-SRC-011,pdf p.157 | ref A4-106,EV-VN-S011-2944,,CW-0822,vasiukov|2003|открытые трещины скола руднике скпру,WG-0822,"Васюков В.Е. Открытые трещины скола на руднике СКПРУ-3 и их происхождение / Моделирование стратегии и процессов освоения георесурсов: мат-лы Междунар. конф. и научн. сессии. Пермь: ГИ УрО РАН, 2003. С. 153–155.",2003,2003,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): tectonics_fractures,mining,modelling_mapping",,1,FACT,SKRU3,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00954,VKM-SRC-011,pdf p.157 | ref A4-107,EV-VN-S011-2945,,CW-0823,vasiukov|2004|восстановлении палеонапряжений образовании трещин скола,WG-0823,"Васюков В.Е. О восстановлении палеонапряжений при образовании трещин скола в солях Верхнекамского месторождения / Стратегия и процессы освоения георесурсов: мат-лы науч. сессии ГИ УрО РАН по результатам НИР в 2003 г. Пермь, 2004. С. 8–10.",2004,2004,article,cites,,,,,Y,research article reporting own results/experiments/observations (by title),N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): mechanics,tectonics_fractures",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00955,VKM-SRC-011,pdf p.157 | ref A4-108,EV-VN-S011-2946,,CW-0824,vasiukov|2001|ориентировке плане прдполагаемых разрывных нарушений,WG-0824,"Васюков В.Е., Горбунов С.Г. Об ориентировке в плане прдполагаемых разрывных нарушений в пределах Верхнекамского месторождения солей / Моделирование стратегии и процессов освоения георесурсов: тез. докл. Междунар. конф. Пермь: ГИ УрО РАН, 2001. С. 14–15.",2001,2001,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): tectonics_fractures,modelling_mapping",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00956,VKM-SRC-011,pdf p.157 | ref A4-111,EV-VN-S011-2949,,CW-0825,vahrameeva|1964|линзовидные включения каменной соли сильвинитовых,WG-0825,Вахрамеева В.А. Линзовидные включения каменной соли в сильвинитовых пластах А и Б Верхнекамского месторождения как явления локального диагенеза // Тр. ВНИИГ. 1964. Вып. 45. С. 156–164.,1964,1964,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,mineralogy_geochemistry",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00957,VKM-SRC-011,pdf p.157 | ref A4-113,EV-VN-S011-2951,,CW-0826,vahrameeva|1964|микровключенном сероводороде соляных породах верхнекамского,WG-0826,Вахрамеева В.А. О микровключенном сероводороде в соляных породах Верхнекамского месторождения // Тр. ВНИИГ. 1964. Вып. 45. С. 151–155.,1964,1964,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,hydro",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00958,VKM-SRC-011,pdf p.157 | ref A4-115,EV-VN-S011-2953,,CW-0827,vahrameeva|1960|петрографическое описание пород подсолевой толщи,WG-0827,"Вахрамеева В.А., Горкун О.П. Петрографическое описание пород подсолевой толщи и нижней части каменной соли Верхнекамского месторождения // Тр. ВНИИГ. 1960. Вып. 40. С. 371–391.",1960,1960,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,mineralogy_geochemistry",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00959,VKM-SRC-011,pdf p.157 | ref A4-116,EV-VN-S011-2954,,CW-0828,vahrameeva|1943|минералогическая характеристика соликамского карналлита,WG-0828,"Вахрамеева В.А., Чирвинский П.Н. Минералогическая характеристика Соликамского карналлита // Зап. ВМО. 2-я сер. 1943. Ч. 72, № 3–4. С. 213–223.",1943,1943,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,FUZZY_66,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00960,VKM-SRC-011,pdf p.157 | ref A4-117,EV-VN-S011-2955,,CW-0829,vinokurov|1958|синем галите соликамских месторождений,WG-0829,Винокуров В.М. О синем галите из Соликамских месторождений // Зап. ВМО. 87(4). 1958. С. 504– 507.,1958,1958,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00961,VKM-SRC-011,pdf p.157 | ref A4-119,EV-VN-S011-2957,,CW-0830,vishnevskii|1969|некоторые особенности тектоники соликамской впадины,WG-0830,"Вишневский П.В., Бареев Р.А. Некоторые особенности тектоники Соликамской впадины по материалам геофизических и палеотектонических исследований // Нефтегазовая геология и геофизика. 1969. № 5. С. 33–36.",1969,1969,article,cites,,,,,Y,research article reporting own results/experiments/observations (by title),N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,geophysics,tectonics_fractures",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00962,VKM-SRC-011,pdf p.157 | ref A4-120,EV-VN-S011-2958,,CW-0831,vishniakov|1979|вторичные эпигенетические изменения галогенной толщи,WG-0345,"Вишняков А.К. Вторичные (эпигенетические) изменения галогенной толщи Соликамской впадины / Соленосные формации и практическое значение их изучения: тез. докл. II Всесоюз. солевого сов-я. Новосибирск: ИГиГ СО АН СССР, 1979. Т. 2. С. 153–155.",1979,1979,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00963,VKM-SRC-011,pdf p.157 | ref A4-122,EV-VN-S011-2960,,CW-0832,vishniakov|1974|древние эрозия карст кунгурской галогенной,WG-0832,"Вишняков А.К. Древние эрозия и карст кунгурской галогенной толщи Приуралья и их влияние на сохранность залежей каменной и калийных солей: автореф. дис. ... канд. геол.-мин. наук. Новосибирск, 1974.",1974,1974,dissertation,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,Y — [P5 low] dependent records rely on it; not in corpus,,P5,EV-VN-S011-3950,1,author:1,claim:1,"Appendix-4 bibliography of VKM geology; topics(auto-tag): karst,stratigraphy_lithology",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00964,VKM-SRC-011,pdf p.157 | ref A4-123,EV-VN-S011-2961,,CW-0833,vishniakov|1983|типоморфные особенности сильвина верхнекамского месторождения,WG-0833,"Вишняков А.К., Асафьева С.В. Типоморфные особенности сильвина Верхнекамского месторождения / Литолого-фациальные особенности осадконакопления в эвапоритовых бассейнах. Новосибирск: ИГиГ СО АН СССР, 1983. С. 111– 112.",1983,1983,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,mineralogy_geochemistry",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00965,VKM-SRC-011,pdf p.157 | ref A4-124,EV-VN-S011-2962,,CW-0834,vishniakov|1983|декрепитация сильвина верхнекамского месторождения,WG-0834,"Вишняков А.К., Молоштанова Н.Е. Декрепитация сильвина Верхнекамского месторождения / Литолого-фациальные особенности осадконакопления в эвапоритовых бассейнах. Новосибирск: ИГиГ СО АН СССР, 1983. С. 112– 114.",1983,1983,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,mineralogy_geochemistry",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,FUZZY_73,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00966,VKM-SRC-011,pdf p.157 | ref A4-125,EV-VN-S011-2963,,CW-0835,vishniakov|1986|декрепитация сильвина верхнекамского месторождения,WG-0834,"Вишняков А.К., Молоштанова Н.Е. Декрепитация сильвина Верхнекамского месторождения / Новые данные по геологии соленосных бассейнов Советского Союза. М.: Наука, 1986. С. 70–77.",1986,1986,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): mineralogy_geochemistry,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,FUZZY_70,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00967,VKM-SRC-011,pdf p.157 | ref A4-126,EV-VN-S011-2964,,CW-0836,vishniakov|2011|вопросу минеральном составе галопелитов,WG-0836,"Вишняков А.К., Молоштанова Н.Е. К вопросу о минеральном составе галопелитов / Концептуальные проблемы литологических исследований в России: материалы 6-го Всероссийского литологического совещания, Казань, 26–30 сентября 2011. Казань: Казанский ун-т, 2011. Т. 2. С. 53–54.",2011,2011,article,cites,,,,,Y,research article reporting own results/experiments/observations (by title),N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,mineralogy_geochemistry",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,FUZZY_79,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00968,VKM-SRC-011,pdf p.157 | ref A4-127,EV-VN-S011-2965,,CW-0837,visotskii|1988|калиеносные бассейны мира минск наука,WG-0837,"Высоцкий Э.А., Гарецкий Р.Г., Кислик В.З. Калиеносные бассейны мира. Минск: Наука и техника, 1988. 387 с.",1988,1988,book,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag):,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00969,VKM-SRC-011,pdf p.157 | ref A4-128,EV-VN-S011-2966,,CW-0838,galkin|1979|некоторые особенности распределения формирования газов,WG-0838,"Галкин В.И. Некоторые особенности распределения и формирования газов Верхнекамского месторождения калийных солей / Соленосные формации и практическое значение их изучения: тез. докл. II Всесоюз. солевого сов-я. Новосибирск: ИГиГ СО АН СССР, 1979. Т. 2. С. 148.",1979,1979,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00970,VKM-SRC-011,pdf p.157 | ref A4-129,EV-VN-S011-2967,,CW-0839,galkin|1982|некоторые особенности распределения формирования газов,WG-0838,"Галкин В.И. Некоторые особенности распределения и формирования газов Верхнекамского месторождения калийных солей / Нефтегазоносность регионов древнего соленакопления. Новосибирск: Наука, 1982. С. 172–174.",1982,1982,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00971,VKM-SRC-011,"pdf p.157 | ref A4-130,A4-133",EV-VN-S011-2968;EV-VN-S011-2971,,CW-0840,galkin|1983|возможности прогнозирования потенциально выбросоопасных зон,WG-0840,"Галкин В.И., Андрейко С.С., Шаманский Г.П. О возможности прогнозирования потенциально выбросоопасных зон по геологическим данным (на примере шахтного поля БКРУ-2, пласт АБ) / Разработка соляных месторождений. Пермь: Пермск. ПИ, 1983. С. 139–143.",1983,1983,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,mining,modelling_mapping || Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,stratigraphy_lithology,mining,modelling_mapping",,1,FACT,BKPRU2,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4) ; listed 2 times in this source
CG-00972,VKM-SRC-011,pdf p.157 | ref A4-131,EV-VN-S011-2969,,CW-0841,galkin|1979|геолого промышленная оценка калийной залежи,WG-0841,"Галкин В.И., Кудряшов А.И. Геолого-промышленная оценка калийной залежи Верхнекамского месторождения в пределах нефтегазоносных площадей // Проблемы разведки, разработки и добычи нефти, газа и конденсата на территории Соликамской депрессии в районе развития ВКМ калийных солей: тез. докл. науч.-техн. конф. Пермь, 1979. С. 17–19.",1979,1979,article,cites;same_author_series,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,exploration_boreholes",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,FUZZY_71,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00973,VKM-SRC-011,pdf p.157 | ref A4-132,EV-VN-S011-2970,,CW-0842,galkin|1983|способ определения выбросоопасности пластов месторождений,WG-0842,"Галкин В.И., Кудряшов А.И. Способ определения выбросоопасности пластов месторождений калийных солей. А.С. № 994767. БИ 07.02.83, № 5.",1983,1983,other,cites;same_author_series,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): gas_dynamic,stratigraphy_lithology",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00974,VKM-SRC-011,pdf p.157 | ref A4-134,EV-VN-S011-2972,,CW-0843,galushko|1934|выступления прениях,WG-0843,"Галушко Н.О. Выступления в прениях / Первая Всесоюзная калийная конференция. М.; Соликамск; Л.: Союзкалий-Госхимтехиздат, 1934. С. 56.",1934,1934,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag):,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00975,VKM-SRC-011,pdf p.157 | ref A4-135,EV-VN-S011-2973,,CW-0844,gemp|1996|влияние структуры верхнекамского месторождения калийных,WG-0844,Гемп С.Д. Влияние структуры Верхнекамского месторождения калийных солей на его эксплуатацию // Отечественная геология. 1996. № 11. С. 26.,1996,1996,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): mining,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00976,VKM-SRC-011,pdf p.157 | ref A4-136,EV-VN-S011-2974,,CW-0845,gemp|1988|возможном механизме формирования зон замещений,WG-0845,"Гемп С.Д. О возможном механизме формирования зон замещений на Верхнекамском месторождении калийных солей / Проблемы морского и континентального галогенеза: тез. докл. IV Всесоюз. солевого сов-я. Новосибирск: ИГиГ СО АН СССР, 1988. С. 125.",1988,1988,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00977,VKM-SRC-011,pdf p.158 | ref A4-137,EV-VN-S011-2975,,CW-0846,gemp|1994|формировании структурного плана верхнекамского месторождения,WG-0846,"Гемп С.Д. О формировании структурного плана Верхнекамского месторождения калийных солей / Проблемы формирования и освоения месторождений полезных ископаемых солеродных бассейнов: тез. докл. V Междунар. Всерос. солевого сов-я. СПб.: РАН, 1994. С. 30–31.",1994,1994,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag):,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00978,VKM-SRC-011,pdf p.158 | ref A4-139,EV-VN-S011-2977,,CW-0847,golubev|1975|верхнекамское калийное месторождение вопросы комплексного,WG-0847,"Голубев Б.М. Верхнекамское калийное месторождение и вопросы его комплексного использования / Тез. докл. Всесоюз. конф. по комплексному использованию руд и концентратов. М., 1975. С. 195–197.",1975,1975,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag):,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00979,VKM-SRC-011,pdf p.158 | ref A4-140,EV-VN-S011-2978,,CW-0848,golubev|1989|всестороннее изучение геологии верхнекамского месторождения,WG-0848,"Голубев Б.М. Всестороннее изучение геологии Верхнекамского месторождения калийных солей на основе прогрессивных способов — путь к предотвращению затопления рудников / Новые прогрессивные способы комплексного изучения недр Урала – путь ускоренного развития народного хозяйства региона: тез. докл. науч.-техн. сов-я. Пермь, 1989. С. 16–17.",1989,1989,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): hydro,mining",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00980,VKM-SRC-011,pdf p.158 | ref A4-141,EV-VN-S011-2979,,CW-0849,golubev|1994|геологическое строение дуринской депрессионной структуры,WG-0355,"Голубев Б.М. Геологическое строение Дуринской депрессионной структуры Верхнекамского месторождения калийных солей и вопросы комплексного недропользования этой территории / Проблемы формирования и освоения месторождений полезных ископаемых солеродных бассейнов: тез. докл. V Междунар. Всерос. солевого сов-я. СПб.: РАН, 1994. С. 32–34.",1994,1994,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,Appendix-4 bibliography of VKM geology; topics(auto-tag):,,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
CG-00981,VKM-SRC-011,pdf p.158 | ref A4-143,EV-VN-S011-2981,,CW-0850,golubev|1977|горно геологические условия отработки сильвинитовых,WG-0850,"Голубев Б.М. Горно-геологические условия отработки сильвинитовых пластов Верхнекамского месторождения и рекомендации по выбору способов выемки сильвинитовых руд / Разработка соляных месторождений. Пермь: Пермск. ПИ, 1977. С. 10–16.",1977,1977,article,cites,,,,,UNKNOWN,primacy not determinable from bibliographic entry,N — no dependent records extracted; low priority,,,,0,,,"Appendix-4 bibliography of VKM geology; topics(auto-tag): stratigraphy_lithology,mineralogy_geochemistry,mining",,1,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,EXACT,from appendix/secondary list of the monograph (numbering namespace A4)
