rank,priority,score,cited_work_id,cited_work_key,cited_work_full,cited_year,cited_type,is_primary,why_primary,worldspec_components,cited_by_sources,n_citing_sources,anchor_vn_ids,corpus_status,external_status,phase1_external_access,phase1_full_text_read,phase1_external_ids,relations,dependent_claims_n,dependent_kinds,dependent_claims,topic_tags,lookup_hint,status,scope,scale,confidence,notes
178,P4,14,CW-1482,NOAUTHOR|1996|производство хлористого калия испании современное,"Производство хлористого калия в Испании: современное состояние и перспективы: обзорная информация / ОАО ВНИИГ. – СПб., 1996. – Вып. № 88/96 (Новости науки и техники. Галургическая промышленность).",1996,report,Y,,,VKM-SRC-014,1,EV-VN-S014-1256,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,1,backfill:1,EV-VN-S014-1206,,,UNKNOWN,NON_VKM,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
179,P4,14,CW-1614,NOAUTHOR|2015|технический проект отработки гремячинского месторождения,"Проектная документация. Технический проект отработки Гремячинского месторождения подземным шахтным способом. Основные технические решения. Часть 1. Подземный комплекс рудника. ОАО «Галургия», 2015. ‒ 58 с.",2015,report,Y,,,VKM-SRC-024,1,EV-VN-S024-0242,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,13,visual_check:6;mining_geometry:3;claim:2;information_lifecycle:1;engineering_rule:1,EV-VN-S024-0029;EV-VN-S024-0031;EV-VN-S024-0032;EV-VN-S024-0034;EV-VN-S024-0130;EV-VN-S024-0136;EV-VN-S024-0365;EV-VN-S024-0371;EV-VN-S024-0373;EV-VN-S024-0374;EV-VN-S024-0422;EV-VN-S024-0428;EV-VN-S024-0467,cited only in NON-VKM/ANALOGUE context,,UNKNOWN,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
180,P4,14,CW-1794,toksarov|2004|оценка геомеханического состояния краевых частей,"Токсаров В.Н. Оценка геомеханического состояния краевых частей массива скважинными гидравлическими датчиками / В.Н. Токсаров // Стратегия и процессы освоения георесурсов: Материалы науч. сессии Горного ин-та УрО РАН по результатам НИР в 2003 г. 19-23 апр. 2004 г. – Пермь: Горный институт УрО РАН, 2004. – С. 214-217.",2004,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0353,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_formula,3,formula:1;claim:1;chronology_event:1,EV-VN-S029-0086;EV-VN-S029-0089;EV-VN-S029-0390,,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
181,P4,14,CW-1928,sanfirov|2009|методическое сопровождение акустического мониторинга состояния,"Методическое сопровождение акустического мониторинга состояния околоствольного пространства. Ствол №3 БКПРУ-4: отчет о НИР / Санфиров И.А. – Пермь: ГИ УрО РАН, 2009.",2009,report,Y,,,VKM-SRC-040,1,EV-VN-S040-0432;EV-VN-S040-0437;EV-VN-S040-0439,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,1,geophysics:1,EV-VN-S040-0092,,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
182,P4,14,CW-1929,sanfirov|2012|акустический мониторинг состояния околоствольного пространства,"Акустический мониторинг состояния околоствольного пространства стволов БКПРУ-4: отчет о НИР / Санфиров И.А. – Пермь: ГИ УрО РАН, 2012.",2012,report,Y,,,VKM-SRC-040,1,EV-VN-S040-0433,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,1,geophysics:1,EV-VN-S040-0092,,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
183,P4,13,CW-0599,filatov|1995|геофизические исследования верхнекамском месторождении калийно,"Филатов В.В., Кассин Г.Г., Попов Б.А. Геофизические исследования на Верхнекамском месторождении калийно-магниевых солей // Изв. вузов. Горный журнал. 1995. № 6. С. 150–162.",1995,article,Y,,,VKM-SRC-011,1,EV-VN-S011-2413;EV-VN-S011-3695;EV-VN-S011-0329;EV-VN-S011-0636,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,1,spatial_entity:1,EV-VN-S011-0319,VKM,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
184,P4,13,CW-1618,otdel|2016|технический отчет развитие маркшейдерской опорной,Технический отчет развитие маркшейдерской опорной сети рудника Гремячинского ГОКа; Отдел ОСГМ ФГУП УС-30 при участке №7 СМУ- 680 ФГУП УС-30; г. Котельниково 2016 г.,2016,report,Y,,,VKM-SRC-024,1,EV-VN-S024-0246,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,3,monitoring_observation:1;visual_check:1;claim:1,EV-VN-S024-0065;EV-VN-S024-0066;EV-VN-S024-0132,monitoring normative;cited only in NON-VKM/ANALOGUE context,,UNKNOWN,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
185,P4,13,CW-1646,kimkov|1978|исследование проявлений опорного горного давления,"Кимков В.И. Исследование проявлений опорного горного давления с использованием плотностного гамма-гамма метода / В.И. Кимков // Методология измерений напряжений в массиве горных пород. − Новосибирск: Изд-во СО АН СССР, 1978. − С. 89−91.",1978,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1085,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,2,geophysics:1;claim:1,EV-VN-S025-0511;EV-VN-S025-0523,stress,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
186,P4,13,CW-1670,pushkarev|1973|ускоренный метод определения предела длительной,"Пушкарев В.И. Ускоренный метод определения предела длительной прочности слабых горных пород / В.И. Пушкарев, Б.Г. – ФТПРПИ, 1973. − № 5.",1973,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1115,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,3,claim:3,EV-VN-S025-0860;EV-VN-S025-0861;EV-VN-S025-0907,rheology/properties,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
187,P4,13,CW-1765,iamamoto|2009|theory rock core based methods,Yamamoto K. A theory of rock core-based methods for in-situ stress measurement / K. Yamamoto // Earth Planets Space. – 2009. – V. 61. – P. 1143–1161.,2009,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0323,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure;reproduces_formula,2,formula:1;process_mechanism:1,EV-VN-S029-0041;EV-VN-S029-0124,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
188,P4,12,CW-1680,titov|1984|исследование разработка метода определения длительной,"Титов Б.В. Исследование и разработка метода определения длительной прочности соляных горных пород: автореф. дис. …канд. техн. наук: 05.15.11 / Б.В. Титов; ВНИМИ. – Л., 1984. – 17 с.",1984,dissertation,Y,,,VKM-SRC-025,1,EV-VN-S025-1126,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,claim:2,EV-VN-S025-0251;EV-VN-S025-0682,rheology/properties,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
189,P4,12,CW-1744,ekoiama|2014|development borehole jack fracturing technique,Yokoyama T. Development of borehole-jack fracturing technique for in situ stress measurement / T. Yokoyama [et al.] // Int. J. Rock. Mech. Min. Sci. – 2014. – V. 67. – P. 9-19.,2014,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0302,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure;reproduces_formula,2,formula:1;claim:1,EV-VN-S029-0177;EV-VN-S029-0179,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
190,P4,12,CW-1783,momaiez|1992|application kaiser effect measure situ,"Momayez M. Application of the Kaiser effect to measure in situ stresses in underground mines / M. Momayez, F.P. Hassani // Proceedings of the 33rd US symposium on rock mechanics, Santa Fe, New Mexico. – Rotterdam: A.A. Balkema, 1992. – P. 979–987.",1992,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0341,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure;reproduces_formula,2,claim:1;formula:1,EV-VN-S029-0111;EV-VN-S029-0112,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
191,P4,12,CW-1897,NOAUTHOR|2009|единые правила безопасности пб 03,"Единые правила безопасности при разработке рудных, нерудных и рассыпных месторождений полезных ископаемых подземным способом. ПБ 03- 553-03: Документы Федеральной Службы по экологическому, техническому и томному надзору. – М.: НТЦ Промышленная безопасность, 2009",2009,normative,Y,,,VKM-SRC-040,1,EV-VN-S040-0395,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,EXTWEB-NORMATIVE-009=METADATA_ONLY:RELATED,cites,2,engineering_rule:1;claim:1,EV-VN-S040-0006;EV-VN-S040-0089,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
192,P4,11,CW-0042,rosen|2000|synthetic aperture radar interferometry,"Rosen P.A., Hensley S., Joughin I.R., Li F.K., Madsen S.N., Rodriguez E., Goldstein R.M. Synthetic aperture radar interferometry //Proceedings of the IEEE. 2000. V. 88. №. 3. Р. 333–382.",2000,article,Y,,,VKM-SRC-007;VKM-SRC-010,2,EV-VN-S007-0052;EV-VN-S010-0025,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_formula,2,formula:1;subsidence_method:1,EV-VN-S010-0004;EV-VN-S010-0007,subsidence/InSAR;cited only in NON-VKM/ANALOGUE context,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
193,P4,11,CW-1404,konstantinova|2008|математическое моделирование системе геодинамического мониторинга,"Константинова, С. А. Математическое моделирование в системе геодинамического мониторинга осваиваемых месторождений полезных ископаемых / С. А. Константинова // Горный журнал, 2008. – № 6. – С. 44-47",2008,article,Y,,,VKM-SRC-012,1,EV-VN-S012-0651,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S012-0037,rheology/properties,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
194,P4,11,CW-1645,kartashov|1975|определении длительной прочности соленосных пород,"Карташов Ю.М. Об определении длительной прочности соленосных пород / Ю.М. Карташов, Б.В. Титов // Механизация и технология выемки горных пород при разработке калийных месторождений. Труды ВНИИГ. − Л., 1975. − Вып. 77.",1975,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1084,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S025-0860,rheology/properties,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
195,P4,11,CW-1737,liunggren|2003|overview rock stress measurement methods,Ljunggren C. An overview of rock stress measurement methods / C. Ljunggren [et al.] // Int. J. Rock. Mech. Min. Sci. – 2003. – V. 40. – P. 975-989.,2003,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0294,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure;reproduces_formula,1,formula:1,EV-VN-S029-0024,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
196,P4,11,CW-1739,cornet|1984|situ stress determination hydraulic injection,"Cornet F.H. In situ stress determination from hydraulic injection test data / F.H. Cornet, B. Valette // J. Geophys. Res. – 1984. – V. 89. – P. 11527-11537.",1984,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0296,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure;reproduces_formula,1,formula:1,EV-VN-S029-0028,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
197,P4,11,CW-1740,stephansson|1983|sleeve fracturing rock stress measurement,"Stephansson O. Sleeve fracturing for rock stress measurement in boreholes / O. Stephansson // Proc. Int. Symp. Essais en Place, In Situ Testing, Paris. – Paris, 1983. – V. 2.– P. 571-578.",1983,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0297;EV-VN-S029-0298,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure;reproduces_formula,1,formula:1,EV-VN-S029-0029,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
198,P4,11,CW-1763,iamamoto|1983|discrimination previously applies stress deformation,"Yamamoto K. Discrimination of previously applies stress by the deformation rate analysis: Application of the method to estimation of in-situ stress / K. Yamamoto, Y. Kuwahara, T. Hirasawa // Progr. Abstr. Seismol. Soc. Jpn. (Abstract in Japanese). – 1983. – V. 2. – P. 104.",1983,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0321,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure;reproduces_formula,1,formula:1,EV-VN-S029-0041,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
199,P4,11,CW-1764,iamamoto|1990|deformation rate analysis new method,"Yamamoto K. Deformation rate analysis: A new method for in situ stress estimation from inelastic deformation of rock samples under uni-axial compressions / K. Yamamoto [et al.] // Tohoku Geophys. J. (Sci. Rep. Tohoku Univ., Ser. 5). – Tohoku, 1990. – V. 33. – P. 127-147.",1990,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0322,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure;reproduces_formula,1,formula:1,EV-VN-S029-0041,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
200,P4,10,CW-1495,NOAUTHOR|2006|калийная промышленность таиланда перспективы задачи,"Калийная промышленность Таиланда: перспективы, задачи, инвестиции: подборка журн. статей / ОАО ВНИИГ. – СПб., 2006. – Вып. 28 (Новости науки и техники. Галургическая промышленность).",2006,report,Y,,,VKM-SRC-014,1,EV-VN-S014-1270,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,claim:2,EV-VN-S014-1230;EV-VN-S014-1231,,,UNKNOWN,NON_VKM,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
201,P4,10,CW-1636,NOAUTHOR|1986|гост 5180 84 грунты методы,"ГОСТ 5180−84. Грунты. Методы лабораторного определения физических характеристик. – М.: Стройиздат, 1986.",1986,normative,Y,,,VKM-SRC-025,1,EV-VN-S025-1072,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,2,claim:1;information_lifecycle:1,EV-VN-S025-0231;EV-VN-S025-0232,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
202,P4,9,CW-0468,NOAUTHOR|1990|медико биологические требования санитарные нормы,"Медико-биологические требования и санитарные нормы качества продовольственного сырья и пищевых продуктов Минздрава СССР. №5061-89. М., 1990.",1990,normative,Y,,,VKM-SRC-011,1,EV-VN-S011-2280,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S011-1573,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
203,P4,9,CW-1608,rostehnadzor|2023|правила осуществления маркшейдерской деятельности приказ,Об утверждении Правил осуществления маркшейдерской деятельности: Приказ Ростехнадзора № 186 от 19.05.2023. ‒ Доступ из справ.-правовой системы КонсультантПлюс. – URL: http://base.consultant.ru (дата обращения:28.12.2025).,2023,normative,Y,,,VKM-SRC-024,1,EV-VN-S024-0235,NOT_IN_CORPUS,NONE,METADATA_ONLY,N,EXTWEB-NORMATIVE-015=METADATA_ONLY:SAME_WORK,cites;reproduces_data,3,engineering_rule:1;visual_check:1;claim:1,EV-VN-S024-0121;EV-VN-S024-0122;EV-VN-S024-0128,monitoring normative;cited only in NON-VKM/ANALOGUE context,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
204,P4,9,CW-1626,bich|1971|результаты исследования механических свойств солей,"Бич З.А. Результаты исследования механических свойств солей Верхнекамского месторождения в натурных условиях / З.А. Бич, А.И. Баженов // Исследования по вопросам горного дела / Перм. политехн. ин-т. – Пермь, 1971.– С. 43−50.",1971,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1061;EV-VN-S025-0204,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S025-0190,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
205,P4,9,CW-1651,konstantinova|1980|исследование бокового массива подстилающей каменной,"Константинова С.А. Исследование бокового массива подстилающей каменной соли Верхнекамских калийных рудников / С.А. Константинова, В.А. Мисников, Ю.М. Карташов // Разработка соляных месторождений / Перм. политехн. ин-т. – Пермь, 1980. – 273 с.",1980,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1090,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S025-0523,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
206,P4,9,CW-1731,si|2007|isrm suggested methods rock stress,"Sjöberg J., Christiansson R., Hudson J.A. ISRM Suggested Methods for rock stress estimation – Part 2: overcoring methods / R. Ulusay, J.A. Hudson (Eds.) // The Complete ISRM Suggested methods for rock characterization, testing and monitoring: 1974 – 2006. – ISRM, 2007.",2007,normative,Y,,,VKM-SRC-029,1,EV-VN-S029-0288,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S029-0022,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
207,P4,9,CW-1732,haimson|2007|isrm suggested methods rock stress,"Haimson B.C., Cornet F.H. ISRM Suggested Methods for rock stress estimation – Part 3: Hydraulic fracturing (HF) and/or hydraulic testing of pre-existing fractures (HTPF) / R. Ulusay, J.A. Hudson (Eds.) // The Complete ISRM Suggested methods for rock characterization, testing and monitoring: 1974–2006. – ISRM, 2007.",2007,normative,Y,,,VKM-SRC-029,1,EV-VN-S029-0289,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S029-0022,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
208,P4,9,CW-1864,ansis|2021|ansys mechanical apdl theory reference,ANSYS Mechanical APDL. Theory Reference. Release 2021 R2.,2021,report,Y,,,VKM-SRC-036,1,EV-VN-S036-0145,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,open_question:1,EV-VN-S036-0128,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
209,P4,8,CW-0172,snieder|2007|advanced noninvasive geophysical monitoring techniques,"Snieder, R. Advanced noninvasive geophysical monitoring techniques / R. Snieder, S. Hubbard, M. Haney, G. Bawden, P. Hatchell, A. Revil // Annu. Rev. Earth Pl. Sc. – 2007. – No. 35. – Pp. 653–683.",2007,article,Y,,,VKM-SRC-003,1,EV-VN-S003-0490,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,2,parameter:1;information_lifecycle:1,EV-VN-S003-0005;EV-VN-S003-0006,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
210,P4,8,CW-0649,rutter|1983|pressure solution nature theory experiment,"Rutter E.H. Pressure solution in nature: theory and experiment // J. geol. Soc. 140. 5. Nothern Ireland, 1983.",1983,article,Y,,,VKM-SRC-011,1,EV-VN-S011-2463,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,1,rheology_law:1,EV-VN-S011-1983,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
211,P4,8,CW-1578,chouteau|NOYEAR|mapping monitoring softrock mining,"Mapping and Monitoring Softrock Mining Chouteau, M.[1], Phillips, G.[2], and Prugger, A.",,article,Y,,,VKM-SRC-023,1,EV-VN-S023-0490,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,2,geophysics:1;gpr:1,EV-VN-S023-0056;EV-VN-S023-0057,,,UNKNOWN,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
212,P4,8,CW-1837,brovn|1978|trends relationships between measured situ,"Brown E.T., Hoek E. Trends in relationships between measured in situ stresses and depth // International Journal of Rock Mechanics & Mining Sciences. – 1978. – № 15. – P. 211-215.",1978,article,Y,,,VKM-SRC-030,1,EV-VN-S030-0077,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_formula,2,formula:1;claim:1,EV-VN-S030-0046;EV-VN-S030-0048,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
213,P4,8,CW-1905,kovin|2002|исследование деформаций соляных пород методом,"Ковин, О.Н. Исследование деформаций соляных пород методом георадиолокационного зондирования / О.Н.Ковин // Сборник докладов. Материалы научной сессии Горного института УрО РАН по результатам НИР в 2001 году. – Пермь, 2002. – С.30-32.",2002,article,Y,,,VKM-SRC-040,1,EV-VN-S040-0404,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,EXTWEB-GEOPHYS_GPR-001=PARTIAL_TEXT_QUERY:RELATED;EXTWEB-GEOPHYS_GPR-002=ABSTRACT_ONLY:RELATED,cites;reproduces_data,3,claim:2;chronology_event:1,EV-VN-S040-0108;EV-VN-S040-0357;EV-VN-S040-0359,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
214,P4,7,CW-0191,hooper|2007|persistent scatterer interferometric synthetic aperture,"Hooper A., Segall P., Zebker H. Persistent scatterer interferometric synthetic aperture radar for crustal deformation analysis, with application to Volcan Alcedo, Galapagos // Journal of Geophysical Research: Solid Earth. 2007. V.112, B07407. 21 p. DOI: 10.1029/2006JB004763",2007,article,Y,,,VKM-SRC-004,1,EV-VN-S004-0080,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_formula,1,formula:1,EV-VN-S004-0015,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
215,P4,7,CW-0490,miagkov|1971|геометрическом способе корреляции геофизических наблюдений,Мягков В.Ф. О геометрическом способе корреляции геофизических наблюдений // Уч. зап. Пермск. ун-та. 1971. №233.,1971,article,Y,,,VKM-SRC-011,1,EV-VN-S011-2302,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_formula,1,formula:1,EV-VN-S011-1069,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
216,P4,7,CW-1533,zuev|2019|определение статических динамических напряжений физических,"Зуев Б. Ю., Зубов В. П., Смычник А. Д. Определение статических и динамических напряжений в физических моделях слоистых и блочных массивов горных пород // Горный Журнал. — 2019. № 7. — С. 61–72. DOI: 10.17580/gzh.2019.07.02.",2019,article,Y,,,VKM-SRC-016,1,EV-VN-S016-0108,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S016-0028,stress,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
217,P4,7,CW-1619,marksheiderskii|2019|технический отчет развитие маркшейдерской опорной,"Технический отчет. Развитие маркшейдерской опорной сети рудника Гремячинского ГОКа; Маркшейдерский отдел Гремячинского ГОКа, ООО «ЕвроХим-ВолгаКалий»; г. Котельниково 2019 г.",2019,report,Y,,,VKM-SRC-024,1,EV-VN-S024-0247,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure,3,visual_check:2;claim:1,EV-VN-S024-0084;EV-VN-S024-0096;EV-VN-S024-0133,monitoring normative;cited only in NON-VKM/ANALOGUE context,,UNKNOWN,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
218,P4,7,CW-1623,artsibashev|1966|применение излучения исследования горных пород,"Арцыбашев В.А. Применение излучения для исследования горных пород в массиве / В.А. Арцыбашев, Э.П. Попов // Горный журнал. − 1966. − № 9. − С. 28−32.",1966,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1056,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,2,geophysics:1;claim:1,EV-VN-S025-0511;EV-VN-S025-0523,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
219,P4,7,CW-1734,kurlenia|1994|развитие метода гидроразрыва исследования напряженного,"Курленя М.В. Развитие метода гидроразрыва для исследования напряженного состояния массива горных пород / М.В. Курленя, А.В. Леонтьев, С.Н. Попов // ФТПРПИ. – 1994. – № 1. – С. 3-20.",1994,article,Y,,,VKM-SRC-029,1,EV-VN-S029-0291,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S029-0023,stress,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
