vn_id,kind,source_id,pdf_page,locator_extra,in_merged,model_ids,disposition,reason
EV-VN-S024-0044,engineering_rule,VKM-SRC-024,18,§3,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0049,formula,VKM-SRC-024,21,"§4, формула (1)",True,MM-ECON-003,MAPPED,
EV-VN-S024-0061,engineering_rule,VKM-SRC-024,26,"§5.1.4, ref [1]",True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0078,engineering_rule,VKM-SRC-024,31,§5.2.2,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0079,engineering_rule,VKM-SRC-024,31,§5.2.3,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0080,formula,VKM-SRC-024,31,§5.2.3,True,MM-GEOD-004,MAPPED,
EV-VN-S024-0081,formula,VKM-SRC-024,31,§5.2.3,True,MM-GEOD-004,MAPPED,
EV-VN-S024-0082,formula,VKM-SRC-024,31,§5.2.3,True,MM-GEOD-004,MAPPED,
EV-VN-S024-0087,engineering_rule,VKM-SRC-024,33,§5.3.1 (pp.33-34),True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0088,engineering_rule,VKM-SRC-024,34,Табл. 2,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0089,engineering_rule,VKM-SRC-024,34,"§5.3.1, ref [1] (pp.34-35)",True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0091,engineering_rule,VKM-SRC-024,35,§5.3.2,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0095,engineering_rule,VKM-SRC-024,38,"§5.4.1, refs [1], [13]",True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0098,engineering_rule,VKM-SRC-024,40,§5.4.2,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0099,engineering_rule,VKM-SRC-024,41,§5.4.2,True,,EXCLUDED,"TOLERANCE_RULE: допуски фактических размеров выработок ±0,2–0,5 м (аналог; неопределённость геометрии — для потока mining geometry)"
EV-VN-S024-0100,engineering_rule,VKM-SRC-024,41,§5.4.3,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0102,engineering_rule,VKM-SRC-024,42,§5.5.1,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0113,engineering_rule,VKM-SRC-024,49,"§6.1.1, ref [11]",True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0114,engineering_rule,VKM-SRC-024,49,"§6.1.1, ref [12]",True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0117,engineering_rule,VKM-SRC-024,50,§6.1.2,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0119,engineering_rule,VKM-SRC-024,51,§6.1.2 (pp.51-52),True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0121,engineering_rule,VKM-SRC-024,52,"Табл. 5 (pp.52-53), refs [3], [1]",True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0123,engineering_rule,VKM-SRC-024,53,§6.1.2,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0143,engineering_rule,VKM-SRC-024,54,§6.1.4,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0150,engineering_rule,VKM-SRC-024,58,§6.2.2 pp.57-58,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0156,engineering_rule,VKM-SRC-024,59,§6.2.3,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0166,engineering_rule,VKM-SRC-024,63,§6.2.4,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0175,engineering_rule,VKM-SRC-024,66,§6.2.4,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0181,formula,VKM-SRC-024,69,§6.2.5 p.69,True,MM-ROOF-007,MAPPED,
EV-VN-S024-0183,formula,VKM-SRC-024,70,§6.2.5 p.70,True,MM-ROOF-022,MAPPED,
EV-VN-S024-0189,formula,VKM-SRC-024,73,"формула (2), §6.3.1",True,MM-DEF-003,MAPPED,
EV-VN-S024-0191,formula,VKM-SRC-024,73,"формула (3), pp.73-74",True,MM-DEF-003,MAPPED,
EV-VN-S024-0192,formula,VKM-SRC-024,74,"формула (4), p.74",True,MM-DEF-003,MAPPED,
EV-VN-S024-0193,formula,VKM-SRC-024,74,"формула (5), p.74",True,MM-DEF-003,MAPPED,
EV-VN-S024-0195,formula,VKM-SRC-024,74,"формула (6), p.74",True,MM-DEF-003,MAPPED,
EV-VN-S024-0196,formula,VKM-SRC-024,74,"формула (7), pp.74-75",True,MM-DEF-003,MAPPED,
EV-VN-S024-0197,formula,VKM-SRC-024,75,"формула (8), p.75",True,MM-DEF-003,MAPPED,
EV-VN-S024-0198,formula,VKM-SRC-024,75,§6.3.1 p.75,True,MM-DEF-003,MAPPED,
EV-VN-S024-0319,engineering_rule,VKM-SRC-024,103,Прил.1 §1.6 p.103,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0332,subsidence_method,VKM-SRC-024,72,§6.3.1 pp.72-75,True,MM-DEF-003,MAPPED,
EV-VN-S024-0339,engineering_rule,VKM-SRC-024,107,Прил.1 §1.7,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0378,engineering_rule,VKM-SRC-024,119,Прил.1 §2.2.6,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0422,engineering_rule,VKM-SRC-024,122,"Прил.1 §2.4.1, refs [10], [11]",True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0426,engineering_rule,VKM-SRC-024,124,Прил.1 §2.4.1 Проходка буровзрывным способом,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0436,engineering_rule,VKM-SRC-024,128,Прил.1 §2.5.1 (pp.128-129),True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0441,engineering_rule,VKM-SRC-024,136,Прил.1 §3.2 Требования безопасности во время работы,True,,EXCLUDED,"SURVEY/DESIGN/SAFETY RULE без уравнения (VKM-SRC-024, аналог/норматив маркшейдерских работ)"
EV-VN-S024-0452,formula,VKM-SRC-024,151,"Прил.1 §4.4, формула (1)",True,MM-ECON-003,MAPPED,
EV-VN-S025-0124,engineering_rule,VKM-SRC-025,16,§1.3,True,,EXCLUDED,DEFINITION: ВЗТ (сохранение водонепроницаемости)
EV-VN-S025-0132,engineering_rule,VKM-SRC-025,17,§1.3,True,,EXCLUDED,NO_EQUATION: отрабатываемые пласты КрII и АБ; зоны смягчения
EV-VN-S025-0133,engineering_rule,VKM-SRC-025,17,§1.3,True,,EXCLUDED,DESIGN_RULE: целики до 200 м вокруг разведочных скважин (геометрия — поток mining)
EV-VN-S025-0154,formula,VKM-SRC-025,22,"формула (2.1), §2.1",True,MM-STR-001,MAPPED,
EV-VN-S025-0157,rheology_law,VKM-SRC-025,24,"рис. 2.1, стадии ползучести",True,MM-CREEP-022,MAPPED,
EV-VN-S025-0160,engineering_rule,VKM-SRC-025,25,§2.2,True,,EXCLUDED,LAB_PROCEDURE: стандарт МБМГП на испытания σ_сж
EV-VN-S025-0167,formula,VKM-SRC-025,28,"формула (2.2), §2.2",True,MM-ELAST-005,MAPPED,
EV-VN-S025-0169,engineering_rule,VKM-SRC-025,28,"§2.2, рис. 2.6 (с.29)",True,MM-LAB-005,MAPPED,
EV-VN-S025-0171,rheology_law,VKM-SRC-025,29,рис. 2.7 Схема определения предела длительной прочности,True,MM-CREEP-002,MAPPED,
EV-VN-S025-0187,formula,VKM-SRC-025,31,"§2.3 (в тексте, без номера)",True,MM-LAB-006,MAPPED,
EV-VN-S025-0201,engineering_rule,VKM-SRC-025,33,§2.4 (продолжение на с.34),True,,EXCLUDED,SAMPLING_RULE: отбор керна
EV-VN-S025-0216,engineering_rule,VKM-SRC-025,34,§2.4,True,,EXCLUDED,SAMPLING_RULE: подземное бурение (сеть 400×400 м)
EV-VN-S025-0218,engineering_rule,VKM-SRC-025,34,§2.4,True,,EXCLUDED,SAMPLING_RULE: этикетки образцов
EV-VN-S025-0222,engineering_rule,VKM-SRC-025,35,Рис. 2.8; §2.4,True,,EXCLUDED,SAMPLING_RULE: отбор монолитов
EV-VN-S025-0229,engineering_rule,VKM-SRC-025,39,§2.5,True,,EXCLUDED,LAB_PROCEDURE: допуски геометрии образцов
EV-VN-S025-0230,engineering_rule,VKM-SRC-025,39,§2.5,True,MM-STAT-013,MAPPED,
EV-VN-S025-0233,formula,VKM-SRC-025,40,"формула (2.3), §2.6",True,MM-LAB-008,MAPPED,
EV-VN-S025-0238,engineering_rule,VKM-SRC-025,41,§2.6,True,MM-LAB-008,MAPPED,
EV-VN-S025-0253,formula,VKM-SRC-025,44,"формулы (2.4)-(2.5), §2.7",True,MM-STR-007,MAPPED,
EV-VN-S025-0271,formula,VKM-SRC-025,51,"формула (2.6), §2.9",True,MM-LAB-005,MAPPED,
EV-VN-S025-0273,formula,VKM-SRC-025,52,формула (2.7),True,MM-LAB-005,MAPPED,
EV-VN-S025-0274,formula,VKM-SRC-025,52,формула (2.8),True,MM-LAB-005,MAPPED,
EV-VN-S025-0275,formula,VKM-SRC-025,52,p.52 unnumbered,True,MM-LAB-005,MAPPED,
EV-VN-S025-0276,formula,VKM-SRC-025,52,формула (2.9),True,MM-LAB-005,MAPPED,
EV-VN-S025-0277,formula,VKM-SRC-025,53,формула (2.10),True,MM-LAB-005,MAPPED,
EV-VN-S025-0278,formula,VKM-SRC-025,53,формула (2.11),True,MM-LAB-005,MAPPED,
EV-VN-S025-0280,formula,VKM-SRC-025,53,формула (2.12),True,MM-LAB-005,MAPPED,
EV-VN-S025-0281,formula,VKM-SRC-025,53,формула (2.13),True,MM-LAB-005,MAPPED,
EV-VN-S025-0283,formula,VKM-SRC-025,54,"формула (2.14), Рис. 2.18",True,MM-STR-008,MAPPED,
EV-VN-S025-0284,formula,VKM-SRC-025,54,формула (2.15),True,MM-STR-008,MAPPED,
EV-VN-S025-0285,formula,VKM-SRC-025,55,"формула (2.16), Рис. 2.18",True,MM-STR-008,MAPPED,
EV-VN-S025-0287,formula,VKM-SRC-025,55,§2.9 p.55,True,MM-STAT-013,MAPPED,
EV-VN-S025-0316,engineering_rule,VKM-SRC-025,61,§2.10 p.61,True,,EXCLUDED,LAB_STUDY: изменчивость карналлита пласта В (состав)
EV-VN-S025-0323,engineering_rule,VKM-SRC-025,63,§2.10 p.63,True,,EXCLUDED,DESIGN_RULE: использовать фактические свойства участков
EV-VN-S025-0335,engineering_rule,VKM-SRC-025,66,§3.1 p.66,True,MM-LAB-009,MAPPED,
EV-VN-S025-0336,formula,VKM-SRC-025,66,§3.1 p.66,True,MM-LAB-009,MAPPED,
EV-VN-S025-0341,formula,VKM-SRC-025,67,формула (3.1),True,MM-LAB-004,MAPPED,
EV-VN-S025-0342,formula,VKM-SRC-025,67,формула (3.2),True,MM-LAB-010,MAPPED,
EV-VN-S025-0343,formula,VKM-SRC-025,67,формула (3.3),True,MM-LAB-003,MAPPED,
EV-VN-S025-0344,formula,VKM-SRC-025,67,"формула (3.4), «Указания...» [77]",True,MM-LAB-009,MAPPED,
EV-VN-S025-0345,engineering_rule,VKM-SRC-025,67,формула (3.4); p.69,True,MM-LAB-009,MAPPED,
EV-VN-S025-0356,formula,VKM-SRC-025,70,формула (3.5),True,MM-LAB-011,MAPPED,
EV-VN-S025-0364,formula,VKM-SRC-025,72,формула (3.6),True,MM-LAB-011,MAPPED,
EV-VN-S025-0365,formula,VKM-SRC-025,73,"Табл. 3.1, каменная соль",True,MM-LAB-011,MAPPED,
EV-VN-S025-0366,formula,VKM-SRC-025,73,"Табл. 3.1, сильвинит (пл. КрII и АБ)",True,MM-LAB-011,MAPPED,
EV-VN-S025-0367,formula,VKM-SRC-025,73,"Табл. 3.1, карналлит (пл. В)",True,MM-LAB-011,MAPPED,
EV-VN-S025-0371,engineering_rule,VKM-SRC-025,73,p.73 below Табл. 3.1,True,MM-LAB-011,MAPPED,
EV-VN-S025-0401,rheology_law,VKM-SRC-025,76,Табл. 3.2 σ_дл column,True,MM-CREEP-002,MAPPED,
EV-VN-S025-0414,engineering_rule,VKM-SRC-025,79,p.79,True,,EXCLUDED,LAB_RULE: поперечный размер образца ≥20 зёрен
EV-VN-S025-0418,formula,VKM-SRC-025,80,формула (3.7),True,MM-LAB-005,MAPPED,
EV-VN-S025-0508,formula,VKM-SRC-025,96,формула (4.1),True,MM-LAB-012,MAPPED,
EV-VN-S025-0509,formula,VKM-SRC-025,97,p.97 (unnumbered),True,MM-LAB-012,MAPPED,
EV-VN-S025-0512,formula,VKM-SRC-025,97,формула (4.2),True,MM-LAB-012,MAPPED,
EV-VN-S025-0518,formula,VKM-SRC-025,99,формула (4.3),True,MM-PETRO-003,MAPPED,
EV-VN-S025-0525,formula,VKM-SRC-025,100,"Гл.IV §4.1, формула (4.4), рис. 4.3 кривая 2",True,MM-PETRO-003,MAPPED,
EV-VN-S025-0529,formula,VKM-SRC-025,100,§4.1 p.100 (in-text definition),True,MM-PETRO-003,MAPPED,
EV-VN-S025-0534,formula,VKM-SRC-025,102,§4.1 формула (4.5),True,MM-DAMAGE-001,MAPPED,
EV-VN-S025-0535,formula,VKM-SRC-025,103,§4.1 формула (4.6),True,MM-DAMAGE-001,MAPPED,
EV-VN-S025-0536,formula,VKM-SRC-025,103,§4.1 формула (4.7),True,MM-DAMAGE-001,MAPPED,
EV-VN-S025-0539,formula,VKM-SRC-025,103,"§4.1 формула (4.8), рис. 4.6",True,MM-DAMAGE-001,MAPPED,
EV-VN-S025-0543,formula,VKM-SRC-025,104,§4.1 формула (4.9),True,MM-DAMAGE-001,MAPPED,
EV-VN-S025-0602,formula,VKM-SRC-025,112,§4.3 формула (4.10),True,MM-PETRO-004,MAPPED,
EV-VN-S025-0603,formula,VKM-SRC-025,113,§4.3 формула (4.11),True,MM-PETRO-004,MAPPED,
EV-VN-S025-0604,formula,VKM-SRC-025,113,"Табл. 4.5 row Каменная соль / σсж, МПа",True,MM-PETRO-004,MAPPED,
EV-VN-S025-0605,formula,VKM-SRC-025,113,"Табл. 4.5 row Каменная соль / εр, %",True,MM-PETRO-004,MAPPED,
EV-VN-S025-0606,formula,VKM-SRC-025,113,"Табл. 4.5 row Каменная соль / D, ГПа",True,MM-PETRO-004,MAPPED,
EV-VN-S025-0607,formula,VKM-SRC-025,113,"Табл. 4.5 row Сильвинит красный / σсж, МПа",True,MM-PETRO-004,MAPPED,
EV-VN-S025-0608,formula,VKM-SRC-025,113,"Табл. 4.5 row Сильвинит красный / εр, %",True,MM-PETRO-004,MAPPED,
EV-VN-S025-0609,formula,VKM-SRC-025,113,"Табл. 4.5 row Сильвинит красный / D, ГПа",True,MM-PETRO-004,MAPPED,
EV-VN-S025-0652,formula,VKM-SRC-025,119,§4.4 формула (4.12) pp.119-120,True,MM-PILLAR-006,MAPPED,
EV-VN-S025-0654,engineering_rule,VKM-SRC-025,120,"§4.4 p.120, cites [77]",True,MM-PILLAR-006,MAPPED,
EV-VN-S025-0688,formula,VKM-SRC-025,126,§4.6 формула (4.13),True,MM-PETRO-005,MAPPED,
EV-VN-S025-0732,formula,VKM-SRC-025,134,"§5.1, Рис. 5.4",True,MM-CONTACT-001,MAPPED,
EV-VN-S025-0775,formula,VKM-SRC-025,141,"§5.2, формула (5.1)",True,MM-CONTACT-003,MAPPED,
EV-VN-S025-0776,formula,VKM-SRC-025,141,"§5.2, формула (5.2)",True,MM-CONTACT-003,MAPPED,
EV-VN-S025-0788,formula,VKM-SRC-025,144,"§5.3, формула (5.3)",True,MM-CONTACT-001,MAPPED,
EV-VN-S025-0789,formula,VKM-SRC-025,144,"§5.3, формула (5.4)",True,MM-CONTACT-001,MAPPED,
EV-VN-S025-0791,formula,VKM-SRC-025,145,"§5.3, формула (5.5)",True,MM-CONTACT-001,MAPPED,
EV-VN-S025-0792,formula,VKM-SRC-025,145,"§5.3, формула (5.6)",True,MM-CONTACT-001,MAPPED,
EV-VN-S025-0793,formula,VKM-SRC-025,145,"§5.3, формула (5.7)",True,MM-CONTACT-001,MAPPED,
EV-VN-S025-0794,formula,VKM-SRC-025,145,"§5.3, формула (5.8)",True,MM-CONTACT-001,MAPPED,
EV-VN-S025-0795,formula,VKM-SRC-025,145,"§5.3, формула (5.9), с.145-146",True,MM-CONTACT-001,MAPPED,
EV-VN-S025-0797,formula,VKM-SRC-025,146,"§5.3, формула (5.10)",True,MM-CONTACT-002,MAPPED,
EV-VN-S025-0798,formula,VKM-SRC-025,146,"§5.3, формула (5.11)",True,MM-CONTACT-002,MAPPED,
EV-VN-S025-0799,formula,VKM-SRC-025,146,"§5.3, формула (5.12), Рис. 5.10",True,MM-CONTACT-002,MAPPED,
EV-VN-S025-0802,engineering_rule,VKM-SRC-025,147,"§5.3, с.147",True,MM-CONTACT-002,MAPPED,
EV-VN-S025-0818,formula,VKM-SRC-025,148,"§5.4, формула (5.13)",True,MM-CONTACT-004,MAPPED,
EV-VN-S025-0826,formula,VKM-SRC-025,150,"§5.5, с.150, Рис. 5.13",True,MM-CONTACT-005,MAPPED,
EV-VN-S025-0829,formula,VKM-SRC-025,150,"§5.5, формула (5.14)",True,MM-CONTACT-005,MAPPED,
EV-VN-S025-0830,formula,VKM-SRC-025,150,"§5.5, формула (5.15)",True,MM-CONTACT-005,MAPPED,
EV-VN-S025-0831,formula,VKM-SRC-025,151,"§5.5, формула (5.16)",True,MM-CONTACT-005,MAPPED,
EV-VN-S025-0832,formula,VKM-SRC-025,151,"§5.5, формула (5.17)",True,MM-CONTACT-005,MAPPED,
EV-VN-S025-0833,rheology_law,VKM-SRC-025,151,"§5.5, с.151, (5.15)-(5.17)",True,MM-CONTACT-005,MAPPED,
EV-VN-S025-0848,rheology_law,VKM-SRC-025,154,"§6.1, с.154, Рис. 6.3",True,MM-CREEP-022,MAPPED,
EV-VN-S025-0851,engineering_rule,VKM-SRC-025,155,"§6.1, с.155-156",True,MM-CREEP-022,MAPPED,
EV-VN-S025-0856,formula,VKM-SRC-025,157,"§6.1, формула (6.1), Рис. 6.5",True,MM-CREEP-001,MAPPED,
EV-VN-S025-0857,rheology_law,VKM-SRC-025,157,"§6.1, (6.1)",True,MM-CREEP-001,MAPPED,
EV-VN-S025-0866,formula,VKM-SRC-025,160,"§6.2, формула (6.2), Рис. 6.7",True,MM-CREEP-023,MAPPED,
EV-VN-S025-0868,formula,VKM-SRC-025,161,"§6.2, формула (6.3)",True,MM-CREEP-023,MAPPED,
EV-VN-S025-0869,formula,VKM-SRC-025,161,"§6.2, формула (6.4)",True,MM-CREEP-023,MAPPED,
EV-VN-S025-0871,formula,VKM-SRC-025,162,"§6.2, формула (6.5)",True,MM-CREEP-023,MAPPED,
EV-VN-S025-0898,engineering_rule,VKM-SRC-025,164,"§6.3, с.164-165",True,MM-CREEP-024,MAPPED,
EV-VN-S025-0899,formula,VKM-SRC-025,165,"§6.3, формула (6.6)",True,MM-CREEP-024,MAPPED,
EV-VN-S025-0900,engineering_rule,VKM-SRC-025,165,"§6.3, с.165, Рис. 6.10",True,MM-CREEP-024,MAPPED,
EV-VN-S025-0912,formula,VKM-SRC-025,166,"формула (7.1), §7.1",True,MM-FRAC-004,MAPPED,
EV-VN-S025-0917,formula,VKM-SRC-025,167,"формула (7.2), §7.1",True,MM-FRAC-004,MAPPED,
EV-VN-S025-0919,formula,VKM-SRC-025,168,"формула (7.3), рис. 7.1, §7.1",True,MM-FRAC-004,MAPPED,
EV-VN-S025-0922,formula,VKM-SRC-025,168,"формула (7.4), §7.1",True,MM-FRAC-004,MAPPED,
EV-VN-S025-0939,formula,VKM-SRC-025,170,"формула (7.5), рис. 7.2, §7.2",True,MM-LAB-006,MAPPED,
EV-VN-S025-0940,formula,VKM-SRC-025,170,"формула (7.6), рис. 7.2, §7.2",True,MM-LAB-006,MAPPED,
EV-VN-S025-0941,formula,VKM-SRC-025,170,"формула (7.7), рис. 7.2, §7.2",True,MM-LAB-006,MAPPED,
EV-VN-S025-0942,formula,VKM-SRC-025,170,"формула (7.8), рис. 7.2, §7.2",True,MM-LAB-006,MAPPED,
EV-VN-S025-0943,engineering_rule,VKM-SRC-025,170,"формулы (7.5)-(7.8), §7.2",True,MM-LAB-006,MAPPED,
EV-VN-S025-0971,engineering_rule,VKM-SRC-025,171,"Табл. 7.2, строка «Критические значения»",True,MM-LAB-006,MAPPED,
EV-VN-S025-0975,formula,VKM-SRC-025,172,"формула (7.9), §7.3",True,MM-LAB-006,MAPPED,
EV-VN-S025-0986,formula,VKM-SRC-025,173,"формула (7.10), §7.3",True,MM-LAB-006,MAPPED,
EV-VN-S025-0987,formula,VKM-SRC-025,173,"формула (7.11), §7.3",True,MM-LAB-006,MAPPED,
EV-VN-S025-0988,formula,VKM-SRC-025,173,"формула (7.12), §7.3",True,MM-LAB-006,MAPPED,
EV-VN-S025-1011,engineering_rule,VKM-SRC-025,175,"§7.4, p.175-176",True,MM-LAB-006,MAPPED,
EV-VN-S025-1027,formula,VKM-SRC-025,179,§7.5 (без номера),True,MM-LAB-008,MAPPED,
EV-VN-S025-1031,formula,VKM-SRC-025,180,"формула (7.13), рис. 7.5",True,MM-LAB-013,MAPPED,
EV-VN-S026-0007,engineering_rule,VKM-SRC-026,4,Введение,True,,EXCLUDED,CONTEXT: единственная система разработки — камерная с ленточными МКЦ (без уравнения)
EV-VN-S026-0009,engineering_rule,VKM-SRC-026,4,Введение,True,,EXCLUDED,CONTEXT: горные работы по технологическим регламентам
EV-VN-S026-0010,engineering_rule,VKM-SRC-026,4,"Введение, ссылка [1]",True,,EXCLUDED,DESIGN_RULE: изолированные участки и гидроизолирующие целики (размеры не приведены)
EV-VN-S026-0011,engineering_rule,VKM-SRC-026,4,Введение,True,,EXCLUDED,DESIGN_RULE: число одновременно отрабатываемых пластов (качественно)
EV-VN-S026-0012,engineering_rule,VKM-SRC-026,4,"Введение, ссылка [2]",True,,EXCLUDED,"DESIGN_RULE: соосность камер, опережение верхнего пласта ≥ 50 м (значение → MINING поток)"
EV-VN-S026-0041,engineering_rule,VKM-SRC-026,9,§2,True,,EXCLUDED,DESIGN_PRINCIPLE: исключение проникновения надсолевых вод (без уравнения)
EV-VN-S026-0044,engineering_rule,VKM-SRC-026,9,"§2, ссылка [5]",True,,EXCLUDED,DESIGN_RULE: гидроизолированные участки (качественно)
EV-VN-S026-0045,engineering_rule,VKM-SRC-026,9,Табл. 1,True,,EXCLUDED,CLASSIFICATION: классификация целиков (табл. 1)
EV-VN-S026-0046,engineering_rule,VKM-SRC-026,9,§2,True,,EXCLUDED,DESIGN_RULE: управление кровлей только поддержанием на МКЦ (качественно)
EV-VN-S026-0048,engineering_rule,VKM-SRC-026,9,"§2, сноска 3, ссылка [5]",True,,EXCLUDED,DESIGN_RULE: доработка запасов предохранительных целиков
EV-VN-S026-0050,subsidence_method,VKM-SRC-026,9,§2,True,,EXCLUDED,QUALITATIVE_METHOD: целики + закладка уменьшают прогиб ВЗТ и оседание — расчётного метода нет
EV-VN-S026-0062,engineering_rule,VKM-SRC-026,13,§4,True,,EXCLUDED,DESIGN_RULE: факторы ширины и высоты камеры (качественно)
EV-VN-S026-0064,engineering_rule,VKM-SRC-026,13,"§4, ссылка [5]",True,,EXCLUDED,DESIGN_RULE: ширина МКЦ по Указаниям [5] — метод в источнике не приведён (см. MM-PILLAR-010)
EV-VN-S026-0070,engineering_rule,VKM-SRC-026,14,§4.1,True,,EXCLUDED,"DESIGN_RULE: прямой порядок, опережение ≤ 300 м (значение → MINING поток)"
EV-VN-S026-0082,engineering_rule,VKM-SRC-026,17,§4.2,True,,EXCLUDED,"DESIGN_RULE: обратный порядок, тупики ≤ 300 м"
EV-VN-S026-0099,engineering_rule,VKM-SRC-026,20,§4.2,True,,EXCLUDED,DESIGN_RULE: диагональные камеры по осям складок
EV-VN-S026-0106,engineering_rule,VKM-SRC-026,21,§4.3,True,,EXCLUDED,DESIGN_LIMIT: высота камер пласта В ≤ 10 м
EV-VN-S026-0115,engineering_rule,VKM-SRC-026,22,"§4.3, ссылка [10]",True,,EXCLUDED,SAFETY_RULE: предварительная дегазация торпедированием
EV-VN-S026-0123,formula,VKM-SRC-026,25,§5.1,True,MM-MINE-010,MAPPED,
EV-VN-S026-0124,formula,VKM-SRC-026,25,§5.1,True,MM-MINE-011,MAPPED,
EV-VN-S026-0125,formula,VKM-SRC-026,25,§5.1,True,MM-MINE-011,MAPPED,
EV-VN-S026-0127,formula,VKM-SRC-026,26,"§5.1, сноска 11",True,MM-MINE-011,MAPPED,
EV-VN-S026-0128,formula,VKM-SRC-026,26,§5.1,True,MM-MINE-011,MAPPED,
EV-VN-S026-0129,formula,VKM-SRC-026,26,§5.1 p26,True,MM-MINE-011,MAPPED,
EV-VN-S026-0130,formula,VKM-SRC-026,27,"§5.1, сноска 12",True,MM-MINE-011,MAPPED,
EV-VN-S026-0132,formula,VKM-SRC-026,27,§5.1,True,MM-MINE-011,MAPPED,
EV-VN-S026-0133,formula,VKM-SRC-026,28,§5.1 p27-28,True,MM-MINE-011,MAPPED,
EV-VN-S026-0135,formula,VKM-SRC-026,28,§5.1,True,MM-MINE-010,MAPPED,
