sample_id,point_id,profile_id,current_campaign_id,current_date,target_campaign_id,target_date,split,forecast_horizon_days,observed_next_increment_mm,observed_next_rate_mm_y,hidden_true_next_increment_mm,hidden_true_next_rate_mm_y,target_sigma_increment_mm,target_sigma_rate_mm_y
P-H06-W001::C018::C020,P-H06-W001,P-H06,C018,2022-10-18,C020,2023-05-16,train,210,-0.6088717192,-1.059001883037143,1.443147751,2.510046267,1.800471389231187,3.1315341662699576
P-H06-W001::C020::C022,P-H06-W001,P-H06,C020,2023-05-16,C022,2023-11-07,train,175,2.405641979,5.0209184733128565,1.261805721,2.633568798,1.3979098443313103,2.917637546525778
P-H06-W001::C022::C024,P-H06-W001,P-H06,C022,2023-11-07,C024,2024-05-14,validation,189,1.476857347,2.8540854285277772,1.298499744,2.509402283,1.0383126337011441,2.0065803675097507
P-H06-W001::C024::C027,P-H06-W001,P-H06,C024,2024-05-14,C027,2025-07-22,test,434,2.244266989,1.8887523450051844,3.467105259,2.917880636,1.0128169318699276,0.8523764616716384
P-H06-W001::C027::C029,P-H06-W001,P-H06,C027,2025-07-22,C029,2025-11-04,test,105,2.548737922,8.865966914385714,0.9692336055,3.371548328,1.0339059174643843,3.5965155843225367
P-H06-W002::C007::C008,P-H06-W002,P-H06,C007,2019-11-05,C008,2020-04-21,train,168,0.9748347287,2.119395146771875,0.6844814555,1.488136022,1.514502983266554,3.2926917537982665
P-H06-W002::C008::C010,P-H06-W002,P-H06,C008,2020-04-21,C010,2020-10-20,train,182,-0.3193418777,-0.6408770375270605,1.561372856,3.133469428,1.153828981228329,2.3155826120530065
P-H06-W002::C010::C012,P-H06-W002,P-H06,C010,2020-10-20,C012,2021-05-18,train,210,1.551831011,2.699077508417857,0.7609077423,1.323435966,1.1375999313053038,1.9786113090917248
P-H06-W002::C012::C014,P-H06-W002,P-H06,C012,2021-05-18,C014,2021-11-02,train,168,2.145711987,4.665007757450892,1.680484521,3.6535534,1.0748023232520922,2.3367354081418252
P-H06-W002::C014::C016,P-H06-W002,P-H06,C014,2021-11-02,C016,2022-05-17,train,196,0.8782612954,1.6366578476778062,0.744608219,1.387592612,1.3476630220755932,2.511397544964849
P-H06-W002::C016::C018,P-H06-W002,P-H06,C016,2022-05-17,C018,2022-10-18,train,154,1.69090904,4.010419005584415,1.103313435,2.616787223,1.8239418154009484,4.32593992256621
P-H06-W002::C018::C020,P-H06-W002,P-H06,C018,2022-10-18,C020,2023-05-16,train,210,-0.7107113049,-1.2361300195939287,0.8438477265,1.467692296,1.9046151260600077,3.3126698799686563
P-H06-W002::C020::C022,P-H06-W002,P-H06,C020,2023-05-16,C022,2023-11-07,train,175,2.218889173,4.631138688218572,1.347453922,2.812328828,1.4668368614599658,3.0614980779900143
P-H06-W002::C022::C024,P-H06-W002,P-H06,C022,2023-11-07,C024,2024-05-14,validation,189,0.5490304367,1.0610231058448412,0.4297488948,0.8305067927,1.089960070053538,2.1063910877621943
P-H06-W002::C024::C027,P-H06-W002,P-H06,C024,2024-05-14,C027,2025-07-22,test,434,1.76587485,1.4861423708813364,2.555224483,2.150451019,1.0696173149959431,0.9001790882540742
P-H06-W002::C027::C029,P-H06-W002,P-H06,C027,2025-07-22,C029,2025-11-04,test,105,2.976966603,10.355590969007144,1.331953949,4.63329695,1.0859635958866332,3.7776019371199308
P-H06-W003::C005::C007,P-H06-W003,P-H06,C005,2019-05-14,C007,2019-11-05,train,175,3.2721225,6.829387103571428,1.823946407,3.806836715,1.5439163762542716,3.222374036724987
P-H06-W003::C007::C008,P-H06-W003,P-H06,C007,2019-11-05,C008,2020-04-21,train,168,1.903825633,4.139120907459822,0.9731449025,2.115721284,1.5522134396264546,3.3746783263307294
P-H06-W003::C008::C010,P-H06-W003,P-H06,C008,2020-04-21,C010,2020-10-20,train,182,-1.160054272,-2.3280759497142856,1.503387006,3.017099472,1.1803888959917415,2.3688848585768327
P-H06-W003::C010::C012,P-H06-W003,P-H06,C010,2020-10-20,C012,2021-05-18,train,210,2.488381699,4.328006740760714,1.239201372,2.155325244,1.1708688836371945,2.036475522611835
P-H06-W003::C012::C014,P-H06-W003,P-H06,C012,2021-05-18,C014,2021-11-02,train,168,2.422684192,5.267175006714286,1.844426898,4.009981693,1.110406079904825,2.4141417897930793
P-H06-W003::C014::C016,P-H06-W003,P-H06,C014,2021-11-02,C016,2022-05-17,train,196,0.9474639537,1.7656184137190052,1.194008724,2.225059624,1.3840335263145767,2.579174721869383
P-H06-W003::C016::C018,P-H06-W003,P-H06,C016,2022-05-17,C018,2022-10-18,train,154,0.9791339345,2.322264088156656,1.385032518,3.284955372,1.8778915398241558,4.453895356628395
P-H06-W003::C018::C020,P-H06-W003,P-H06,C018,2022-10-18,C020,2023-05-16,train,210,0.1250219063,0.21744881560035714,0.8483396132,1.47550497,1.960484063228045,3.40984192425735
P-H06-W003::C020::C022,P-H06-W003,P-H06,C020,2023-05-16,C022,2023-11-07,train,175,2.621191472,5.470801057988572,1.84209028,3.844705569,1.5012024407775404,3.1332239513942666
P-H06-W003::C022::C024,P-H06-W003,P-H06,C022,2023-11-07,C024,2024-05-14,validation,189,1.11465694,2.154118768968254,0.7785625545,1.504603032,1.1160110024491592,2.156735548383891
P-H06-W004::C005::C007,P-H06-W004,P-H06,C005,2019-05-14,C007,2019-11-05,train,175,1.006992269,2.101736721441428,0.5132753829,1.071279049,1.556924941832329,3.249524771452904
P-H06-W004::C007::C008,P-H06-W004,P-H06,C007,2019-11-05,C008,2020-04-21,train,168,2.337029557,5.080952652941964,1.157823949,2.517233319,1.563466238825329,3.3991431174461395
P-H06-W004::C008::C010,P-H06-W004,P-H06,C008,2020-04-21,C010,2020-10-20,train,182,-1.622988882,-3.2571246656620882,0.7812974341,1.567960922,1.1863576163047374,2.3808632931610183
P-H06-W004::C010::C012,P-H06-W004,P-H06,C010,2020-10-20,C012,2021-05-18,train,210,3.990773113,6.941094664396428,1.928453625,3.354131841,1.1823117909197716,2.056378007778317
P-H06-W004::C012::C014,P-H06-W004,P-H06,C012,2021-05-18,C014,2021-11-02,train,168,0.3144035616,0.6835470290142858,0.8433857939,1.833611079,1.1253524580918404,2.446636817369314
P-H06-W004::C014::C016,P-H06-W004,P-H06,C014,2021-11-02,C016,2022-05-17,train,196,1.293661612,2.4107648152193875,1.366102392,2.545759688,1.3950758604373779,2.599752336860981
P-H06-W004::C016::C018,P-H06-W004,P-H06,C016,2022-05-17,C018,2022-10-18,train,154,-0.1866864465,-0.4427741856112013,0.6811241687,1.615458458,1.8966858856960072,4.498470907470563
P-H06-W004::C018::C020,P-H06-W004,P-H06,C018,2022-10-18,C020,2023-05-16,train,210,1.847167734,3.212752451635714,1.832708567,3.187603829,1.980106992056994,3.443971804041986
P-H06-W004::C020::C022,P-H06-W004,P-H06,C020,2023-05-16,C022,2023-11-07,train,175,1.265847923,2.6420054507185715,1.120432674,2.338503053,1.5096177348493367,3.150787872306973
P-H06-W004::C022::C024,P-H06-W004,P-H06,C022,2023-11-07,C024,2024-05-14,validation,189,2.721639935,5.259677175972222,1.663853501,3.215462917,1.1228250394699542,2.1699039453248714
P-H06-W004::C024::C027,P-H06-W004,P-H06,C024,2024-05-14,C027,2025-07-22,test,434,0.8683278426,0.73077590900841,2.373521913,1.997531978,1.1079154362982278,0.9324103988661927
P-H06-W004::C027::C029,P-H06-W004,P-H06,C027,2025-07-22,C029,2025-11-04,test,105,1.950358007,6.784459638635713,0.2615361289,0.9097721054,1.1186332415534057,3.8912456331179186
P-H06-W005::C005::C007,P-H06-W005,P-H06,C005,2019-05-14,C007,2019-11-05,train,175,1.288826375,2.689964762678571,0.8072157559,1.684774599,1.5484224376268467,3.2317788305326043
P-H06-W005::C007::C008,P-H06-W005,P-H06,C007,2019-11-05,C008,2020-04-21,train,168,1.615790855,3.51290243921875,1.146624129,2.49288371,1.553378519795918,3.377211335449161
P-H06-W005::C008::C010,P-H06-W005,P-H06,C008,2020-04-21,C010,2020-10-20,train,182,-0.5985011643,-1.2011129135196428,1.422506108,2.854782175,1.1750600714107484,2.358190610344922
P-H06-W005::C010::C012,P-H06-W005,P-H06,C010,2020-10-20,C012,2021-05-18,train,210,3.759376346,6.538629573221428,1.332888533,2.318273985,1.1767106512800918,2.0466360256193026
P-H06-W005::C012::C014,P-H06-W005,P-H06,C012,2021-05-18,C014,2021-11-02,train,168,0.6232473141,1.3550064373513393,0.8668372858,1.884597135,1.1251431733730697,2.4461818099673436
P-H06-W005::C014::C016,P-H06-W005,P-H06,C014,2021-11-02,C016,2022-05-17,train,196,1.341068232,2.4991080190714285,1.674202773,3.119911034,1.385791772681592,2.5824512498568954
P-H06-W005::C016::C018,P-H06-W005,P-H06,C016,2022-05-17,C018,2022-10-18,train,154,-0.1417579843,-0.33621495951672076,0.7994973648,1.896210471,1.8881182134134125,4.478150502917201
P-H06-W005::C018::C022,P-H06-W005,P-H06,C018,2022-10-18,C022,2023-11-07,train,385,1.650959583,1.5662675004954543,2.057352006,1.95181252,1.7061876339160456,1.6186624241242484
P-H06-W005::C022::C027,P-H06-W005,P-H06,C022,2023-11-07,C027,2025-07-22,test,623,4.775872635,2.799979903585473,4.827528004,2.830264211,1.113047080088214,0.6525528828286038
P-H06-W005::C027::C029,P-H06-W005,P-H06,C027,2025-07-22,C029,2025-11-04,test,105,1.078847055,3.752846541321429,0.0558108818,0.1941421388,1.1132557055911212,3.8725394901634003
P-H06-W006::C005::C007,P-H06-W006,P-H06,C005,2019-05-14,C007,2019-11-05,train,175,0.7177676867,1.4980837003838572,0.1369648719,0.2858652541,1.4870058260396535,3.1035935883484767
P-H06-W006::C007::C008,P-H06-W006,P-H06,C007,2019-11-05,C008,2020-04-21,train,168,2.237350013,4.864238644334821,1.319453374,2.868633006,1.4899349115605311,3.239278133615976
P-H06-W006::C008::C010,P-H06-W006,P-H06,C008,2020-04-21,C010,2020-10-20,train,182,0.003001774161,0.006024164902776098,0.5876488105,1.179333671,1.1188221937445555,2.245328605852741
P-H06-W006::C010::C012,P-H06-W006,P-H06,C010,2020-10-20,C012,2021-05-18,train,210,3.110260366,5.409631422292857,1.88982057,3.286937921,1.1297465097529134,1.9649519651773886
P-H06-W006::C012::C014,P-H06-W006,P-H06,C012,2021-05-18,C014,2021-11-02,train,168,0.2654829376,0.5771883509428571,0.3936101951,0.8557507367,1.090750171155222,2.3714077381812193
P-H06-W006::C014::C016,P-H06-W006,P-H06,C014,2021-11-02,C016,2022-05-17,train,196,1.003367713,1.869796210067602,1.96809453,3.667584321,1.325761358394289,2.4705833477220107
P-H06-W006::C016::C020,P-H06-W006,P-H06,C016,2022-05-17,C020,2023-05-16,train,364,1.918085737,1.9246725698880494,1.940925448,1.947590714,1.6288654639166569,1.6344590953174696
P-H06-W006::C020::C022,P-H06-W006,P-H06,C020,2023-05-16,C022,2023-11-07,train,175,-0.1454592588,-0.30359425300971427,0.6820695546,1.423576599,1.4376003777325637,3.0004773598103935
P-H06-W006::C022::C024,P-H06-W006,P-H06,C022,2023-11-07,C024,2024-05-14,validation,189,2.713258316,5.243479364650794,1.143154352,2.209191148,1.069057417163235,2.065995881581331
P-H06-W006::C024::C027,P-H06-W006,P-H06,C024,2024-05-14,C027,2025-07-22,test,434,-0.1161426403,-0.09774446859349077,1.262601824,1.062592895,1.0629670821764827,0.8945823197349315
P-H06-W006::C027::C029,P-H06-W006,P-H06,C027,2025-07-22,C029,2025-11-04,test,105,1.025726719,3.568063658235714,0.2575542068,0.895920705,1.0695138022408937,3.7203801549379656
P-H06-W007::C005::C007,P-H06-W007,P-H06,C005,2019-05-14,C007,2019-11-05,train,175,1.487272291,3.104149738787143,0.9798523992,2.045091936,1.4455799652717563,3.0171318989457654
P-H06-W007::C007::C008,P-H06-W007,P-H06,C007,2019-11-05,C008,2020-04-21,train,168,0.8008163659,1.7410605812200894,0.7095799154,1.542702762,1.4478367735755928,3.147752271121936
P-H06-W007::C008::C012,P-H06-W007,P-H06,C008,2020-04-21,C012,2021-05-18,train,392,3.693192805,3.4411700816996174,1.913184257,1.782628954,1.0482309715241511,0.9766999039520311
P-H06-W007::C012::C014,P-H06-W007,P-H06,C012,2021-05-18,C014,2021-11-02,train,168,-0.4084108904,-0.8879290340392857,0.6786953854,1.475556485,1.0652068586757522,2.315873840067372
P-H06-W007::C014::C016,P-H06-W007,P-H06,C014,2021-11-02,C016,2022-05-17,train,196,0.5557257547,1.0356062852253827,1.345203855,2.506814837,1.2856973844184074,2.395923314585833
P-H06-W007::C016::C018,P-H06-W007,P-H06,C016,2022-05-17,C018,2022-10-18,train,154,0.8869002156,2.1035084658954544,1.016307695,2.410431075,1.7621154965578114,4.1793031501151985
P-H06-W007::C018::C020,P-H06-W007,P-H06,C018,2022-10-18,C020,2023-05-16,train,210,1.233637819,2.1456486351892856,0.9298219642,1.617226059,1.8519845523498357,3.2211302749798927
P-H06-W007::C020::C022,P-H06-W007,P-H06,C020,2023-05-16,C022,2023-11-07,train,175,-0.302633046,-0.6316384002942858,0.5131665273,1.071051852,1.395909622331169,2.913462797465483
P-H06-W007::C022::C024,P-H06-W007,P-H06,C022,2023-11-07,C024,2024-05-14,validation,189,2.32402831,4.491276932420635,1.146565873,2.215784049,1.0382100990885534,2.0063822153020854
P-H06-W007::C024::C027,P-H06-W007,P-H06,C024,2024-05-14,C027,2025-07-22,test,434,1.338433039,1.1264116762551846,1.730764756,1.456594072,1.0338208657420616,0.8700531594753179
P-H06-W007::C027::C029,P-H06-W007,P-H06,C027,2025-07-22,C029,2025-11-04,test,105,0.8496053156,2.955412776408571,0.3084713753,1.073039713,1.0396367265772286,3.6164506131650738
P-H07-W001::C005::C007,P-H07-W001,P-H07,C005,2019-05-14,C007,2019-11-05,train,175,13.69182476,28.57679424908571,14.60784234,30.48865379,1.3211036455892837,2.7573320374370622
P-H07-W001::C007::C008,P-H07-W001,P-H07,C007,2019-11-05,C008,2020-04-21,train,168,15.3488265,33.369993328125,16.41788672,35.69424478,0.985252648762959,2.1420448211944687
P-H07-W001::C008::C012,P-H07-W001,P-H07,C008,2020-04-21,C012,2021-05-18,train,392,36.43600841,33.949622632021686,34.51246857,32.15734476,1.014478178707168,0.9452503948285538
P-H07-W001::C012::C014,P-H07-W001,P-H07,C012,2021-05-18,C014,2021-11-02,train,168,12.99363322,28.249550795267854,14.87143525,32.33209361,1.0049403263413743,2.1848479416439703
P-H07-W001::C014::C016,P-H07-W001,P-H07,C014,2021-11-02,C016,2022-05-17,train,196,21.86677335,40.74917839840561,19.44227597,36.23107805,1.0059345800197022,1.8745796191438582
P-H07-W001::C016::C018,P-H07-W001,P-H07,C016,2022-05-17,C018,2022-10-18,train,154,12.19329203,28.919479960762988,13.50370928,32.02746633,1.2437231511660578,2.949804421840277
P-H07-W001::C018::C020,P-H07-W001,P-H07,C018,2022-10-18,C020,2023-05-16,train,210,20.79792428,36.173532587000004,19.03153567,33.10127812,1.319096473730306,2.294285652523782
P-H07-W001::C020::C022,P-H07-W001,P-H07,C020,2023-05-16,C022,2023-11-07,train,175,14.63711902,30.549758411742857,16.11342321,33.63101615,1.2551621615047566,2.619702739940642
P-H07-W001::C022::C024,P-H07-W001,P-H07,C022,2023-11-07,C024,2024-05-14,validation,189,19.15391649,37.01570369297619,19.33531435,37.36626226,1.2753947217036912,2.464750910594038
P-H07-W001::C024::C027,P-H07-W001,P-H07,C024,2024-05-14,C027,2025-07-22,test,434,39.93187149,33.60625820673387,40.84250169,34.37263535,1.1369487437055696,0.9568445360333163
P-H07-W001::C027::C029,P-H07-W001,P-H07,C027,2025-07-22,C029,2025-11-04,test,105,11.47214911,39.90669011835715,8.747206527,30.42778271,1.0145539587697605,3.529198413720524
P-H07-W002::C005::C007,P-H07-W002,P-H07,C005,2019-05-14,C007,2019-11-05,train,175,31.49974316,65.74446393822858,31.50662147,65.75881996,1.3485252748838628,2.814564895150462
P-H07-W002::C007::C008,P-H07-W002,P-H07,C007,2019-11-05,C008,2020-04-21,train,168,24.73611081,53.77895519852678,26.09470173,56.73267741,1.0101268941252741,2.1961240957098593
P-H07-W002::C008::C012,P-H07-W002,P-H07,C008,2020-04-21,C012,2021-05-18,train,392,50.88180191,47.409638131702806,48.66699177,45.34596618,1.0372048540228846,0.9664262064588229
P-H07-W002::C012::C014,P-H07-W002,P-H07,C012,2021-05-18,C014,2021-11-02,train,168,15.79797081,34.34648118066965,18.26130392,39.7020313,1.0295737756797887,2.2384036998038264
P-H07-W002::C014::C016,P-H07-W002,P-H07,C014,2021-11-02,C016,2022-05-17,train,196,21.09705182,39.314786618647965,18.81260228,35.05766827,1.029710268525974,1.9188860998934285
P-H07-W002::C016::C018,P-H07-W002,P-H07,C016,2022-05-17,C018,2022-10-18,train,154,13.32165704,31.595683336753247,13.35247677,31.66878013,1.268630130586121,3.008877631146628
P-H07-W002::C018::C020,P-H07-W002,P-H07,C018,2022-10-18,C020,2023-05-16,train,210,17.05318462,29.660360392642854,16.26325912,28.28645425,1.3473171648810456,2.3433694974895327
P-H07-W002::C020::C022,P-H07-W002,P-H07,C020,2023-05-16,C022,2023-11-07,train,175,10.81837312,22.579490183314288,12.25666615,25.5814132,1.2840999391406782,2.680100015835044
P-H07-W002::C022::C024,P-H07-W002,P-H07,C022,2023-11-07,C024,2024-05-14,validation,189,11.74335114,22.694492084047617,12.2437116,23.66145852,1.3050069373240094,2.5219776923682247
P-H07-W002::C024::C027,P-H07-W002,P-H07,C024,2024-05-14,C027,2025-07-22,test,434,26.10277745,21.96783286546659,26.2575274,22.09806885,1.162065384570312,0.9779824463463281
P-H07-W002::C027::C029,P-H07-W002,P-H07,C027,2025-07-22,C029,2025-11-04,test,105,8.737291268,30.393291767971427,6.398304775,22.25696018,1.0353491206184111,3.6015358695797586
P-H07-W003::C005::C007,P-H07-W003,P-H07,C005,2019-05-14,C007,2019-11-05,train,175,0.7003203954,1.4616687109705715,1.178621619,2.459951692,1.3732363220792416,2.866140380796817
P-H07-W003::C007::C008,P-H07-W003,P-H07,C007,2019-11-05,C008,2020-04-21,train,168,0.297636265,0.6470931297098215,1.276408858,2.775049615,1.0340003543152378,2.248027556033575
P-H07-W003::C008::C012,P-H07-W003,P-H07,C008,2020-04-21,C012,2021-05-18,train,392,4.12020553,3.8390435454910716,2.256174673,2.102213774,1.058828152663429,0.9865739356130546
P-H07-W003::C012::C014,P-H07-W003,P-H07,C012,2021-05-18,C014,2021-11-02,train,168,-0.8267396084,-1.797420487905357,1.052008969,2.287180214,1.0540571800486622,2.291633244123654
P-H07-W003::C014::C016,P-H07-W003,P-H07,C014,2021-11-02,C016,2022-05-17,train,196,3.035978116,5.657607177903062,1.70882298,3.184426498,1.05276218442391,1.9618438156164952
P-H07-W003::C016::C018,P-H07-W003,P-H07,C016,2022-05-17,C018,2022-10-18,train,154,1.57111173,3.7262893466396103,1.034722857,2.454107297,1.2915654210362613,3.063274480736977
P-H07-W003::C018::C020,P-H07-W003,P-H07,C018,2022-10-18,C020,2023-05-16,train,210,2.156550386,3.7508572785071435,1.545171663,2.687494999,1.3733135512502883,2.3885846409246083
P-H07-W003::C020::C022,P-H07-W003,P-H07,C020,2023-05-16,C022,2023-11-07,train,175,-0.7545720059,-1.5748995723141428,1.077588412,2.249080958,1.3105093090528028,2.7352201436087786
P-H07-W003::C022::C024,P-H07-W003,P-H07,C022,2023-11-07,C024,2024-05-14,validation,189,0.9536880319,1.8430399664099204,0.8394358249,1.622243043,1.3320243297051393,2.5741898752635035
P-H07-W003::C024::C027,P-H07-W003,P-H07,C024,2024-05-14,C027,2025-07-22,test,434,2.574360422,2.166555631648617,2.90047625,2.441011407,1.1844869048675157,0.9968521705135026
P-H07-W003::C027::C029,P-H07-W003,P-H07,C027,2025-07-22,C029,2025-11-04,test,105,2.697056651,9.381904207407143,0.746198702,2.595705485,1.0536171842527142,3.66508263379337
P-H07-W004::C005::C007,P-H07-W004,P-H07,C005,2019-05-14,C007,2019-11-05,train,175,14.46055216,30.181238151085715,15.29749366,31.92805463,1.3759216737082975,2.8717450932683177
P-H07-W004::C007::C008,P-H07-W004,P-H07,C007,2019-11-05,C008,2020-04-21,train,168,13.27737577,28.866437499955357,13.71668679,29.82154674,1.037796329951043,2.2562804137774912
P-H07-W004::C008::C012,P-H07-W004,P-H07,C008,2020-04-21,C012,2021-05-18,train,392,34.4133332,32.06497436556122,32.48445691,30.2677242,1.062091699006131,0.9896147782193607
P-H07-W004::C012::C014,P-H07-W004,P-H07,C012,2021-05-18,C014,2021-11-02,train,168,12.61593404,27.428392310178573,15.29805899,33.25961933,1.0585514809623715,2.3014043358422986
P-H07-W004::C014::C016,P-H07-W004,P-H07,C014,2021-11-02,C016,2022-05-17,train,196,18.67867142,34.80808538854592,16.46101146,30.6754308,1.056575174304575,1.9689494000752348
P-H07-W004::C016::C018,P-H07-W004,P-H07,C016,2022-05-17,C018,2022-10-18,train,154,12.56101753,29.79163410930195,12.57710733,29.82979515,1.2944299802936525,3.070068508456212
P-H07-W004::C018::C020,P-H07-W004,P-H07,C018,2022-10-18,C020,2023-05-16,train,210,17.5926903,30.59871491464286,16.90551633,29.40352304,1.376590565659275,2.3942843052716674
P-H07-W004::C020::C022,P-H07-W004,P-H07,C020,2023-05-16,C022,2023-11-07,train,175,12.98662518,27.104941982828574,14.85614835,31.0069039,1.3136776355696373,2.7418328936674863
P-H07-W004::C022::C024,P-H07-W004,P-H07,C022,2023-11-07,C024,2024-05-14,validation,189,16.65015909,32.17709316202381,16.50645156,31.89937265,1.3352626662050264,2.580448089054952
P-H07-W004::C024::C027,P-H07-W004,P-H07,C024,2024-05-14,C027,2025-07-22,test,434,36.36368569,30.603309212609446,36.6220531,30.8207486,1.1867773643983235,0.9987797980333818
P-H07-W004::C027::C029,P-H07-W004,P-H07,C027,2025-07-22,C029,2025-11-04,test,105,10.5704594,36.770098055714286,8.725966524,30.35389784,1.0552305942703517,3.6706949957832946
P-H07-W005::C005::C007,P-H07-W005,P-H07,C005,2019-05-14,C007,2019-11-05,train,175,-0.08953177155,-0.18686559747792858,0.7807455833,1.629527568,1.3653623768840075,2.84970633232505
P-H07-W005::C007::C008,P-H07-W005,P-H07,C007,2019-11-05,C008,2020-04-21,train,168,1.996269324,4.3401033963749995,1.679617768,3.651668987,1.0321858679102047,2.244082668179775
P-H07-W005::C008::C012,P-H07-W005,P-H07,C008,2020-04-21,C012,2021-05-18,train,392,3.740074784,3.484852844020408,2.544244368,2.370625651,1.0563243839570362,0.9842410235722129
P-H07-W005::C012::C014,P-H07-W005,P-H07,C012,2021-05-18,C014,2021-11-02,train,168,-2.431899485,-5.287210041049107,0.3841154826,0.8351082144,1.0550630304826154,2.2938200707367575
P-H07-W005::C014::C016,P-H07-W005,P-H07,C014,2021-11-02,C016,2022-05-17,train,196,4.037993479,7.524883256146684,1.654893508,3.083927826,1.0517007913884402,1.9598658880338153
P-H07-W005::C016::C018,P-H07-W005,P-H07,C016,2022-05-17,C018,2022-10-18,train,154,0.1263800188,0.29974221991363637,0.4637265107,1.099844857,1.286033118376379,3.050153223941379
P-H07-W005::C018::C020,P-H07-W005,P-H07,C018,2022-10-18,C020,2023-05-16,train,210,2.01828541,3.5103749809642855,1.563179342,2.718815498,1.3671999107539317,2.377951273347017
P-H07-W005::C020::C022,P-H07-W005,P-H07,C020,2023-05-16,C022,2023-11-07,train,175,-1.482760374,-3.0947327234485713,0.2806343405,0.5857239592,1.3035442384866687,2.7206830463271756
P-H07-W005::C022::C024,P-H07-W005,P-H07,C022,2023-11-07,C024,2024-05-14,validation,189,2.670186156,5.1602407062380955,1.653922195,3.196270273,1.3248863682983019,2.5603954815923533
P-H07-W005::C024::C027,P-H07-W005,P-H07,C024,2024-05-14,C027,2025-07-22,test,434,1.213820991,1.0215394400063365,1.936697306,1.629904818,1.1766520915595617,0.9902584710648155
P-H07-W006::C012::C014,P-H07-W006,P-H07,C012,2021-05-18,C014,2021-11-02,train,168,6.460124603,14.045003043129462,8.630946073,18.76460151,1.0361145532965248,2.2526240511402125
P-H07-W006::C014::C016,P-H07-W006,P-H07,C014,2021-11-02,C016,2022-05-17,train,196,12.30117754,22.92349539022959,10.44618485,19.46667865,1.0312701040759062,1.9217928852741057
P-H07-W006::C016::C018,P-H07-W006,P-H07,C016,2022-05-17,C018,2022-10-18,train,154,7.49311938,17.771830217824675,8.014307402,19.0079596,1.2599468983412019,2.9882831468774285
P-H07-W006::C018::C020,P-H07-W006,P-H07,C018,2022-10-18,C020,2023-05-16,train,210,11.67835331,20.311993078464287,11.66115038,20.28207226,1.3378207293805635,2.3268524828869084
P-H07-W006::C020::C022,P-H07-W006,P-H07,C020,2023-05-16,C022,2023-11-07,train,175,9.072283765,18.935152258092856,10.15078758,21.18614379,1.2727031778784246,2.656313346971969
P-H07-W006::C022::C024,P-H07-W006,P-H07,C022,2023-11-07,C024,2024-05-14,validation,189,11.25374623,21.74831116670635,9.924852768,19.18017182,1.2933170136359409,2.4993864509551713
P-H07-W006::C024::C027,P-H07-W006,P-H07,C024,2024-05-14,C027,2025-07-22,test,434,22.85871798,19.237665304596778,23.77494313,20.0087511,1.147986570623898,0.9661338592635456
P-H07-W006::C027::C029,P-H07-W006,P-H07,C027,2025-07-22,C029,2025-11-04,test,105,6.298633741,21.910247370478572,5.720762934,19.90008249,1.025569002065691,3.5675150286142245
P-H07-W007::C005::C007,P-H07-W007,P-H07,C005,2019-05-14,C007,2019-11-05,train,175,4.852314503,10.127473555547143,5.333578865,11.13194103,1.3125573829290003,2.7394947663703846
P-H07-W007::C007::C008,P-H07-W007,P-H07,C007,2019-11-05,C008,2020-04-21,train,168,5.914160685,12.858018989263392,4.835249758,10.51235104,0.9909714670624737,2.154478144908146
P-H07-W007::C008::C012,P-H07-W007,P-H07,C008,2020-04-21,C012,2021-05-18,train,392,13.55426522,12.629324927563776,12.7007469,11.83405052,1.0172854299060399,0.9478660797785231
P-H07-W007::C012::C014,P-H07-W007,P-H07,C012,2021-05-18,C014,2021-11-02,train,168,3.253974951,7.074490183647321,5.364912456,11.66389449,1.0145865767671218,2.2058199235963767
P-H07-W007::C014::C020,P-H07-W007,P-H07,C014,2021-11-02,C020,2023-05-16,train,560,16.925761,11.039525366517857,16.4842985,10.75158933,1.0981760834374679,0.7162657401348842
P-H07-W007::C020::C022,P-H07-W007,P-H07,C020,2023-05-16,C022,2023-11-07,train,175,5.35082039,11.167926556842858,6.003888684,12.53097338,1.2399491181254783,2.5879509451161766
P-H07-W007::C022::C024,P-H07-W007,P-H07,C022,2023-11-07,C024,2024-05-14,validation,189,7.584779675,14.657887705257938,5.853935679,11.312963,1.2597859660346318,2.4345863708685145
P-H07-W007::C024::C027,P-H07-W007,P-H07,C024,2024-05-14,C027,2025-07-22,test,434,11.94502049,10.05280814279378,13.39182235,11.27042192,1.117919753537257,0.940829930828302
P-H07-W007::C027::C029,P-H07-W007,P-H07,C027,2025-07-22,C029,2025-11-04,test,105,4.374313801,15.216363007764285,3.168646517,11.02236324,1.0013160559766232,3.4831494232901106
P-V01-W001::C003::C004,P-V01-W001,P-V01,C003,2018-10-16,C004,2019-02-12,train,119,8.608524978,26.422384438777314,11.12662204,34.15124958,1.0162062276086088,3.119069954907936
P-V01-W001::C004::C005,P-V01-W001,P-V01,C004,2019-02-12,C005,2019-05-14,train,91,8.621026566,34.60252695858791,7.822236344,31.39639368,1.016230519887561,4.07888128998826
P-V01-W001::C005::C007,P-V01-W001,P-V01,C005,2019-05-14,C007,2019-11-05,train,175,17.33175853,36.173856017614284,16.04828396,33.49506123,1.0434558479818403,2.177841419859241
P-V01-W001::C007::C008,P-V01-W001,P-V01,C007,2019-11-05,C008,2020-04-21,train,168,15.1450911,32.927050739732145,15.06472714,32.75233087,1.0547193629364948,2.2930729006699684
