row_id,category,crs_kind_schema,vertical_kind_schema,axes_schema,system_as_printed,what_is_stated,what_is_unknown,values_as_printed,key_finding_ru,source_id,pdf_page,locator,vn_id,record_kind,status,evidence_type,scope,spatial_level,extraction_method,quote_check,confidence,relevance_to_skru1_world,notes
CDE-0278,MAP_SCALE_ORIENTATION,,,,1:100; масштаба 1:,"Zonal aerospace-geological survey (АКГИ) 1:100 000 of VKM for mapping geodynamic active zones | survey | 2010 | ВКМКС, area 4.7 thousand km2",,,,VKM-SRC-018,2,Результаты,EV-VN-S018-0009,chronology_event,FACT,DESCRIPTIVE,VKM_REGIONAL,deposit,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0279,MAP_SCALE_ORIENTATION,,,,1:100,"lineament_count_by_rank |  | 1801 total; regional (>100 km) 32; zonal (25-100 km) 91; local (5-25 km) 306; short (up to 5 km) 1372 | 1801 | count |  | basement and sedimentary cover (as identified with lineaments) | decoding of digital spectrozonal satellite images, 1:100 000, area 4.7 thousand km2, 2010",,,,VKM-SRC-018,2,"Результаты, pp.2-3",EV-VN-S018-0010,parameter,FACT,MEASURED,VKM_REGIONAL,deposit,TEXT_LAYER,FUZZY_81,HIGH,LOW-MEDIUM,Lineament = remote-sensing interpretation; identification with faults is interpretive. Printed counts sum consistently with 1801 (not recomputed here beyond noting). | keyword sweep hit
CDE-0280,MAP_SCALE_ORIENTATION,,,,1:100; 1:200; 1:500,"remote-sensing lineament decoding (digital spectrozonal satellite images) | 1:100 000 (zonal); detailed 1:25 000 at Талицкий участок; regional 1:500 000-1:200 000 earlier | lineament maps, neotectonic block maps, geodynamic active-zone maps 1:100 000 [5,7] | ArcGIS + Spatial Analyst (ESRI)",,,,VKM-SRC-018,2,pp.2-3,EV-VN-S018-0011,geophysics,FACT,DESCRIPTIVE,VKM_REGIONAL,deposit,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0281,MAP_SCALE_ORIENTATION,,,,1:200; масштаба 1:,"geodynamic active zones (mega/macro) | Березниковская мегазона (1156 km2, sub-latitudinal); Соликамская макрозона (222 km2, NW); Усть-Игумская макрозона (380 km2, NW); Керчевская макрозона (427 km2, partially, NW) | Соликамская мегазона area | VKM and beyond; strikes as printed | 1156; 222; 380; 427 km2",,,,VKM-SRC-018,3,"p.3, [4] (2010)",EV-VN-S018-0019,spatial_entity,FACT,INTERPRETATION,VKM_REGIONAL,deposit,TEXT_LAYER,EXACT,MEDIUM,LOW-MEDIUM,"Соликамская макрозона (222 km2, NW strike) is the zone of highest relevance to SKRU-1 surroundings, but its outline is not mapped in this article. | keyword sweep hit"
CDE-0282,MAP_SCALE_ORIENTATION,,,,1:100,"geodynamic_active_zone_count_area |  | 167 zones, 1-100 km2, very high lineament density; 61 zones, 0.2-16 km2, extremely high lineament density | count; km2 |  |  | zonal AKGI 1:100 000 [7]; almost all on boundaries of tectonic structures / neotectonic blocks; shape mostly isometric, elongated along controlling lineaments",,,,VKM-SRC-018,4,"p.4, рис. 1, [7]",EV-VN-S018-0021,parameter,FACT,INTERPRETATION,VKM_REGIONAL,deposit,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0283,MAP_SCALE_ORIENTATION,,,,1:100; масштаба 1:,"validation_of_geodynamic_zones | Geodynamic AZ and lineaments coincide with many geophysical and geochemical anomalies and fracture/fault disturbances, both at deposit scale (1:100 000) and at detailed 1:25 000 (e.g. Талицкий участок, Копылов & Коноплев 2011). No quantitative coincidence statistic.",,,,VKM-SRC-018,4,"p.4, рис. 2",EV-VN-S018-0023,claim,FACT,INTERPRETATION,VKM_REGIONAL,deposit,TEXT_LAYER,FUZZY_81,MEDIUM,LOW-MEDIUM,Qualitative convergence; no hit-rate/statistical test reported. | keyword sweep hit
CDE-0284,MAP_SCALE_ORIENTATION,,,,1:100; 1:200; 1:500; масштаба 1:,"geodynamic active-zone maps (AKGI) | neotectonic (present-day) | satellite imagery (date of scenes not stated) | regional 1:500 000-1:200 000 (2004-2010), zonal 1:100 000 (2010), detailed 1:25 000 Талицкий (2011) | 2004 [2], 2007 [3], 2010 [4,5], 2011 [6,7] and this article (received 28.10.2011) | maps as figures without coordinates; GIS layers not published | scene acquisition dates not given | ЛГМ ЕНИ ПГУ (Копылов, Хурсик, Коноплев) | not stated",,,,VKM-SRC-018,4,p.4,EV-VN-S018-0029,information_lifecycle,FACT,DESCRIPTIVE,VKM_REGIONAL,deposit,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0285,GEOREFERENCING;MAP_SCALE_ORIENTATION,MAP_ONLY,,,crs; georef; north arrow; scale bar; масштаба 1:,"Рис. 1 (map, raster) | MAP_ATTRIBUTION | EV-GEO-0271 (counts only) | caption only |  | Legend: 'Геодинамические активные зоны (по материалам АКГИ, И.С.Копылов, В.З.Хурсик, 2010)'; classes: 'локального уровня с чрезвычайно высокой плотностью линеаментов' (brown), 'зонального и локального уровня с очень высокой плотностью линеаментов' (red); 'Региональные, зональные и локальные линеаменты'; 'Контур ВКМКС' (green dashed); 'Участки' (green polygons); 'Города' (Соликамск, Усолье, Березники). Scale bar 0-5-10 km; north arrow. NO coordinate grid/CRS, no mine-field or shaft positions. | Rendered 130 dpi + two 300 dpi clips; labels read. Map cannot be georeferenced from the article alone; SKRU-1 fiel",координатная сетка/координаты отсутствуют; ориентация (север) не указана,,,VKM-SRC-018,5,Рис. 1,EV-VN-S018-0030,visual_check,FACT,DESCRIPTIVE,VKM_REGIONAL,deposit,VISUAL_READ,EXACT,HIGH,MEDIUM, | keyword sweep hit
CDE-0286,MAP_SCALE_ORIENTATION,MAP_ONLY,,,scale bar,"deposit participating areas (участки) shown on Fig.1 | Боровский; Половодовский; Ново-Соликамский; Соликамский; Быгельско-Троицкий; Березниковский; Дурыманский; Талицкий; Усть-Яйвинский; Балахонцевский; Палашерский | ВКМКС (contour shown) | N->S: Боровский & Половодовский (N of Solikamsk), Ново-Соликамский (E/SE of Solikamsk), Соликамский (S of Solikamsk city), Быгельско-Троицкий (N/E of Berezniki), Березниковский (at Berezniki/Usolye), Дурыманский and Талицкий (SE of Berezniki), Усть-Яйвинский (S/SW of Berezniki), Балахонцевский, Палашерский (southernmost) | scale bar 10 km; no coordinates",координатная сетка/координаты отсутствуют,,,VKM-SRC-018,5,Рис. 1,EV-VN-S018-0031,spatial_entity,FACT,DESCRIPTIVE,VKM_REGIONAL,district,VISUAL_READ,NOT_FOUND,MEDIUM,LOW-MEDIUM,"Relative positions read visually; the SKRU-1 mine field lies in the 'Соликамский' участок (general knowledge, not printed here). | keyword sweep hit"
CDE-0287,GEOREFERENCING;MAP_SCALE_ORIENTATION,,,,georef; масштаба 1:,"geodynamic active zones near the Solikamsk (SKRU-1) участок | AZ polygons overlapping/adjacent to 'Соликамский' участок | Соликамская макро/мегазона | Visually: several 'very high density' (red) zones lie inside and on the boundary of the 'Соликамский' участок polygon, incl. a NW-SE elongated zone crossing its southern part and zones along its western boundary; 'extremely high' (brown) zones concentrate W/SW of Solikamsk and around Usolye-Berezniki (strongest cluster in the Березниковский участок) | not measurable (no grid); scale 10 km",координатная сетка/координаты отсутствуют,,,VKM-SRC-018,5,,EV-VN-S018-0032,spatial_entity,FACT,INTERPRETATION,SKRU1,district,VISUAL_READ,NOT_FOUND,LOW,HIGH,Qualitative visual reading at 300 dpi; to be used only as a hazard/heterogeneity prior after proper georeferencing of a better copy or the original GIS layer. | keyword sweep hit
CDE-0288,MAP_SCALE_ORIENTATION,,DEPTH_BELOW_SURFACE/COLLAR,,масштаба 1:,"Рис. 2 (map, raster) | OK_CONFIRMED |  | caption only |  | Legend: 'Площадные геодинамические активные зоны и их степень плотности линеаментов по результатам детальных АКГИ масштаба 1:25 000, И.С. Копылов, 2011' – чрезвычайно высокая / очень высокая / высокая; контур АЗ (numbered 1-11); тектонические линеаменты; 'Результаты геолого-геофизических работ': интенсивные отрицательные аномалии гравитационного поля (Санфиров, 2009); аномальные зоны в полях повышенной электрической проводимости пород (Колесников, 2010); глубинные разломы по геофизическим данным (Кассин, 1985); разломы и зоны тектонической трещиноватости по геофизическим данным и АКГИ (Кудряшов и др., 2004); надвиг и сдвиги (Джинорид",,,,VKM-SRC-018,6,Рис. 2,EV-VN-S018-0034,visual_check,FACT,DESCRIPTIVE,OTHER_VKM_SITE,district,VISUAL_READ,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0289,MAP_SCALE_ORIENTATION,,,,масштаба 1:,engineering_geology_Ust-Yaiva_fault | Ust-Yaivinsky участок: 1:50 000 and 1:5 000 (main industrial pad) engineering-geological zoning (Копылов & Коноплев 2010): over a presumed fault expressed by NW-striking lineaments the loose (Quaternary) deposits are thickest and engineering boreholes show soft- and fluid-plastic soils; the segment is the least favourable.,,,,VKM-SRC-018,6,"p.6, рис. 3",EV-VN-S018-0037,claim,FACT,FIELD_OBSERVATION,OTHER_VKM_SITE,site,TEXT_LAYER,FUZZY_79,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0290,GEOREFERENCING;MAP_SCALE_ORIENTATION,,,,georef; масштаба 1:,"Georeferenced outlines (GIS layer) of geodynamic AZ over the SKRU-1 mine field and their relation to SKRU-1 panels/blocks, levelling lines and ВЗТ thickness | AZ are a candidate heterogeneity/hazard stratum for the 3D world and for explaining anomalous subsidence; the article offers only an ungridded raster map",,,,VKM-SRC-018,5,Рис. 1,EV-VN-S018-0090,open_question,UNKNOWN,DESCRIPTIVE,SKRU1,mine_field,TEXT_LAYER,EXACT,HIGH,HIGH, | keyword sweep hit
CDE-0291,GEOGRAPHIC_GRATICULE;ABSOLUTE_ELEVATION;GEOREFERENCING;MAP_SCALE_ORIENTATION,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",ABSOLUTE_UNSPECIFIED,,абсолютные отметк,"geological cross-section | Широтный профиль З–В через Березниковское поднятие, Дурыманскую мульду, Еловский купол; пересекает р.Кама и р.Яйва; вертикальная шкала абсолютных отметок от +200 до -800 м (шкала '-300' на нижней отметке — вероятно '-800'); показаны надсоляные отложения P2ss (шешминский?) и P2sl (соликамский), соляная толща P1ir2 с карналлито-сильвинитовой и сильвинитовой пачками и каменной солью, P1ir1, P1f (филипповский); скважины по профилю (см. записи borehole). Мощность продуктивной толщи и её абсолютные отметки меняются вдоль профиля: погружение в западном прогибе до ≈-400 м, подъём на Еловском куполе до ≈-50...-100 м (визуально).",,,,VKM-SRC-020,8,…,EV-VN-S020-0048,claim,FACT,DESCRIPTIVE,OTHER_VKM_SITE,district,VISUAL_READ,EXACT,MEDIUM,MEDIUM,"Горизонтальный масштаб не указан; привязка профиля на плане не дана. Приблизительные отметки — только визуальная оценка, не оцифровка. | keyword sweep hit"
CDE-0292,HEIGHT_SYSTEM;ABSOLUTE_ELEVATION,,ABSOLUTE_UNSPECIFIED,,абсолютные отметк; система высот,рабочие горизонты полевых выработок | СКПРУ-2 |  |  | -143 м и -220 м (абсолютные отметки; система высот не указана),система/датум высот не указаны,,,VKM-SRC-020,13,§1.2.1,EV-VN-S020-0112,mining_geometry,FACT,DESCRIPTIVE,SKRU2,mine,TEXT_LAYER,EXACT,HIGH,MEDIUM, | keyword sweep hit
CDE-0293,OTHER,,,,crs; системы координат,"Раздел 3 «Маркшейдерское обеспечение» (с.106-127: организация службы, графическая документация, маркшейдерско-геодезические сети, съёмки, приборы, текущие работы) — за пределами чанка c1; нужна проверка его чанком на системы координат/высот, наблюдательные станции и документацию. | Информационный жизненный цикл маркшейдерских данных и CRS для 3D-мира.",,,,VKM-SRC-020,3,Предисловие,EV-VN-S020-0252,open_question,UNKNOWN,DESCRIPTIVE,VKM_REGIONAL,unstated,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0294,MAP_SCALE_ORIENTATION,,,,1:10000; 1:500,"маркшейдерская графическая документация (планы поверхности и горных выработок, вертикальные/горизонтальные разрезы, профили, проекции, гипсометрические планы кровли/почвы пласта, планы мощности и содержания компонентов) | по мере ведения горных работ и съемок | топографические, маркшейдерские и геологические съемки | составление исходных чертежей по результатам съемки; производные — копии/репродукции с дополнением спецсодержания | не публикуется (внутренняя документация рудника) | исходные чертежи (оригиналы, дубликаты, рабочие планы) хранятся в маркшейдерском отделе; для внешнего пользователя — только через рудник | исходные чертежи — основа для всех маркшейдерско-геологических чертежей | м",,,,VKM-SRC-020,107,"§3.2 (с.107, 109, 111)",EV-VN-S020-0262,information_lifecycle,FACT,DESCRIPTIVE,VKM_REGIONAL,mine,TEXT_LAYER,NOT_FOUND,HIGH,LOW-MEDIUM,"Классы документов, которые потенциально содержат геометрию 3D мира рудника (гипсометрия почвы/кровли пласта, разрезы по разведочным выработкам). Масштабы: крупные 1:500-1:10000. | keyword sweep hit"
CDE-0295,GEOREFERENCING,,ABSOLUTE_UNSPECIFIED,,дирекционн,"виды маркшейдерских съемок | Пять видов съемок: (1) горизонтальные соединительные — передача дирекционного угла и координат X,Y с поверхности в выработки; (2) вертикальные соединительные — передача высотной отметки Z с поверхности в рудник; (3) горизонтальные (теодолитная съемка) — планы выработок; (4) вертикальные[фрагмент совпадает с цитатой источника — см. quote] — профили выработок и горно-геологические разрезы; (5) горизонтально-вертикальные — второстепенные выработки, очистные забои. Каждая включает полевые (углы/расстояния, полевые журналы, абрисы) и камеральные работы (уравнивание, оценка точности, чертежи).",,,,VKM-SRC-020,113,"§3.4, с.113-115",EV-VN-S020-0291,claim,FACT,DESCRIPTIVE,GENERAL_METHOD,unstated,TEXT_LAYER,NOT_FOUND,HIGH,MEDIUM (метод),Для 3D мира: плановая и высотная привязка подземных выработок к поверхности осуществляется соединительными съемками через стволы. | keyword sweep hit
CDE-0296,ABSOLUTE_ELEVATION,,ABSOLUTE_UNSPECIFIED,,абсолютная отметк,геометрическое нивелирование из середины | h = a − b; H_B = H_A + a − b | h = a - b;\ H_B = H_A + a - b | h | превышение точки B над A | мм/м | a | отсчет по рейке на задней точке A (репер) | мм | b | отсчет по рейке на передней точке B | мм | H_A | абсолютная отметка репера A | м | H_B | абсолютная отметка точки B | м | CITED |  | levelling | геометрическое нивелирование (поверхность и выработки) | PARTIAL,,,,VKM-SRC-020,121,"§3.5 п.3, рис. 3.17",EV-VN-S020-0297,formula,FACT,NORMATIVE,GENERAL_METHOD,unstated,TEXT_LAYER,EXACT,HIGH,MEDIUM (метод),"Текстовый слой 'НвННд+а-Ь' = H_B = H_A + a − b (восстановлено по смыслу). Рейки 3-4 м, деления 1 см; нивелир Н-3 (рис. 3.16). | keyword sweep hit"
CDE-0297,HEIGHT_SYSTEM;GEOREFERENCING,,BALTIC (эпоха не указана; общее положение),,балтийск,"levelling | высоты пунктов подземных опорной/съемочной сетей; профили транспортных путей |  | см. допуски: ≤10 мм на станции, ≤30 мм контроль исходных реперов | высоты от исходных реперов, переданных вертикальной соединительной съемкой (Балтийская система) | подземные выработки (общее) | камеральная обработка: проверка журналов, вычисление превышений, постраничный контроль, уравнивание, вычисление высот в специальном журнале",,,Высоты подземных опорных сетей передаются вертикальной соединительной съёмкой в Балтийской системе (общее положение).,VKM-SRC-020,123,"§3.5 п.3, с.123-124",EV-VN-S020-0301,monitoring_observation,FACT,NORMATIVE,GENERAL_METHOD,unstated,TEXT_LAYER,EXACT,HIGH,MEDIUM (метод),"Цель — геометрия выработок, а не наблюдение деформаций; но повторные данные могли бы содержать сигнал оседания почвы выработок (источник этого не утверждает). | keyword sweep hit"
CDE-0298,MAP_SCALE_ORIENTATION,,,,1:500,"маркшейдерская съемка горных выработок (фактический контур камер и выработок) | выемка/проходка комбайном (непрерывно по сменам) | каждые 2 суток (с проложением теодолитного хода) | камерально: перенос абриса на рабочий маркшейдерский план (масштаб рабочих планов 1:500 — см. месячный замер) | не публикуется | в пределах рудника — через ≤2 суток + камеральная обработка; для внешнего пользователя — только по запросу к руднику/Уралкалию | задержка между выемкой и отображением на плане порядка 2 суток; месячный замер фиксирует объемы на 1-е число | участковый маркшейдер | абрисы, рабочие маркшейдерские планы 1:500",,,,VKM-SRC-020,127,§3.6 п.4,EV-VN-S020-0311,information_lifecycle,FACT,DESCRIPTIVE,VKM_REGIONAL,mine,TEXT_LAYER,NOT_FOUND,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0299,MAP_SCALE_ORIENTATION,,,,1:500,"месячный маркшейдерский замер (объемы выемки, длины пройденных выработок/камер) | выемка в течение отчетного месяца | 1-е число каждого месяца (предварительно — 25-го числа) | подмер всех очистных камер, нанесение на рабочие планы 1:500, расчет Q = L·S·p·k; сверка с оперативным учетом по числу отгруженных скипов | внутренняя отчетность участка/рудника | ежемесячно (в пределах рудника); данные замера окончательные и изменениям не подлежат | месячная дискретность учета выемки; основа начисления зарплаты | маркшейдер участка | рабочие маркшейдерские планы 1:500; документы месячного замера",,,,VKM-SRC-020,127,"§3.6 п.5, с.127-128",EV-VN-S020-0313,information_lifecycle,FACT,DESCRIPTIVE,VKM_REGIONAL,panel,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM,Для 3D+time мира: хронология выемки на уровне камер доступна минимум с месячным шагом (1-е число) из маркшейдерских замеров. | keyword sweep hit
CDE-0300,MAP_SCALE_ORIENTATION,,,,1:500,"extraction (очистная выемка) — технологические варианты | Добычной цикл на ВКМ (1998): задание направления маркшейдером → проходка разрезной/очистной выработки комбайном (Урал-20А/10А/61, ПК-8МА, Урал-10КС) → (при БВР) бурение шпуров, заряжание, отбойка с лагом в несколько камер → погрузка (бункер-перегружатель, самоходный вагон 5ВС-15М, скрепер) → скребковые конвейеры (20-50 м) → панельные/блоковые ленточные конвейеры → магистральные конвейеры (линии 1-4 км) → ствол; крепление анкерами (2 м); съемка выработок каждые 2 суток, месячный замер 1-го числа; сухая закладка с доставкой самоходными вагонами | маркшейдерские планы, паспорта выемки, проектные направления | выработанное пространство ка",,,,VKM-SRC-020,160,гл.3-4 (с.106-182),EV-VN-S020-0373,lifecycle_stage,FACT,DESCRIPTIVE,VKM_REGIONAL,mine,TEXT_LAYER,NOT_FOUND,MEDIUM,LOW-MEDIUM,Синтез по главам 3-4 чанка. | keyword sweep hit
CDE-0301,MAP_SCALE_ORIENTATION,,,,1:500,"Сохранились ли архивные маркшейдерские планы 1:500, абрисы и журналы нивелирования почвы конвейерных штреков СКРУ-1 (с датами съемок каждые 2 суток и месячными замерами) и доступны ли они проекту? | Это первичный источник пространственно-временной хронологии выемки камер (3D+time) и потенциальный источник данных о конвергенции/пучении почвы выработок; без них хронология выемки SKRU-1 восстанавливается только по косвенным данным.",,,,VKM-SRC-020,127,§3.6,EV-VN-S020-0374,open_question,UNKNOWN,DESCRIPTIVE,SKRU1,mine,TEXT_LAYER,EXACT,HIGH,HIGH, | keyword sweep hit
CDE-0302,MAP_SCALE_ORIENTATION,,,,scale bar,"block | блок 129 | рудник ВКМКС не назван (вероятно СКРУ-1 по номенклатуре блоков и скв.75 — не подтверждено текстом) | neighbours: 97 (N), 127 (E), 159 (S), 2 ЮЗП (W/NW), 3 ЮЗП (W/SW); map Fig.1a also shows blocks 85, 87, 99, 101, 161 and panel 4 ЮЗП; profile Fig.1в shows 1 ЮВП south of 159 | not given (no scale bar)",система/датум высот не указаны; масштаб отсутствует,,,VKM-SRC-021,3,пример; Рис. 1а (визуально),EV-VN-S021-0026,spatial_entity,FACT,DESCRIPTIVE,UNSTATED,block,VISUAL_READ,EXACT,MEDIUM,LOW, | keyword sweep hit
CDE-0303,LOCAL_MINE_GRID;GEOGRAPHIC_GRATICULE;SIGN_CONVENTION;INSAR_GEOMETRY,LOCAL_MINE_GRID,,,lat/lon,"InSAR | mean annual LOS displacement velocity, мм/год (negative = away from satellite = subsidence) | areas 1-6 | 2020; 2021 (annual means) |  | geographic lat/lon (grid 56.75-56.85 E, 59.35-59.40 N) | г. Березники | colour scale -50..+50 мм/год; red (< -25 мм/год) patches in areas 1-3 and 6",,,,VKM-SRC-023,17,rendered p.17; Рис. 1,EV-VN-S023-0048,monitoring_observation,FACT,LITERATURE_CITED,OTHER_VKM_SITE,district,VISUAL_READ,FUZZY_64,MEDIUM,MEDIUM,"Sign convention stated in caption: negative = motion away from satellite (subsidence), positive = toward satellite (uplift). Observation operator: LOS, descending TerraSAR-X; not vertical. | keyword sweep hit"
CDE-0304,MAP_SCALE_ORIENTATION,MAP_ONLY,,,north arrow,"Рис. 3 (image4.png) | FIGURE_REPRODUCED_FROM_OTHER_SOURCE |  | horizontal strain raster |  | Raster grid with building footprints; legend classes: −0.410 to −0.400 mm/m; −0.399 to −0.200 mm/m; −0.199 to 0.000 mm/m; 0.001 to 0.200 mm/m; 0.201 to 0.400 mm/m; 0.401 to 0.600 mm/m; north arrow; no coordinates, no site name | Site not stated; context = Spanish potash mines [7]. Not VKM/SKRU-1. Horizontal strain in mm/m.",координатная сетка/координаты отсутствуют; ориентация (север) не указана,,,VKM-SRC-023,19,rendered p.19; Рис. 3,EV-VN-S023-0054,visual_check,FACT,LITERATURE_CITED,OTHER_POTASH_SITE,unstated,VISUAL_READ,EXACT,MEDIUM,LOW, | keyword sweep hit
CDE-0305,HEIGHT_SYSTEM,,ABSOLUTE_UNSPECIFIED,,height system,"Which levelling lines/profile lines and benchmarks exist over SKRU-1, with what epochs, class and instruments, and in what height system? | The thesis's §1.3 'analysis of the existing monitoring programme' does not describe the SKRU-1 levelling network; the observation operator and observation times for SKRU-1 cannot be established from this chunk.",,,,VKM-SRC-023,21,rendered p.21; §1.3,EV-VN-S023-0061,open_question,FACT,DESCRIPTIVE,SKRU1,mine_field,DOCX_TEXT,EXACT,HIGH,HIGH, | keyword sweep hit
CDE-0306,HEIGHT_SYSTEM;ABSOLUTE_ELEVATION,,ABSOLUTE_UNSPECIFIED,,height system; абс. отм; абсолютными отметк,elevation |  | запад (долина Камы): +108…+120 м; восток/юго-восток: +120…+250 м; максимум +273 м | 108 | 273 | м (абс. отметки) |  | ground surface | orography of VKM area,система/датум высот не указаны,,,VKM-SRC-023,25,rendered p.25; §2.1 (rendered p.25-26),EV-VN-S023-0074,parameter,FACT,LITERATURE_CITED,VKM_REGIONAL,deposit,DOCX_TEXT,NOT_FOUND,HIGH,MEDIUM,Height system not stated (presumably Baltic). Location of +273 m completed on rendered p.26. | keyword sweep hit
CDE-0307,MAP_SCALE_ORIENTATION,,,,north arrow; scale bar,"Рис. 5 (image6.png) | FIGURE_REPRODUCED_FROM_OTHER_SOURCE |  | Схема расположения ВКМС |  | Map of Perm Krai (red dashed border), rivers, settlements (Ныроб, Чердынь, Красновишерск, Соликамск, Березники, Кизел, Добрянка, Чусовой, Пермь, Кунгур, Кудымкар, Гайны, Верещагино, Чайковский, Чернушка), potash deposit (red), area of salt deposit (hatched); scale bar 0-25-50-100 km; north arrow | Regional location map only; no mine fields, no SKRU-1 outline; source not cited in caption (context [12]).",,,,VKM-SRC-023,26,rendered p.26; Рис. 5,EV-VN-S023-0076,visual_check,FACT,LITERATURE_CITED,VKM_REGIONAL,deposit,VISUAL_READ,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0308,MAP_SCALE_ORIENTATION,,DEPTH_BELOW_SURFACE/COLLAR,,scale bar,"Рис. 6 (image7.png, 769×454 px) | FIGURE_REPRODUCED_FROM_OTHER_SOURCE |  | legend 1-14 in caption |  | Regional W-E cross-section of the Solikamsk depression, depth axis 0 to −2500 m (labels 0, −500, −1000, −1500, −2000), horizontal scale bar 0-5-10-15 km; units labelled P₂kz?, P₁šš, P₁sl₁, P₁sl₂, P₁br, P₁ir, P₁kr?, P₁ar, P₁a-s, P₁ur (terrigenous wedge, yellow), P₁pp?, C₁, C₂m, C₂b, C₁t, C₁v, D₃fm, D₃f, V; salt (blue) and potash deposit (red) lens between ~0 and −450 m in the central part; ~34 borehole labels along top (see borehole records); legend symbols: 12 salt-exploration Δ743, 13 oil ▲134, 14 structural Δ5319 | Low-resolution raster copied from literature (context [12], Kudryashov 201",,,,VKM-SRC-023,28,rendered p.28; Рис. 6,EV-VN-S023-0085,visual_check,FACT,LITERATURE_CITED,VKM_REGIONAL,deposit,VISUAL_READ,NOT_FOUND,MEDIUM,LOW-MEDIUM,Figure resolution too low to extract depths of horizons at boreholes; graphic digitization deferred (and would be GRAPH_DIGITIZED_APPROX). | keyword sweep hit
CDE-0309,GEOGRAPHIC_GRATICULE;MAP_SCALE_ORIENTATION,"STATE_GEODETIC? (geographic lat/lon, datum unstated)",,,scale bar,"Рис. 9 (image10.emf rendered) | FIGURE_REPRODUCED_FROM_OTHER_SOURCE |  | legend in caption |  | Scheme 56°-58°E, ~58.8°-60.6°N; scale bar 0-15-30 km; towns Чердынь, Красновишерск, Соликамск, Березники, Кизел; sub-latitudinal regional faults: Боровицкий (V) crosses north of Solikamsk, Дуринский (IV) runs E-W between Solikamsk and Berezniki; Предтиманский (III) NW-SE; Красноуфимский (I) N-S west side; Западно-Уральский (II) east; section line I–I runs E-W just north of Solikamsk (this is the line of Fig. 6) | Regional scheme, source not cited in caption (text cites [13]). Important geometric fact: the Fig. 6 section line passes just north of Solikamsk, i.e., near the SKRU mine fields; SKRU-1 (",,,,VKM-SRC-023,33,rendered p.33; Рис. 9,EV-VN-S023-0147,visual_check,FACT,LITERATURE_CITED,VKM_REGIONAL,district,VISUAL_READ,FUZZY_63,MEDIUM,LOW-MEDIUM,Fault positions on a 1:~1.5M scheme; schematic; not usable as 3D fault geometry. | keyword sweep hit
CDE-0310,HEIGHT_SYSTEM;ABSOLUTE_ELEVATION,,ABSOLUTE_UNSPECIFIED,,absolute elevation; height system,"elevation |  | горизонты -113 м (AB и КрII отработаны), -143 м (основной откатный), -240 м (отработка западной части); глубина пластов 140–461 м | м |  | mine levels (горизонты) | SKRU-1 mine levels",система/датум высот не указаны,,,VKM-SRC-023,34,rendered p.34; §2.3,EV-VN-S023-0159,parameter,FACT,DESCRIPTIVE,SKRU1,mine_field,DOCX_TEXT,FUZZY_83,LOW,HIGH,"Uncited. Horizon marks '-113/-143/-240 м' are most likely absolute elevations (height system not stated), whereas 140-461 m are depths — the text calls both 'глубины'. Text layer uses Latin 'AB and Kr.II' here. | keyword sweep hit"
CDE-0311,MAP_SCALE_ORIENTATION,,,,1:100; 1:200,"Рис. 10 (lower drawing, media/image12.png) | MAP_ATTRIBUTION |  | caption: '[фрагмент совпадает с цитатой источника — см. quote]' (no mine named); text §2.4 generic VKM |  | Title block (штамп) reads 'Система разработки шахтного поля рудника СКРУ-2'; heading 'Система разработки шахтного поля рудника'; sub-drawings 'Схема отработки панели', 'В-В (1:200)', 'А-А (1:100)', 'Схема расположения оборудования и транспортирования руды из очистного забоя', 'Планограмма работ' | Figure 10 depicts СКРУ-2 (not СКРУ-1). Drawing in ГОСТ format with empty signature fields — likely a course-project/design drawing; not a mine survey record. Must NOT be used as SKRU-1 geometry. | EV-MIN-0296",,,,VKM-SRC-023,37,rendered p.37; Рис. 10 (media image11.png + image12.png),EV-VN-S023-0180,visual_check,FACT,DESIGN_VALUE,SKRU2,panel,VISUAL_READ,EXACT,HIGH,LOW-MEDIUM,Visually confirmed on crop of media/image12.png (2217x1478 px). | keyword sweep hit
