unit_id,strict_iou,strict_centroid_shift_px,lenient_iou,lenient_centroid_shift_px,classification,interpretation
F13B-PX-0521,1.0,0.0,0.965278,0.320938,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0522,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0523,0.875,0.5,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0524,0.977876,0.270699,0.99095,0.07349,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0525,0.999285,0.027784,0.996423,0.054948,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0526,1.0,0.0,0.909091,0.5,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0527,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0528,1.0,0.0,0.953125,0.238989,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0529,0.933333,0.471715,0.987013,0.042075,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0530,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0531,0.991228,0.0527,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0532,0.931193,0.471714,0.985222,0.145931,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0533,0.988095,0.141538,0.982788,0.148726,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0534,0.980044,0.170934,0.979638,0.234342,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0535,0.916667,0.5,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0536,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0537,1.0,0.0,1.0,0.0,stable,color-threshold repeatability_not_geodetic_accuracy
F13B-PX-0538,1.0,0.0,0.997738,0.040698,stable,color-threshold repeatability_not_geodetic_accuracy
