row_id,catalog,category,subcategory,item,value_as_printed,unit,site_attribution,scope,spatial_level,depth_or_unit_context,time_context,status,evidence_type,scale,skru1_transfer,evidence_strength,confidence,relevance_normal_skru1,relevance_accident_scenario,worldspec_role,source_ids,locator,vn_ids,prev_evidence_ids,extraction_method,quote_check,visual_recheck,conflict_ref,notes
SGP-049,seismic_geophysics_catalog,CONFLICT,AB_BOTH,"SGP-CF2: порог сейсмоопасности ≥ 20 Дж/100 м² в год (Маловичко 1999–2001) vs классы Es карты СКРУ-1 2023 (Дж/м²; максимальные значения, без указания периода)",Дж/100 м²·год vs Дж/м²,,"ВКМКС (регионально, несколько рудников) (по scope строки)",VKM_REGIONAL,mine_field,,,FACT,LITERATURE_CITED,NOT_APPLICABLE,REGIONAL_PRIOR,WEAK,MEDIUM,MEDIUM,MEDIUM,RESEARCH_REQUIRED,VKM-SRC-011;VKM-SRC-023,"VKM-SRC-011 p.30 (текст с.59) | VKM-SRC-023 p.48 (Рис.24в (image26.png), rendered p.48)",EV-VN-S011-0541;EV-VN-S023-0303,,TEXT_LAYER,EXACT,,SGP-CF2,Несопоставимые определения/единицы (пересчёт не выполнялся). Для оператора наблюдения нужен первоисточник [33] и методика Es.
SGP-050,seismic_geophysics_catalog,CONFLICT,A_PHYSICAL_PROCESS,"SGP-CF3: общее число ГДЯ на сильвинитовых пластах — 255 (текст с.160), 256 (табл. 5.1), 148+107 (табл. 5.2), 242 (табл. 5.3, только БКПРУ-2/3); БКПРУ-3 АБ 52 vs 55",255 / 256 / 255 / 242,шт.,"ВКМКС (регионально, несколько рудников) (по scope строки)",VKM_REGIONAL,deposit,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,REGIONAL_PRIOR,MODERATE,HIGH,LOW,NONE,EVENT_LOG,VKM-SRC-037,"VKM-SRC-037 p.81 (Табл. 5.1, 5.2, 5.3 и текст с.160) | VKM-SRC-037 p.80 (Табл. 5.1 (с.158–159))",EV-VN-S037-0517;EV-VN-S037-0508,,OCR_VISUALLY_CONFIRMED,FUZZY_64,SRC-037 p80–81 CONFIRMED этим потоком,SGP-CF3,Внутренние расхождения таблиц; хранить все.
SGP-051,seismic_geophysics_catalog,CONFLICT,B_OBSERVATION_TECHNIQUE,SGP-CF4: диапазон Vp лабораторных регрессий 3750–4600 м/с vs каротажные Vp ~3440–4600 (на графике UCS–Vp) и 3710–4560 (регрессии ПНИПУ),3750 vs 3440 vs 3710 (нижние края),м/с,СКРУ-1/СКРУ-2 (общий район) (по scope строки),SKRU1_SKRU2,district,,,FACT,LAB_TEST,NOT_APPLICABLE,SITE_SPECIFIC_SHARED_SKRU1_SKRU2,MODERATE,MEDIUM,MEDIUM,NONE,PARAMETER_PRIOR,VKM-SRC-012,VKM-SRC-012 p.83 (первое защищаемое положение) | VKM-SRC-012 p.77 (Рис. 3.12 (облако точек)) | VKM-SRC-012 p.78 (Рис. 3.13 (облако точек)),EV-VN-S012-0462;EV-VN-S012-0444;EV-VN-S012-0447,,TEXT_LAYER,EXACT,,SGP-CF4,Графические чтения; часть каротажных значений вне области применимости регрессий.
SGP-052,seismic_geophysics_catalog,CONFLICT,B_OBSERVATION_TECHNIQUE,"SGP-CF5: регрессии E(Vp), σсж(Vp), выведенные для солей ВЗТ (Vp 3750–4600), применены к надсолевым породам (ТКТ/ПЦТ) в разрезах 3D-модели; нижние «полы» ровно 1000 МПа",E до ~38–43 ГПа в ТКТ/ПЦТ; пол 1000 МПа,,СКРУ-1/СКРУ-2 (общий район) (по scope строки),SKRU1_SKRU2,district,,,UNKNOWN,INTERPRETATION,NOT_APPLICABLE,SITE_SPECIFIC_SHARED_SKRU1_SKRU2,WEAK,MEDIUM,MEDIUM,NONE,RESEARCH_REQUIRED,VKM-SRC-012,VKM-SRC-012 p.90 (Рис. 3.21–3.24) | VKM-SRC-012 p.85 (Рис. 3.18 vs §3.3) | VKM-SRC-012 p.88 (Рис. 3.21 (легенда)),EV-VN-S012-0492;EV-VN-S012-0475;EV-VN-S012-0484,,VISUAL_READ,EXACT,,SGP-CF5,Методологический конфликт внутри диссертации; свойства надсолевых пород из этой модели не использовать.
SGP-053,seismic_geophysics_catalog,CONFLICT,B_OBSERVATION_TECHNIQUE,"SGP-CF6: вторая сейсмостанция в опытах на модели — IS-48 (с.55–57, рис.) vs IS-96 (с.47)",IS-48 vs IS-96,,общая методика (без участка) (по scope строки),GENERAL_METHOD,specimen,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,METHOD_ONLY,WEAK,HIGH,NONE,NONE,CONTEXT_ONLY,VKM-SRC-040,VKM-SRC-040 p.55 (§2.2.2 vs §2.2 (p.47)),EV-VN-S040-0135,,TEXT_LAYER,EXACT,,SGP-CF6,Перенос на СКРУ-1: METHOD_ONLY; статус FACT; дополнительных замечаний нет (см. item/value_as_printed).
SGP-054,seismic_geophysics_catalog,CONFLICT,B_OBSERVATION_TECHNIQUE,"SGP-CF7: скорость S-волн в бетоне крепи — 2550 м/с (рекомендовано, табл. 3.2) vs 2370 м/с (экран томографа, рис. 3.18, СКРУ-3)",2550 vs 2370,м/с,СКРУ-3 (по scope строки),SKRU3,working,,,FACT,DESCRIPTIVE,NOT_APPLICABLE,METHOD_ONLY,MODERATE,HIGH,NONE,LOW,CONTEXT_ONLY,VKM-SRC-040,VKM-SRC-040 p.114 (§3.5 vs Рис. 3.18),EV-VN-S040-0263,,TEXT_LAYER,EXACT,,SGP-CF7,"Не противоречие по сути (изменчивость по участкам, признано автором)."
SGP-055,seismic_geophysics_catalog,GAP,B_OBSERVATION_TECHNIQUE,"Каталог сейсмических событий шахтной сети СКРУ-1 (время, координаты, энергия/магнитуда, механизм), параметры сети",UNKNOWN,,СКРУ-1,SKRU1,mine,,,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,GAP,WEAK,HIGH,HIGH,MEDIUM,GAP,NONE_IN_CORPUS,corpus-wide sweep of merged records + page texts by this stream: not found,NONE,,NOT_APPLICABLE,NO_QUOTE,,,Есть только прогнозная карта Es (2023) в переоцифровке; первоисточник [33] и Шулаков и др. 2018 (Горный журнал №6) — вне корпуса.
SGP-056,seismic_geophysics_catalog,GAP,B_OBSERVATION_TECHNIQUE,"Профили/кубы поверхностной МОГТ и шахтной ПВРО сейсморазведки над/в поле СКРУ-1 (структурные, скоростные, амплитудные разрезы; отработанные горизонты)",UNKNOWN,,СКРУ-1,SKRU1,mine,,,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,GAP,WEAK,HIGH,HIGH,MEDIUM,GAP,NONE_IN_CORPUS,corpus-wide sweep of merged records + page texts by this stream: not found,NONE,,NOT_APPLICABLE,NO_QUOTE,,,"Существование сети профилей по ВКМКС подтверждено, но ни одного разреза по СКРУ-1 в корпусе нет."
SGP-057,seismic_geophysics_catalog,GAP,B_OBSERVATION_TECHNIQUE,"Скоростная модель Vp/Vs и акустический импеданс по разрезу СКРУ-1 (надсолевые породы, ВЗТ, продуктивные пласты) в масштабе массива",UNKNOWN,,СКРУ-1,SKRU1,mine,,,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,GAP,WEAK,HIGH,MEDIUM,MEDIUM,GAP,NONE_IN_CORPUS,corpus-wide sweep of merged records + page texts by this stream: not found,NONE,,NOT_APPLICABLE,NO_QUOTE,,,Есть лабораторные Vp и каротажные Vp района целиков; Vs массива и импеданс — нет.
SGP-058,seismic_geophysics_catalog,GAP,B_OBSERVATION_TECHNIQUE,"Координаты и числовые кривые акустического каротажа скважин 234с, 1036, 1402, 1405, 1407, 1409",UNKNOWN,,СКРУ-1,SKRU1,mine,,,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,GAP,WEAK,HIGH,MEDIUM,MEDIUM,GAP,NONE_IN_CORPUS,corpus-wide sweep of merged records + page texts by this stream: not found,NONE,,NOT_APPLICABLE,NO_QUOTE,,,Опубликованы только перечни и рисунки.
SGP-059,seismic_geophysics_catalog,GAP,B_OBSERVATION_TECHNIQUE,"Даты, места и параметры динамических событий (ГДЯ, обрушения) на СКРУ-1 после 1989 г.",UNKNOWN,,СКРУ-1,SKRU1,mine,,,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,GAP,WEAK,HIGH,MEDIUM,MEDIUM,GAP,NONE_IN_CORPUS,corpus-wide sweep of merged records + page texts by this stream: not found,NONE,,NOT_APPLICABLE,NO_QUOTE,,,Статистика ГДЯ в корпусе обрывается ~1989 г.; для карналлитового пласта — только «до 500 в год».
SGP-060,seismic_geophysics_catalog,GAP,B_OBSERVATION_TECHNIQUE,Величины и даты ускоренного оседания в районе блока № 115 и границы техногенной сейсмоопасной зоны в ЮВ части СКРУ-1,UNKNOWN,,СКРУ-1,SKRU1,mine,,,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,GAP,WEAK,HIGH,HIGH,MEDIUM,GAP,NONE_IN_CORPUS,corpus-wide sweep of merged records + page texts by this stream: not found,NONE,,NOT_APPLICABLE,NO_QUOTE,,,Качественное упоминание (SRC-011 p.32) без чисел.
SGP-061,seismic_geophysics_catalog,GAP,B_OBSERVATION_TECHNIQUE,Удельное электрическое сопротивление солей in situ (для электрометрии и GPR),UNKNOWN,,СКРУ-1,SKRU1,mine,,,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,GAP,WEAK,HIGH,LOW,MEDIUM,GAP,NONE_IN_CORPUS,corpus-wide sweep of merged records + page texts by this stream: not found,NONE,,NOT_APPLICABLE,NO_QUOTE,,,Числовых данных нет.
