entity_id,name,aliases,level,entity_type_as_source,parent_id,parent_level,parent_allowed_by_schema,also_within,site_scope,mine_attribution,attribution_status,location_evidence,dimensions_as_printed,schema_note,stream_overlap,node_basis,superseded_by,borehole_id,n_source_records,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
SKRU1:PIL:SHAFT_2BIS,Охранный целик ствола №2-бис СКРУ-1,,pillar,охранный целик (ромбовидный),MF:SKRU1,mine_field,NO,,SKRU1,СКРУ-1,FIGURE_ONLY,,не образмерен,PILLAR←MINE_FIELD не разрешено ALLOWED_PARENTS (охранные целики стволов/скважин/рек — масштаба шахтного поля) → нарушение схемы; нужна правка схемы,,SOURCE_STATED,,,3,VKM-SRC-014;VKM-SRC-037,VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 легенда 7–8,EV-VN-S014-0464;EV-VN-S014-0458;EV-VN-S037-0310,EV-MIN-0094,FACT,DESCRIPTIVE;DESIGN_VALUE,SKRU1,NOT_APPLICABLE;DESIGN,MEDIUM,VISUAL_READ,EXACT,
SKRU1:PIL:BOREHOLES,Охранные целики вокруг скважин СКРУ-1 (группа),,pillar,целики вокруг разведочных скважин,MF:SKRU1,mine_field,NO,,SKRU1,СКРУ-1,FIGURE_ONLY,"круги вокруг скв. 1, 7, 68, 29, 75, 23, 109, 117, 6, 118, 120, 74, 30/30а, 222, 122, 220, 221, 1034, 1035, 990, 232, 76, 8 (SRC-014); ≈20 кругов двух размеров (SRC-037); полуокружности у скв. 74, 75, 30/234с, 222, 122 (SRC-012)",не образмерены на схемах; нормативный размер — в engineering rules (не пересчитывался),PILLAR←MINE_FIELD не разрешено ALLOWED_PARENTS (охранные целики стволов/скважин/рек — масштаба шахтного поля) → нарушение схемы; нужна правка схемы,,SOURCE_STATED,,,4,VKM-SRC-014;VKM-SRC-037;VKM-SRC-012,VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 легенда 7–8 || VKM-SRC-012 pdf p.28 (printed 28); Рис. 1.1 (semicircular outlines) || VKM-SRC-012 pdf p.28 (printed 28); Рис. 1.1,EV-VN-S014-0464;EV-VN-S037-0310;EV-VN-S012-0163;EV-VN-S012-0075,EV-SYN-0020;EV-SYN-0021,FACT;UNKNOWN,DESCRIPTIVE;DESIGN_VALUE;INTERPRETATION,SKRU1;SKRU1_SKRU2_PILLAR;SOLIKAMSK_GROUP,NOT_APPLICABLE;DESIGN;FIELD,MEDIUM;LOW;HIGH,VISUAL_READ,EXACT;NOT_FOUND,Групповой узел; отдельные целики не выделены из-за отсутствия координат. [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0163: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR; S012-0075: SKRU1_SKRU2→SOLIKAMSK_GROUP
SKRU1:PIL:STRIPS,Полосовые охранные/барьерные целики СКРУ-1 (N–S полоса 1 СЗП; E от 1–5 СП у 60с; вдоль блоков 120–145; W от 1–5 ЮЗП),,pillar,полосовые целики,MF:SKRU1,mine_field,NO,,SKRU1,СКРУ-1,FIGURE_ONLY,,,PILLAR←MINE_FIELD не разрешено ALLOWED_PARENTS (охранные целики стволов/скважин/рек — масштаба шахтного поля) → нарушение схемы; нужна правка схемы,,SOURCE_STATED,,,1,VKM-SRC-014,VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1,EV-VN-S014-0464,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,EXACT,
SKRU1:PIL:TEMP_MAIN,"Временный целик вдоль главных выработок к СВ и Ю от ствола 2-бис (SRC-037 Рис.2.7а, обозн. 3)",,pillar,временный целик,MF:SKRU1,mine_field,NO,,SKRU1,СКРУ-1,FIGURE_ONLY,,,PILLAR←MINE_FIELD не разрешено ALLOWED_PARENTS (охранные целики стволов/скважин/рек — масштаба шахтного поля) → нарушение схемы; нужна правка схемы,,SOURCE_STATED,,,1,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II),EV-VN-S037-0306,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_81,
SKRU1:SITE:USOLKA_BOUNDARY,Граница безопасного ведения горных работ в районе р. Усолки (СКРУ-1),,site,граница безопасного ведения работ (охраняемый природный объект),MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,северно-центральная часть поля: область к северу от блоков 18–60 и западнее 1–5 СП (SRC-014 Рис.3.1–3.3),,,,SOURCE_STATED,,,2,VKM-SRC-014,VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1–3.3 legend || VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1,EV-VN-S014-0462;EV-VN-S014-0458,EV-MIN-0094,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,EXACT,
SKRU1:SITE:PROTECTED_OBJECTS,"Охраняемые объекты на поверхности СКПРУ-1: городская застройка г. Соликамска, железная дорога",,site,охраняемые объекты (зоны особых параметров камер/целиков),MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,контуры зон влияния не даны,"под застройкой КрII 13,1/13,9 м; под ж/д КрII 7/10 м, АБ 7,5/9,5 м (DESIGN, SRC-037 Рис.3.27–3.28)",,,SOURCE_STATED,,,1,VKM-SRC-037,"VKM-SRC-037 pdf p.55 (printed 109); рис. 3.27 б, в; рис. 3.28 б (СКПРУ-1)",EV-VN-S037-0412,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,
SKRU1:SITE:LEACHING_B,Участок выщелачивания пласта В между стволами №1 и №2-бис (SRC-037 Рис.2.7в),,site,геологическая аномалия пласта (выщелачивание),MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,GEOLOGY,SOURCE_STATED,,,1,VKM-SRC-037,VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк),EV-VN-S037-0308,,FACT,DESIGN_VALUE,SKRU1,DESIGN,MEDIUM,VISUAL_READ,FUZZY_73,
SKRU1:SITE:MIXED_SALTS,"Площади смешанных солей АБ/В СКПРУ-1 (N, NE, E; у Ств.2/Ств.3)",,site,литологическая зона пласта,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,GEOLOGY,SOURCE_STATED,,,3,VKM-SRC-037;VKM-SRC-023,"VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк) || VKM-SRC-023 pdf p.48 (printed 48); Рис.25в (image27.png), rendered p.48",EV-VN-S037-0307;EV-VN-S037-0308;EV-VN-S023-0315,EV-GEO-0265,FACT,DESIGN_VALUE;DESCRIPTIVE,SKRU1,DESIGN;NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND;FUZZY_73,
SKRU1:SITE:VENT_DISTRICTS,Районы очистных работ I–IX (вентиляционная схема СКРУ-1),,site,районы очистных работ (топологическая схема),MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,,SOURCE_STATED,,,2,VKM-SRC-014;VKM-SRC-037,"VKM-SRC-014 pdf p.71 (printed 71); Рис. 2.24 а,б || VKM-SRC-037 pdf p.28 (printed 53-54); §1.3.6, Рис. 1.25 «Схема вентиляции рудника СКПРУ-1»",EV-VN-S014-0446;EV-VN-S037-0252,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM;HIGH,VISUAL_READ;OCR_VISUALLY_CONFIRMED,EXACT;FUZZY_82_ADJ,Соответствие районов I–IX панелям/блокам не указано.
SKRU1:SITE:SUBS_TROUGHS,"Мульды оседания СКРУ-1 (главная южно-центральная, ЮВ, центральная N–S; SRC-023)",,site,"мульды оседания (растр ГИС, INTERPOLATION)",MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,,,,MONITORING,SOURCE_STATED,,,3,VKM-SRC-023,VKM-SRC-023 pdf p.46 (printed 46); Рис.22 (image24.png) || VKM-SRC-023 pdf p.73 (printed 73); Рис.38 (image43.jpeg) || VKM-SRC-023 pdf p.97 (printed 97); rendered p.97; Рис. 50б-54б target panel; Рис. 55а (ENFS3) — addendum record,EV-VN-S023-0295;EV-VN-S023-0382;EV-VN-S023-0536,,INTERPOLATION,INTERPRETATION,SKRU1,NOT_APPLICABLE,MEDIUM;LOW,VISUAL_READ,EXACT;NOT_FOUND,"Поверхностный отклик; эпоха растра и метод интерполяции — см. поток MONITORING. [review-fix 26.09.2026] глобальное правило (интерполированный продукт ≠ FACT): status → INTERPOLATION: мульды прочитаны с интерполированного растра оседаний (эпоха неизвестна), не наблюдение."
GEO:SOLIKAMSK_UPLIFT_VII,Соликамское поднятие (VII),,geological_element,поднятие кровли соляной толщи,VKM,deposit,YES,VKM:PART:C,VKM_REGIONAL,,TEXT_CONFIRMED,"цепочка куполов С→Ю: 14 Клестовский, 15 Рудничный, 16 Поповский (SRC-011 Рис.1.32)",,,GEOLOGY,SOURCE_STATED,,,2,VKM-SRC-011;VKM-SRC-014,"VKM-SRC-011 pdf p.22 (printed 42-43); §1.3.2 Соликамское поднятие, рис. 1.32 || VKM-SRC-014 pdf p.18 (printed 18); Рис. 1.5 (visual)",EV-VN-S011-0348;EV-VN-S014-0209,EV-GEO-0097,FACT;DERIVATION,DESCRIPTIVE;INTERPRETATION,VKM_REGIONAL;SKRU1,NOT_APPLICABLE,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ,EXACT,[review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S011-0348: SKRU1_SKRU2→VKM_REGIONAL (ATTRIBUTION-006)
GEO:RUDNICHNY_DOME,Рудничный купол (15) = шахтное поле СКРУ-1,,geological_element,купол кровли соляной толщи,VKM,deposit,YES,MF:SKRU1;GEO:SOLIKAMSK_UPLIFT_VII,SKRU1,СКРУ-1,TEXT_CONFIRMED,«15 Рудничный купол (шахтное поле СКРУ-1)» (SRC-011 p22); Рудничная зона карста (SRC-011 p111),,,GEOLOGY,SOURCE_STATED,,,3,VKM-SRC-011;VKM-SRC-014,"VKM-SRC-011 pdf p.22 (printed 42-43); §1.3.2 Соликамское поднятие, рис. 1.32 || VKM-SRC-014 pdf p.18 (printed 18); Рис. 1.5 (visual) || VKM-SRC-011 pdf p.111 (printed 220); §3.5, p.220, [124]",EV-VN-S011-0348;EV-VN-S014-0209;EV-VN-S011-1805,EV-GEO-0097;EV-GEO-0163,FACT;DERIVATION,DESCRIPTIVE;INTERPRETATION;FIELD_OBSERVATION,VKM_REGIONAL;SKRU1,NOT_APPLICABLE,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ,EXACT;FUZZY_78,[review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S011-0348: SKRU1_SKRU2→VKM_REGIONAL (ATTRIBUTION-006)
GEO:POPOVSKY_DOME,Поповский купол (16) — шахтное поле СКРУ-2,,geological_element,купол,VKM,deposit,YES,MF:SKRU2,SKRU2,СКРУ-2,TEXT_CONFIRMED,,,,GEOLOGY,SOURCE_STATED,,,3,VKM-SRC-011;VKM-SRC-014,"VKM-SRC-011 pdf p.22 (printed 42-43); §1.3.2 Соликамское поднятие, рис. 1.32 || VKM-SRC-011 pdf p.119 (printed 237); p.219-220, p.237 || VKM-SRC-014 pdf p.18 (printed 18); Рис. 1.5 (visual)",EV-VN-S011-0348;EV-VN-S011-2026;EV-VN-S014-0209,EV-GEO-0097,FACT;DERIVATION,DESCRIPTIVE;INTERPRETATION,VKM_REGIONAL;SKRU2;SKRU1,NOT_APPLICABLE,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ,EXACT,[review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S011-0348: SKRU1_SKRU2→VKM_REGIONAL (ATTRIBUTION-006)
GEO:KLESTOVSKY_DOME,Клестовский купол (14) — Боровской участок,,geological_element,купол,VKM,deposit,YES,AREA:BOROVSKOY,VKM_REGIONAL,,TEXT_CONFIRMED,,,,GEOLOGY,SOURCE_STATED,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.22 (printed 42-43); §1.3.2 Соликамское поднятие, рис. 1.32",EV-VN-S011-0348,EV-GEO-0097,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,[review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S011-0348: SKRU1_SKRU2→VKM_REGIONAL (ATTRIBUTION-006)
GEO:TVERITINSKAYA_MULDA,Тверитинская мульда (37) — шахтное поле СКРУ-3,,geological_element,мульда,VKM,deposit,YES,MF:SKRU3,SKRU3,СКРУ-3,TEXT_CONFIRMED,непосредственно восточнее Рудничного купола (15) (SRC-011 Рис.1.32),,,GEOLOGY,SOURCE_STATED,,,6,VKM-SRC-011;VKM-SRC-025;VKM-SRC-014,VKM-SRC-011 pdf p.22 (printed 42-43); §1.3.2 Тверитинская мульда || VKM-SRC-011 pdf p.74 (printed 146-147); с.147; Рис. 2.83-2.87 || VKM-SRC-011 pdf p.51 (printed 100-101); текст стр. 100 || VKM-SRC-025 pdf p.130 (printed 130); §4.6 p.130 || VKM-SRC-011 pdf p.112 (printed 223); p.223 || VKM-SRC-014 pdf p.28 (printed 28); §2.1 (pp.28-29),EV-VN-S011-0351;EV-VN-S011-1500;EV-VN-S011-1038;EV-VN-S025-0705;EV-VN-S011-1839;EV-VN-S014-0341,EV-GEO-0098,FACT,DESCRIPTIVE,SKRU3;VKM_REGIONAL,NOT_APPLICABLE;FIELD,HIGH;MEDIUM,TEXT_LAYER;OCR_VISUALLY_CONFIRMED,EXACT;NOT_FOUND,
GEO:RUBTSOVSKAYA_ZONE,Рубцовская зона разломов,,geological_element,зона разломов (гр. 3),VKM,deposit,YES,DIST:SOLIKAMSK;MF:SKRU2;MF:SKRU1,VKM_REGIONAL,СКРУ-2 (едва касается южной границы СКРУ-1),TEXT_CONFIRMED,"широтная; северная часть поля СКРУ-2, едва касается южной границы СКРУ-1 (SRC-011 p32; SRC-012)",протяжённость ~24 км (как напечатано),,GEOLOGY,SOURCE_STATED,,,2,VKM-SRC-011;VKM-SRC-012,"VKM-SRC-011 pdf p.30 (printed 58-59); текст с.59; рис. 1.51, 1.55а || VKM-SRC-012 pdf p.31 (printed 31); §1.4.2, [58] (pp.30-31)",EV-VN-S011-0547;EV-VN-S012-0138,EV-GEO-0120;EV-GEO-0189,FACT,INTERPRETATION;LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE;FIELD,HIGH,TEXT_LAYER,EXACT;FUZZY_82,[review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S011-0547: SKRU1_SKRU2→VKM_REGIONAL; S012-0138: SKRU1_SKRU2→VKM_REGIONAL
GEO:VOLODINSKAYA_ZONE,Володинская зона разломов,,geological_element,зона разломов (гр. 3),VKM,deposit,YES,DIST:SOLIKAMSK;IMP:SKRU1-SKRU2,VKM_REGIONAL,СКРУ-1/СКРУ-2,TEXT_CONFIRMED,"СЗ простирание, пересекает Рубцовскую зону; проходит через район междушахтного целика; блок 115 СКРУ-1 — СЗ пересечения",~42 км (как напечатано),,GEOLOGY,SOURCE_STATED,,,2,VKM-SRC-011;VKM-SRC-012,"VKM-SRC-011 pdf p.32 (printed 62-63); текст с.62; рис. 1.55б || VKM-SRC-012 pdf p.31 (printed 31); §1.4.2, [58]",EV-VN-S011-0567;EV-VN-S012-0139,EV-GEO-0121;EV-GEO-0189,FACT,INTERPRETATION;LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE;FIELD,HIGH,TEXT_LAYER,FUZZY_80,[review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S011-0567: SKRU1_SKRU2→VKM_REGIONAL; S012-0139: SKRU1_SKRU2→VKM_REGIONAL
GEO:REGIONAL_THRUSTS,"Усольский, Соликамский, Троицкий надвиги (РФСД)",,geological_element,региональные надвиги (гипотетические),VKM,deposit,YES,,VKM_REGIONAL,,TEXT_CONFIRMED,субмеридиональные; Соликамский надвиг пересекает СКРУ-1 и СКРУ-2 (SRC-012),,,GEOLOGY,SOURCE_STATED,,,5,VKM-SRC-011;VKM-SRC-012;VKM-SRC-014;VKM-SRC-040;VKM-SRC-037,"VKM-SRC-011 pdf p.24 (printed 46-47); рис. 1.35 || VKM-SRC-012 pdf p.29 (printed 29); §1.4.2, [38]; Рис. 1.2 || VKM-SRC-014 pdf p.19 (printed 19); Рис. 1.6 || VKM-SRC-040 pdf p.14 (printed 14); §1.1 Тектоника || VKM-SRC-037 pdf p.7 (printed 13); §1.1.3",EV-VN-S011-0387;EV-VN-S012-0130;EV-VN-S014-0215;EV-VN-S040-0041;EV-VN-S037-0096,EV-GEO-0188;EV-GEO-0299,DERIVATION;FACT,LITERATURE_CITED;DESCRIPTIVE;INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE;FIELD,MEDIUM;HIGH,VISUAL_READ;TEXT_LAYER;OCR_VISUALLY_CONFIRMED,EXACT;FUZZY_60,"Позиция надвигов интерпретационная (две интерпретации 1999/2000, SRC-011). [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0130: SKRU1_SKRU2→VKM_REGIONAL"
GEO:PASHKOVSKAYA_OIL,Пашковская нефтяная структура (22),,geological_element,нефтяная структура,VKM,deposit,YES,AREA:SOLIKAMSKY,VKM_REGIONAL,между СКРУ-1 и СКРУ-2,FIGURE_ONLY,в плане перекрывает восточную часть участка 3 между СКРУ-1 и СКРУ-2 (SRC-037 Рис.1.1),,,GEOLOGY,SOURCE_STATED,,,1,VKM-SRC-037,VKM-SRC-037 pdf p.3 (printed 5); Рис. 1.1 (визуальное чтение карты),EV-VN-S037-0017,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,
GEO:SKRU1_ANOMALY_ZONES,Зоны геологических аномалий СКРУ-1 (группы I–IV; уровни кровли ВЗТ и почвы КрII),,geological_element,зоны аномалий (ГИС предприятия),MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,"«Аномальная зона I группы (№1) на уровне кровли ВЗТ» (зоны 208, 207); «Зона влияния аномалии I группы (№2) на уровне почвы г[...]» (прочие зоны Рис.16)",,,GEOLOGY,SOURCE_STATED,,,3,VKM-SRC-023,"VKM-SRC-023 pdf p.73 (printed 73); Рис.37 'Геологические аномалии' (image42.jpeg), rendered p.73 || VKM-SRC-023 pdf p.43 (printed 43); Рис.16 'Участки_признаки' природные факторы (image18.png), rendered p.43 || VKM-SRC-023 pdf p.43 (printed 43); Рис.16 'Участки_признаки' природные факторы (image18.png), rendered p.43",EV-VN-S023-0384;EV-VN-S023-0229;EV-VN-S023-0232,EV-GEO-0264;EV-GEO-0263,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM;HIGH,VISUAL_READ,NOT_FOUND,"[review-fix 26.09.2026] разломы по базе данных [34] (Рис.24г ВКР, EV-VN-S023-0306) выделены в отдельный узел GEO:SKRU1_FAULTS_DB34 (PRIMARY_SECONDARY-006); этот узел — только аномальные зоны ГИС предприятия."
GEO:SKRU1_FAULTS_DB34,"Тектонические разломы на поле СКРУ-1 по базе данных разломов Соликамской впадины [34] (переоцифровка ВКР, Рис.24г)",,geological_element,трассы разломов (прямые линии) — вторичная растровая перерисовка ВКР,MF:SKRU1,mine_field,YES,,SKRU1,СКРУ-1,FIGURE_ONLY,"~20 прямолинейных трасс СЗ, ССЗ, СВ и С–Ю простирания на карте поля СКРУ-1 (SRC-023 Рис.24г); глубинная протяжённость не дана",,,GEOLOGY,CITED_SECONDARY,,,1,VKM-SRC-023,"VKM-SRC-023 pdf p.48 (printed 48); Рис.24г (image26.png), rendered p.48",EV-VN-S023-0306,EV-GEO-0266,FACT,LITERATURE_CITED,SKRU1,NOT_APPLICABLE,LOW,VISUAL_READ,EXACT,"[review-fix 26.09.2026] PRIMARY_SECONDARY-006: вторичный источник (студенческая переоцифровка). Первоисточник [34]: Трапезников Д.Е., Галинова О.И. База данных разломов Соликамской впадины // Горное эхо, 2024, №1, с.27–35, DOI 10.7242/echo.2024.1.5 (внешний захват EXTWEB-BOREHOLES_GEOLOGY-001: shp WGS84, 355 разломов с номерами по каталогу Кудряшова 2004). Трассы для WorldSpec брать из первоисточника; статус разломов (установлен/предполагаемый) — по атрибутам БД; ВКР сама называет разломы в основном предполагаемыми."
SKRU1:SL:12,Профильная линия 12 СКРУ-1 (реперы 45–78),,survey_line,профильная линия нивелирования,MF:SKRU1,mine_field,YES,SKRU1:BLK:201,SKRU1,СКРУ-1,TEXT_CONFIRMED,,"реперы 45–78, длина 1030 м (как напечатано); наблюдения с 1989 г.",,MONITORING,SOURCE_STATED,,,3,VKM-SRC-011,"VKM-SRC-011 pdf p.130 (printed 259); стр. 259; Рис. 4.7б (эпохи 1992, 1995, 2004, 2007, 2010) || VKM-SRC-011 pdf p.130 (printed 259); стр. 259; Рис. 4.6 || VKM-SRC-011 pdf p.130 (printed 259); Рис. 4.6; стр. 259",EV-VN-S011-2653;EV-VN-S011-2089;EV-VN-S011-2088,EV-GEO-0181;EV-GEO-0179;EV-GEO-0183,FACT,FIELD_OBSERVATION;INTERPRETATION;DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ,EXACT,
SKRU1:BM:L12,Реперы 45–78 профильной линии 12 СКРУ-1 (группа),,benchmark,реперы (группа),SKRU1:SL:12,survey_line,YES,,SKRU1,СКРУ-1,TEXT_CONFIRMED,,,,MONITORING,SOURCE_STATED,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.130 (printed 259); стр. 259; Рис. 4.7б (эпохи 1992, 1995, 2004, 2007, 2010)",EV-VN-S011-2653,EV-GEO-0181,FACT,FIELD_OBSERVATION,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
SL:1,Профильная линия №1 (Уралкалий/ПНИПУ),,survey_line,профильная линия,IMP:SKRU1-SKRU2,intermine_pillar,YES,MF:SKRU1,SKRU1_SKRU2_PILLAR,СКРУ-1/СКРУ-2,FIGURE_ONLY,"N–S от целика вдоль границы I СЗП −143 / I СВП −143 до II ЮЗП/II ЮВП −143 (= вдоль сбойки по КрII) (схема без масштаба, SRC-012 Рис.2.x)",,,MONITORING,SOURCE_STATED,,,2,VKM-SRC-012,VKM-SRC-012 pdf p.34 (printed 34); §1.4.2 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.4 (300 dpi clip),EV-VN-S012-0351;EV-VN-S012-0229,EV-MON-0030,FACT,FIELD_OBSERVATION;DESCRIPTIVE,SKRU1_SKRU2_PILLAR;SOLIKAMSK_GROUP,NOT_APPLICABLE,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ,EXACT,"[review-fix 26.09.2026] site_scope SKRU1_SKRU2 → SKRU1_SKRU2_PILLAR (D-17): линия пересекает целик; данные линии — целик и сторона СКРУ-2, сторона СКРУ-1 без данных (TRANSFER-023). Возможно та же линия, что «Линия 1» слайда 15 SRC-002 (узел SL:SRC002:1); тождество НЕ установлено (COVERAGE_DUPLICATES-015). [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0351: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (TRANSFER-023); S012-0229: SKRU1_SKRU2→SOLIKAMSK_GROUP"
SL:7,Профильная линия №7 (Уралкалий/ПНИПУ),,survey_line,профильная линия,IMP:SKRU1-SKRU2,intermine_pillar,YES,MF:SKRU1,SKRU1_SKRU2_PILLAR,СКРУ-1/СКРУ-2,FIGURE_ONLY,"ССВ–ЮЮЗ от 1 ЮВП СКРУ-1 через целик и I–IV СВП −143 до I ЮВП −143 (схема без масштаба, SRC-012 Рис.2.x)",,,MONITORING,SOURCE_STATED,,,2,VKM-SRC-012,VKM-SRC-012 pdf p.51 (printed 51); Рис. 2.9 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.4 (300 dpi clip),EV-VN-S012-0352;EV-VN-S012-0229,EV-MON-0030,FACT,FIELD_OBSERVATION;DESCRIPTIVE,SKRU1_SKRU2_PILLAR;SOLIKAMSK_GROUP,NOT_APPLICABLE,HIGH;MEDIUM,VISUAL_READ,NOT_FOUND;EXACT,"[review-fix 26.09.2026] site_scope SKRU1_SKRU2 → SKRU1_SKRU2_PILLAR (D-17): линия пересекает целик; данные линии — целик и сторона СКРУ-2, сторона СКРУ-1 без данных (TRANSFER-023).  [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0352: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (TRANSFER-023); S012-0229: SKRU1_SKRU2→SOLIKAMSK_GROUP"
SL:10,Профильная линия №10 (Уралкалий/ПНИПУ),,survey_line,профильная линия,IMP:SKRU1-SKRU2,intermine_pillar,YES,MF:SKRU1,SKRU1_SKRU2_PILLAR,СКРУ-1/СКРУ-2,FIGURE_ONLY,"короткая N–S линия через западный конец целика от 12 ЗП СКРУ-1 до I–II СЗП −220 СКРУ-2 (схема без масштаба, SRC-012 Рис.2.x)",,,MONITORING,SOURCE_STATED,,,2,VKM-SRC-012,VKM-SRC-012 pdf p.50 (printed 50); Рис. 2.7 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.4 (300 dpi clip),EV-VN-S012-0354;EV-VN-S012-0229,EV-MON-0030,FACT,FIELD_OBSERVATION;DESCRIPTIVE,SKRU1_SKRU2_PILLAR;SOLIKAMSK_GROUP,NOT_APPLICABLE,HIGH;MEDIUM,VISUAL_READ,NOT_FOUND;EXACT,"[review-fix 26.09.2026] site_scope SKRU1_SKRU2 → SKRU1_SKRU2_PILLAR (D-17): линия пересекает целик; данные линии — целик и сторона СКРУ-2, сторона СКРУ-1 без данных (TRANSFER-023).  [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0354: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR; S012-0229: SKRU1_SKRU2→SOLIKAMSK_GROUP"
SL:2,Профильная линия №2 (Уралкалий/ПНИПУ),,survey_line,профильная линия,MF:SKRU2,mine_field,YES,,SKRU2,СКРУ-2/СКРУ-3,FIGURE_ONLY,"E–W по границе I ЮЗП −143 / I ЮВП −143 (схема без масштаба, SRC-012 Рис.2.x)",,,MONITORING,SOURCE_STATED,,,2,VKM-SRC-012,VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.4 (300 dpi clip) || VKM-SRC-012 pdf p.97 (printed 96); Рис. 4.3,EV-VN-S012-0229;EV-VN-S012-0517,EV-MON-0030,FACT,DESCRIPTIVE,SOLIKAMSK_GROUP;SKRU2,NOT_APPLICABLE,MEDIUM;HIGH,VISUAL_READ,EXACT;NOT_FOUND,[review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0229: SKRU1_SKRU2→SOLIKAMSK_GROUP
