event_id,event,event_type_source,event_type_vkm,event_subtype_note,event_class,event_class_note,date_start_as_printed,date_end_as_printed,date_start_iso,date_start_precision,date_end_iso,date_end_precision,date_qualifier,planned_or_actual,object,spatial_entity_ids,mine_attribution_scope,mines_named_in_text,seams_named,relevance,skru1_relevance,visual_recheck,conflict_ids,part,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
CHR-0170,Нормативный документ «Специальные мероприятия по безопасному ведению работ на ВКМ в условиях газового режима» действует и применяется к электрооборудованию комбайнов (1999),normative,NORMATIVE_IN_FORCE,,INFORMATION,,1993,,1993,year,,,,N/A,рудники ВКМ (газовый режим),VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,CC-06,,VKM-SRC-028,pdf p.195; §3.5 Средства обеспечения взрывозащиты,EV-VN-S028-0118,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_88,"Normative list also includes ЕПБ (1996, ref [30]), «Нормативы по безопасности забойных машин и комплексов для калийных рудников», мероприятия ПО «Белорускалий». Year 1993 taken from ref list (p.424), identity assumed by title match."
CHR-0171,Нормативный документ ВКМ по газовому режиму («Специальные мероприятия...»),normative,NORMATIVE_IN_FORCE,,INFORMATION,,1993,,1993,year,,,,N/A,рудники ВКМ,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,CC-06,,VKM-SRC-028,pdf p.424 (printed 424); Литература №28,EV-VN-S028-0241,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0172,"Утверждение Госгортехнадзором «Специальных мероприятий по безопасному ведению горных работ» на пластах, опасных по внезапным выбросам соли и газа",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1993-06-05,,1993-06-05,day,,,,N/A,выбросоопасные пласты калийных рудников ВКМКС,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,CC-06,,VKM-SRC-020,pdf p.249 (printed 251); §7.2.1,EV-VN-S020-0430,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Compare with «Специальные мероприятия ... в условиях газового режима» (p.191); may be the same or a related document.
CHR-0173,Загорание масла на комбайне «Урал-10А» №20,accident,OTHER,пожар/загорание оборудования,PHYSICAL,,1993-10-21,,1993-10-21,day,,,,ACTUAL,рудник БКПРУ-1 (напечатано «БПКРУ-1»),MINE:BKPRU1,БКПРУ-1,БКПРУ-1,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-020,pdf p.265 (printed 267); §8,EV-VN-S020-0452,,FACT,FIELD_OBSERVATION,BKPRU1,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_62,
CHR-0174,"gas emission (blower) from 'коржевая' clay of interseam Б-В opened by chamber 195 right drive, seam AB; composition (mine services, vol.%): CO2 0.1; O2 0.6; CO 0.0015; CH4 2.95; H2 2.94; whistle audible at 15 m",accident,DYNAMIC_EVENT,газовый суфляр,PHYSICAL,,1993-11-29,1993-12-17,1993-11-29,day,1993-12-17,day,,ACTUAL,"рудник СПКРУ-2 (as printed; = СКРУ-2?), 3-я северо-восточная панель, гор. –143 м, камера 195",MINE:SKRU2,СКРУ-2,СКРУ-2,АБ,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-011,pdf p.99 (printed 196); p.196,EV-VN-S011-1698,,FACT,FIELD_OBSERVATION,SKRU2,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,FUZZY_84,Mine printed as 'СПКРУ-2' (verified visually) — most likely Solikamsk mine 2 (СКРУ-2/СКПРУ-2); attribution flagged. Level −143 m is an absolute elevation of mining horizon.
CHR-0175,"Закладка зоны 98 («55П блок») СКРУ-1; интервал как напечатан: 1994,2002; тип закладки: сухая",mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,"1994,2002","1994,2002",1994,year,2002,year,; MULTIPLE_INTERVALS,ACTUAL,55П блок зона 98,SKRU1:ZONE:55P-98,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0253,EV-MIN-0313,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0176,Закладка камер 3–4 ЗП БКПРУ-1 в условиях интенсивного горного давления,backfill,BACKFILL_PERIOD,запись EV-VN-S025-0145 разделена (a–c) без изменения дат,PHYSICAL,,1994,1996,1994,year,1996,year,,ACTUAL,"БКПРУ-1, 3-4 западные панели",MF:BKPRU1,другой объект ВКМ,БКПРУ-1,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,c,VKM-SRC-025,pdf p.20 (printed 20); §1.3,EV-VN-S025-0145,EV-MIN-0338,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_81,"Multi-seam sequence: АБ (upper seam, per Fig.1.3/1.4 АБ lies above КрII) mined 1964-65; КрII (lower seam) mined 1976-77, i.e. ~11-12 years later (not computed further); backfill 1994-96, i.e. decades after mining. OCR 'КрИ' visually 'КрII'."
CHR-0177,1995 seismic event (Solikamsk earthquake/mass collapse) at SKRU-2 -> trough/sinkhole formation near line 7,accident,DYNAMIC_EVENT,secondary: COLLAPSE (мульда/провал у линии 7),PHYSICAL,,1995,,1995,year,,,,ACTUAL,"СКРУ-2 near SKRU-1–SKRU-2 pillar, line 7 area",MF:SKRU2;SL:7,СКРУ-2,СКРУ-1;СКРУ-2,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-05,,VKM-SRC-012,pdf p.58 (printed 58); §2.5 Выводы п.5,EV-VN-S012-0286,EV-MIN-0012;EV-GEO-0190,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,"Fig 2.9 curves jump between 01.06.93 and 01.06.95 epochs, consistent."
CHR-0178,"sinkhole (провал) formed adjacent to the СКРУ-1–СКРУ-2 intermine pillar, followed by its substantial development",accident,COLLAPSE,провал; атрибуция к стороне СКРУ-1 оспорена (CC-05),PHYSICAL,,1995,,1995,year,,,,ACTUAL,part of СКРУ-1–СКРУ-2 pillar adjacent to the 1995 провал,IMP:SKRU1-SKRU2,СКРУ-1,СКРУ-1;СКРУ-2,,MINING_SKRU1,SKRU1_DIRECT,,CC-05,,VKM-SRC-012,pdf p.113 (printed 113); §4.3 p.113,EV-VN-S012-0600,EV-SYN-0018,FACT,DESCRIPTIVE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,Presumably the 1995 СКРУ-1 collapse/sinkhole; month/location not given here.
CHR-0179,обвалы (массовое обрушение целиков) на СКРУ-2 при C ≈ 0.32–0.36,accident,PILLAR_FAILURE,массовое обрушение целиков,PHYSICAL,,1995,,1995,year,,,,ACTUAL,СКРУ-2,MINE:SKRU2,СКРУ-2,СКРУ-2,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-023,pdf p.36 (printed 36); rendered p.36; §2.4 Горнотехнические условия месторождения,EV-VN-S023-0177,EV-MIN-0301,FACT,LITERATURE_CITED,SKRU2,NOT_APPLICABLE,MEDIUM,DOCX_TEXT,EXACT,"Cited to [27] Тарасов В.В., Пестрикова В.С. 'Обзор аварийных ситуаций ... при проходке шахтных стволов', 2015 — a shaft-sinking accident review; support of the pillar-collapse C values by [27] is questionable (see conflict_note). Exact date not given here (commonly 05.01.1995 in literature, per EV-MIN-0301 note). SKRU-2, not SKRU-1."
CHR-0180,Solikamsk earthquake Ms=4.2 with mass roof collapse of working seams at СКРУ-2 (1-2 СВП),accident,DYNAMIC_EVENT,secondary: COLLAPSE; PILLAR_FAILURE (массовое обрушение),PHYSICAL,,1995-01-05,,1995-01-05,day,,,,ACTUAL,"СКРУ-2 1-2 СВП, adjacent to SKRU-1–SKRU-2 pillar",MF:SKRU2,СКРУ-2,СКРУ-1;СКРУ-2,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-05,,VKM-SRC-012,"pdf p.31 (printed 31); §1.4.2 «События 1995 года», [42]",EV-VN-S012-0142,EV-GEO-0190;EV-MIN-0012,FACT,LITERATURE_CITED,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,Existing records scoped OTHER_VKM_SITE; per protocol this is SKRU2.
CHR-0181,"Solikamsk earthquake (mass collapse at СКРУ-2), Ms=4.2",accident,DYNAMIC_EVENT,secondary: COLLAPSE,PHYSICAL,,1995-01-05,,1995-01-05,day,,,,ACTUAL,СКРУ-2 (Second Solikamsk mine),MF:SKRU2,СКРУ-2,СКРУ-2,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-05,,VKM-SRC-012,pdf p.122 (printed 122); Список литературы [42],EV-VN-S012-0687,,FACT,LITERATURE_CITED,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,"Magnitude as given in the reference title (Ms=4,2)."
CHR-0182,"Shaft No.1 BKPRU-4: first signs of concrete-lining damage 18-20 years after completion of construction; May 1995 inspection found numerous defects; bunton embedding concrete thickness 70 mm (north skip compartment); actual lining thickness 150-700 mm ('non-equal strength' around circumference); most defects in carnallite interval (tiers 104-113) -> loss of stability, ring lining deformation, armature deformation",survey,SURVEY_OF_WORKINGS,признаки повреждения крепи ствола,INFORMATION,,1995-05,,1995-05,month,,,,ACTUAL,ствол № 1 БКПРУ-4,MINE:BKPRU4,БКПРУ-4,БКПРУ-4,В (карналлит),INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-040,"pdf p.26 (printed 26-27); §1.2.2, p.26-27, рис.1.5",EV-VN-S040-0079,,FACT,LITERATURE_CITED,BKPRU4,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Damage concentration in carnallite interval = lithology-controlled creep/deformation (carnallite weaker/more creep-prone).
CHR-0183,"Закладка зоны 118 («54П блок») СКРУ-1; интервал как напечатан: 1996-1998, 2[...]; тип закладки: сухая,гидро",mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,"1996-1998, 2[...]","1996-1998, 2[...]",1996,year,,,END_TRUNCATED_IN_FIGURE (последний интервал обрезан: «2[...]»); MULTIPLE_INTERVALS,ACTUAL,54П блок зона 118,SKRU1:ZONE:54P-118,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0261,EV-MIN-0317,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0184,"Закладка зоны 127 («52П блок») СКРУ-1; интервал как напечатан: 1996, 2011; тип закладки: сухая,гидро",mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,"1996, 2011","1996, 2011",1996,year,2011,year,; MULTIPLE_INTERVALS,ACTUAL,52П блок зона 127,SKRU1:ZONE:52P-127,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0265,EV-MIN-0319,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0185,"Единые правила безопасности при разработке рудных, нерудных и россыпных месторождений подземным способом (ЕПБ), редакция 1996 г. — действующий нормативный документ на 1999 г.",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1996,,1996,year,,,,N/A,"подземные рудники, в т.ч. калийные рудники Уралкалия",VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-028,pdf p.411 (printed 411); §9.1,EV-VN-S028-0185,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0186,"Заштыбовка и нагрев ленты конвейера КЛ-600 (БКПРУ-4, 18.08.1996); загорание ленты конвейера 2ЛУ-120 №5 «юг» (БКПРУ-2, 1996)",accident,OTHER,нагрев/загорание конвейера,PHYSICAL,,1996-08-18,1996,1996-08-18,day,1996,year,,ACTUAL,"рудники БКПРУ-4, БКПРУ-2 (напечатано «БПКРУ»)",MINE:BKPRU2;MINE:BKPRU4,другой объект ВКМ,БКПРУ-2;БКПРУ-4,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-020,pdf p.265 (printed 267); §8,EV-VN-S020-0453,,FACT,FIELD_OBSERVATION,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
CHR-0187,"Закладка зоны 110 («76П блок») СКРУ-1; интервал как напечатан: 1997-2002, 2[...]; тип закладки: сухая,гидро",mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,"1997-2002, 2[...]","1997-2002, 2[...]",1997,year,,,END_TRUNCATED_IN_FIGURE (последний интервал обрезан: «2[...]»); MULTIPLE_INTERVALS,ACTUAL,76П блок зона 110,SKRU1:ZONE:76P-110,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0255,EV-MIN-0314,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0188,"Acoustic locator ЭХО-3М developed by engineering centre «Радиоэлектроника» for Uralkali (single unit, practically unused)",other,OTHER,разработка прибора (information),INFORMATION,schema EventType OTHER даёт PHYSICAL; семантически INFORMATION,1997,,1997,year,,,,ACTUAL,shaft behind-lining acoustic diagnostics,VKM,ВКМ (регионально),,,MINING_VKM_CONTEXT,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-040,pdf p.33 (printed 33); §1.2.3,EV-VN-S040-0091,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0189,Mining of 3rd eastern block of panel 3-ЮВП in seams АБ and КР-2,mining_start,EXTRACTION_PERIOD,,PHYSICAL,,1998,,1998,year,,,,ACTUAL,"БКПРУ-4, 3-й восточный блок панели 3-ЮВП",BKPRU4:PAN:3YuVP,БКПРУ-4,БКПРУ-4,АБ,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-016,pdf p.7 (printed 39); §Верификация модели,EV-VN-S016-0057,EV-MIN-0292,FACT,DESCRIPTIVE,BKPRU4,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,"First levelling date in Table 2 is 15.10.1997, i.e. before/at start of mining."
CHR-0190,смена парка комбайнов: ПК-8МА заменяется Урал-61; ожидаемое внедрение щеленарезной машины Урал-50 (компенсационные щели) и почвоподдирочной машины Урал-60,other,OTHER,смена парка комбайнов — equipment,PHYSICAL,,1998,,1998,year,,,,ACTUAL,рудники ОАО «Уралкалий» (ВКМ),VKM,ВКМ (регионально),,,MINING_VKM_CONTEXT,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-020,"pdf p.129 (printed 129); §4.1, с.129",EV-VN-S020-0317,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,"Компенсационные щели и почвоподдирка — геомеханически значимые технологии (разгрузка напряжений, пучение почвы); описаны далее в §4.1."
CHR-0191,"комбинированная технология выемки: разрезная выработка (Урал-10КС, у края камеры, на полную мощность пласта) → с отставанием на несколько камер буровзрывная отбойка самоходным оборудованием",mining_start,OTHER,комбинированная технология выемки — technology,PHYSICAL,,1998,,1998,year,,,,ACTUAL,рудники ВКМ (комбинированная технология; рудник в этом абзаце не указан),VKM,ВКМ (регионально),,,MINING_VKM_CONTEXT,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-020,"pdf p.161 (printed 161); §4.4, с.161",EV-VN-S020-0353,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,"Для 3D+time: выемка камеры происходит в два этапа с лагом 'несколько камер' — внутрипанельная временная последовательность (разрезка раньше, отбойка позже)."
CHR-0192,тенденция концентрации горных работ и укрупнения горных участков; переход на групповые конвейерные штреки с мощными конвейерами (до 1500 т/ч),other,OTHER,концентрация горных работ — technology/organisation,PHYSICAL,,199x ('в последние годы' до 1998),,1998,year,,,DECADE_AS_PRINTED;AS_PRINTED_WITH_QUALIFIER,ACTUAL,калийные рудники ОАО «Уралкалий»,VKM,ВКМ (регионально),,,MINING_VKM_CONTEXT,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-020,"pdf p.179 (printed 179); §4.5.2, с.179",EV-VN-S020-0370,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_82,"Для 3D+time: концентрация работ → более высокая интенсивность выемки на участке (скорость подвигания фронта), что влияет на темп оседаний (интерпретация, не утверждение источника)."
CHR-0193,"VKM-specific methodology for sampling and testing salt-rock specimens (Perm, 1998)",normative,NORMATIVE_IN_FORCE,,INFORMATION,,1998,,1998,year,,,,N/A,lab testing of VKM salt rocks,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-025,pdf p.196 (printed 196); Список литературы [51],EV-VN-S025-1141,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,c1 p.33 records cite [51] for property updating during operation.
CHR-0194,утверждение ПБ 07-269-98 (правила охраны сооружений на угольных месторождениях),normative,NORMATIVE_IN_FORCE,,INFORMATION,,1998-03-16,,1998-03-16,day,,,,N/A,ПБ 07-269-98,,общий метод,,,NORMATIVE,GENERAL_OR_UNSTATED,,,,VKM-SRC-039,pdf p.5 (printed 61); ссылка [10],EV-VN-S039-0026,,FACT,NORMATIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0195,"Публикация учебного пособия «Проходческо-очистные комбайновые комплексы калийных рудников» (ч. 1), авторы Б.В. Васильев, Е.Е. Завадский, М.С. Озорнин, Н.В. Чекмасов, А.П. Баженов, В.Б. Замотин, С.П. Демб; РИО ПГТУ, Пермь; сдано в печать 5 мая 1998 г.; 17 печ. л.; тираж 500; типография г. Соликамска; лицензия ЛР № 020379 от 22.01.92",publication,PUBLICATION,,INFORMATION,,1998-05-05,,1998-05-05,day,,,,ACTUAL,VKM-SRC-020,VKM,ВКМ (регионально),,,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-020,pdf p.273 (printed 273); выходные данные (колофон),EV-VN-S020-0486,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Colophon verified visually (Заказ 4244; handwritten '80-00' mark). Title in colophon lacks 'Ч. 1'; registry lists as part 1 (part 2 = VKM-SRC-028, 1999)."
CHR-0196,two successive interpretations (1999 and 2000) of Solikamsk thrust position by Н.М. Джиноридзе,publication,PUBLICATION,,INFORMATION,,1999,2000,1999,year,2000,year,,ACTUAL,"Соликамский надвиг, разрез 1040–99",MINE:BKPRU1,БКПРУ-1,,,BIBLIOGRAPHIC/INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-011,pdf p.27 (printed 52-53); Рис. 1.42 легенда,EV-VN-S011-0489,,FACT,LITERATURE_CITED,BKPRU1,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,Interpretation changed between 1999 and 2000 — information-lifecycle of structural interpretations.
CHR-0197,Освоение нового комбайна Урал-20Р на БПКРУ-1,other,OTHER,комбайн — equipment,PHYSICAL,,1999,,1999,year,,,,ACTUAL,Урал-20Р,MINE:BKPRU1,БКПРУ-1,БКПРУ-1,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-028,pdf p.7; разд.1,EV-VN-S028-0015,,FACT,DESCRIPTIVE,BKPRU1,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,Date = publication time; exact start not given.
CHR-0198,"surface sinkholes reported by residents at пос. Нов. Зырянка; special search (Кудр, 1999) found 50 sinkholes + 14 linear depressions along 1.3 km sublatitudinal band within influence of БКПРУ-1 workings",accident,COLLAPSE,"провалы, обнаруженные жителями и спецпоиском",PHYSICAL,,1999-05,,1999-05,month,,,,ACTUAL,"пос. Нов. Зырянка (Березники), БКПРУ-1",MINE:BKPRU1,БКПРУ-1,БКПРУ-1,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-011,pdf p.34 (printed 66-67); текст с.67,EV-VN-S011-0628,EV-GEO-0128,FACT,FIELD_OBSERVATION,BKPRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0199,"Сдача в печать учебного пособия «Проходческо-очистные комбайновые комплексы калийных рудников, Часть 2» (ПГТУ/Уралкалий)",publication,PUBLICATION,,INFORMATION,,1999-06-01,,1999-06-01,day,,,,ACTUAL,VKM-SRC-028,VKM,ВКМ (регионально),,,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-028,pdf p.426; выходные данные,EV-VN-S028-0239,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VISUAL_READ,EXACT,
CHR-0200,publication of VKM core-Kaiser horizontal stress estimates (λ_ср = 0.71),publication,PUBLICATION,,INFORMATION,,1999-10,,1999-10,month,,,,ACTUAL,ВКМКС salt massif,VKM,ВКМ (регионально),,,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-029,"pdf p.44 (printed 44); §1.3.1 ref [62]; bibliography entry on p.154 (outside chunk, looked up for identification only)",EV-VN-S029-0080,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,"Measurements therefore ≤1999. Author order differs: text p.44 'Токсаровым В.Н. и Асановым В.А.' vs bibliography 'Асанов В.А. ... / В.А. Асанов, В.Н. Токсаров'. Citation record itself belongs to the bibliography chunk."
CHR-0201,surveying profile 25 established (заложение) near Nov. Zyryanka,monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,2000,,2000,year,,,,ACTUAL,"профиль 25, БКПРУ-1",MINE:BKPRU1,БКПРУ-1,БКПРУ-1,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,CC-10,,VKM-SRC-011,pdf p.35 (printed 68-69); текст с.69,EV-VN-S011-0657,,FACT,DESCRIPTIVE,BKPRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0202,"two independent stratigraphic schemes of upper ПдКС compiled (Уралкалий: 21 layers, top-down; Сильвинит/СКРУ-3: 12 КС + 7 АН layers, bottom-up)",publication,PUBLICATION,,INFORMATION,,,2000,,unknown,2000,year,NOT_STATED,ACTUAL,верхняя пачка ПдКС,MINE:SKRU3,ВКМ (регионально),СКРУ-3,КС,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-011,pdf p.43 (printed 84-85); §2.1 с.85,EV-VN-S011-0819,EV-GEO-0143,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0203,First edition of Kudryashov 'Верхнекамское месторождение солей' published,publication,PUBLICATION,,INFORMATION,,2001,,2001,year,,,,ACTUAL,monograph 1st ed.,VKM,ВКМ (регионально),,,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-011,pdf p.3 (printed 5); Предисловие; Введение,EV-VN-S011-0014,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0204,"Corrected design project for mechanized mining of carnallite seam В at СКПРУ-1 (ОАО «Сильвинит»), issued by ОАО «Галургия»",normative,NORMATIVE_IN_FORCE,"проектный документ (откорректированный проект) — DESIGN document, не норматив",INFORMATION,,2002,,2002,year,,,,N/A,"СКРУ-1 (СКПРУ-1), пласт В",MF:SKRU1,СКРУ-1,СКРУ-1,В (карналлит),NORMATIVE,SKRU1_DIRECT,,,,VKM-SRC-026,pdf p.41 (printed 41); Список литературы [10],EV-VN-S026-0173,,FACT,LITERATURE_CITED,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,«корректировка» implies an earlier original project (date unknown); mechanized carnallite mining at SKRU-1 thus designed by 2002 at latest; mine then belonged to ОАО «Сильвинит» (before Uralkali merger).
CHR-0205,publication of idea to use EM kinematic parameters for pillar characterisation (Kovin),publication,PUBLICATION,,INFORMATION,,2002,,2002,year,,,,ACTUAL,межкамерные целики ВКМС,VKM,ВКМ (регионально),,,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-040,pdf p.140 (printed 140); §5.2,EV-VN-S040-0359,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0206,Normative 'Указания' of VNIIG on flood protection of VKM mines and protection of surface objects from harmful influence of underground mining - 2004 edition (in force at time of the book),normative,NORMATIVE_IN_FORCE,,INFORMATION,,2004,,2004,year,,,,N/A,"ВКМКС, all mines",VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,CC-07,,VKM-SRC-025,pdf p.198 (printed 198); Список литературы [77]; применение в §3.1 (c3),EV-VN-S025-1139,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_85,Key normative source for subsidence/protection rules; not in the project corpus register (reader cross-check of SOURCE_REGISTER.csv).
