row_id,category,variable,variable_as_recorded,symbol,material_lithology,unit_seam,value_as_printed,value_point,value_min,value_max,unit_as_printed,multi_value,test_method,n_samples,conditions,scale,scale_prev_release,site_scope,site_as_printed,source_id,pdf_page,printed_page,locator,vn_ids,prev_parameter_ids,prev_evidence_ids,origin,extraction_method,visual_confirmation,quote_check,status,evidence_type,original_or_cited,confidence,transfer_status_SKRU1,status_if_used_for_SKRU1,law_id,notes
MR-MECH-0623,strength,tensile_test_correction_coefficient,tensile_test_correction_coefficient,K,,,"0,67–1,61",,0.67,1.61,-,,tensile_brazilian,,"wedge-splitting tensile test per GOST [18], depends on failure area",LAB,,GENERAL_METHOD,specimen: ,VKM-SRC-025,54,54,§2.9 pp.53-54,EV-VN-S025-0282,,,SWEEP_NEW,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED),NOT_FOUND,FACT,NORMATIVE,ORIGINAL_OR_UNSTATED,HIGH,GENERAL_METHOD_ONLY; LAB→MASSIF transfer required,MODEL_CHOICE (method only),,cited_ref [18]
MR-MECH-0624,strength,ucs,ucs,σсж,сильвинит,КрII; АБ,"10–36 МПа; mean 26 МПа (КрII sylvinite), 23 МПа (АБ variegated & banded sylvinites); mean CV > 30%",,10,36,МПа,YES,uniaxial_compression,,"uniaxial compression, standard GI UrO RAN tests",LAB,,VKM_REGIONAL,seam: КрII; АБ,VKM-SRC-025,56,56,§2.10,EV-VN-S025-0292,,,SWEEP_NEW,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED),EXACT,FACT,LAB_TEST,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,Attributes Табл. 2.2 red sylvinite to КрII and variegated/banded to АБ. Text 'CV >30%' vs Табл. 2.2 CV 14-22% for σсж of sylvinites: inconsistency or different aggregation (see conflict note).
MR-MECH-0625,strength,ucs,ucs,σсж,сильвинит,N/A,mean 26.06; n 491; max 36.69; min 16.38; sd 3.65; CV 14.0%,26.06,16.38,36.69,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,57,57,p.57; printed 57; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0295;EV-VN-S025-0296,PAR-RMR-0010,EV-RMR-0010,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:OCR/VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0296 TABLE_FROM_IMAGE (Табл. 2.2 (Сильвинит красный)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0626,strength,tensile_strength,tensile_strength,σр,сильвинит,N/A,mean 1.44; n 422; max 5.64; min 0.3; sd 0.74; CV 51.4%,1.44,0.3,5.64,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,57,57,p.57; printed 57; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0296,PAR-RMR-0011,EV-RMR-0011,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0296 TABLE_FROM_IMAGE (Табл. 2.2 (Сильвинит красный)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0627,strength,ucs,ucs,σсж,сильвинит,N/A,mean 22.59; n 162; max 36.72; min 9.04; sd 5.05; CV 22.37%,22.59,9.04,36.72,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,57,57,p.57; printed 57; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0295;EV-VN-S025-0297,PAR-RMR-0016,EV-RMR-0016,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:OCR/VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0297 TABLE_FROM_IMAGE (Табл. 2.2 (Сильвинит пестрый)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0628,strength,tensile_strength,tensile_strength,σр,сильвинит,N/A,mean 1.32; n 151; max 3.8; min 0.26; sd 0.67; CV 51.0%,1.32,0.26,3.8,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,57,57,p.57; printed 57; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0297,PAR-RMR-0017,EV-RMR-0017,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0297 TABLE_FROM_IMAGE (Табл. 2.2 (Сильвинит пестрый)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0629,strength,ucs,ucs,σсж,сильвинит,N/A,mean 24.01; n 72; max 37.75; min 10.4; sd 4.63; CV 19.28%,24.01,10.4,37.75,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,58,58,p.58; printed 58; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0295;EV-VN-S025-0298,PAR-RMR-0022,EV-RMR-0022,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:OCR/VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0298 TABLE_FROM_IMAGE (Табл. 2.2 (Сильвинит полосчатый)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0630,strength,tensile_strength,tensile_strength,σр,сильвинит,N/A,mean 1.4; n 68; max 3.09; min 0.4; sd 0.61; CV 43.6%,1.4,0.4,3.09,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,58,58,p.58; printed 58; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0298,PAR-RMR-0023,EV-RMR-0023,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0298 TABLE_FROM_IMAGE (Табл. 2.2 (Сильвинит полосчатый)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0631,strength,ucs,ucs,σсж,каменная соль,MPS,mean 26.14; n 762; max 48.5; min 9.24; sd 49.2; CV 18.8%,26.14,9.24,48.5,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,58,58,p.58; printed 58; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0295;EV-VN-S025-0299;EV-VN-S025-0301,PAR-RMR-0028,EV-RMR-0028,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:OCR/VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0299 TABLE_FROM_IMAGE (Табл. 2.2 (Каменная соль междупластий)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0632,strength,tensile_strength,tensile_strength,σр,каменная соль,MPS,mean 1.46; n 623; max 9.92; min 0.1; sd 8.4; CV 57.5%,1.46,0.1,9.92,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,58,58,p.58; printed 58; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0299;EV-VN-S025-0301,PAR-RMR-0029,EV-RMR-0029,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0299 TABLE_FROM_IMAGE (Табл. 2.2 (Каменная соль междупластий)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0633,strength,ucs,ucs,σсж,каменная соль,PKS,mean 22.3; n 63; max 36.5; min 7.2; sd 6.71; CV 30.1%,22.3,7.2,36.5,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,58,58,p.58; printed 58; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0300,PAR-RMR-0034,EV-RMR-0034,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0300 TABLE_FROM_IMAGE (Табл. 2.2 (Покровная каменная соль)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0634,strength,tensile_strength,tensile_strength,σр,каменная соль,PKS,mean 1.2; n 59; max 2.62; min 0.14; sd 0.48; CV 40.0%,1.2,0.14,2.62,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,58,58,p.58; printed 58; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0300,PAR-RMR-0035,EV-RMR-0035,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0300 TABLE_FROM_IMAGE (Табл. 2.2 (Покровная каменная соль)),VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0635,strength,ucs,ucs,σсж,каменная соль,PDKS,mean 21.61; n 26; max 32.28; min 14.77; sd 3.87; CV 17.9%,21.61,14.77,32.28,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,59,59,p.59; printed 59; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0303,PAR-RMR-0040,EV-RMR-0040,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,"YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0303 TABLE_FROM_IMAGE (Табл. 2.2 (окончание): подстилающая каменная соль, карналлитовые породы)",VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0636,strength,tensile_strength,tensile_strength,σр,каменная соль,PDKS,mean 1.0; n 21; max 2.86; min 0.44; sd 0.48; CV 48.0%,1.0,0.44,2.86,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,59,59,p.59; printed 59; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0303,PAR-RMR-0041,EV-RMR-0041,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,"YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0303 TABLE_FROM_IMAGE (Табл. 2.2 (окончание): подстилающая каменная соль, карналлитовые породы)",VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0637,strength,ucs,ucs,σсж,карналлит,KS_KARN,mean 7.76; n 97; max 26.64; min 2.52; sd 4.82; CV 70.1%,7.76,2.52,26.64,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,59,59,p.59; printed 59; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0303,PAR-RMR-0046,EV-RMR-0046,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,"YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0303 TABLE_FROM_IMAGE (Табл. 2.2 (окончание): подстилающая каменная соль, карналлитовые породы)",VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0638,strength,tensile_strength,tensile_strength,σр,карналлит,KS_KARN,mean 0.61; n 31; max 2.31; min 0.14; sd 0.47; CV 77.0%,0.61,0.14,2.31,МПа,,in_situ,,"лабораторные испытания керна (250 скважин, >5000 проб, Горный институт УрО РАН), метод условно-мгновенного одноосного сжатия (гл.2.9); статистика по [17]",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,59,59,p.59; printed 59; Табл. Таблица 2.2; Глава 2.10,EV-VN-S025-0303,PAR-RMR-0047,EV-RMR-0047,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,"YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0303 TABLE_FROM_IMAGE (Табл. 2.2 (окончание): подстилающая каменная соль, карналлитовые породы)",VISUAL_ONLY_OCR_MISMATCH,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Табл. 2.2 «Средние значения физико-механических свойств соляных пород центральной части ВКМКС (рудники ОАО «Сильвинит»)» — рудники Соликамской группы (СКРУ-1/2/3) объединены (pooled), значение относится к ВКМКС в целом/центральной части, СКРУ-1 отдельно не выделен -> VKM_REGIONAL, не SITE_SPECIFIC. Метод/ГОСТ испытания на этой странице явно не указан (метод одноосного сжатия по контексту гл.2.9);  || v1 locator_verification=VISUAL_ONLY_OCR_MISMATCH"
MR-MECH-0639,strength,ucs,ucs,σсж,каменная соль,MPS,"23,02",23.02,,,МПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0052,EV-RMR-0052,PREV+SWEEP,OCR_VISUALLY_CONFIRMED; sweep:VISUAL_READ,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0640,strength,tensile_strength,tensile_strength,σр,каменная соль,MPS,"1,8",1.8,,,МПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0053,EV-RMR-0053,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
MR-MECH-0641,strength,ucs,ucs,σсж,карналлит,V,"3,31",3.31,,,МПа,,uniaxial_compression,,"лабораторные испытания керна, метод одноосного сжатия (гл.2.9), усреднено по пласту/междупластью",LAB,LAB,VKM_REGIONAL,ВКМКС (regional),VKM-SRC-025,60,60,p.60; printed 60; Табл. Таблица 2.3; Глава 2.10,EV-VN-S025-0305,PAR-RMR-0059,EV-RMR-0059,PREV+SWEEP_VISUAL_CHECK,OCR_VISUALLY_CONFIRMED,YES (OCR_VISUALLY_CONFIRMED) | sweep visual_check: EV-VN-S025-0305 OK_CONFIRMED (Табл. 2.3 (26 layers x 7 properties)),VERIFIED_QUOTE,FACT,MEASURED,ORIGINAL_OR_UNSTATED,HIGH,VKM_REGIONAL_PRIOR | VKM_REGIONAL_PRIOR; LAB→MASSIF transfer required,ANALOGUE,,"limitations(v1): Пулированное среднее по рудникам ОАО «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3, объединение до 2011 г.) — не привязано к конкретному руднику => VKM_REGIONAL, не SITE_SPECIFIC для СКРУ-1. n/sd не приведены в табл. 2.3 (см. текстовый абзац на этой же странице: разброс по карналлитовым породам 70-90% упомянут только текстом, не в таблице). || v1 locator_verification=VERIFIED_QUOTE"
