row_id,row_kind,mine_scope,mines_named_in_text,target_as_printed,spatial_entity_ids,seam,method_as_printed,method_vkm,material_as_printed,period_mining_as_printed,period_backfill_as_printed,delay_as_printed,fill_ratio_as_printed,unfilled_gap_as_printed,density_as_printed,strength_deformation_as_printed,compaction_as_printed,convergence_relation_as_printed,purpose_as_printed,other_parameters_as_printed,design_actual_label,label_basis,visual_recheck,conflict_ids,event_ids,skru1_relevance,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
BF-0069,backfill_record,ВКМ (регионально),,,VKM,,размещение в выработанном пространстве при закладочных работах и в специальных выработках в подстилающей каменной соли,unknown,глинисто-солевые шламы калийных производств,,,,,,,,,,,"{""Ж:Т (по весу)"": ""3:1...2:1"", ""liquid_phase"": ""рассол, насыщенный K и Na"", ""solid_insoluble_residue"": ""15—70 % н.о."", ""particle_size"": ""средняя крупность 4,5—50 мкм"", ""insoluble_composition"": ""кварц, карбонаты, сульфаты, ангидрит, хлорид, акцессорные минералы, органическое вещество"", ""variability"": ""крупность, состав, выход и параметры пульпы не постоянны для каждого предприятия""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.186 (printed 370); §8.6.7, с.370",EV-VN-S037-1055,,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_80,
BF-0070,backfill_record,СКРУ-2,,"zone1_salt_deposit=20—30 м от места подачи; н.о. 7—18 %; крупность 0,12—0,3 мм; влажность 8—14 %; аналог массива солеотходов | zone2_transition=длина 100—120 м; мягкопластичный массив; н.о. 18—25 %; крупность 0,1—0,12 мм; влажность 14—22 % | zone3_paste=длина 50—70 м; пастообразный; н.о. 25—55 %; крупность <0,1 мм; влажность 22—30 %",MF:SKRU2,,гидравлическое размещение шлама,hydraulic,шлам (н.о. 33 %) при размещении в камерах,,,,,,,,,,,,ACTUAL,evidence_type=FIELD_OBSERVATION,,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.188 (printed 375); §8.6.7, с.375-376",EV-VN-S037-1082,,FACT,FIELD_OBSERVATION,SKRU2,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Measured zonation of sludge backfill in chambers at СКПРУ-2 (neighbouring Solikamsk mine, not СКРУ-1). Continues on p.376."
BF-0071,backfill_record,БКПРУ-1,,zones=мягкопластичный отстой (~50 м) + пастообразный; зоны выпавшей соли нет,MF:BKPRU1,,гидравлическое размещение шлама,hydraulic,шлам (н.о. 60—70 %),,,,,,,,,,,,ACTUAL,evidence_type=FIELD_OBSERVATION,,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.189 (printed 376); §8.6.7, с.376",EV-VN-S037-1083,,FACT,FIELD_OBSERVATION,BKPRU1,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_77,
BF-0072,backfill_record,ВКМ (регионально),,,VKM,,"метательная (роторная) закладка: ротор сообщает материалу скорость 20 м/с, выброс через направляющее устройство; дальность регулируется углом вылета",dry,солеотходы обогатительных фабрик калийных рудников (галитовые отходы),,,,,,,,,"допустимая влажность солеотходов, %=3—12",,"{""расчетная производительность, т/ч"": ""350"", ""эффективная дальность метания при угле вылета 45° и номинальной производительности, м"": ""27—32"", ""крупность материала, мм"": ""70"", ""угол метания в вертикальной плоскости, градус"": ""10—55"", ""угол поворота в горизонтальной плоскости, градус"": ""180"", ""разработчик"": ""Пермгипрогормаш""}",DESIGN,evidence_type=DESIGN_VALUE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.229 (printed 457-458); §9.3 «Оборудование вспомогательного назначения», метатель роторный МР-320ВА (рис. 9.33), тех. характеристика с. 458",EV-VN-S037-1206,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Thrown (non-hardening) salt-waste backfill — implies loose, uncompacted fill whose initial porosity/compressibility is not given here; fill ratio and timing relative to extraction not stated. OCR table garbled; values read visually (render p230 left clip, p229). Not specific to SKRU-1."
BF-0073,backfill_record,БКПРУ-1,,,MF:BKPRU1,,"часть камер пласта В заложена (заложенные камеры, рис. 1б)",unknown,"исходная закладка (не охарактеризована) + дополнительная «закладка» из обрушенной каменной соли, KCl-остатка, высоленных галита и сильвина",,,,Z (объём на 1 п.м.; значений нет),,,,,,,"{""m_double_prime"": ""m″ = m(1 − Z) — незаложенная высота""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-038,pdf p.3 (printed 242); Рис. 1; таблица с. 241,EV-VN-S038-0022,EV-MON-0204,FACT,DESCRIPTIVE,BKPRU1,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VISUAL_READ,EXACT,Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.
BF-0074,backfill_record,ВКМ (регионально),,,VKM,,"mechanical (conveyor/self-propelled transport, wagons, LHD) and hydraulic (pipelines, pulp)",hydraulic;dry,солеотходы (salt tailings); каменная соль от проходки полевых выработок/камер служебного назначения (mechanical),,,,hydraulic gives greater degree of filling (no numbers),,,,hydraulic has smaller shrinkage (усадка) of fill mass,,,"{""source"": ""технологический регламент на закладочные работы [34]"", ""efficiency"": ""hydraulic more productive for large volumes with salt tailings; mechanical for small volumes""}",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-040,pdf p.144 (printed 144); §5.4,EV-VN-S040-0370,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,
BF-0075,backfill_record,ВКМ (регионально),,mine=unnamed Uralkali mine,VKM,,GPR from overlying АБ workings onto backfilled КрII chambers,unknown,not stated,,,,GPR reportedly confidently determines completeness of backfill (no values),,,,,,,"{""year"": 2017}",ACTUAL,evidence_type=FIELD_OBSERVATION,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-040,pdf p.147 (printed 147); Заключение п.4,EV-VN-S040-0381,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,EXACT,Implies superposed АБ over КрII workings with backfilled КрII chambers; no results published here.
BF-0076,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,19П блок зона 88,SKRU1:ZONE:19P-88,КрII,сухая,dry,не указан,1934-1935,2016-2017,НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-17;CC-18;CC-18,CHR-0029;CHR-0289,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0251,EV-MIN-0312,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0077,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,3П блок зона 88,SKRU1:ZONE:3P-88,КрII,"сухая,гидро.",hydraulic;dry,не указан,1935-1939,"1989-1999, 2[...]",НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-17;CC-18;MC-BF-01,CHR-0030;CHR-0139,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0249,EV-MIN-0311,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0078,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,18П блок зона 208,SKRU1:ZONE:18P-208,КрII,сухая,dry,не указан,1955-1957,1978-1980,НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18;CC-18,CHR-0043;CHR-0099,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0243,EV-MIN-0308,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0079,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,18П блок зона 207,SKRU1:ZONE:18P-207,КрII,сухая,dry,не указан,1955-1957,1978-1980,НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18,CHR-0044;CHR-0101,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0247,EV-MIN-0310,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0080,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,18П блок зона 207,SKRU1:ZONE:18P-207,АБ,сухая,dry,не указан,1956-1957,1978-1981,НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18,CHR-0045;CHR-0100,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0245,EV-MIN-0309,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0081,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,52П блок зона 127,SKRU1:ZONE:52P-127,КрII,"сухая,гидро",hydraulic;dry,не указан,1957-1959,"1996, 2011",НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18;MC-BF-01,CHR-0047;CHR-0184,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0265,EV-MIN-0319,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0082,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,57П блок зона 101,SKRU1:ZONE:57P-101,не показан (Рис.16 не содержит строк 57П),"сухая,гидро",hydraulic;dry,не указан,"1958-1959, 1971-1972","1993-1998, 2[...]",НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18;MC-BF-01,CHR-0050;CHR-0169,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0269,EV-MIN-0321,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0083,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,46П блок зона 106,SKRU1:ZONE:46P-106,АБ,гидро.,hydraulic,не указан,1961,2011-2012,НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18;MC-BF-01,CHR-0052;CHR-0250,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0257,EV-MIN-0315,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0084,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,46П блок зона 107,SKRU1:ZONE:46P-107,КрII,гидро.,hydraulic,не указан,1961-1962,2012-2012,НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18;CC-18;MC-BF-01,CHR-0053;CHR-0259,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0263,EV-MIN-0318,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0085,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,46П блок зона 106,SKRU1:ZONE:46P-106,КрII,гидро.,hydraulic,не указан,1962,2012-2012,НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18;MC-BF-01,CHR-0054;CHR-0258,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0259,EV-MIN-0316,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0086,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,54П блок зона 118,SKRU1:ZONE:54P-118,КрII,"сухая,гидро",hydraulic;dry,не указан,1962-1965,"1996-1998, 2[...]",НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18;MC-BF-01,CHR-0055;CHR-0183,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0261,EV-MIN-0317,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0087,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,76П блок зона 110,SKRU1:ZONE:76P-110,КрII,"сухая,гидро",hydraulic;dry,не указан,1965-1970,"1997-2002, 2[...]",НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18;MC-BF-01,CHR-0065;CHR-0187,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0255,EV-MIN-0314,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0088,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,55П блок зона 98,SKRU1:ZONE:55P-98,КрII,сухая,dry,не указан,1969-1971,"1994,2002",НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18,CHR-0072;CHR-0175,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0253,EV-MIN-0313,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0089,zone_backfill_event (ГИС СКРУ-1),СКРУ-1,СКРУ-1,57П блок зона 101,SKRU1:ZONE:57P-101,не показан (Рис.16 не содержит строк 57П),сухая,dry,не указан,1989-1991,1989-1991,НЕ ВЫЧИСЛЯЛАСЬ (даны оба интервала; вычитание запрещено в этой фазе),"коэф. закладки Апр/Аф есть в схеме таблицы ГИС, значения не показаны",,,,,,,,ACTUAL,история выемки/закладки зоны в ГИС предприятия (вторично через ВКР); первичная маркшейдерская документация недоступна,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-16;CC-18,CHR-0140;CHR-0141,SKRU1_DIRECT,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0267,EV-MIN-0320,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
BF-0090,backfill_chronology,СКРУ-1,СКРУ-1,unidentified zone of SKRU-1 table,MF:SKRU1,,,unknown,,,1939 – 1942,,,,,,,,,"example zone: mining 1939-1942, backfill 1943-1944",ACTUAL,событие хронологии (EXTRACTION_PERIOD); ,,,CHR-0037,SKRU1_DIRECT,VKM-SRC-023,"pdf p.44 (printed 44); Рис.19 (image21.png), rendered p.44",EV-VN-S023-0281,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,LOW,VISUAL_READ,NOT_FOUND,Illustrative only; cannot be attached to a location.
BF-0091,backfill_chronology,БКПРУ-1,БКПРУ-1,рудник БКПРУ-1,MINE:BKPRU1,,,unknown,,,1970 – 1989,,,,,,,,,первое подземное складирование отходов обогатительной фабрики в камерах (КБС),ACTUAL,событие хронологии (BACKFILL_PERIOD); складирование отходов в КБС,,,CHR-0076,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.111 (printed 111); §3.7,EV-VN-S014-0816,EV-MIN-0152,FACT,DESCRIPTIVE,BKPRU1,FIELD,MEDIUM,TEXT_LAYER,EXACT,Decade-level date only.
BF-0092,backfill_chronology,БКПРУ-1,БКПРУ-1,рудник БКПРУ-1,MINE:BKPRU1,каменная соль,,unknown,,,1970 – 1980,,,,,,,,,First large-cross-section chambers (КБС) for slime storage built in underlying rock salt,ACTUAL,событие хронологии (DEVELOPMENT); проходка камер большого сечения (КБС) в подстилающей каменной соли,,,CHR-0077,VKM_OTHER_MINE_CONTEXT,VKM-SRC-019,"pdf p.1 (printed 45); Введение, [1,2]",EV-VN-S019-0005,EV-GEO-0364,FACT,LITERATURE_CITED,BKPRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,'в 1970-1980 годах' — decade range as printed.
BF-0093,backfill_chronology,СКРУ-1,СКРУ-1,СКРУ-1 (рудник),MINE:SKRU1,,,unknown,,,1985,,,,,,,,,"на руднике СКРУ-1 с 1985 г. рост себестоимости добычи из-за резкого увеличения непроизводительных затрат (закладка), разбросанности фронта очистных работ и устаревшего оборудования",ACTUAL,событие хронологии (OTHER); экономический показатель: рост затрат на закладку с 1985 г. (запись status INTERPOLATION),,CC-18,CHR-0115,SKRU1_DIRECT,VKM-SRC-037,pdf p.129 (printed 257); §7.2.1 (текст перед табл. 7.10),EV-VN-S037-0765,,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,KEY for SKRU-1 3D+time: indicates a sharp increase of backfilling (закладка) at SKRU-1 from ~1985 and a dispersed (scattered) mining front. Volumes/locations not given. Note printed name 'СКРУ-1' here vs 'СКПРУ-1' in tables — alias confirmed on same page (Табл. 7.10 СКПРУ-1). Visually confirmed.
BF-0094,backfill_chronology,ВКМ (регионально),СКРУ-2;БКПРУ-1,"БКПРУ-1, СКПРУ-2",MINE:SKRU2;MINE:BKPRU1,,,hydraulic,,,1990,,,,,,,,,"Гидрозакладочные установки в эксплуатации на БКПРУ-1 и СКПРУ-2 (состояние на время подготовки руководства, утв. 12.12.1990)",ACTUAL,событие хронологии (BACKFILL_PERIOD); состояние ~1990: гидрозакладочные установки в эксплуатации,,;MC-BF-01,CHR-0153,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.183 (printed 365); §8.6.5, с.365",EV-VN-S037-1030,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
BF-0095,backfill_chronology,другой объект ВКМ,БКПРУ-1,"БКПРУ-1, 3-4 западные панели",MF:BKPRU1,,,unknown,,,1994 – 1996,,,,,,,,,Закладка камер 3–4 ЗП БКПРУ-1 в условиях интенсивного горного давления,ACTUAL,событие хронологии (BACKFILL_PERIOD); запись EV-VN-S025-0145 разделена (a–c) без изменения дат,,,CHR-0176,VKM_OTHER_MINE_CONTEXT,VKM-SRC-025,pdf p.20 (printed 20); §1.3,EV-VN-S025-0145,EV-MIN-0338,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_81,"Multi-seam sequence: АБ (upper seam, per Fig.1.3/1.4 АБ lies above КрII) mined 1964-65; КрII (lower seam) mined 1976-77, i.e. ~11-12 years later (not computed further); backfill 1994-96, i.e. decades after mining. OCR 'КрИ' visually 'КрII'."
BF-0096,backfill_chronology,СКРУ-3,СКРУ-3,СКРУ-3 mined-out space,MF:SKRU3,,,hydraulic,,,2009 – 2009,,,,,,,,,"Hydraulic backfill at SKRU-3 in 2009: 1,85 млн т salt wastes incl. 40 тыс. т slimes placed",ACTUAL,событие хронологии (BACKFILL_PERIOD); ,,,CHR-0238,VKM_OTHER_MINE_CONTEXT,VKM-SRC-014,pdf p.55 (printed 55); §2.5,EV-VN-S014-0419,EV-MIN-0135,FACT,DESCRIPTIVE,SKRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
BF-0097,backfill_chronology,СКРУ-2,СКРУ-2,СКРУ-2 очистные камеры,MINE:SKRU2,,,unknown,,,2014 – 2020,,,,,,,,,Break in backfilling at SKRU-2 after sinkholes 2014 and 2018; isolated additional backfilling (дозакладка) of chambers in 2019-2020,ACTUAL,событие хронологии (BACKFILL_STATE_CHANGE); перерыв закладки + дозакладка,,,CHR-0277,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.34 (printed 34); §1.4.2,EV-VN-S012-0174,EV-MIN-0021,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
BF-0098,backfill_chronology,ВКМ (регионально),,рудники ПАО «Уралкалий» (mine not named); КрII chambers surveyed from АБ workings,VKM,КрII;АБ,,unknown,,,2017,,,,,,,,,start of pilot-industrial tests of GPR assessment of chamber backfill completeness,ACTUAL,событие хронологии (GEOPHYSICAL_SURVEY); георадарная оценка полноты закладки (information),,,CHR-0300,VKM_REGIONAL_CONTEXT,VKM-SRC-040,pdf p.147 (printed 147); Заключение п.4,EV-VN-S040-0380,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,FUZZY_60,
