unit_id,name_ru,abbrev,rank,parent_unit,order_index,global_order_top_down,tree_depth,functional,grouping_type,lithology,age_as_printed,aliases,thickness_ranges_by_source_as_printed,n_observation_rows,n_sources,source_ids,vn_ids,scopes_of_evidence,skru1_specific_rows,skru1_specific_note,status,scope,confidence,notes
S_V_VP,Межпластье В–В' (каменная соль),В–В',interseam,KP,16,38,3,FALSE,LITHOSTRAT,каменная соль,P1br3,в-в'; В-В',"VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 0,35 (EV-VN-S025-0087) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 0,35 (EV-VN-S037-0037)",2,2,VKM-SRC-025;VKM-SRC-037,EV-VN-S025-0087;EV-VN-S037-0037,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,Только колонки SRC-025 рис.1.3 и SRC-011 Табл. 2.36.
S_VP,Слой-спутник В',В',interlayer,KP,17,39,3,FALSE,LITHOSTRAT,пёстрый сильвинит / карналлит,P1br3,В'; в',"VKM-SRC-011 p.13 [VKM_REGIONAL; FACT]: В' 0,4 (карналлитовый) / 0,25 (сильвинитовый); 0,35 м ниже кровли Б-В (EV-VN-S011-0235) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 0.4/0.25 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0035) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 0,40/0, 25 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure) (EV-VN-S025-0088) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 0,4/0,25 (EV-VN-S037-0037)",4,4,VKM-SRC-011;VKM-SRC-020;VKM-SRC-025;VKM-SRC-037,EV-VN-S011-0235;EV-VN-S020-0035;EV-VN-S025-0088;EV-VN-S037-0037,VKM_REGIONAL:4,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_B_V,Межпластье Б–В (Б–В'),Б–В,interseam,KP,18,40,3,FALSE,LITHOSTRAT,каменная соль; «коржевая» глина в межпластье (SRC-011 p.99),P1br3,Б-В; Б–В; Б-В'; Б–В',"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 1,9 (deposit-wide average) (EV-VN-S014-0136) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 1.66 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0036) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 1,66 (EV-VN-S025-0089) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 1,66 (EV-VN-S037-0037)",4,4,VKM-SRC-014;VKM-SRC-020;VKM-SRC-025;VKM-SRC-037,EV-VN-S014-0136;EV-VN-S020-0036;EV-VN-S025-0089;EV-VN-S037-0037,VKM_REGIONAL:4,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,Во многих разрезах Б–В' (под В').
S_B,Пласт Б,Б,seam,KP,19,41,3,FALSE,LITHOSTRAT,на ~90 % площади простой (пёстрый) сильвинит; иначе карналлит,P1br3,Б; пласт Б,"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 1,9 (deposit-wide average) (EV-VN-S014-0135) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 2.8/1.4 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0037) || VKM-SRC-020 p.7 [VKM_REGIONAL; FACT]: Б: карналлитовый 2,8, сильвинитовый 1,4 (EV-VN-S020-0082) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 2,80/1, 40 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure) (EV-VN-S025-0090) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 2,80/1,40 (EV-VN-S037-0037) || VKM-SRC-011 p.17 [VKM_REGIONAL; FACT]: thickness 1,83 m; KCl 31,04; MgCl2 5,97; NaCl 51,28; CaSO4 1,71; Н.О. 2,27; Br 0,072 (%) (EV-VN-S011-0291) || VKM-SRC-011 p.58 [BKPRU2; FACT]: мощность 1,02/1,06 (s 0,12/0,14); KCl 32,6/33,0 (3,42/2,87); NaCl 55,2/55,2 (2,36/1,68); MgCl2 0,39/0,37 (0,16/0,10); CaSO4 1,62/1,49 (0,37/0,36); Н.О. 9,63/9,83 (2,00/1,96); Br 0,048/0,048 (0,0045/0,0087) (EV-VN-S011-1094) || VKM-SRC-011 p.109 [VKM_REGIONAL; FACT]: 1,58 (EV-VN-S011-1791) || VKM-SRC-011 p.175 [VKM_REGIONAL; FACT]: 1,81 (EV-VN-S011-3850)",9,5,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020;VKM-SRC-025;VKM-SRC-037,EV-VN-S011-0291;EV-VN-S011-1094;EV-VN-S011-1791;EV-VN-S011-3850;EV-VN-S014-0135;EV-VN-S020-0037;EV-VN-S020-0082;EV-VN-S025-0090;EV-VN-S037-0037,VKM_REGIONAL:8; BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,"Лежит непосредственно на А, образуя рабочий пласт АБ."
SP,Сильвинитовая зона/пачка,СП / СЗ,zone,KZ,1,42,2,FALSE,LITHOSTRAT,"красные сильвиниты КрIII, КрII, КрI и полосчатый сильвинит А, разделённые каменной солью",P1br3 (нижняя часть) | P1br3sil | P1ir2^2 (SRC-037),СП; СЗ; сильвинитовая пачка; сильвинитовая зона; sylvinite member,"VKM-SRC-011 p.12 [VKM_REGIONAL; FACT]: 3,3–30, ср. 17,4 (EV-VN-S011-0229) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: 3.3–30 (mean 17.4) (EV-VN-S011-3827) || VKM-SRC-012 p.63 [VKM_REGIONAL; FACT]: see Table 3.1 picks (no ranges stated in text) (EV-VN-S012-0305) || VKM-SRC-014 p.14 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S014-0152) || VKM-SRC-020 p.5 [VKM_REGIONAL; FACT]: 15-25 (см. с.7) (EV-VN-S020-0014) || VKM-SRC-023 p.31 [VKM_REGIONAL; FACT]: 17.5 (средняя, Рис. 7 ВКР — воспроизведение колонки Кудряшова) (EV-VN-S023-0135) || VKM-SRC-023 p.31 [VKM_REGIONAL; FACT]: 17,5 average (Fig. 7) (EV-VN-S023-0141) || VKM-SRC-025 p.10 [VKM_REGIONAL; FACT]: ср. 21 (EV-VN-S025-0062) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: в среднем 20 (p5) (EV-VN-S037-0033) || VKM-SRC-040 p.12 [VKM_REGIONAL; FACT]: среднее 17,4 (текст); 10-40 (рис.1.2) (EV-VN-S040-0027) || VKM-SRC-012 p.68 [SKRU1_SKRU2; INTERPOLATION]: 52.31–96.11 [UNRESOLVED-атрибуция] (EV-VN-S012-0366) || VKM-SRC-012 p.69 [SKRU1_SKRU2; INTERPOLATION]: 13.44–41.63 [UNRESOLVED-атрибуция] (EV-VN-S012-0368) || VKM-SRC-020 p.7 [VKM_REGIONAL; FACT]: 15-25 м (EV-VN-S020-0080) || VKM-SRC-011 p.131 [SKRU1; FACT]: СП (P1br3^1): кровля -113 / подошва -130 м абс. (график, ±3–5 м) (EV-VN-S011-2093) || VKM-SRC-011 p.131 [SKRU1; INTERPOLATION]: СП (P1br3^1): кровля -186 / подошва -200 м абс. (график, ±3–5 м) (EV-VN-S011-2094)",15,8,VKM-SRC-011;VKM-SRC-012;VKM-SRC-014;VKM-SRC-020;VKM-SRC-023;VKM-SRC-025;VKM-SRC-037;VKM-SRC-040,EV-VN-S011-0229;EV-VN-S011-2093;EV-VN-S011-2094;EV-VN-S011-3827;EV-VN-S012-0305;EV-VN-S012-0366;EV-VN-S012-0368;EV-VN-S014-0152;EV-VN-S020-0014;EV-VN-S020-0080;EV-VN-S023-0135;EV-VN-S023-0141;EV-VN-S025-0062;EV-VN-S037-0033;EV-VN-S040-0027,VKM_REGIONAL:11; SKRU1_SKRU2:2; SKRU1:2,4,VKM-SRC-011 p.131 ELEVATION_INTERVAL_GRAPH; VKM-SRC-012 p.68 GRID_LEGEND_RANGE; VKM-SRC-012 p.69 GRID_LEGEND_RANGE,FACT,VKM_REGIONAL,HIGH,"Нижний пласт — КрIII, верхний — А (SRC-020)."
S_A,Пласт А (полосчатый сильвинит),А,seam,SP,0,43,3,FALSE,LITHOSTRAT,полосчатый сильвинит (переслаивание 1–5 см красного сильвина и каменной соли),P1br3,А; пласт А; Bed A,"VKM-SRC-011 p.13 [VKM_REGIONAL; FACT]: 0,3–3,6 (EV-VN-S011-0233) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: 0.3–3.6 (EV-VN-S011-3831) || VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 1,3 (deposit-wide average) (EV-VN-S014-0134) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 1.4 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0038) || VKM-SRC-020 p.7 [VKM_REGIONAL; FACT]: А: средн. 1,4 (EV-VN-S020-0079) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 1,40 (EV-VN-S025-0091) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 1,40 (EV-VN-S037-0037) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 1,40 (рис.1.2) (EV-VN-S037-0041) || VKM-SRC-011 p.17 [VKM_REGIONAL; FACT]: thickness 1,40 m; KCl 30,05; MgCl2 0,34; NaCl 66,77; CaSO4 2,28; Н.О. 2,53; Br 0,044 (%) (EV-VN-S011-0292) || VKM-SRC-011 p.58 [BKPRU2; FACT]: мощность 1,30/1,25 (s 0,20/0,16); KCl 45,5/44,4 (2,81/4,77); NaCl 48,6/44,4 (2,27/3,78); MgCl2 0,19/0,23 (0,06/0,13); CaSO4 1,53/1,56 (0,18/0,27); Н.О. 3,09/3,73 (0,50/2,09); Br 0,081/0,080 (0,014/0,012) (EV-VN-S011-1095) || VKM-SRC-011 p.109 [VKM_REGIONAL; FACT]: 1,51 (EV-VN-S011-1792) || VKM-SRC-011 p.175 [VKM_REGIONAL; FACT]: 1,40 (EV-VN-S011-3851)",12,5,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020;VKM-SRC-025;VKM-SRC-037,EV-VN-S011-0233;EV-VN-S011-0292;EV-VN-S011-1095;EV-VN-S011-1792;EV-VN-S011-3831;EV-VN-S011-3851;EV-VN-S014-0134;EV-VN-S020-0038;EV-VN-S020-0079;EV-VN-S025-0091;EV-VN-S037-0037;EV-VN-S037-0041,VKM_REGIONAL:11; BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_A_KR1,Межпластье А–КрI (с прослоем-спутником А'),А–КрI,interseam,SP,1,44,3,FALSE,LITHOSTRAT,каменная соль,P1br3,А-КрI; А–КрI; А'-КрI; А–I; А-I,"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 2,1 (deposit-wide average) (EV-VN-S014-0133) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 1.0 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0040) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 2,00 (EV-VN-S025-0092) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 2,00 (EV-VN-S037-0037) || VKM-SRC-034 p.2 [BKPRU4; FACT]: 3,9 [составной интервал] (EV-VN-S034-0010)",5,5,VKM-SRC-014;VKM-SRC-020;VKM-SRC-025;VKM-SRC-034;VKM-SRC-037,EV-VN-S014-0133;EV-VN-S020-0040;EV-VN-S025-0092;EV-VN-S034-0010;EV-VN-S037-0037,VKM_REGIONAL:4; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_KR1,Пласт Красный-I,КрI,seam,SP,2,46,3,FALSE,LITHOSTRAT,"красный и розовый сильвинит, простое строение",P1br3,КрI; Кр.I; Кр-I; Красный-I; Bed КрI,"VKM-SRC-011 p.12 [VKM_REGIONAL; FACT]: 0,1–4,2 ср. 1,1 (EV-VN-S011-0229) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: 0.1–4.2 (EV-VN-S011-3830) || VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 1,1 (deposit-wide average) (EV-VN-S014-0132) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 1.15 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0041) || VKM-SRC-020 p.7 [VKM_REGIONAL; FACT]: 1,4 (EV-VN-S020-0078) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 1,15 (EV-VN-S025-0093) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 1,15 (EV-VN-S037-0037) || VKM-SRC-011 p.17 [VKM_REGIONAL; FACT]: thickness 0,96 m; KCl 29,95; MgCl2 0,30; NaCl 65,63; CaSO4 1,68; Н.О. 2,89; Br 0,040 (%) (EV-VN-S011-0293) || VKM-SRC-011 p.109 [VKM_REGIONAL; FACT]: 1,10 (EV-VN-S011-1793) || VKM-SRC-011 p.175 [VKM_REGIONAL; FACT]: 0,96 (EV-VN-S011-3852) || VKM-SRC-034 p.2 [BKPRU4; FACT]: 3,9 [составной интервал] (EV-VN-S034-0010) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: в среднем 1,3 (EV-VN-S037-0040)",12,6,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020;VKM-SRC-025;VKM-SRC-034;VKM-SRC-037,EV-VN-S011-0229;EV-VN-S011-0293;EV-VN-S011-1793;EV-VN-S011-3830;EV-VN-S011-3852;EV-VN-S014-0132;EV-VN-S020-0041;EV-VN-S020-0078;EV-VN-S025-0093;EV-VN-S034-0010;EV-VN-S037-0037;EV-VN-S037-0040,VKM_REGIONAL:11; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_KR1_KR2,Межпластье КрI–КрII,КрI–КрII,interseam,SP,3,47,3,FALSE,LITHOSTRAT,каменная соль; «книжечка» (тонкослоистый прослой),P1br3,КрI-КрII; КрII-КрI; I–II; I-II,"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 1,6 (deposit-wide average) (EV-VN-S014-0131) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 1.45 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0042) || VKM-SRC-020 p.247 [VKM_REGIONAL; FACT]: не указано (EV-VN-S020-0426) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 1,45 (EV-VN-S025-0094) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 1,46 (EV-VN-S037-0037) || VKM-SRC-034 p.2 [BKPRU4; FACT]: 3,9 [составной интервал] (EV-VN-S034-0010)",6,5,VKM-SRC-014;VKM-SRC-020;VKM-SRC-025;VKM-SRC-034;VKM-SRC-037,EV-VN-S014-0131;EV-VN-S020-0042;EV-VN-S020-0426;EV-VN-S025-0094;EV-VN-S034-0010;EV-VN-S037-0037,VKM_REGIONAL:5; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_KR2,Пласт Красный-II (слои 1–7),КрII,seam,SP,4,49,3,FALSE,LITHOSTRAT,"7 слоёв: нечётные 1,3,5,7 — богатый (красный) сильвинит, чётные 2,4,6 — бедный сильвинит / каменная соль",P1br3,КрII; Кр.II; Кр-II; Кр2; Кр-2; Красный-II; Bed КрII,"VKM-SRC-011 p.12 [VKM_REGIONAL; FACT]: 0,8–11,9 ср. 4,1 (EV-VN-S011-0229) || VKM-SRC-011 p.82 [BKPRU1; FACT]: (толщина не указана) (EV-VN-S011-1562) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: 0.8–11.9 (EV-VN-S011-3829) || VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 4,6 (deposit-wide average) (EV-VN-S014-0130) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 5.10 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0043) || VKM-SRC-020 p.7 [VKM_REGIONAL; FACT]: 0,8-11,9 (средн. 3,1) (EV-VN-S020-0076) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 6,10 (EV-VN-S025-0095) || VKM-SRC-027 p.5 [USOLSKY; FACT]: 4,70–5,4 (Табл. 1) (EV-VN-S027-0043) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: в среднем 5,5 (текст) (EV-VN-S037-0036) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: 6,10 (рис. 1.2) (EV-VN-S037-0036) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 6,10 (EV-VN-S037-0037) || VKM-SRC-037 p.198 [VKM_REGIONAL; FACT]: 5,2—7,2 (БКПРУ-1) (EV-VN-S037-1140) || VKM-SRC-037 p.198 [VKM_REGIONAL; FACT]: 3,9—5,6 (БКПРУ-2) (EV-VN-S037-1140) || VKM-SRC-037 p.200 [BKPRU1; DERIVATION]: 5,5 (сумма слоёв 1—7; невязка ~1 % разнесена пропорционально) (EV-VN-S037-1147) || VKM-SRC-011 p.17 [VKM_REGIONAL; FACT]: thickness 3,97 m; KCl 25,69; MgCl2 0,24; NaCl 68,32; CaSO4 2,68; Н.О. 3,27; Br 0,047 (%) (EV-VN-S011-0294) || VKM-SRC-011 p.58 [BKPRU2; FACT]: мощность 4,67/4,63 (s 0,32/0,34); KCl 35,5/33,6 (2,88/3,00); NaCl 58,4/60,4 (3,05/2,97); MgCl2 0,15/0,15 (0,04/0,04); CaSO4 1,80/1,83 (0,19/0,16); Н.О. 3,99/4,15 (0,70/0,64); Br 0,078/0,071 (0,007/0,009) (EV-VN-S011-1097) || VKM-SRC-011 p.109 [VKM_REGIONAL; FACT]: 4,54 (EV-VN-S011-1794) || VKM-SRC-011 p.175 [VKM_REGIONAL; FACT]: 3,97 (EV-VN-S011-3853) || VKM-SRC-020 p.7 [VKM_REGIONAL; FACT]: 0,8 - 11,9 м, средняя 3,1 м (EV-VN-S020-0077) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: 5,5 (средняя) (EV-VN-S037-0034) || VKM-SRC-037 p.198 [VKM_REGIONAL; FACT]: БКПРУ-1: 5,2—7,2 м; БКПРУ-2: 3,9—5,6 м (вертикальная мощность КрII) (EV-VN-S037-1141) || VKM-SRC-037 p.199 [BKPRU1; ENGINEERING_ASSUMPTION]: m=5,5 м; c=30 %; β=2,5 %; βк=18,0 %; Cп=Cпр=0,3 (EV-VN-S037-1144) || VKM-SRC-037 p.203 [VKM_REGIONAL; ENGINEERING_ASSUMPTION]: БКПРУ-1: m=5,5 м, Cп=Cпр=0,3; БКПРУ-2: m=4,8 м, Cп=Cпр=0 (EV-VN-S037-1161)",23,6,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020;VKM-SRC-025;VKM-SRC-027;VKM-SRC-037,EV-VN-S011-0229;EV-VN-S011-0294;EV-VN-S011-1097;EV-VN-S011-1562;EV-VN-S011-1794;EV-VN-S011-3829;EV-VN-S011-3853;EV-VN-S014-0130;EV-VN-S020-0043;EV-VN-S020-0076;EV-VN-S020-0077;EV-VN-S025-0095;EV-VN-S027-0043;EV-VN-S037-0034;EV-VN-S037-0036;EV-VN-S037-0037;EV-VN-S037-1140;EV-VN-S037-1141;EV-VN-S037-1144;EV-VN-S037-1147;EV-VN-S037-1161,VKM_REGIONAL:18; BKPRU1:3; USOLSKY:1; BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_KR2_KR3,Межпластье КрII–КрIII,КрII–КрIII,interseam,SP,5,57,3,FALSE,LITHOSTRAT,каменная соль,P1br3,КрII-КрIII; II–III; II-III; КрII-КрIIIа,"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 1,7 (deposit-wide average) (EV-VN-S014-0129) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 1.60 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0044) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 1,80 (EV-VN-S025-0096) || VKM-SRC-027 p.5 [USOLSKY; FACT]: 1,60–1,65 (Табл. 1) (EV-VN-S027-0044) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 1,80 (EV-VN-S037-0037) || VKM-SRC-026 p.34 [GENERAL_METHOD; ENGINEERING_ASSUMPTION]: 6 (EV-VN-S026-0153)",6,6,VKM-SRC-014;VKM-SRC-020;VKM-SRC-025;VKM-SRC-026;VKM-SRC-027;VKM-SRC-037,EV-VN-S014-0129;EV-VN-S020-0044;EV-VN-S025-0096;EV-VN-S026-0153;EV-VN-S027-0044;EV-VN-S037-0037,VKM_REGIONAL:4; USOLSKY:1; GENERAL_METHOD:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_KR3,"Пласт Красный-III (слои а, б, в)",КрIII,seam,SP,6,58,3,FALSE,LITHOSTRAT,"три сильвинитовых слоя, разделённых двумя слоями каменной соли",P1br3,КрIII; Кр.III; Кр-III; Красный-III; Bed КрIII,"VKM-SRC-011 p.12 [VKM_REGIONAL; FACT]: межслоевая соль КрIII 0,2–4,5 (цитата) (EV-VN-S011-0229) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: salt partings 0.2–4.5 (EV-VN-S011-3828) || VKM-SRC-014 p.107 [BKPRU4; FACT]: (толщина не указана) (EV-VN-S014-0799) || VKM-SRC-020 p.5 [VKM_REGIONAL; FACT]: средн. 5,5, местами до 11 (EV-VN-S020-0015) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 5.50 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0045) || VKM-SRC-027 p.5 [USOLSKY; FACT]: 3,30–3,55 (Табл. 1) (EV-VN-S027-0045) || VKM-SRC-020 p.5 [VKM_REGIONAL; FACT]: в среднем 5,5 м, местами до 11 м (EV-VN-S020-0016) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: 6,5 (в среднем) (EV-VN-S037-0035)",8,5,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020;VKM-SRC-027;VKM-SRC-037,EV-VN-S011-0229;EV-VN-S011-3828;EV-VN-S014-0799;EV-VN-S020-0015;EV-VN-S020-0016;EV-VN-S020-0045;EV-VN-S027-0045;EV-VN-S037-0035,VKM_REGIONAL:6; BKPRU4:1; USOLSKY:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_AP,Прослой-спутник А' (А1),А',interlayer,S_A_KR1,0,45,4,FALSE,LITHOSTRAT,красный сильвинит,P1br3,А'; А1; A'; АА',"VKM-SRC-011 p.13 [VKM_REGIONAL; FACT]: А` 0,25; глинисто-ангидритовый прослой под А` 0,03–0,05 (реже 0,2–0,3) (EV-VN-S011-0233) || VKM-SRC-020 p.6 [VKM_REGIONAL; FACT]: средняя мощность 0.2 м (формат X/Y: X — карналлитовый состав, Y — сильвинитовый, по аналогии с текстом для Б и В) (EV-VN-S020-0039) || VKM-SRC-020 p.7 [VKM_REGIONAL; FACT]: А1: 0,15-0,2 (на 0,5-0,2 м ниже почвы А) (EV-VN-S020-0079) || VKM-SRC-011 p.58 [BKPRU2; FACT]: мощность 0,19/0,20 (s 0,02/0,03); KCl 44,3/44,0 (6,69/6,20); NaCl 48,9/44,3 (6,03/5,08); MgCl2 0,17/0,18 (0,08/0,07); CaSO4 2,05/2,05 (0,26/0,24); Н.О. 3,06/2,92 (1,30/1,05); Br 0,047/0,046 (0,0054/0,0046) (EV-VN-S011-1096)",4,2,VKM-SRC-011;VKM-SRC-020,EV-VN-S011-0233;EV-VN-S011-1096;EV-VN-S020-0039;EV-VN-S020-0079,VKM_REGIONAL:3; BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,"0,25 м ниже подошвы А (SRC-014) / на 0,5–0,2 м ниже почвы А (SRC-020); под ним глинисто-ангидритовый прослой 0,03–0,05 м (SRC-011)."
S_KNIZH,«Книжечка» — тонкослоистый глинисто-ангидрито-доломитовый прослой,,interlayer,S_KR1_KR2,0,48,4,FALSE,LITHOSTRAT,17 прослоев (9 тёмно-серых глинисто-карбонатных),P1br3,книжечка,"VKM-SRC-011 p.12 [VKM_REGIONAL; FACT]: 0,02–0,05 (EV-VN-S011-0222)",1,1,VKM-SRC-011,EV-VN-S011-0222,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Повсеместно (SRC-011 p.12), 0,02–0,05 м."
S_KR2_L1,КрII — слой 1,КрII сл.1,other,S_KR2,0,50,4,FALSE,LITHOSTRAT,богатый красный сильвинит,P1br3,сл.1 КрII; 1 сл,"VKM-SRC-011 p.59 [BKPRU2; FACT]: мощн 1,22/1,18 (s 0,17/0,19); KCl 42,8/43,0 (6,05/4,57); NaCl 48,9/48,9 (6,46/4,43); MgCl2 0,22/0,23; CaSO4 1,58/1,60; Н.О. 6,09/6,72 (1,82/1,90); Br 0,080/0,080 (EV-VN-S011-1108)",1,1,VKM-SRC-011,EV-VN-S011-1108,BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,Нумерация слоёв сверху вниз (SRC-011 English summary).
S_KR2_L2,КрII — слой 2,КрII сл.2,other,S_KR2,1,51,4,FALSE,LITHOSTRAT,бедный сильвинит / каменная соль,P1br3,сл.2 КрII; 2 сл,"VKM-SRC-011 p.59 [BKPRU2; FACT]: мощн 0,24/0,24 (0,04/0,04); KCl 12,5/11,4 (3,90/3,18); NaCl 75,9/78,2 (4,49/4,27); MgCl2 0,24/0,22; CaSO4 2,37/2,19; Н.О. 8,42/7,72 (1,59/1,54); Br 0,066/0,058 (EV-VN-S011-1109)",1,1,VKM-SRC-011,EV-VN-S011-1109,BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,Нумерация слоёв сверху вниз (SRC-011 English summary).
S_KR2_L3,КрII — слой 3,КрII сл.3,other,S_KR2,2,52,4,FALSE,LITHOSTRAT,богатый красный сильвинит,P1br3,сл.3 КрII; 3 сл,"VKM-SRC-011 p.59 [BKPRU2; FACT]: мощн 0,78/0,78 (0,14/0,16); KCl 39,6/38,8 (8,12/6,98); NaCl 54,8/50,4 (7,20/7,27); MgCl2 0,14/0,13; CaSO4 1,85/1,98; Н.О. 2,45/2,44 (0,78/0,47); Br 0,084/0,088 (EV-VN-S011-1110)",1,1,VKM-SRC-011,EV-VN-S011-1110,BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,Нумерация слоёв сверху вниз (SRC-011 English summary).
