obs_id,unit_id,unit_name_canonical,unit_as_printed,abbrev_as_printed,source_id,pdf_page,printed_page,locator,vn_id,existing_evidence_ids,record_kind,scope,site_as_printed,spatial_level,observation_type,thickness_as_printed,thickness_min_m,thickness_max_m,thickness_mean_m,numeric_parse,above_as_printed,below_as_printed,lithology_as_printed,status,evidence_type,extraction_method,quote_check,confidence,transferability_to_SKRU1,notes
STO-0318,P1KR,Карнауховская свита (филипповский горизонт),Карнауховская свита,P₁kr,VKM-SRC-023,31,31,rendered p.31; Рис. 7,EV-VN-S023-0139,,stratigraphic_unit,VKM_REGIONAL,P₁kr,geological_element,MEAN_FIGURE,"100 (средняя, Рис. 7 ВКР — воспроизведение колонки Кудряшова)",,,100,MANUAL_FROM_PRINTED,ГАТ,,"anhydrite with carbonate packs (legend 9, 7/8)",FACT,LITERATURE_CITED,VISUAL_READ,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"вторичное воспроизведение рис. 1.6 SRC-011 | Average thickness from Fig. 7 column, regional (Solikamsk depression)"
STO-0319,SP,Сильвинитовая зона/пачка,Сильвинитовая зона,"СП: Кр I, Кр II, Кр III, А",VKM-SRC-023,31,31,rendered p.31; §2.2.1,EV-VN-S023-0141,,stratigraphic_unit,VKM_REGIONAL,"Кр I-III, А",seam,AS_PRINTED_TEXT,"17,5 average (Fig. 7)",,,,NONE,карналлитовая зона (пласт Б и выше),ПдКС,red sylvinites (Кр I-III) and banded sylvinite (seam А) separated by rock-salt packs; 'корж' = rock-salt + clay-anhydrite interlayer couple,FACT,LITERATURE_CITED,DOCX_TEXT,FUZZY_87,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),[12]
STO-0320,KP,Карналлитовая (сильвинито-карналлитовая) зона/пачка,Карналлитовая зона,"КП: пласты Б–Е (зона мощных пластов), Е-Ж–К (зона тонких пластов)",VKM-SRC-023,32,32,rendered p.32; §2.2.1,EV-VN-S023-0142,,stratigraphic_unit,VKM_REGIONAL,Б–К,seam,AS_PRINTED_TEXT,54 average (Fig. 7),,,,NONE,ПКС,сильвинитовая зона,"carnallite and halite with sylvite and non-halogen impurities; thin layering of monomineral carnallite, halite, clay",FACT,LITERATURE_CITED,DOCX_TEXT,FUZZY_83,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),[18]
STO-0321,PKS,Покровная каменная соль,Покровная каменная соль,ПКС,VKM-SRC-023,32,32,rendered p.32; §2.2.1,EV-VN-S023-0143,EV-GEO-0244,stratigraphic_unit,VKM_REGIONAL,ПКС,geological_element,RANGE_MEAN,"16-22, mean 20",16.0,22.0,20.0,REGEX,ПП / соляно-мергельная толща,карналлитовая зона,"fine-grained, finer discontinuous layering, yellowish/pale-pink; almost no dark-grey feathery halite",FACT,LITERATURE_CITED,DOCX_TEXT,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),uncited here
STO-0322,EXTERNAL,,промышленный сильвинитовый пласт Гремячинского месторождения,,VKM-SRC-024,11,11,§1 Вывод,EV-VN-S024-0022,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,seam,EXTERNAL_SITE_UNIT,2-4 (окраины) .. 15-20 (центр),,,,NONE,надсолевая толща с водоносными горизонтами; ВЗТ,,"сильвинит, KCl в среднем 39%",ANALOGUE,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),"Единица другого месторождения — в колонку ВКМ не входит | Age printed as '[фрагмент совпадает с цитатой источника — см. quote]' — note: Kungurian is conventionally Lower (Cisuralian) Permian; internal inconsistency of the source. Depth 1100-1300 m, monocline dipping NE 3-4°."
STO-0323,EXTERNAL,,четвертичная,Q (QI–QIV),VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0262,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,67,,,,NONE,surface,N2er (элювиальные глины),"Суглинки, пески, глины",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0324,EXTERNAL,,"плиоцен, ергенинская свита",N2er (элювиальные глины),VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0263,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,15-48,,,,NONE,Q (QI–QIV),N2er (пески),Элювиальные красноцветные глины,FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0325,EXTERNAL,,"плиоцен, ергенинская свита",N2er (пески),VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0264,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,0-59,,,,NONE,N2er (элювиальные глины),P2kv,Ергенинская свита. Пески,FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0326,EXTERNAL,,"эоцен, киевская свита",P2kv,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0265,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,0-119,,,,NONE,N2er (пески),P1-P2,"Глины, мергели",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0327,EXTERNAL,,палеоцен-эоцен нерасчлененные,P1-P2,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0266,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,45-100,,,,NONE,P2kv,P1sz,"Пески с прослоями алевритов, глин, реже песчаников",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0328,EXTERNAL,,"палеоцен, сызранская свита",P1sz,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0267,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,30-52,,,,NONE,P1-P2,K2m,"Алевриты, пески, глины, песчаники",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0329,EXTERNAL,,маастрихтский,K2m,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0268,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,15-63,,,,NONE,P1sz,K2km,Глины,FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0330,EXTERNAL,,кампанский,K2km,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0269,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,54-69,,,,NONE,K2m,K2st,"Глины, пески, алевриты, опоки, алевролиты",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0331,EXTERNAL,,сантонский,K2st,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0270,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,18-65,,,,NONE,K2km,K2t+k,Глины с прослоями опок и мергелей,FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0332,EXTERNAL,,туронский+коньякский,K2t+k,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0271,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,7-41,,,,NONE,K2st,K2s,"Мел писчий, мергель",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0333,EXTERNAL,,сеноманский,K2s,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0272,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,16-66,,,,NONE,K2t+k,K1al,Пески с прослоями песчаников (обводненные — per text p.95),FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0334,EXTERNAL,,альбский,K1al,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0273,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,0-40,,,,NONE,K2s,K1a,"Пески, алевриты",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0335,EXTERNAL,,аптский,K1a,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0274,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,79,,,,NONE,K1al,T1bs,Глины с прослоями алевритов и песчаников,FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0336,EXTERNAL,,"оленекский, баскунчакская серия",T1bs,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0275,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,0-185,,,,NONE,K1a,T1vt,"Глины, песчаники, алевролиты, мергели, известняки",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0337,EXTERNAL,,"индский, ветлужская серия",T1vt,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0276,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,0-190,,,,NONE,T1bs,P2t,"Гравелиты, песчаники, алевролиты, мергели, глины, алевриты",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0338,EXTERNAL,,татарский,P2t,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0277,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,41-276,,,,NONE,T1vt,P1k,"Глины, гравелиты, песчаники, алевролиты, мергели",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0339,EXTERNAL,,кунгурский,P1k,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0278,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,185-367,,,,NONE,P2t,P1s+P1ar,"Каменная соль, ангидриты, доломиты, ангидрит-доломиты, калийные соли",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0340,EXTERNAL,,сакмарский+артинский,P1s+P1ar,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0279,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,23-187,,,,NONE,P1k,P1a,Ангидрит-доломиты с прослоями ангидритов и доломитов,FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0341,EXTERNAL,,ассельский,P1a,VKM-SRC-024,95,95,Рис. Пр.4 p.95,EV-VN-S024-0280,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,0-198,,,,NONE,P1s+P1ar,"C3 (верхний карбон, per Рис.Пр.3)","Известняки, аргиллиты, доломиты",FACT,DESCRIPTIVE,VISUAL_READ,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Gremyachinsk summary column; thickness column 'Мощность' (m implied)
STO-0342,EXTERNAL,,ассельский ярус,P1a,VKM-SRC-024,96,96,Прил.1 §1.2 p.96,EV-VN-S024-0283,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,"122-151 (среднее 132,5)",,,,NONE,P1s+ar,C3 (оренбургский ярус),"two packs: lower carbonate-terrigenous, upper predominantly carbonate",FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Differs from Рис. Пр.4 range 0-198 m
STO-0343,EXTERNAL,,сакмарский + артинский ярусы (нерасчлененные),P1s+ar,VKM-SRC-024,96,96,Прил.1 §1.2 p.96,EV-VN-S024-0284,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,23-187 (Рис.Пр.4),,,,NONE,"P1k (кунгурский, галогенная толща)",P1a,thin-platy anhydrite-dolomite rocks with interbeds of massive anhydrite and dolomite,FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_77,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | Penetrated fully by 6 oil wells; upper part by 4 salt-exploration wells; >half of salt-exploration wells drilled to its top
STO-0344,EXTERNAL,,кунгурский ярус (галогенная формация),P1k,VKM-SRC-024,96,96,Прил.1 §1.2 p.96,EV-VN-S024-0285,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,185-367 (Рис.Пр.4),,,,NONE,P2t / T1+P2,P1s+ar,"rock salt, dolomites, anhydrites, potash and potash-magnesium salts, minor terrigenous material",FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит
STO-0345,EXTERNAL,,верхний карбон (оренбургский ярус),C3,VKM-SRC-024,96,96,Прил.1 §1.2 p.96,EV-VN-S024-0286,,stratigraphic_unit,OTHER_POTASH_SITE,Гремячинское месторождение,deposit,EXTERNAL_SITE_UNIT,76-132 (вскрытая),,,,NONE,P1a,not penetrated,"argillites interbedded with thin limestone; top covered by argillites, siltstones, sandstones (marker top)",FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),Единица другого месторождения — в колонку ВКМ не входит | depth 1448-1542 m; monocline dipping ENE; penetrated by oil wells; data from logging and core [7]
STO-0346,EXTERNAL,,Водозащитная толща (ВЗТ),ВЗТ,VKM-SRC-024,107,107,Прил.1 §1.7,EV-VN-S024-0337,,stratigraphic_unit,OTHER_POTASH_SITE,ВЗТ (водозащитная толща) Гремячинского месторождения,geological_element,EXTERNAL_SITE_UNIT,60-325 (>300 in NE),,,,NONE,нижний водоносный горизонт,кровля промышленного (сильвинитового) пласта I,"alternation of salt (rock salt) and non-salt (anhydrite, dolomite, clay) rocks; non-salt rocks at the base of rhythm-packs (погожская, антиповская, пигаревская, долинная, ерусланская, bottom to top), elsewhere as interlayers/inclusions in rock salt",FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,NOT_TRANSFERABLE (иное месторождение; только аналог/метод),"Единица другого месторождения — в колонку ВКМ не входит | Definition at Gremyachinsk includes Kungurian (P1) salt deposits and the non-watered part of the Tatarian (P3) stage. Definition logic (rocks between lowest aquifer and roof of worked seam) is the same concept as ВЗТ at ВКМ, but composition/thickness are site-specific (NON-VKM)."
STO-0347,PDKS,Подстилающая каменная соль,Соляная толща (salt stratum),"ПдКС, СЗ, СКЗ, ПКС",VKM-SRC-025,10,10,§1.1,EV-VN-S025-0062,EV-GEO-0321,stratigraphic_unit,VKM_REGIONAL,ВКМКС,deposit,MAX,до 400,,400,,MANUAL_FROM_PRINTED,соляно-мергельная толща (СМТ),филипповский горизонт (base),"rock salt, sylvinite, carnallite",FACT,DESCRIPTIVE,OCR_VISUALLY_CONFIRMED,FUZZY_78,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),top = кровля нижнесоликамской подсвиты
STO-0348,SP,Сильвинитовая зона/пачка,Соляная толща (salt stratum),"ПдКС, СЗ, СКЗ, ПКС",VKM-SRC-025,10,10,§1.1,EV-VN-S025-0062,EV-GEO-0321,stratigraphic_unit,VKM_REGIONAL,ВКМКС,deposit,MEAN,ср. 21,,,21,MANUAL_FROM_PRINTED,соляно-мергельная толща (СМТ),филипповский горизонт (base),"rock salt, sylvinite, carnallite",FACT,DESCRIPTIVE,OCR_VISUALLY_CONFIRMED,FUZZY_78,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),top = кровля нижнесоликамской подсвиты
STO-0349,KP,Карналлитовая (сильвинито-карналлитовая) зона/пачка,Соляная толща (salt stratum),"ПдКС, СЗ, СКЗ, ПКС",VKM-SRC-025,10,10,§1.1,EV-VN-S025-0062,EV-GEO-0321,stratigraphic_unit,VKM_REGIONAL,ВКМКС,deposit,MEAN_BY_COMPOSITION,42 (сильвинитовый состав) – 64 (карналлитовый),,,,MANUAL_FROM_PRINTED,соляно-мергельная толща (СМТ),филипповский горизонт (base),"rock salt, sylvinite, carnallite",FACT,DESCRIPTIVE,OCR_VISUALLY_CONFIRMED,FUZZY_78,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"два средних значения по составу, не диапазон | top = кровля нижнесоликамской подсвиты"
STO-0350,PKS,Покровная каменная соль,Соляная толща (salt stratum),"ПдКС, СЗ, СКЗ, ПКС",VKM-SRC-025,10,10,§1.1,EV-VN-S025-0062,EV-GEO-0321,stratigraphic_unit,VKM_REGIONAL,ВКМКС,deposit,MEAN,~20,,,20,MANUAL_FROM_PRINTED,соляно-мергельная толща (СМТ),филипповский горизонт (base),"rock salt, sylvinite, carnallite",FACT,DESCRIPTIVE,OCR_VISUALLY_CONFIRMED,FUZZY_78,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),top = кровля нижнесоликамской подсвиты
STO-0351,FN_NADSOL_025,"Надсолевая толща (по SRC-025: ТКТ + ПЦТ + Q, над СМТ)",СМТ; надсолевая толща (ТКТ + пестроцветная толща + четвертичные),"СМТ, ТКТ, ПЦТ",VKM-SRC-025,10,10,§1.1,EV-VN-S025-0064,EV-GEO-0323,stratigraphic_unit,VKM_REGIONAL,ВКМКС,deposit,AS_PRINTED_TEXT,надсолевая толща 100-300,,,,NONE,surface,ПКС,СМТ: rock salt interbedded with marls and clays; ТКТ terrigenous-carbonate,FACT,LITERATURE_CITED,OCR_VISUALLY_CONFIRMED,FUZZY_63,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Over-salt rocks water-saturated (обводнены) — complicating factor for mining safety. Refs [40, 21]. Thickness of СМТ itself not given here."
STO-0352,KP,Карналлитовая (сильвинито-карналлитовая) зона/пачка,СКЗ (сильвинито-карналлитовая зона) — пласты Б…К; пласт АБ,СКЗ; АБ,VKM-SRC-025,10,10,§1.1,EV-VN-S025-0066,EV-GEO-0324,stratigraphic_unit,VKM_REGIONAL,ВКМКС,deposit,DEFINITION,СКЗ — пласты Б…К (толщина не указана),,,,MANUAL_FROM_PRINTED,ПКС,СЗ (пласт А),potash-magnesium salts,FACT,DESCRIPTIVE,OCR_VISUALLY_CONFIRMED,FUZZY_81,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),nine seams Б..К
STO-0353,S_AB,Рабочий пласт АБ (А + Б),СКЗ (сильвинито-карналлитовая зона) — пласты Б…К; пласт АБ,СКЗ; АБ,VKM-SRC-025,10,10,§1.1,EV-VN-S025-0066,EV-GEO-0324,stratigraphic_unit,VKM_REGIONAL,ВКМКС,deposit,MEAN,"АБ ср. 3,5",,,3.5,MANUAL_FROM_PRINTED,ПКС,СЗ (пласт А),potash-magnesium salts,FACT,DESCRIPTIVE,OCR_VISUALLY_CONFIRMED,FUZZY_81,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),nine seams Б..К
STO-0354,PKS,Покровная каменная соль,ПКС,ПКС,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0071,EV-GEO-0328,stratigraphic_unit,VKM_REGIONAL,ПКС,seam,AS_PRINTED_TEXT,"22, 0",,,,NONE,СМТ (not in figure),К,каменная соль (1),FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Покровная каменная соль. Deposit-average ('средняя мощность'), not site-specific."
STO-0355,S_K,Пласт К,К,К,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0072,,stratigraphic_unit,VKM_REGIONAL,К,seam,AS_PRINTED_TEXT,"1,10/0, 75 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,ПКС,И-К,карналлит (2) -> пестрый сильвинит (3) facies wedge,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0356,S_I_K,Межпластье И–К (каменная соль),И-К,И-К,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0073,,stratigraphic_unit,VKM_REGIONAL,И-К,interseam,MEAN_FIGURE,"6,10",,,6.1,REGEX,К,И,каменная соль (межпластовая),FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0357,S_I,Пласт И,И,И,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0074,,stratigraphic_unit,VKM_REGIONAL,И,seam,AS_PRINTED_TEXT,"1,65/0 ,55 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,И-К,З-И,карналлит/пестрый сильвинит,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0358,S_Z_I,Межпластье З–И,З-И,З-И,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0075,,stratigraphic_unit,VKM_REGIONAL,З-И,interseam,MEAN_FIGURE,"2,25",,,2.25,REGEX,И,З,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0359,S_Z,Пласт З,З,З,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0076,,stratigraphic_unit,VKM_REGIONAL,З,seam,AS_PRINTED_TEXT,"0,75/0, 50 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,З-И,Ж-З,карналлит/пестрый сильвинит,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0360,S_ZH_Z,Межпластье Ж–З,Ж-З,Ж-З,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0077,,stratigraphic_unit,VKM_REGIONAL,Ж-З,interseam,MEAN_FIGURE,"3,25",,,3.25,REGEX,З,Ж,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0361,S_ZH,Пласт Ж,Ж,Ж,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0078,,stratigraphic_unit,VKM_REGIONAL,Ж,seam,AS_PRINTED_TEXT,"0,90/0, 70 (two values: presumably carnallite-composition / sylvinite-composition thickness; interpretation not stated in the figure)",,,,NONE,Ж-З,Е-Ж,карналлит/пестрый сильвинит,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
STO-0362,S_E_ZH,Межпластье Е–Ж,Е-Ж,Е-Ж,VKM-SRC-025,11,11,"Рис. 1.3 (reproduced from [53]), колонка 'Средняя мощность, м'",EV-VN-S025-0079,,stratigraphic_unit,VKM_REGIONAL,Е-Ж,interseam,MEAN_FIGURE,"4,20",,,4.2,REGEX,Ж,Е,каменная соль,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Stratigraphic horizon (зона): Сильвинито-карналлитовый. Deposit-average ('средняя мощность'), not site-specific."
