cat_id,obs_class,schema_modality,item_kind,observable,equipment_method,spatial_support,time_support,cadence_revisit,precision_error,datum_reference,crs_note,site_attribution_strict,scope,latent_state_link,values_in_corpus,values_summary,usable_for_skru1,information_availability,source_id,locator,vn_ids,existing_evidence_ids,status,evidence_type,scale,confidence,extraction_method,quote_check,visual_recheck,origin,record_kind,notes
MON-0421,IN_SITU_TEST,other,DATASET,in-situ brittleness coefficient K_xp (BP-18 punch indentation at borehole bottom),method: other,mine | рудник СКРУ-1 (подземные измерительные скважины),dates: not stated; publ=2008; note: date of field campaign not stated,,,,не указано,СКРУ-1 (подземные измерительные скважины; место не указано),SKRU1,локальное напряжение/хрупкость массива в точке испытания,TABLE_VALUES,"sylvinite and rock salt: no brittle spall, smooth load growth (similar to [43]); carnallite: spall, 9 tests, mean K_xp = 3.10 (Table 7.5)",YES_SKRU1 (с учётом статуса/точности),публично не ранее 2008 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-025,"p175 [§7.4, табл. 7.5]",EV-VN-S025-0997,,FACT,FIELD_OBSERVATION,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,,merged,monitoring_observation,Rare SKRU-1 in-situ geomechanical test; location within mine (panel/horizon/seam of carnallite) not stated.
MON-0422,IN_SITU_TEST,other,DATASET,разуплотнение соляного массива в окрестности выработок (натурные исследования); шахтные инструментальные наблюдения,method: other,working,dates: не указаны; publ=1992,,,,не указано,не указано,UNSTATED,локальное напряжение/хрупкость массива в точке испытания,TEXT_VALUES,не приведены,VKM_ANALOGUE_ONLY,публично не ранее 1992 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-037,"p92 [§6.3, с. 181–182]",EV-VN-S037-0726,,FACT,FIELD_OBSERVATION,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,FUZZY_60,,merged,monitoring_observation,Упоминание натурных данных без значений; метод (напр. ультразвук/скважинные измерения) не назван.
MON-0423,DYNAMIC_EVENT_RECORDS,other,DATASET,"число газодинамических явлений (ГДЯ) по годам 1968—1989, рудникам (БКПРУ-1, -2, -3, БКЗ-4, СКПРУ-1, -2, -3) и пластам (АБ, Красный-II); разбивка на очистные и подготовительные выработки",method: other,deposit | рудники ВКМ,dates: 1968—1989 (годовые); publ=1992; note: 1968-1989 yearly counts,,counts,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"дискретные события ГДЯ/обрушений (время, место, масса)",TABLE_VALUES,"СКПРУ-1: 1 явление на Кр-II в 1987 г. (очистные выработки), на АБ — нет; СКПРУ-2: 1 (Кр-II, 1986); СКПРУ-3: 2 (АБ, 1986); БКЗ-4: 5 (АБ, 1987—3, 1988—2; подготовительные); БКПРУ-1: 2 (АБ, 1986, 1987); БКПРУ-2: 92 АБ + 75 Кр-II, «всего» 167 (печать неясна: OCR 107); очистные 123, подготовительные 44; БКПРУ-3: 55 АБ + 23 Кр-II = 78 (очистные 66, подготовительные 12); всего по рудникам 256 (очистные 195, подготовительные 61); годовые суммы: 1968—4, 1969—3, 1970—16, 1971—20, 1972—12, 1973—7, 1974—25, 1975—14, 1976—18, 1977—10, 1978—13, 1979—2, 1980—2, 1981—0, 1982—4, 1983—46, 1984—17, 1985—17, 1986—13, 1987—7, 1988—5, 1989—1",VKM_ANALOGUE_ONLY,публично не ранее 1992 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-037,p80 [Табл. 5.1 (с.158–159)],EV-VN-S037-0508,,FACT,FIELD_OBSERVATION,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,merged,monitoring_observation,"Visually read at 300 dpi (OCR lost most columns). SKRU-1 has a single sylvinite-seam GDP in 1987 (Кр-II, очистные). Carnallite-seam events are NOT in this table."
MON-0424,DYNAMIC_EVENT_RECORDS,other,DATASET,"ГДЯ по рудникам: тип (выбросы / обрушения и комбинированные), место (кровля/почва/забой и стенка), интенсивность (≤3 т, 3—50 т, >50 т; средняя и максимальная, т)",method: other,deposit | рудники ВКМ,dates: за весь период отработки сильвинитовых пластов до ~1989; publ=1992,,counts; tonnes,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"дискретные события ГДЯ/обрушений (время, место, масса)",TABLE_VALUES,"СКПРУ-1: 1 явление (обрушение/комбинированное), из кровли, >50 т; интенсивность средняя 1092 т, максимальная 1092 т. СКПРУ-2: 1, кровля, >50 т, 3900/3900 т. СКПРУ-3: 2, кровля, >50 т, средн. 3117,5, макс. 4435 т. БКПРУ-1: 2 выброса, кровля, средн. 154,4, макс. 164 т. БКПРУ-2: выбросы 114, обрушения/комб. 52; кровля 144, почва 17, забой/стенка 5; ≤3 т 86, 3—50 т 63, >50 т 17; средн. 18,6, макс. 596 т. БКПРУ-3: 31/47; 70/2/6; 32/24/22; средн. 131,8, макс. 2540 т. БКЗ-4: 1/4; кровля 5; 2/2/1; 33,6/115 т. Всего: выбросы 148, обрушения/комб. 107; кровля 225, почва 19, забой/стенка 11; 120/84/46.",VKM_ANALOGUE_ONLY,публично не ранее 1992 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-037,p81 [Табл. 5.2 (с.160)],EV-VN-S037-0514,,FACT,FIELD_OBSERVATION,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,,merged,monitoring_observation,"Visually confirmed at 300 dpi. The single SKRU-1 sylvinite GDP (1987, Кр-II per Табл.5.1) was a roof collapse/combined type of 1092 t."
MON-0425,DYNAMIC_EVENT_RECORDS,other,DATASET,ГДЯ БКПРУ-2 и БКПРУ-3 в зависимости от очередности отработки пластов (опережающая отработка АБ vs Кр-II) и типа выработки,method: other,"mine_field | БКПРУ-2, БКПРУ-3",dates: весь период до ~1989; publ=1992,,counts,,не указано,другой участок ВКМ,OTHER_VKM_SITE,"дискретные события ГДЯ/обрушений (время, место, масса)",TABLE_VALUES,"Опережающая отработка АБ: БКПРУ-2 АБ 79, Кр-II 62; БКПРУ-3 АБ 39, Кр-II —; всего 180 (очистные 143, подготовительные 39). Опережающая отработка Кр-II: БКПРУ-2 13/13; БКПРУ-3 16/21; всего 63 (очистные 46, подготовительные 17). Итого: 92, 75, 52, 23 = 242",VKM_ANALOGUE_ONLY,публично не ранее 1992 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-037,p81 [Табл. 5.3 (с.160)],EV-VN-S037-0516,,FACT,FIELD_OBSERVATION,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,,merged,monitoring_observation,Order of seam extraction (upper AB first vs lower Kr-II first) recorded as a factor — multi-seam sequencing matters for dynamic hazards.
MON-0426,HYDRO_REGIME,other,DATASET,groundwater level regime (seasonal peaks),method: other,deposit | ВКМС,dates: not given; publ=2013,,,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"уровни/притоки/химия вод — гидро-состояние, не смещение",TEXT_VALUES,seasonal peaks during spring snowmelt and summer–autumn rains,VKM_ANALOGUE_ONLY,публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские службы «Сильвинит»/«Уралкалий»; обобщение Кудряшова (ООО НПФ «Геопрогноз»),VKM-SRC-011,p38 [текст с.74],EV-VN-S011-0701,,FACT,MEASURED,FIELD,MEDIUM,TEXT_LAYER,EXACT,,merged,monitoring_observation,Regime (режимные) observations of wells/dug wells exist; possible hydro time series for seasonal loading/level forcing.
MON-0427,HYDRO_REGIME,other,CITED_DESCRIPTION,brine seepage rate and chemistry; stable O and H isotopes to identify source formation,method: other,mine,"dates: continuous observation, regular sampling; publ=2013",,,,не указано,АНАЛОГ: другое калийное месторождение,OTHER_POTASH_SITE,"уровни/притоки/химия вод — гидро-состояние, не смещение",SPEC_OR_DESCRIPTION_ONLY,"seepage of a few drops per hour in almost all mines; inflows <0,5 м3/мин at Cory, Colonsay, Vanscoy; up to several м3/мин at Rocanville, Patience Lake, K2",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-014,p211 [§8.2.4],EV-VN-S014-1115,,FACT,LITERATURE_CITED,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,,merged,monitoring_observation,Monitoring modality: hydrochemical/isotopic brine monitoring (analogue); VKM equivalent would be brine-inflow monitoring of ВЗТ integrity.
MON-0428,HYDRO_REGIME,other,SYSTEM_DESCRIPTION,quality of waste waters and natural waters in zones of potential impact (regime observations),method: other,site | Гремячинское месторождение,publ=2026,,,,не указано,АНАЛОГ: другое калийное месторождение,OTHER_POTASH_SITE,"уровни/притоки/химия вод — гидро-состояние, не смещение",SPEC_OR_DESCRIPTION_ONLY,none; nearest water body pond Осинов > 1100 м; objects outside water-protection zones; SanPiN 2.1.4.1074-01 for surface runoff,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2026 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерский отдел ООО «ЕвроХим-ВолгаКалий» (аналог),VKM-SRC-024,p19 [§3],EV-VN-S024-0047,,ANALOGUE,DESCRIPTIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,
MON-0429,HYDRO_REGIME,other,DESIGN_SPEC,natural water quality (regime observations); production ecological control of wastewater quality,method: other,site | площадка Гремячинского ГОКа и участки потенциального загрязнения,dates: not given; publ=2026,,,,не указано,АНАЛОГ: другое калийное месторождение,OTHER_POTASH_SITE,"уровни/притоки/химия вод — гидро-состояние, не смещение",SPEC_OR_DESCRIPTION_ONLY,none,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2026 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерский отдел ООО «ЕвроХим-ВолгаКалий» (аналог),VKM-SRC-024,p139 [Прил.1 §3.3.2 Охрана водного бассейна],EV-VN-S024-0443,,FACT,DESIGN_VALUE,DESIGN,MEDIUM,TEXT_LAYER,EXACT,,merged,monitoring_observation,"Hydro-environmental monitoring class (not subsidence). Planned, no data."
MON-0430,GAS_VENTILATION,other,DATASET,blower gas emission (суфляр) duration/character,method: other,"block | BKPRU-4 2nd NE panel, 8th eastern block, seam AB | ids: BKPRU-4, пласт АБ, 8-й восточный блок, 2-я северо-восточная панель",dates: not dated; publ=2013,,qualitative,,не указано,БКПРУ-4,BKPRU4,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",TEXT_VALUES,"weak emissions tied to clay interlayers, crackling and hissing; duration up to half a year",VKM_ANALOGUE_ONLY,публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские службы «Сильвинит»/«Уралкалий»; обобщение Кудряшова (ООО НПФ «Геопрогноз»),VKM-SRC-011,p98 [p.195],EV-VN-S011-1696,,FACT,FIELD_OBSERVATION,FIELD,HIGH,TEXT_LAYER,NOT_FOUND,,merged,monitoring_observation,
MON-0431,GAS_VENTILATION,other,DATASET,gas emission from folded seam В,method: other,"block | 2nd western block, 1st NE panel | ids: northern extraction drift, seam AB, 2nd western block, 1st NE panel",dates: not dated; publ=2013,,qualitative,,не указано,не указано,UNSTATED,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",TEXT_VALUES,strong noise drowning voice; stopped after 4 days,VKM_ANALOGUE_ONLY,публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские службы «Сильвинит»/«Уралкалий»; обобщение Кудряшова (ООО НПФ «Геопрогноз»),VKM-SRC-011,p98 [p.195],EV-VN-S011-1697,,FACT,FIELD_OBSERVATION,FIELD,MEDIUM,TEXT_LAYER,FUZZY_80,,merged,monitoring_observation,Mine not explicitly named; preceding sentence refers to BKPRU-4 — UNCLEAR_MINE_ATTRIBUTION. Seam В folded above AB.
MON-0432,GAS_VENTILATION,other,DATASET,gas emissions,method: other,"block | ids: BKPRU-4 1st SE panel 5th western block; BKPRU-2 13th western panel, incline No.17, seam Б",dates: not dated; publ=2013,,qualitative,,не указано,другой участок ВКМ,OTHER_VKM_SITE,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",TEXT_VALUES,gas-dust fountains through muck; 11 days duration at BKPRU-2,VKM_ANALOGUE_ONLY,публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские службы «Сильвинит»/«Уралкалий»; обобщение Кудряшова (ООО НПФ «Геопрогноз»),VKM-SRC-011,p99 [p.196],EV-VN-S011-1701,,FACT,FIELD_OBSERVATION,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,
MON-0433,GAS_VENTILATION,other,DATASET,"air-depression survey (mine ventilation): fan flow, fan pressure, mine depression, air into mine, external leakage, efficiency",method: other,mine | СКРУ-1 | ids: ГВУ СКРУ-1,"measurement_date='последних' air-depression surveys, date not stated; dates: not stated ('latest'); publ=2013",,,,не указано,"СКРУ-1 — вентиляционная съёмка (табл. 2.5, столбец СКРУ-1); столбцы СКРУ-2 и СКРУ-3 — MON-0433-B, MON-0433-C",SKRU1,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",TABLE_VALUES,"СКРУ-1: производительность ГВУ 540,0 м3/с; давление вентилятора 3070 Па; депрессия рудника 2325 Па; депрессия вентиляционных каналов 745 Па; воздух в рудник 256,0 м3/с; внешние утечки 284,0 м3/с (52,6 %); КПД вентилятора 0,56; мощность 2991 'кВт/ч' (так напечатано); средняя скорость воздуха в вентиляционных стволах 21,43 м/с; расчётное количество воздуха 162,0 м3/с; коэффициент обеспеченности воздухом 1,580",YES_SKRU1 (с учётом статуса/точности),публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-014,p50 [Табл. 2.5],EV-VN-S014-0397,,FACT,MEASURED,FIELD,HIGH,VISUAL_READ,EXACT,,merged,monitoring_observation,"Visually confirmed (110 dpi). Mine air flow ~256 м3/с into SKRU-1 — relevant only for a future thermal/humidity boundary condition of workings (heat/moisture exchange with salt walls). Unit 'кВт/ч' printed (likely кВт). | ИСПРАВЛЕНИЯ 26.09.2026 (review_fixes): строка разделена по рудникам (ATTRIBUTION-018): здесь только столбец СКРУ-1; СКРУ-2 — MON-0433-B (SKRU2), СКРУ-3 — MON-0433-C (SKRU3)"
MON-0433-B,GAS_VENTILATION,other,DATASET,"air-depression survey (mine ventilation): fan flow, fan pressure, mine depression, air into mine, external leakage, efficiency",method: other,mine | СКРУ-2 | ids: ГВУ СКРУ-2,"measurement_date='последних' air-depression surveys, date not stated; dates: not stated ('latest'); publ=2013",,,,не указано,"СКРУ-2 — вентиляционная съёмка (табл. 2.5, столбец СКРУ-2); часть строки MON-0433",SKRU2,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",TABLE_VALUES,"СКРУ-2: производительность ГВУ 499,1 м3/с; давление вентилятора 1350 Па; депрессия рудника 931 Па; депрессия вентиляционных каналов 419 Па; воздух в рудник 202,0 м3/с; внешние утечки 297,1 м3/с (59,5 %); КПД вентилятора 0,47; мощность 1448 'кВт/ч' (так напечатано); средняя скорость воздуха в вентиляционных стволах 19,81 м/с; расчётное количество воздуха 192,2 м3/с; коэффициент обеспеченности воздухом 1,051",NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-014,p50 [Табл. 2.5],EV-VN-S014-0397,,FACT,MEASURED,FIELD,HIGH,VISUAL_READ,EXACT,,merged,monitoring_observation,"часть строки MON-0433 (review_fixes 26.09.2026, ATTRIBUTION-018): столбец СКРУ-2 табл. 2.5 | Visually confirmed (110 dpi). Mine air flow ~256 м3/с into SKRU-1 — relevant only for a future thermal/humidity boundary condition of workings (heat/moisture exchange with salt walls). Unit 'кВт/ч' printed (likely кВт)."
MON-0433-C,GAS_VENTILATION,other,DATASET,"air-depression survey (mine ventilation): fan flow, fan pressure, mine depression, air into mine, external leakage, efficiency",method: other,mine | СКРУ-3 | ids: ГВУ СКРУ-3,"measurement_date='последних' air-depression surveys, date not stated; dates: not stated ('latest'); publ=2013",,,,не указано,"СКРУ-3 — вентиляционная съёмка (табл. 2.5, столбец СКРУ-3); часть строки MON-0433",SKRU3,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",TABLE_VALUES,"СКРУ-3: производительность ГВУ 507,5 м3/с; давление вентилятора 2075 Па; депрессия рудника 1771 Па; депрессия вентиляционных каналов 304 Па; воздух в рудник 404,5 м3/с; внешние утечки 103,0 м3/с (20,3 %); КПД вентилятора 0,45; мощность 3133 'кВт/ч' (так напечатано); средняя скорость воздуха в вентиляционных стволах 20,14 м/с; расчётное количество воздуха 403,0 м3/с; коэффициент обеспеченности воздухом 1,004",NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-014,p50 [Табл. 2.5],EV-VN-S014-0397,,FACT,MEASURED,FIELD,HIGH,VISUAL_READ,EXACT,,merged,monitoring_observation,"часть строки MON-0433 (review_fixes 26.09.2026, ATTRIBUTION-018): столбец СКРУ-3 табл. 2.5 | Visually confirmed (110 dpi). Mine air flow ~256 м3/с into SKRU-1 — relevant only for a future thermal/humidity boundary condition of workings (heat/moisture exchange with salt walls). Unit 'кВт/ч' printed (likely кВт)."
MON-0434,GAS_VENTILATION,other,SYSTEM_DESCRIPTION,"концентрация горючих газов у комбайна (автоматический газовый контроль ИКГ-5Р, блокировка пуска)",method: other,working | комбайновый комплекс Вк,publ=2013,,,,не указано,СКРУ-1,SKRU1,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",SPEC_OR_DESCRIPTION_ONLY,no values; комбайн также оснащается полуавтоматическим/дистанционным управлением,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-014,p121 [§4.2],EV-VN-S014-0862,,FACT,DESCRIPTIVE,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Gas monitoring modality (not a deformation monitoring); data not published in this source.
MON-0435,GAS_VENTILATION,other,SYSTEM_DESCRIPTION,концентрации горючих и ядовитых газов в рудничной атмосфере (газовый контроль),method: other,mine | рудники ВКМКС,dates: весь период эксплуатации рудников до ~1993-1998; publ=1998,,,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",SPEC_OR_DESCRIPTION_ONLY,горючие газы вне рабочих зон не обнаружены,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 1998 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-020,p31 [§1.5],EV-VN-S020-0183,,FACT,DESCRIPTIVE,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,"Модальность мониторинга атмосферы — не деформационная; для мира не критична, но фиксирует тип наблюдений."
MON-0436,GAS_VENTILATION,other,NORMATIVE_SPEC,"концентрация горючих газов, количество воздуха (газовый/вентиляционный контроль)",method: other,working | рабочие зоны,"dates: оперативный: ≥2 раза в смену в тупиках, ≥1 раз в смену в прочих; плановый — по графику ВГСЧ; publ=1998",,переносные приборы эпизодического/автоматического действия; стационарные автоматические,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",SPEC_OR_DESCRIPTION_ONLY,,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 1998 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-020,p80 [§2.4],EV-VN-S020-0231,,FACT,NORMATIVE,FIELD,HIGH,TEXT_LAYER,FUZZY_64,,merged,monitoring_observation,"Модальность мониторинга атмосферы (не деформационная). Датчики расхода в зонах III группы ≥30 м от устья, информация на пульт диспетчера."
MON-0437,GAS_VENTILATION,other,NORMATIVE_SPEC,опасность ГДЯ: барометрический (газодинамический) контроль приборами ПБ-1 + визуальные геологические признаки,method: other,working | рабочие зоны,dates: в течение каждой смены; publ=1998,,,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",SPEC_OR_DESCRIPTION_ONLY,при признаках: дистанционное управление комбайном с расстояния ≥20 м; остановка после каждой загрузки БП/вагона для оценки поведения пласта,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 1998 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-020,p82 [§2.4],EV-VN-S020-0236,,FACT,NORMATIVE,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,
MON-0438,GAS_VENTILATION,other,SYSTEM_DESCRIPTION,"объёмное содержание CH4, H2, CO2 в рудничном воздухе (шахтный интерферометр ГИК-1); химические газоанализаторы ГХ (индикаторные трубки) для CO, H2S, SO2",method: other,unstated,dates: эпизодически по плану; при обрушениях кровли; publ=1998,,"ГИК-1: шкала 0-3 %, цена деления 0,25 %",,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",SPEC_OR_DESCRIPTION_ONLY,,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 1998 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-020,p224 [§7.1; Рис. 7.2],EV-VN-S020-0416,,FACT,DESCRIPTIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Gas monitoring modality (not deformation). Hydrogen detection listed — H2 among mine gases of potash deposits.
MON-0439,GAS_VENTILATION,other,SYSTEM_DESCRIPTION,"непрерывный контроль CH4/H2 (СТХ-9, ЭГ-2-01); поступление воздуха в тупиковые выработки (АПТВ); прогноз опасности газодинамических явлений (ПБ-2, барометрический контроль газа)",method: other,unstated,dates: непрерывно при работе комбайнов; publ=1998,,"пороги СТХ-9: 0,25 % H2, 0,5 % CH4",,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",SPEC_OR_DESCRIPTION_ONLY,,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 1998 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-020,p230 [§7.1],EV-VN-S020-0419,,FACT,DESCRIPTIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Monitoring modality inventory: gas/ventilation telemetry integrated into combines. PB-2 is a gas-dynamic hazard forecasting device (details p.246-248).
MON-0440,GAS_VENTILATION,other,NORMATIVE_SPEC,"скорость нарастания давления газа в загерметизированном дегазационном шпуре за 30 с (барометрический контроль выбросоопасности, устройство ПБ-2: газозатвор + манометр + секундомер)",method: other,"working | выработки на пластах АБ, КрII | ids: второй от забоя дегазационный шпур",dates: в процессе проходки/выемки на выбросоопасных пластах; publ=1998,,"манометр; критические отметки 1,5 и 0,8 кГс/см2; аварийный клапан 2 кГс/см2",,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",SPEC_OR_DESCRIPTION_ONLY,"критерий: 1,5 кГс/см2 за 30 с (АБ и КрII, кровля в слое каменной соли КрII-КрI); 0,8 кГс/см2 (КрII, кровля в пласте КрII)",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 1998 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-020,p247 [§7.1 (ПБ-2); Рис. 7.15],EV-VN-S020-0423,,FACT,NORMATIVE,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,merged,monitoring_observation,Gas pressure in roof boreholes is an in-situ observable of gas-bearing contact zones; a rarely-considered observation modality (GDP forecasting).
MON-0441,GAS_VENTILATION,other,NORMATIVE_SPEC,концентрация горючих газов в забое (перед пуском комбайна),method: other,working | забой,dates: каждый пуск/смена; publ=1999,,не указана,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",SPEC_OR_DESCRIPTION_ONLY,не приводятся,METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 1999 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-028,"p321 [§6.1, п.3.2]",EV-VN-S028-0160,,FACT,NORMATIVE,FIELD,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Модальность мониторинга: газовый контроль в забое (не деформационный). Документирует газоносность калийных пластов ВКМ как операционный фактор.
MON-0442,GAS_VENTILATION,other,LAB_OR_PHYSICAL_MODEL,,,mine | СКПРУ-1,publ=1992,,,,не указано,СКРУ-1,SKRU1,"газовая/вентиляционная обстановка — операционные данные, вне деформационного состояния",TABLE_VALUES,"{""Карналлит, В"": ""кол-во 0,06/0,3—2,5; H2 25,5/19,0—54,0; CH4 9,9/11,5—36,0; O2 —/—; CO2 10,6/0,34—1,7; N2 54,1/47,5—53,5; H2S —/—"", ""Сильвинит, В"": ""кол-во —/—; H2 3,0/4,4; CH4 5,4/37,2; CO2 7,0/—; N2 26,0—86,7/51,2"", ""Сильвинит, Б"": ""кол-во 0,1—0,158/0,08—1,48; H2 1,7—14,09/4,4; CH4 2,6—4,4/37,0; CO2 7,5—15,0/0,1; N2 68,0—85,3/51,2"", ""Сильвинит, А"": ""кол-во 0,08—0,12/0,01—1,5; H2 3,0—12,8/7,4; CH4 3,3—9,3/50,8; CO2 3,3—8,5/0,3; N2 82,6/51,1"", ""Сильвинит, Красный-II"": ""кол-во 0,06—0,07/0,06—0,6; H2 0,0—8,6/0,7—8,4; CH4 1,8—3,3/5,5—46,6; CO2 0,1—8,0/0,5—3,9; N2 55,8—82,0/40,4—81,2"", ""Молочно-белый сильвин"": ""кол-во —/—; H2 0,8/—; CH4 0,4/—; CO2 3,4—3,9/—; N2 91,2/—""}",METHOD/OPERATOR_PRIOR (не данные состояния),публично не ранее 1992 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: не указан,VKM-SRC-037,"p16 [Табл. 1.6, рудник СКПРУ-1]",EV-VN-S037-0178,,FACT,MEASURED,LAB,HIGH,VISUAL_READ,NOT_FOUND,,merged,geophysics,"Таблица повернута на 90°; прочитана визуально при 250 dpi. Числитель — микровключённые, знаменатель — свободные. Даты/число проб не указаны."
