scenario_id,latent_world_id,dynamic_mechanism,experiment_role,observation_condition,missingness_mechanism,measurement_error_mechanism,base_seed,latent_seed,generator_seed,numeric_constraint_id,empirical_profile,empirical_period,nominal_interval_years,readable_min_magnitude_mm,reference_upper_mm,reference_floor_mm,structural_shape,temporal_parameters_json,process_motivation,observation_modality,pseudo_transition,numeric_scale_constrained,temporal_law_empirically_identified
V2-W073-O4,V2-W073,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,2960388476,232105094,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.4356049992991416,""events"":[[0.2704892771104984,0.054061560378145135,0.45],[0.6493228674824618,0.07028002849158868,0.4]],""onset"":0.6764992914502755,""power"":2.8636671837814722,""steepness"":13.315319135792809,""tau"":0.4843804477220906}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W073-O5,V2-W073,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,2960388476,3717527563,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.4356049992991416,""events"":[[0.2704892771104984,0.054061560378145135,0.45],[0.6493228674824618,0.07028002849158868,0.4]],""onset"":0.6764992914502755,""power"":2.8636671837814722,""steepness"":13.315319135792809,""tau"":0.4843804477220906}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W074-O1,V2-W074,exponential_decay,development,ordinary_independent,independent,ordinary_noise,130363,3640861301,2829047250,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.41508351090918955,""events"":[[0.2697659774665316,0.06461899789742359,0.45],[0.6665212297571508,0.08400469726665068,0.4]],""onset"":0.690288419426476,""power"":2.8330423610546784,""steepness"":6.691218739412099,""tau"":0.41403046254963594}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W074-O2,V2-W074,exponential_decay,development,long_gap_gross,long_gap,gross_error,130363,3640861301,513454793,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.41508351090918955,""events"":[[0.2697659774665316,0.06461899789742359,0.45],[0.6665212297571508,0.08400469726665068,0.4]],""onset"":0.690288419426476,""power"":2.8330423610546784,""steepness"":6.691218739412099,""tau"":0.41403046254963594}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W074-O3,V2-W074,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,3640861301,3324593775,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.41508351090918955,""events"":[[0.2697659774665316,0.06461899789742359,0.45],[0.6665212297571508,0.08400469726665068,0.4]],""onset"":0.690288419426476,""power"":2.8330423610546784,""steepness"":6.691218739412099,""tau"":0.41403046254963594}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W074-O4,V2-W074,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,3640861301,3975717032,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.41508351090918955,""events"":[[0.2697659774665316,0.06461899789742359,0.45],[0.6665212297571508,0.08400469726665068,0.4]],""onset"":0.690288419426476,""power"":2.8330423610546784,""steepness"":6.691218739412099,""tau"":0.41403046254963594}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W074-O5,V2-W074,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,3640861301,7990868,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.41508351090918955,""events"":[[0.2697659774665316,0.06461899789742359,0.45],[0.6665212297571508,0.08400469726665068,0.4]],""onset"":0.690288419426476,""power"":2.8330423610546784,""steepness"":6.691218739412099,""tau"":0.41403046254963594}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W075-O1,V2-W075,exponential_decay,development,ordinary_independent,independent,ordinary_noise,130363,1760429360,1695704031,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3457233064751747,""events"":[[0.24455358523953605,0.047440473566025015,0.45],[0.7423430490894323,0.061672615635832526,0.4]],""onset"":0.655611725780338,""power"":1.7496254286117987,""steepness"":7.4060685450238894,""tau"":0.14385240059993668}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W075-O2,V2-W075,exponential_decay,development,long_gap_gross,long_gap,gross_error,130363,1760429360,768930427,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3457233064751747,""events"":[[0.24455358523953605,0.047440473566025015,0.45],[0.7423430490894323,0.061672615635832526,0.4]],""onset"":0.655611725780338,""power"":1.7496254286117987,""steepness"":7.4060685450238894,""tau"":0.14385240059993668}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W075-O3,V2-W075,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,1760429360,1532204087,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3457233064751747,""events"":[[0.24455358523953605,0.047440473566025015,0.45],[0.7423430490894323,0.061672615635832526,0.4]],""onset"":0.655611725780338,""power"":1.7496254286117987,""steepness"":7.4060685450238894,""tau"":0.14385240059993668}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W075-O4,V2-W075,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,1760429360,3363575053,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3457233064751747,""events"":[[0.24455358523953605,0.047440473566025015,0.45],[0.7423430490894323,0.061672615635832526,0.4]],""onset"":0.655611725780338,""power"":1.7496254286117987,""steepness"":7.4060685450238894,""tau"":0.14385240059993668}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W075-O5,V2-W075,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,1760429360,558390171,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3457233064751747,""events"":[[0.24455358523953605,0.047440473566025015,0.45],[0.7423430490894323,0.061672615635832526,0.4]],""onset"":0.655611725780338,""power"":1.7496254286117987,""steepness"":7.4060685450238894,""tau"":0.14385240059993668}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W076-O1,V2-W076,exponential_decay,development,ordinary_independent,independent,ordinary_noise,130363,787751452,2554700611,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.30670610391644804,""events"":[[0.22961397623715238,0.06829776701116161,0.45],[0.7495332052127247,0.08878709711451009,0.4]],""onset"":0.3670022356349385,""power"":2.011552676325298,""steepness"":8.94396565712768,""tau"":0.2186076107426794}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W076-O2,V2-W076,exponential_decay,development,long_gap_gross,long_gap,gross_error,130363,787751452,1883792366,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.30670610391644804,""events"":[[0.22961397623715238,0.06829776701116161,0.45],[0.7495332052127247,0.08878709711451009,0.4]],""onset"":0.3670022356349385,""power"":2.011552676325298,""steepness"":8.94396565712768,""tau"":0.2186076107426794}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W076-O3,V2-W076,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,787751452,2590324049,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.30670610391644804,""events"":[[0.22961397623715238,0.06829776701116161,0.45],[0.7495332052127247,0.08878709711451009,0.4]],""onset"":0.3670022356349385,""power"":2.011552676325298,""steepness"":8.94396565712768,""tau"":0.2186076107426794}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W076-O4,V2-W076,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,787751452,3234876930,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.30670610391644804,""events"":[[0.22961397623715238,0.06829776701116161,0.45],[0.7495332052127247,0.08878709711451009,0.4]],""onset"":0.3670022356349385,""power"":2.011552676325298,""steepness"":8.94396565712768,""tau"":0.2186076107426794}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W076-O5,V2-W076,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,787751452,1883785802,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.30670610391644804,""events"":[[0.22961397623715238,0.06829776701116161,0.45],[0.7495332052127247,0.08878709711451009,0.4]],""onset"":0.3670022356349385,""power"":2.011552676325298,""steepness"":8.94396565712768,""tau"":0.2186076107426794}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W077-O1,V2-W077,exponential_decay,development,ordinary_independent,independent,ordinary_noise,130363,3660190786,1767599013,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.20739028313482188,""events"":[[0.24394904529460124,0.06239781095039997,0.45],[0.7032108704351121,0.08111715423551996,0.4]],""onset"":0.41991050978627137,""power"":2.7500920608736044,""steepness"":9.562293851220845,""tau"":0.19830396829173297}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W077-O2,V2-W077,exponential_decay,development,long_gap_gross,long_gap,gross_error,130363,3660190786,2864986028,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.20739028313482188,""events"":[[0.24394904529460124,0.06239781095039997,0.45],[0.7032108704351121,0.08111715423551996,0.4]],""onset"":0.41991050978627137,""power"":2.7500920608736044,""steepness"":9.562293851220845,""tau"":0.19830396829173297}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W077-O3,V2-W077,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,3660190786,2503140606,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.20739028313482188,""events"":[[0.24394904529460124,0.06239781095039997,0.45],[0.7032108704351121,0.08111715423551996,0.4]],""onset"":0.41991050978627137,""power"":2.7500920608736044,""steepness"":9.562293851220845,""tau"":0.19830396829173297}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W077-O4,V2-W077,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,3660190786,58104524,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.20739028313482188,""events"":[[0.24394904529460124,0.06239781095039997,0.45],[0.7032108704351121,0.08111715423551996,0.4]],""onset"":0.41991050978627137,""power"":2.7500920608736044,""steepness"":9.562293851220845,""tau"":0.19830396829173297}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W077-O5,V2-W077,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,3660190786,3003885118,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.20739028313482188,""events"":[[0.24394904529460124,0.06239781095039997,0.45],[0.7032108704351121,0.08111715423551996,0.4]],""onset"":0.41991050978627137,""power"":2.7500920608736044,""steepness"":9.562293851220845,""tau"":0.19830396829173297}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W078-O1,V2-W078,exponential_decay,development,ordinary_independent,independent,ordinary_noise,130363,1809766880,1428622307,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.28480783750372357,""events"":[[0.35879423623401463,0.04512518538314208,0.45],[0.7641246207212244,0.0586627409980847,0.4]],""onset"":0.47540253073387184,""power"":2.260941200966063,""steepness"":11.266063878358919,""tau"":0.3219355285940275}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W078-O2,V2-W078,exponential_decay,development,long_gap_gross,long_gap,gross_error,130363,1809766880,1814654659,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.28480783750372357,""events"":[[0.35879423623401463,0.04512518538314208,0.45],[0.7641246207212244,0.0586627409980847,0.4]],""onset"":0.47540253073387184,""power"":2.260941200966063,""steepness"":11.266063878358919,""tau"":0.3219355285940275}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W078-O3,V2-W078,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,1809766880,1906538876,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.28480783750372357,""events"":[[0.35879423623401463,0.04512518538314208,0.45],[0.7641246207212244,0.0586627409980847,0.4]],""onset"":0.47540253073387184,""power"":2.260941200966063,""steepness"":11.266063878358919,""tau"":0.3219355285940275}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W078-O4,V2-W078,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,1809766880,2395523309,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.28480783750372357,""events"":[[0.35879423623401463,0.04512518538314208,0.45],[0.7641246207212244,0.0586627409980847,0.4]],""onset"":0.47540253073387184,""power"":2.260941200966063,""steepness"":11.266063878358919,""tau"":0.3219355285940275}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W078-O5,V2-W078,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,1809766880,2118505224,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.28480783750372357,""events"":[[0.35879423623401463,0.04512518538314208,0.45],[0.7641246207212244,0.0586627409980847,0.4]],""onset"":0.47540253073387184,""power"":2.260941200966063,""steepness"":11.266063878358919,""tau"":0.3219355285940275}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W079-O1,V2-W079,exponential_decay,development,ordinary_independent,independent,ordinary_noise,130363,247105888,2292859345,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.3769516870401579,""events"":[[0.3014359889744782,0.051760641264241666,0.45],[0.6532222040427653,0.06728883364351416,0.4]],""onset"":0.5824186941998455,""power"":1.8938809252041813,""steepness"":12.562217124413689,""tau"":0.28008932432748573}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W079-O2,V2-W079,exponential_decay,development,long_gap_gross,long_gap,gross_error,130363,247105888,2693010757,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.3769516870401579,""events"":[[0.3014359889744782,0.051760641264241666,0.45],[0.6532222040427653,0.06728883364351416,0.4]],""onset"":0.5824186941998455,""power"":1.8938809252041813,""steepness"":12.562217124413689,""tau"":0.28008932432748573}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W079-O3,V2-W079,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,247105888,2987104906,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.3769516870401579,""events"":[[0.3014359889744782,0.051760641264241666,0.45],[0.6532222040427653,0.06728883364351416,0.4]],""onset"":0.5824186941998455,""power"":1.8938809252041813,""steepness"":12.562217124413689,""tau"":0.28008932432748573}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W079-O4,V2-W079,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,247105888,2449293978,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.3769516870401579,""events"":[[0.3014359889744782,0.051760641264241666,0.45],[0.6532222040427653,0.06728883364351416,0.4]],""onset"":0.5824186941998455,""power"":1.8938809252041813,""steepness"":12.562217124413689,""tau"":0.28008932432748573}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W079-O5,V2-W079,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,247105888,374573804,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.3769516870401579,""events"":[[0.3014359889744782,0.051760641264241666,0.45],[0.6532222040427653,0.06728883364351416,0.4]],""onset"":0.5824186941998455,""power"":1.8938809252041813,""steepness"":12.562217124413689,""tau"":0.28008932432748573}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W080-O1,V2-W080,logarithmic_decay,development,ordinary_independent,independent,ordinary_noise,130363,1626444751,1393363458,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.23602715343627073,""events"":[[0.3682404740756635,0.06337750160226845,0.45],[0.6591575855373617,0.08239075208294898,0.4]],""onset"":0.3527139212202914,""power"":1.915933385088481,""steepness"":12.179586057501627,""tau"":0.17808369766609683}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W080-O2,V2-W080,logarithmic_decay,development,long_gap_gross,long_gap,gross_error,130363,1626444751,2934319493,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.23602715343627073,""events"":[[0.3682404740756635,0.06337750160226845,0.45],[0.6591575855373617,0.08239075208294898,0.4]],""onset"":0.3527139212202914,""power"":1.915933385088481,""steepness"":12.179586057501627,""tau"":0.17808369766609683}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W080-O3,V2-W080,logarithmic_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,1626444751,10804747,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.23602715343627073,""events"":[[0.3682404740756635,0.06337750160226845,0.45],[0.6591575855373617,0.08239075208294898,0.4]],""onset"":0.3527139212202914,""power"":1.915933385088481,""steepness"":12.179586057501627,""tau"":0.17808369766609683}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W080-O4,V2-W080,logarithmic_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,1626444751,328962581,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.23602715343627073,""events"":[[0.3682404740756635,0.06337750160226845,0.45],[0.6591575855373617,0.08239075208294898,0.4]],""onset"":0.3527139212202914,""power"":1.915933385088481,""steepness"":12.179586057501627,""tau"":0.17808369766609683}",decay_model_misspecification_control_not_empirically_fitted,synthetic_reflector_contamination,False,True,False
V2-W080-O5,V2-W080,logarithmic_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,1626444751,625317172,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.23602715343627073,""events"":[[0.3682404740756635,0.06337750160226845,0.45],[0.6591575855373617,0.08239075208294898,0.4]],""onset"":0.3527139212202914,""power"":1.915933385088481,""steepness"":12.179586057501627,""tau"":0.17808369766609683}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W081-O1,V2-W081,logarithmic_decay,development,ordinary_independent,independent,ordinary_noise,130363,601008219,1236646338,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.37275865381720796,""events"":[[0.23429962332790807,0.0545806896303396,0.45],[0.7022724505879251,0.07095489651944148,0.4]],""onset"":0.5766625032756879,""power"":2.3021616975247983,""steepness"":10.717308850884642,""tau"":0.20164469297320797}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W081-O2,V2-W081,logarithmic_decay,development,long_gap_gross,long_gap,gross_error,130363,601008219,329327076,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.37275865381720796,""events"":[[0.23429962332790807,0.0545806896303396,0.45],[0.7022724505879251,0.07095489651944148,0.4]],""onset"":0.5766625032756879,""power"":2.3021616975247983,""steepness"":10.717308850884642,""tau"":0.20164469297320797}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W081-O3,V2-W081,logarithmic_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,601008219,1242883033,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.37275865381720796,""events"":[[0.23429962332790807,0.0545806896303396,0.45],[0.7022724505879251,0.07095489651944148,0.4]],""onset"":0.5766625032756879,""power"":2.3021616975247983,""steepness"":10.717308850884642,""tau"":0.20164469297320797}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W081-O4,V2-W081,logarithmic_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,601008219,829998948,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.37275865381720796,""events"":[[0.23429962332790807,0.0545806896303396,0.45],[0.7022724505879251,0.07095489651944148,0.4]],""onset"":0.5766625032756879,""power"":2.3021616975247983,""steepness"":10.717308850884642,""tau"":0.20164469297320797}",decay_model_misspecification_control_not_empirically_fitted,synthetic_reflector_contamination,False,True,False
V2-W081-O5,V2-W081,logarithmic_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,601008219,3419630398,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.37275865381720796,""events"":[[0.23429962332790807,0.0545806896303396,0.45],[0.7022724505879251,0.07095489651944148,0.4]],""onset"":0.5766625032756879,""power"":2.3021616975247983,""steepness"":10.717308850884642,""tau"":0.20164469297320797}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W082-O1,V2-W082,logarithmic_decay,development,ordinary_independent,independent,ordinary_noise,130363,2753640402,541906194,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3784242912531397,""events"":[[0.24256268551926136,0.07390236308623828,0.45],[0.6241766959031565,0.09607307201210977,0.4]],""onset"":0.6216303774643768,""power"":2.7163552454700755,""steepness"":12.80570362262583,""tau"":0.22764896608119237}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W082-O2,V2-W082,logarithmic_decay,development,long_gap_gross,long_gap,gross_error,130363,2753640402,3232567952,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3784242912531397,""events"":[[0.24256268551926136,0.07390236308623828,0.45],[0.6241766959031565,0.09607307201210977,0.4]],""onset"":0.6216303774643768,""power"":2.7163552454700755,""steepness"":12.80570362262583,""tau"":0.22764896608119237}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W082-O3,V2-W082,logarithmic_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,2753640402,2553664428,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3784242912531397,""events"":[[0.24256268551926136,0.07390236308623828,0.45],[0.6241766959031565,0.09607307201210977,0.4]],""onset"":0.6216303774643768,""power"":2.7163552454700755,""steepness"":12.80570362262583,""tau"":0.22764896608119237}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W082-O4,V2-W082,logarithmic_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,2753640402,1172344554,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3784242912531397,""events"":[[0.24256268551926136,0.07390236308623828,0.45],[0.6241766959031565,0.09607307201210977,0.4]],""onset"":0.6216303774643768,""power"":2.7163552454700755,""steepness"":12.80570362262583,""tau"":0.22764896608119237}",decay_model_misspecification_control_not_empirically_fitted,synthetic_reflector_contamination,False,True,False
V2-W082-O5,V2-W082,logarithmic_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,2753640402,3564105533,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3784242912531397,""events"":[[0.24256268551926136,0.07390236308623828,0.45],[0.6241766959031565,0.09607307201210977,0.4]],""onset"":0.6216303774643768,""power"":2.7163552454700755,""steepness"":12.80570362262583,""tau"":0.22764896608119237}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
