sample_id,point_id,profile_id,zone_id,current_campaign_id,current_date,target_campaign_id,target_date,history_length_raw,history_length_used,max_sequence_length,padding_count,truncated,observation_ids_json,observation_dates_json,delta_t_days_json,padding_mask_json,missing_campaign_mask_json,missing_campaign_counts_json,actual_history_end_date,future_observation_count,target_observation_present,past_only_proof,sequence_sha256,fold_provenance_relation,outer_assignment_source,inner_assignment_source,held_group_metadata_only
P-D01-W006::C015::C016,P-D01-W006,P-D01,GEO_SW,C015,2022-03-01,C016,2022-05-17,10,10,16,6,False,"[""P-D01-W006::C001"",""P-D01-W006::C003"",""P-D01-W006::C005"",""P-D01-W006::C007"",""P-D01-W006::C008"",""P-D01-W006::C009"",""P-D01-W006::C010"",""P-D01-W006::C012"",""P-D01-W006::C014"",""P-D01-W006::C015""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01""]","[0,154,210,175,168,42,140,210,168,119]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0]","[0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0]",2022-03-01,0,False,True,8114ba8151b48c4620c60d076dcaab43c78f45581e88494ec0e74ad94ea0ec07,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W007::C015::C016,P-D01-W007,P-D01,GEO_SW,C015,2022-03-01,C016,2022-05-17,10,10,16,6,False,"[""P-D01-W007::C001"",""P-D01-W007::C003"",""P-D01-W007::C005"",""P-D01-W007::C007"",""P-D01-W007::C008"",""P-D01-W007::C009"",""P-D01-W007::C010"",""P-D01-W007::C012"",""P-D01-W007::C014"",""P-D01-W007::C015""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01""]","[0,154,210,175,168,42,140,210,168,119]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0]","[0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0]",2022-03-01,0,False,True,7d209519510d441107d931610ddf8d64ae7e08af6960aedbf57bc0801839e6cf,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W001::C015::C016,P-H04-W001,P-H04,GEO_SW,C015,2022-03-01,C016,2022-05-17,10,10,16,6,False,"[""P-H04-W001::C001"",""P-H04-W001::C003"",""P-H04-W001::C007"",""P-H04-W001::C008"",""P-H04-W001::C010"",""P-H04-W001::C011"",""P-H04-W001::C012"",""P-H04-W001::C013"",""P-H04-W001::C014"",""P-H04-W001::C015""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01""]","[0,154,385,168,182,98,112,56,112,119]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0]",2022-03-01,0,False,True,1c65f01013a4201d5783e6335ef17a7f226c9fe23e3c11d486bad04f7d414322,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W002::C015::C016,P-H04-W002,P-H04,GEO_SW,C015,2022-03-01,C016,2022-05-17,10,10,16,6,False,"[""P-H04-W002::C001"",""P-H04-W002::C003"",""P-H04-W002::C007"",""P-H04-W002::C008"",""P-H04-W002::C010"",""P-H04-W002::C011"",""P-H04-W002::C012"",""P-H04-W002::C013"",""P-H04-W002::C014"",""P-H04-W002::C015""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01""]","[0,154,385,168,182,98,112,56,112,119]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0]",2022-03-01,0,False,True,27f6b21e1e6707692cbfcff3018198f27cf4ade7baf15ce607720dc32fb9f5d5,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W003::C015::C016,P-H04-W003,P-H04,GEO_SW,C015,2022-03-01,C016,2022-05-17,10,10,16,6,False,"[""P-H04-W003::C001"",""P-H04-W003::C003"",""P-H04-W003::C007"",""P-H04-W003::C008"",""P-H04-W003::C010"",""P-H04-W003::C011"",""P-H04-W003::C012"",""P-H04-W003::C013"",""P-H04-W003::C014"",""P-H04-W003::C015""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01""]","[0,154,385,168,182,98,112,56,112,119]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0]",2022-03-01,0,False,True,24a520cf18c7eb87fe8b424cb0f3f46a4c46e8f72e13906266e480c2d9cfc713,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W004::C015::C016,P-H04-W004,P-H04,GEO_SW,C015,2022-03-01,C016,2022-05-17,10,10,16,6,False,"[""P-H04-W004::C001"",""P-H04-W004::C003"",""P-H04-W004::C007"",""P-H04-W004::C008"",""P-H04-W004::C010"",""P-H04-W004::C011"",""P-H04-W004::C012"",""P-H04-W004::C013"",""P-H04-W004::C014"",""P-H04-W004::C015""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01""]","[0,154,385,168,182,98,112,56,112,119]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0]",2022-03-01,0,False,True,e05f915b955bb90bbd7c68b87158312f10cfaaba10be2720b4c1ab33c546b26e,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W005::C015::C016,P-H04-W005,P-H04,GEO_SW,C015,2022-03-01,C016,2022-05-17,10,10,16,6,False,"[""P-H04-W005::C001"",""P-H04-W005::C003"",""P-H04-W005::C007"",""P-H04-W005::C008"",""P-H04-W005::C010"",""P-H04-W005::C011"",""P-H04-W005::C012"",""P-H04-W005::C013"",""P-H04-W005::C014"",""P-H04-W005::C015""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01""]","[0,154,385,168,182,98,112,56,112,119]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0]",2022-03-01,0,False,True,d9299793d4d6bbdfc16541ee2d0e9f2453249e2347af215a02abb86a564a1570,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W006::C015::C016,P-H04-W006,P-H04,GEO_SW,C015,2022-03-01,C016,2022-05-17,10,10,16,6,False,"[""P-H04-W006::C001"",""P-H04-W006::C003"",""P-H04-W006::C007"",""P-H04-W006::C008"",""P-H04-W006::C010"",""P-H04-W006::C011"",""P-H04-W006::C012"",""P-H04-W006::C013"",""P-H04-W006::C014"",""P-H04-W006::C015""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01""]","[0,154,385,168,182,98,112,56,112,119]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0]",2022-03-01,0,False,True,f94803c5c77036c09072f1909f4a41ed0214c66b611d636d45d1e98c6580f371,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W007::C015::C016,P-H04-W007,P-H04,GEO_SW,C015,2022-03-01,C016,2022-05-17,10,10,16,6,False,"[""P-H04-W007::C001"",""P-H04-W007::C003"",""P-H04-W007::C007"",""P-H04-W007::C008"",""P-H04-W007::C010"",""P-H04-W007::C011"",""P-H04-W007::C012"",""P-H04-W007::C013"",""P-H04-W007::C014"",""P-H04-W007::C015""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01""]","[0,154,385,168,182,98,112,56,112,119]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0]",2022-03-01,0,False,True,f682b465b30508a837d95fdc325bb3b699b8c85325428894869cae355bb7356e,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W002::C016::C017,P-D01-W002,P-D01,GEO_SW,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-D01-W002::C001"",""P-D01-W002::C003"",""P-D01-W002::C005"",""P-D01-W002::C007"",""P-D01-W002::C008"",""P-D01-W002::C009"",""P-D01-W002::C010"",""P-D01-W002::C012"",""P-D01-W002::C014"",""P-D01-W002::C015"",""P-D01-W002::C016""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,210,175,168,42,140,210,168,119,77]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0]",2022-05-17,0,False,True,49ec6c6cb65f9de4fde913904b6b5d90d1ab955c83b77b62634381f6cfbcacfd,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W005::C016::C017,P-D01-W005,P-D01,GEO_SW,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-D01-W005::C001"",""P-D01-W005::C003"",""P-D01-W005::C005"",""P-D01-W005::C007"",""P-D01-W005::C008"",""P-D01-W005::C009"",""P-D01-W005::C010"",""P-D01-W005::C012"",""P-D01-W005::C014"",""P-D01-W005::C015"",""P-D01-W005::C016""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,210,175,168,42,140,210,168,119,77]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0]",2022-05-17,0,False,True,32cf8a0a737fba9a1b67a3833b74186b6ea5c293cc3acce85d5145f98adde306,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W006::C016::C017,P-D01-W006,P-D01,GEO_SW,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-D01-W006::C001"",""P-D01-W006::C003"",""P-D01-W006::C005"",""P-D01-W006::C007"",""P-D01-W006::C008"",""P-D01-W006::C009"",""P-D01-W006::C010"",""P-D01-W006::C012"",""P-D01-W006::C014"",""P-D01-W006::C015"",""P-D01-W006::C016""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,210,175,168,42,140,210,168,119,77]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0]",2022-05-17,0,False,True,656c2c51c84dd1bb73724322ba2b3f3b429d2454638950963f3eb729a344bbef,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W007::C016::C017,P-D01-W007,P-D01,GEO_SW,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-D01-W007::C001"",""P-D01-W007::C003"",""P-D01-W007::C005"",""P-D01-W007::C007"",""P-D01-W007::C008"",""P-D01-W007::C009"",""P-D01-W007::C010"",""P-D01-W007::C012"",""P-D01-W007::C014"",""P-D01-W007::C015"",""P-D01-W007::C016""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,210,175,168,42,140,210,168,119,77]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0]",2022-05-17,0,False,True,a3e7f177b240dc46d6f55ac0c2454dd94bf0d7d9b0166e78d6f915d5a63c09b0,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H03-W001::C016::C017,P-H03-W001,P-H03,GEO_SE,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-H03-W001::C001"",""P-H03-W001::C002"",""P-H03-W001::C003"",""P-H03-W001::C005"",""P-H03-W001::C006"",""P-H03-W001::C008"",""P-H03-W001::C009"",""P-H03-W001::C010"",""P-H03-W001::C012"",""P-H03-W001::C014"",""P-H03-W001::C016""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17""]","[0,56,98,210,105,238,42,140,210,168,196]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1]","[0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1]",2022-05-17,0,False,True,3bb8c3c0942f81117d405d9499d05efd9057a5389bc34371c5c8ccd1df6e5e63,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H03-W002::C016::C017,P-H03-W002,P-H03,GEO_SE,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-H03-W002::C001"",""P-H03-W002::C002"",""P-H03-W002::C003"",""P-H03-W002::C005"",""P-H03-W002::C006"",""P-H03-W002::C007"",""P-H03-W002::C008"",""P-H03-W002::C009"",""P-H03-W002::C010"",""P-H03-W002::C012"",""P-H03-W002::C016""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2022-05-17""]","[0,56,98,210,105,70,168,42,140,210,364]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1]","[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3]",2022-05-17,0,False,True,38f86fe6b35c0661d8da51b739225c16ad63b79852818fed20a410b0f3267001,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H03-W004::C016::C017,P-H03-W004,P-H03,GEO_SE,C016,2022-05-17,C017,2022-07-19,12,12,16,4,False,"[""P-H03-W004::C001"",""P-H03-W004::C002"",""P-H03-W004::C003"",""P-H03-W004::C005"",""P-H03-W004::C006"",""P-H03-W004::C007"",""P-H03-W004::C008"",""P-H03-W004::C009"",""P-H03-W004::C010"",""P-H03-W004::C012"",""P-H03-W004::C014"",""P-H03-W004::C016""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17""]","[0,56,98,210,105,70,168,42,140,210,168,196]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1]",2022-05-17,0,False,True,d95d35da6792e63142b88f04c832a3926703bccf70bb6670d9e23bbe5719cf5c,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H03-W006::C016::C017,P-H03-W006,P-H03,GEO_SE,C016,2022-05-17,C017,2022-07-19,12,12,16,4,False,"[""P-H03-W006::C001"",""P-H03-W006::C002"",""P-H03-W006::C003"",""P-H03-W006::C005"",""P-H03-W006::C006"",""P-H03-W006::C007"",""P-H03-W006::C008"",""P-H03-W006::C009"",""P-H03-W006::C010"",""P-H03-W006::C012"",""P-H03-W006::C014"",""P-H03-W006::C016""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17""]","[0,56,98,210,105,70,168,42,140,210,168,196]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1]","[0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1]",2022-05-17,0,False,True,c2ea587026f4a10840221944c2fb33ce0c0a7a285e610d96b6feec78cf8b2991,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W002::C016::C017,P-H04-W002,P-H04,GEO_SW,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-H04-W002::C001"",""P-H04-W002::C003"",""P-H04-W002::C007"",""P-H04-W002::C008"",""P-H04-W002::C010"",""P-H04-W002::C011"",""P-H04-W002::C012"",""P-H04-W002::C013"",""P-H04-W002::C014"",""P-H04-W002::C015"",""P-H04-W002::C016""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,385,168,182,98,112,56,112,119,77]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0]","[0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0]",2022-05-17,0,False,True,e8b84dcd6181db4bc4d35cec86c9cfc3858f57494796933e569a6c91f9bfe442,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W003::C016::C017,P-H04-W003,P-H04,GEO_SW,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-H04-W003::C001"",""P-H04-W003::C003"",""P-H04-W003::C007"",""P-H04-W003::C008"",""P-H04-W003::C010"",""P-H04-W003::C011"",""P-H04-W003::C012"",""P-H04-W003::C013"",""P-H04-W003::C014"",""P-H04-W003::C015"",""P-H04-W003::C016""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,385,168,182,98,112,56,112,119,77]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0]","[0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0]",2022-05-17,0,False,True,699255ef78f5a1d2dde4c2fd222959b5ed90bd6ec80ba687b38fba1355159919,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W004::C016::C017,P-H04-W004,P-H04,GEO_SW,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-H04-W004::C001"",""P-H04-W004::C003"",""P-H04-W004::C007"",""P-H04-W004::C008"",""P-H04-W004::C010"",""P-H04-W004::C011"",""P-H04-W004::C012"",""P-H04-W004::C013"",""P-H04-W004::C014"",""P-H04-W004::C015"",""P-H04-W004::C016""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,385,168,182,98,112,56,112,119,77]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0]","[0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0]",2022-05-17,0,False,True,da81dc92802274de0ddd3f8d676e7399bdba0d8dd05d3e7d5a847d45a0f10b45,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W005::C016::C017,P-H04-W005,P-H04,GEO_SW,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-H04-W005::C001"",""P-H04-W005::C003"",""P-H04-W005::C007"",""P-H04-W005::C008"",""P-H04-W005::C010"",""P-H04-W005::C011"",""P-H04-W005::C012"",""P-H04-W005::C013"",""P-H04-W005::C014"",""P-H04-W005::C015"",""P-H04-W005::C016""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,385,168,182,98,112,56,112,119,77]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0]","[0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0]",2022-05-17,0,False,True,7101878cfdcdf49e668f80e5885cb227e4d856f85edbbeb9531280fdb04c807b,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W006::C016::C017,P-H04-W006,P-H04,GEO_SW,C016,2022-05-17,C017,2022-07-19,11,11,16,5,False,"[""P-H04-W006::C001"",""P-H04-W006::C003"",""P-H04-W006::C007"",""P-H04-W006::C008"",""P-H04-W006::C010"",""P-H04-W006::C011"",""P-H04-W006::C012"",""P-H04-W006::C013"",""P-H04-W006::C014"",""P-H04-W006::C015"",""P-H04-W006::C016""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,385,168,182,98,112,56,112,119,77]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0]","[0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0]",2022-05-17,0,False,True,fd803090fefdcedf328a7ac1442188a8a98e2e334e144791268220088d025681,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W003::C016::C018,P-D01-W003,P-D01,GEO_SW,C016,2022-05-17,C018,2022-10-18,10,10,16,6,False,"[""P-D01-W003::C001"",""P-D01-W003::C003"",""P-D01-W003::C005"",""P-D01-W003::C007"",""P-D01-W003::C008"",""P-D01-W003::C010"",""P-D01-W003::C012"",""P-D01-W003::C014"",""P-D01-W003::C015"",""P-D01-W003::C016""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,210,175,168,182,210,168,119,77]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0]",2022-05-17,0,False,True,4ce9536a509c92d00ec600b216e84918137365fd8eb483626e2ae882b0249c0c,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W004::C016::C018,P-D01-W004,P-D01,GEO_SW,C016,2022-05-17,C018,2022-10-18,10,10,16,6,False,"[""P-D01-W004::C001"",""P-D01-W004::C003"",""P-D01-W004::C005"",""P-D01-W004::C007"",""P-D01-W004::C008"",""P-D01-W004::C010"",""P-D01-W004::C012"",""P-D01-W004::C014"",""P-D01-W004::C015"",""P-D01-W004::C016""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17""]","[0,154,210,175,168,182,210,168,119,77]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0]",2022-05-17,0,False,True,11a0911c8216226fc0dbc124e892117ceb772beff6daa8f863ab43bc5e0150ab,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
