acquisition_id,date,insar_point_id,true_vertical_settlement_relative_mm,true_east_displacement_relative_mm,true_LOS_relative_mm,use_class
TSX-2021-13,2021-09-05,PS-00215,38.40401983,-2.305419368,-32.4245962,evaluation_only
TSX-2021-14,2021-09-16,PS-00215,39.52309911,-2.372598457,-33.36943724,evaluation_only
TSX-2021-15,2021-09-27,PS-00215,40.65238913,-2.440390503,-34.32289921,evaluation_only
TSX-2021-16,2021-10-08,PS-00215,41.79113553,-2.508750222,-35.28434524,evaluation_only
TSX-2020-01,2020-04-28,PS-00216,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00216,0.2727664193,0.02055844562,-0.2085887176,evaluation_only
TSX-2020-03,2020-05-20,PS-00216,0.5455389929,0.04111735509,-0.4171821414,evaluation_only
TSX-2020-04,2020-05-31,PS-00216,0.818318431,0.06167678194,-0.6257808147,evaluation_only
TSX-2020-05,2020-06-11,PS-00216,1.091105417,0.0822367777,-0.8343852602,evaluation_only
TSX-2020-06,2020-06-22,PS-00216,1.363900952,0.1027974177,-1.042996242,evaluation_only
TSX-2020-07,2020-07-03,PS-00216,1.636706621,0.1233588216,-1.251614975,evaluation_only
TSX-2020-08,2020-07-14,PS-00216,1.909523717,0.1439210867,-1.460242446,evaluation_only
TSX-2020-09,2020-07-25,PS-00216,2.182353439,0.1644843035,-1.668879572,evaluation_only
TSX-2020-10,2020-08-05,PS-00216,2.455196926,0.1850485578,-1.877527225,evaluation_only
TSX-2020-11,2020-08-16,PS-00216,2.728055853,0.2056139757,-2.086186684,evaluation_only
TSX-2020-12,2020-08-27,PS-00216,3.000932481,0.2261807278,-2.29485968,evaluation_only
TSX-2020-13,2020-09-07,PS-00216,3.273828309,0.2467489269,-2.503547358,evaluation_only
TSX-2020-14,2020-09-18,PS-00216,3.546745543,0.2673187395,-2.712251406,evaluation_only
TSX-2020-15,2020-09-29,PS-00216,3.819687168,0.2878903903,-2.920974106,evaluation_only
TSX-2020-16,2020-10-10,PS-00216,4.092656471,0.3084641273,-3.129717972,evaluation_only
TSX-2020-17,2020-10-21,PS-00216,4.365656416,0.3290401738,-3.33848527,evaluation_only
TSX-2020-18,2020-11-01,PS-00216,4.63868864,0.3496186532,-3.547277253,evaluation_only
TSX-2021-01,2021-04-26,PS-00216,9.016152221,0.6795487348,-6.894791647,evaluation_only
TSX-2021-02,2021-05-07,PS-00216,9.290334251,0.7002138752,-7.104462903,evaluation_only
TSX-2021-03,2021-05-18,PS-00216,9.564610024,0.720886081,-7.314205847,evaluation_only
TSX-2021-04,2021-05-29,PS-00216,9.838977385,0.7415651899,-7.52401883,evaluation_only
TSX-2021-05,2021-06-09,PS-00216,10.43662501,0.7866099804,-7.981049252,evaluation_only
TSX-2021-06,2021-06-20,PS-00216,11.35755135,0.8560203355,-8.685295927,evaluation_only
TSX-2021-07,2021-07-01,PS-00216,12.27856631,0.9254373701,-9.389610372,evaluation_only
TSX-2021-08,2021-07-12,PS-00216,13.19966713,0.9948608765,-10.09399048,evaluation_only
TSX-2021-09,2021-07-23,PS-00216,14.12084892,1.064290485,-10.7984325,evaluation_only
TSX-2021-10,2021-08-03,PS-00216,15.04210624,1.133725786,-11.50293228,evaluation_only
TSX-2021-11,2021-08-14,PS-00216,15.96343534,1.203166498,-12.20748696,evaluation_only
TSX-2021-12,2021-08-25,PS-00216,16.88483417,1.272612465,-12.91209496,evaluation_only
TSX-2021-13,2021-09-05,PS-00216,17.80629697,1.342063253,-13.61675187,evaluation_only
TSX-2021-14,2021-09-16,PS-00216,18.72781958,1.411518549,-14.32145452,evaluation_only
TSX-2021-15,2021-09-27,PS-00216,19.64939942,1.480978159,-15.02620094,evaluation_only
TSX-2021-16,2021-10-08,PS-00216,20.57103327,1.550441839,-15.73098866,evaluation_only
TSX-2020-01,2020-04-28,PS-00217,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00217,0.7609351205,-0.03720160066,-0.6374759964,evaluation_only
TSX-2020-03,2020-05-20,PS-00217,1.513350227,-0.07398666365,-1.267814322,evaluation_only
TSX-2020-04,2020-05-31,PS-00217,2.257498981,-0.1103675903,-1.891227482,evaluation_only
TSX-2020-05,2020-06-11,PS-00217,2.993631549,-0.146356611,-2.507925056,evaluation_only
TSX-2020-06,2020-06-22,PS-00217,3.72203493,-0.181967757,-3.118147476,evaluation_only
TSX-2020-07,2020-07-03,PS-00217,4.443066156,-0.2172184834,-3.722193849,evaluation_only
TSX-2020-08,2020-07-14,PS-00217,5.157052328,-0.2521247819,-4.320338203,evaluation_only
TSX-2020-09,2020-07-25,PS-00217,5.864313986,-0.2867023235,-4.912849072,evaluation_only
TSX-2020-10,2020-08-05,PS-00217,6.565167118,-0.3209665566,-5.499991178,evaluation_only
TSX-2020-11,2020-08-16,PS-00217,7.260000137,-0.3549364704,-6.082089913,evaluation_only
TSX-2020-12,2020-08-27,PS-00217,7.949283868,-0.3886350834,-6.659539713,evaluation_only
TSX-2020-13,2020-09-07,PS-00217,8.633400812,-0.4220810956,-7.232661019,evaluation_only
TSX-2020-14,2020-09-18,PS-00217,9.31283885,-0.4552983593,-7.801862556,evaluation_only
TSX-2020-15,2020-09-29,PS-00217,9.98820502,-0.4883165522,-8.367652872,evaluation_only
TSX-2020-16,2020-10-10,PS-00217,10.66017421,-0.5211686692,-8.93059736,evaluation_only
TSX-2020-17,2020-10-21,PS-00217,11.32939935,-0.553886631,-9.491243002,evaluation_only
TSX-2020-18,2020-11-01,PS-00217,11.99636382,-0.5864940703,-10.04999476,evaluation_only
TSX-2021-01,2021-04-26,PS-00217,23.72732117,-1.160012599,-19.87764435,evaluation_only
TSX-2021-02,2021-05-07,PS-00217,24.53872833,-1.199681744,-20.55740348,evaluation_only
TSX-2021-03,2021-05-18,PS-00217,25.3722085,-1.240430022,-21.25565434,evaluation_only
TSX-2021-04,2021-05-29,PS-00217,26.22838553,-1.282287935,-21.97291957,evaluation_only
TSX-2021-05,2021-06-09,PS-00217,27.10743776,-1.325264201,-22.70934858,evaluation_only
TSX-2021-06,2021-06-20,PS-00217,28.01004847,-1.369392225,-23.46551378,evaluation_only
TSX-2021-07,2021-07-01,PS-00217,28.93799095,-1.414758702,-24.24290076,evaluation_only
TSX-2021-08,2021-07-12,PS-00217,29.8914444,-1.461372393,-25.04165965,evaluation_only
TSX-2021-09,2021-07-23,PS-00217,30.86972008,-1.509199626,-25.86121344,evaluation_only
TSX-2021-10,2021-08-03,PS-00217,31.87172625,-1.558187026,-26.70064753,evaluation_only
TSX-2021-11,2021-08-14,PS-00217,32.89687023,-1.608305618,-27.5594654,evaluation_only
TSX-2021-12,2021-08-25,PS-00217,33.94506361,-1.65955108,-28.43759298,evaluation_only
TSX-2021-13,2021-09-05,PS-00217,35.01463347,-1.711841623,-29.33362879,evaluation_only
TSX-2021-14,2021-09-16,PS-00217,36.10442213,-1.765120649,-30.24660296,evaluation_only
TSX-2021-15,2021-09-27,PS-00217,37.21379078,-1.819356928,-31.17598033,evaluation_only
TSX-2021-16,2021-10-08,PS-00217,38.34174686,-1.874501935,-32.1209294,evaluation_only
TSX-2020-01,2020-04-28,PS-00218,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00218,0.241067265,0.008556316343,-0.1899982376,evaluation_only
TSX-2020-03,2020-05-20,PS-00218,0.4821345217,0.01711263239,-0.3799964687,evaluation_only
TSX-2020-04,2020-05-31,PS-00218,0.7232017702,0.02566894815,-0.5699946933,evaluation_only
TSX-2020-05,2020-06-11,PS-00218,0.9642690106,0.03422526362,-0.7599929115,evaluation_only
TSX-2020-06,2020-06-22,PS-00218,1.205336243,0.04278157881,-0.9499911235,evaluation_only
TSX-2020-07,2020-07-03,PS-00218,1.446403468,0.05133789373,-1.139989329,evaluation_only
TSX-2020-08,2020-07-14,PS-00218,1.687470685,0.05989420836,-1.329987529,evaluation_only
TSX-2020-09,2020-07-25,PS-00218,1.928537894,0.06845052273,-1.519985723,evaluation_only
TSX-2020-10,2020-08-05,PS-00218,2.169605096,0.07700683683,-1.70998391,evaluation_only
TSX-2020-11,2020-08-16,PS-00218,2.41067229,0.08556315066,-1.899982092,evaluation_only
TSX-2020-12,2020-08-27,PS-00218,2.651739477,0.09411946423,-2.089980268,evaluation_only
TSX-2020-13,2020-09-07,PS-00218,2.892806657,0.1026757776,-2.279978439,evaluation_only
TSX-2020-14,2020-09-18,PS-00218,3.133873829,0.1112320906,-2.469976604,evaluation_only
TSX-2020-15,2020-09-29,PS-00218,3.374940995,0.1197884034,-2.659974763,evaluation_only
TSX-2020-16,2020-10-10,PS-00218,3.616008153,0.128344716,-2.849972917,evaluation_only
TSX-2020-17,2020-10-21,PS-00218,3.857075305,0.1369010283,-3.039971065,evaluation_only
TSX-2020-18,2020-11-01,PS-00218,4.09814245,0.1454573404,-3.229969208,evaluation_only
TSX-2021-01,2021-04-26,PS-00218,7.955215951,0.2823583047,-6.269938851,evaluation_only
TSX-2021-02,2021-05-07,PS-00218,8.196282995,0.2909146132,-6.459936914,evaluation_only
TSX-2021-03,2021-05-18,PS-00218,8.437350033,0.2994709215,-6.649934973,evaluation_only
TSX-2021-04,2021-05-29,PS-00218,8.678417066,0.3080272296,-6.839933027,evaluation_only
TSX-2021-05,2021-06-09,PS-00218,8.919484093,0.3165835375,-7.029931078,evaluation_only
TSX-2021-06,2021-06-20,PS-00218,9.160551116,0.3251398452,-7.219929125,evaluation_only
TSX-2021-07,2021-07-01,PS-00218,9.401618134,0.3336961528,-7.409927167,evaluation_only
TSX-2021-08,2021-07-12,PS-00218,9.642685147,0.3422524602,-7.599925206,evaluation_only
TSX-2021-09,2021-07-23,PS-00218,9.883752155,0.3508087674,-7.789923241,evaluation_only
TSX-2021-10,2021-08-03,PS-00218,10.12481916,0.3593650745,-7.979921273,evaluation_only
TSX-2021-11,2021-08-14,PS-00218,10.36588616,0.3679213814,-8.1699193,evaluation_only
TSX-2021-12,2021-08-25,PS-00218,10.60695315,0.3764776881,-8.359917324,evaluation_only
TSX-2021-13,2021-09-05,PS-00218,10.84802014,0.3850339946,-8.549915344,evaluation_only
TSX-2021-14,2021-09-16,PS-00218,11.08908712,0.393590301,-8.739913361,evaluation_only
TSX-2021-15,2021-09-27,PS-00218,11.3301541,0.4021466073,-8.929911374,evaluation_only
TSX-2021-16,2021-10-08,PS-00218,11.57122108,0.4107029133,-9.119909383,evaluation_only
TSX-2020-01,2020-04-28,PS-00219,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00219,0.6247432407,0.04808097738,-0.4771666094,evaluation_only
TSX-2020-03,2020-05-20,PS-00219,1.249482817,0.09616167274,-0.95433042,evaluation_only
TSX-2020-04,2020-05-31,PS-00219,1.874218783,0.1442420903,-1.431491473,evaluation_only
TSX-2020-05,2020-06-11,PS-00219,2.498951193,0.1923222341,-1.90864981,evaluation_only
TSX-2020-06,2020-06-22,PS-00219,3.1236801,0.2404021084,-2.385805472,evaluation_only
TSX-2020-07,2020-07-03,PS-00219,3.748405563,0.2884817175,-2.862958503,evaluation_only
TSX-2020-08,2020-07-14,PS-00219,4.373127635,0.3365610658,-3.340108945,evaluation_only
TSX-2020-09,2020-07-25,PS-00219,4.997846371,0.3846401572,-3.817256838,evaluation_only
TSX-2020-10,2020-08-05,PS-00219,5.622561824,0.432718996,-4.294402223,evaluation_only
TSX-2020-11,2020-08-16,PS-00219,6.247274048,0.4807975863,-4.771545143,evaluation_only
TSX-2020-12,2020-08-27,PS-00219,6.871983101,0.5288759326,-5.24868564,evaluation_only
TSX-2020-13,2020-09-07,PS-00219,7.496689036,0.5769540389,-5.725823757,evaluation_only
TSX-2020-14,2020-09-18,PS-00219,8.12139191,0.6250319096,-6.202959534,evaluation_only
TSX-2020-15,2020-09-29,PS-00219,8.746091782,0.6731095492,-6.68009302,evaluation_only
TSX-2020-16,2020-10-10,PS-00219,9.370788713,0.7211869626,-7.157224259,evaluation_only
TSX-2020-17,2020-10-21,PS-00219,9.995482763,0.7692641542,-7.634353297,evaluation_only
TSX-2020-18,2020-11-01,PS-00219,10.62017398,0.8173411279,-8.111480173,evaluation_only
TSX-2021-01,2021-04-26,PS-00219,20.61491822,1.586548445,-15.7452694,evaluation_only
TSX-2021-02,2021-05-07,PS-00219,21.23957052,1.634622423,-16.22236655,evaluation_only
TSX-2021-03,2021-05-18,PS-00219,21.86422099,1.682696261,-16.69946231,evaluation_only
TSX-2021-04,2021-05-29,PS-00219,22.48886965,1.730769959,-17.17655668,evaluation_only
TSX-2021-05,2021-06-09,PS-00219,23.11385308,1.778869421,-17.65390673,evaluation_only
TSX-2021-06,2021-06-20,PS-00219,23.73917128,1.826994648,-18.13151249,evaluation_only
TSX-2021-07,2021-07-01,PS-00219,24.36448775,1.875119742,-18.60911692,evaluation_only
TSX-2021-08,2021-07-12,PS-00219,24.98980251,1.923244704,-19.08672004,evaluation_only
TSX-2021-09,2021-07-23,PS-00219,25.61511555,1.971369534,-19.56432185,evaluation_only
TSX-2021-10,2021-08-03,PS-00219,26.24042688,2.019494232,-20.04192236,evaluation_only
TSX-2021-11,2021-08-14,PS-00219,26.8657365,2.067618799,-20.51952155,evaluation_only
TSX-2021-12,2021-08-25,PS-00219,27.49104442,2.115743235,-20.99711946,evaluation_only
TSX-2021-13,2021-09-05,PS-00219,28.11635066,2.163867541,-21.47471607,evaluation_only
TSX-2021-14,2021-09-16,PS-00219,28.7416552,2.211991717,-21.9523114,evaluation_only
TSX-2021-15,2021-09-27,PS-00219,29.36695807,2.260115764,-22.42990544,evaluation_only
TSX-2021-16,2021-10-08,PS-00219,29.99225927,2.308239683,-22.90749821,evaluation_only
TSX-2020-01,2020-04-28,PS-00220,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00220,0.3435117712,0.01026376698,-0.2718739698,evaluation_only
TSX-2020-03,2020-05-20,PS-00220,0.6870235295,0.02052753358,-0.5437479294,evaluation_only
TSX-2020-04,2020-05-31,PS-00220,1.030535275,0.03079129979,-0.8156218788,evaluation_only
TSX-2020-05,2020-06-11,PS-00220,1.374047008,0.04105506563,-1.087495818,evaluation_only
TSX-2020-06,2020-06-22,PS-00220,1.717558728,0.0513188311,-1.359369748,evaluation_only
TSX-2020-07,2020-07-03,PS-00220,2.061070436,0.06158259619,-1.631243668,evaluation_only
TSX-2020-08,2020-07-14,PS-00220,2.404582132,0.07184636093,-1.903117578,evaluation_only
TSX-2020-09,2020-07-25,PS-00220,2.748093816,0.08211012531,-2.174991479,evaluation_only
TSX-2020-10,2020-08-05,PS-00220,3.091605488,0.09237388933,-2.44686537,evaluation_only
TSX-2020-11,2020-08-16,PS-00220,3.435117149,0.102637653,-2.718739252,evaluation_only
TSX-2020-12,2020-08-27,PS-00220,3.778628798,0.1129014163,-2.990613126,evaluation_only
TSX-2020-13,2020-09-07,PS-00220,4.122140436,0.1231651793,-3.26248699,evaluation_only
TSX-2020-14,2020-09-18,PS-00220,4.465652063,0.133428942,-3.534360845,evaluation_only
TSX-2020-15,2020-09-29,PS-00220,4.809163678,0.1436927043,-3.806234692,evaluation_only
TSX-2020-16,2020-10-10,PS-00220,5.152675283,0.1539564664,-4.07810853,evaluation_only
TSX-2020-17,2020-10-21,PS-00220,5.496186877,0.164220228,-4.34998236,evaluation_only
TSX-2020-18,2020-11-01,PS-00220,5.839698461,0.1744839894,-4.621856181,evaluation_only
TSX-2021-01,2021-04-26,PS-00220,11.33588252,0.3387041333,-8.971836311,evaluation_only
TSX-2021-02,2021-05-07,PS-00220,11.67939395,0.3489678899,-9.243710006,evaluation_only
TSX-2021-03,2021-05-18,PS-00220,12.02290536,0.3592316463,-9.515583696,evaluation_only
TSX-2021-04,2021-05-29,PS-00220,12.36641677,0.3694954025,-9.787457379,evaluation_only
TSX-2021-05,2021-06-09,PS-00220,12.70992819,0.3797591588,-10.05933107,evaluation_only
TSX-2021-06,2021-06-20,PS-00220,13.05343961,0.3900229154,-10.33120476,evaluation_only
TSX-2021-07,2021-07-01,PS-00220,13.39695102,0.4002866717,-10.60307845,evaluation_only
TSX-2021-08,2021-07-12,PS-00220,13.74046243,0.4105504278,-10.87495213,evaluation_only
TSX-2021-09,2021-07-23,PS-00220,14.08397383,0.4208141836,-11.1468258,evaluation_only
TSX-2021-10,2021-08-03,PS-00220,14.42748522,0.4310779393,-11.41869947,evaluation_only
TSX-2021-11,2021-08-14,PS-00220,14.7709966,0.4413416947,-11.69057314,evaluation_only
TSX-2021-12,2021-08-25,PS-00220,15.11450798,0.4516054499,-11.96244679,evaluation_only
TSX-2021-13,2021-09-05,PS-00220,15.45801935,0.4618692049,-12.23432045,evaluation_only
TSX-2021-14,2021-09-16,PS-00220,15.80153071,0.4721329597,-12.50619409,evaluation_only
TSX-2021-15,2021-09-27,PS-00220,16.14504207,0.4823967142,-12.77806773,evaluation_only
TSX-2021-16,2021-10-08,PS-00220,16.48855342,0.4926604686,-13.04994137,evaluation_only
TSX-2020-01,2020-04-28,PS-00221,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00221,0.3062202428,-0.002136563822,-0.2489932211,evaluation_only
TSX-2020-03,2020-05-20,PS-00221,0.6175759742,-0.004308959043,-0.502162201,evaluation_only
TSX-2020-04,2020-05-31,PS-00221,0.9346177583,-0.006521027062,-0.7599546133,evaluation_only
TSX-2020-05,2020-06-11,PS-00221,1.257875248,-0.008776463384,-1.022801128,evaluation_only
TSX-2020-06,2020-06-22,PS-00221,1.588125288,-0.01108068821,-1.291333412,evaluation_only
TSX-2020-07,2020-07-03,PS-00221,1.926603003,-0.01344231929,-1.566555768,evaluation_only
TSX-2020-08,2020-07-14,PS-00221,2.274313919,-0.01586837237,-1.849285806,evaluation_only
TSX-2020-09,2020-07-25,PS-00221,2.632190878,-0.0183653561,-2.140282038,evaluation_only
TSX-2020-10,2020-08-05,PS-00221,3.001119852,-0.02093945209,-2.440264864,evaluation_only
TSX-2020-11,2020-08-16,PS-00221,3.382404053,-0.02359975313,-2.750293948,evaluation_only
TSX-2020-12,2020-08-27,PS-00221,3.777807312,-0.02635856584,-3.071803493,evaluation_only
TSX-2020-13,2020-09-07,PS-00221,4.188495773,-0.02922402666,-3.405741713,evaluation_only
TSX-2020-14,2020-09-18,PS-00221,4.616189927,-0.03220813982,-3.753507569,evaluation_only
TSX-2020-15,2020-09-29,PS-00221,5.063217191,-0.03532714421,-4.116993528,evaluation_only
TSX-2020-16,2020-10-10,PS-00221,5.532142521,-0.03859893606,-4.4982852,evaluation_only
TSX-2020-17,2020-10-21,PS-00221,6.02527718,-0.04203964155,-4.899261915,evaluation_only
TSX-2020-18,2020-11-01,PS-00221,6.543896972,-0.04565816224,-5.320961054,evaluation_only
TSX-2021-01,2021-04-26,PS-00221,21.86499778,-0.1525567441,-17.77882539,evaluation_only
TSX-2021-02,2021-05-07,PS-00221,23.28594784,-0.1624710152,-18.9342256,evaluation_only
TSX-2021-03,2021-05-18,PS-00221,24.78034666,-0.1728977539,-20.14934833,evaluation_only
TSX-2021-04,2021-05-29,PS-00221,26.34650948,-0.1838252053,-21.42282366,evaluation_only
TSX-2021-05,2021-06-09,PS-00221,28.02469576,-0.1955342682,-22.78738729,evaluation_only
TSX-2021-06,2021-06-20,PS-00221,29.81369108,-0.2080164695,-24.24205176,evaluation_only
TSX-2021-07,2021-07-01,PS-00221,31.67212405,-0.2209831519,-25.75317724,evaluation_only
TSX-2021-08,2021-07-12,PS-00221,33.59784055,-0.2344192859,-27.31901218,evaluation_only
TSX-2021-09,2021-07-23,PS-00221,35.58700705,-0.248298124,-28.93643946,evaluation_only
TSX-2021-10,2021-08-03,PS-00221,37.63537187,-0.2625900014,-30.60200196,evaluation_only
TSX-2021-11,2021-08-14,PS-00221,39.74001222,-0.2772745251,-32.31332312,evaluation_only
TSX-2021-12,2021-08-25,PS-00221,41.89931911,-0.292340469,-34.06909463,evaluation_only
TSX-2021-13,2021-09-05,PS-00221,44.10878254,-0.3077563657,-35.86564933,evaluation_only
TSX-2021-14,2021-09-16,PS-00221,46.36515788,-0.3234995768,-37.70034895,evaluation_only
TSX-2021-15,2021-09-27,PS-00221,48.66643097,-0.3395560491,-39.57155575,evaluation_only
TSX-2021-16,2021-10-08,PS-00221,51.01007355,-0.3559081422,-41.47721394,evaluation_only
TSX-2020-01,2020-04-28,PS-00222,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00222,0.4781552126,0.03825206726,-0.364351692,evaluation_only
TSX-2020-03,2020-05-20,PS-00222,0.9563008145,0.07650336566,-0.7286960606,evaluation_only
TSX-2020-04,2020-05-31,PS-00222,1.434437229,0.1147539291,-1.093033429,evaluation_only
TSX-2020-05,2020-06-11,PS-00222,1.912564869,0.1530037905,-1.45736411,evaluation_only
TSX-2020-06,2020-06-22,PS-00222,2.390684259,0.191252992,-1.821688505,evaluation_only
TSX-2020-07,2020-07-03,PS-00222,2.86879614,0.2295015928,-2.186007179,evaluation_only
TSX-2020-08,2020-07-14,PS-00222,3.346901142,0.2677496432,-2.550320611,evaluation_only
TSX-2020-09,2020-07-25,PS-00222,3.824999859,0.3059971909,-2.914629253,evaluation_only
TSX-2020-10,2020-08-05,PS-00222,4.30309286,0.3442442812,-3.27893354,evaluation_only
TSX-2020-11,2020-08-16,PS-00222,4.781180908,0.3824909754,-3.643234054,evaluation_only
TSX-2020-12,2020-08-27,PS-00222,5.259264985,0.4207373518,-4.00753154,evaluation_only
TSX-2020-13,2020-09-07,PS-00222,5.737345785,0.4589834661,-4.37182653,evaluation_only
TSX-2020-14,2020-09-18,PS-00222,6.215424263,0.4972293947,-4.736119751,evaluation_only
TSX-2020-15,2020-09-29,PS-00222,6.693501661,0.5354752368,-5.100412148,evaluation_only
TSX-2020-16,2020-10-10,PS-00222,7.171579328,0.5737211005,-5.464704751,evaluation_only
TSX-2020-17,2020-10-21,PS-00222,7.649658492,0.611967084,-5.828998495,evaluation_only
TSX-2020-18,2020-11-01,PS-00222,8.127739893,0.6502132463,-6.193293942,evaluation_only
TSX-2021-01,2021-04-26,PS-00222,15.77917034,1.262322085,-12.02364265,evaluation_only
TSX-2021-02,2021-05-07,PS-00222,16.25753029,1.300590532,-12.38815036,evaluation_only
TSX-2021-03,2021-05-18,PS-00222,16.73591728,1.338861141,-12.75267866,evaluation_only
TSX-2021-04,2021-05-29,PS-00222,17.2143306,1.377133857,-13.11722703,evaluation_only
TSX-2021-05,2021-06-09,PS-00222,17.73258781,1.418594054,-13.51213623,evaluation_only
TSX-2021-06,2021-06-20,PS-00222,18.29068843,1.463241695,-13.93740589,evaluation_only
TSX-2021-07,2021-07-01,PS-00222,18.84881459,1.50789138,-14.36269501,evaluation_only
TSX-2021-08,2021-07-12,PS-00222,19.40696538,1.552543035,-14.7880029,evaluation_only
TSX-2021-09,2021-07-23,PS-00222,19.96513907,1.597196522,-15.21332824,evaluation_only
TSX-2021-10,2021-08-03,PS-00222,20.52333377,1.64185169,-15.63866959,evaluation_only
TSX-2021-11,2021-08-14,PS-00222,21.08154818,1.686508434,-16.06402596,evaluation_only
TSX-2021-12,2021-08-25,PS-00222,21.63978163,1.731166702,-16.48939684,evaluation_only
TSX-2021-13,2021-09-05,PS-00222,22.1980321,1.775826331,-16.91478068,evaluation_only
TSX-2021-14,2021-09-16,PS-00222,22.75629813,1.820487205,-17.34017638,evaluation_only
TSX-2021-15,2021-09-27,PS-00222,23.31457886,1.865149255,-17.76558329,evaluation_only
TSX-2021-16,2021-10-08,PS-00222,23.8728732,1.909812394,-18.19100056,evaluation_only
TSX-2020-01,2020-04-28,PS-00223,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00223,0.374537154,0.02958917445,-0.2856148422,evaluation_only
TSX-2020-03,2020-05-20,PS-00223,0.7491130394,0.05918140877,-0.5712592203,evaluation_only
TSX-2020-04,2020-05-31,PS-00223,1.123732585,0.08877709232,-0.8569368928,evaluation_only
TSX-2020-05,2020-06-11,PS-00223,1.498400534,0.1183765999,-1.142651477,evaluation_only
TSX-2020-06,2020-06-22,PS-00223,1.873123803,0.1479804778,-1.428408247,evaluation_only
TSX-2020-07,2020-07-03,PS-00223,2.247913337,0.1775895907,-1.714215549,evaluation_only
TSX-2020-08,2020-07-14,PS-00223,2.62277806,0.2072046438,-2.000080189,evaluation_only
TSX-2020-09,2020-07-25,PS-00223,2.997726257,0.2368262915,-2.286008485,evaluation_only
TSX-2020-10,2020-08-05,PS-00223,3.372765799,0.2664551555,-2.572006439,evaluation_only
TSX-2020-11,2020-08-16,PS-00223,3.747908225,0.2960921476,-2.858082849,evaluation_only
TSX-2020-12,2020-08-27,PS-00223,4.123169122,0.3257384993,-3.144249605,evaluation_only
TSX-2020-13,2020-09-07,PS-00223,4.498558824,0.3553950267,-3.430514583,evaluation_only
TSX-2020-14,2020-09-18,PS-00223,4.874092534,0.385062931,-3.71688938,evaluation_only
TSX-2020-15,2020-09-29,PS-00223,5.249790794,0.4147438352,-4.00338966,evaluation_only
TSX-2020-16,2020-10-10,PS-00223,5.625676233,0.4444395268,-4.290032678,evaluation_only
TSX-2020-17,2020-10-21,PS-00223,6.001769246,0.4741516172,-4.576833989,evaluation_only
TSX-2020-18,2020-11-01,PS-00223,6.378081125,0.5038809984,-4.863802202,evaluation_only
TSX-2021-01,2021-04-26,PS-00223,12.46019226,0.9843797834,-9.501903372,evaluation_only
TSX-2021-02,2021-05-07,PS-00223,12.84435964,1.014729765,-9.794862039,evaluation_only
TSX-2021-03,2021-05-18,PS-00223,13.22916876,1.045130445,-10.08831008,evaluation_only
TSX-2021-04,2021-05-29,PS-00223,13.61460486,1.075580657,-10.38223625,evaluation_only
TSX-2021-05,2021-06-09,PS-00223,14.69813003,1.161181285,-11.20851174,evaluation_only
TSX-2021-06,2021-06-20,PS-00223,16.47973365,1.301931487,-12.56712846,evaluation_only
TSX-2021-07,2021-07-01,PS-00223,18.26194395,1.442729619,-13.92620781,evaluation_only
TSX-2021-08,2021-07-12,PS-00223,20.04474204,1.583574187,-15.2857354,evaluation_only
TSX-2021-09,2021-07-23,PS-00223,21.82809425,1.724462532,-16.64568556,evaluation_only
TSX-2021-10,2021-08-03,PS-00223,23.61196326,1.865391705,-18.00602982,evaluation_only
TSX-2021-11,2021-08-14,PS-00223,25.39632342,2.006359679,-19.36674861,evaluation_only
TSX-2021-12,2021-08-25,PS-00223,27.18116062,2.147365341,-20.72783119,evaluation_only
TSX-2021-13,2021-09-05,PS-00223,28.96643526,2.288405561,-22.08924735,evaluation_only
TSX-2021-14,2021-09-16,PS-00223,30.75211885,2.42947809,-23.45097537,evaluation_only
TSX-2021-15,2021-09-27,PS-00223,32.53819374,2.570581532,-24.81300179,evaluation_only
TSX-2021-16,2021-10-08,PS-00223,34.32463774,2.711714134,-26.17530968,evaluation_only
TSX-2020-01,2020-04-28,PS-00224,0,0,0,evaluation_only
TSX-2020-02,2020-05-09,PS-00224,0.4733670944,0.03613954832,-0.3617197305,evaluation_only
TSX-2020-03,2020-05-20,PS-00224,0.9467324779,0.07227896602,-0.7234381535,evaluation_only
TSX-2020-04,2020-05-31,PS-00224,1.420096174,0.1084182549,-1.085155287,evaluation_only
TSX-2020-05,2020-06-11,PS-00224,1.893458205,0.1445574166,-1.446871148,evaluation_only
TSX-2020-06,2020-06-22,PS-00224,2.366818594,0.1806964531,-1.808585755,evaluation_only
TSX-2020-07,2020-07-03,PS-00224,2.840177365,0.2168353659,-2.170299125,evaluation_only
TSX-2020-08,2020-07-14,PS-00224,3.313534537,0.2529741567,-2.532011274,evaluation_only
TSX-2020-09,2020-07-25,PS-00224,3.786890135,0.2891128273,-2.893722219,evaluation_only
TSX-2020-10,2020-08-05,PS-00224,4.260244178,0.3252513792,-3.255431976,evaluation_only
