sample_id,early_acceleration_label,days_to_event,true_velocity_mm_y,event_onset_date
ST-052::2023-01-01,0,273,99.59974281,2023-10-01
ST-052::2023-02-01,0,242,99.01408349,2023-10-01
ST-052::2023-04-01,0,183,112.9376058,2023-10-01
ST-052::2023-05-01,1,153,114.1810457,2023-10-01
ST-052::2023-06-01,1,122,134.6338855,2023-10-01
ST-052::2023-08-01,1,61,171.9625199,2023-10-01
ST-052::2023-09-01,1,30,200.9177281,2023-10-01
ST-052::2023-11-01,0,-31,260.2791788,2023-10-01
ST-052::2023-12-01,0,-61,281.2778033,2023-10-01
ST-052::2024-02-01,0,-123,323.823659,2023-10-01
ST-052::2024-04-01,0,-183,346.6332409,2023-10-01
ST-052::2024-05-01,0,-213,349.0690968,2023-10-01
ST-052::2024-07-01,0,-274,361.3162663,2023-10-01
ST-052::2024-08-01,0,-305,360.7940146,2023-10-01
ST-052::2024-11-01,0,-397,366.8342447,2023-10-01
ST-052::2025-02-01,0,-489,363.5302097,2023-10-01
ST-052::2025-05-01,0,-578,363.0135085,2023-10-01
ST-052::2025-08-01,0,-670,360.8958373,2023-10-01
ST-052::2025-11-01,0,-762,358.3709705,2023-10-01
ST-053::2022-11-01,0,517,59.13768898,2024-04-01
ST-053::2023-02-01,0,425,60.43326801,2024-04-01
ST-053::2023-05-01,0,336,61.54831965,2024-04-01
ST-053::2023-07-01,0,275,58.57245609,2024-04-01
ST-053::2023-08-01,0,244,59.09684571,2024-04-01
ST-053::2023-10-01,0,183,61.71647168,2024-04-01
ST-053::2023-12-01,1,122,64.89527889,2024-04-01
ST-053::2024-02-01,1,60,60.42078662,2024-04-01
ST-053::2024-03-01,1,31,59.72973895,2024-04-01
ST-053::2024-05-01,0,-30,229.5401646,2024-04-01
ST-053::2024-06-01,0,-61,229.4048367,2024-04-01
ST-053::2024-08-01,0,-122,229.0243198,2024-04-01
ST-053::2024-10-01,0,-183,227.1272373,2024-04-01
ST-053::2024-11-01,0,-214,233.1573112,2024-04-01
ST-053::2025-01-01,0,-275,230.925679,2024-04-01
ST-053::2025-02-01,0,-306,233.3427702,2024-04-01
ST-053::2025-05-01,0,-395,227.8318766,2024-04-01
ST-053::2025-08-01,0,-487,229.9482197,2024-04-01
ST-053::2025-11-01,0,-579,233.1301421,2024-04-01
ST-054::2022-11-01,0,700,84.63771058,2024-10-01
ST-054::2023-02-01,0,608,87.24724959,2024-10-01
ST-054::2023-05-01,0,519,80.16388002,2024-10-01
ST-054::2023-08-01,0,427,82.72433675,2024-10-01
ST-054::2023-11-01,0,335,88.98071279,2024-10-01
ST-054::2024-01-01,0,274,86.31111991,2024-10-01
ST-054::2024-02-01,0,243,90.50888727,2024-10-01
ST-054::2024-04-01,0,183,93.37596934,2024-10-01
ST-054::2024-05-01,1,153,96.39930104,2024-10-01
ST-054::2024-06-01,1,122,105.5936464,2024-10-01
ST-054::2024-08-01,1,61,117.0517546,2024-10-01
ST-054::2024-09-01,1,30,127.2951992,2024-10-01
ST-054::2024-11-01,0,-31,145.5339946,2024-10-01
ST-054::2024-12-01,0,-61,161.0568974,2024-10-01
ST-054::2025-02-01,0,-123,199.0326749,2024-10-01
ST-054::2025-04-01,0,-182,235.1263435,2024-10-01
ST-054::2025-05-01,0,-212,249.1274628,2024-10-01
ST-054::2025-07-01,0,-273,273.4783772,2024-10-01
ST-054::2025-08-01,0,-304,283.4759946,2024-10-01
ST-054::2025-11-01,0,-396,305.7498457,2024-10-01
ST-055::2023-02-01,0,759,37.60335505,2025-03-01
ST-055::2023-05-01,0,670,37.60690368,2025-03-01
ST-055::2023-08-01,0,578,37.16389936,2025-03-01
ST-055::2023-11-01,0,486,41.97688253,2025-03-01
ST-055::2024-02-01,0,394,42.95259408,2025-03-01
ST-055::2024-05-01,0,304,41.46059126,2025-03-01
ST-055::2024-06-01,0,273,41.13275318,2025-03-01
ST-055::2024-08-01,0,212,51.988241,2025-03-01
ST-055::2024-09-01,0,181,55.89890808,2025-03-01
ST-055::2024-11-01,1,120,71.76338945,2025-03-01
ST-055::2025-01-01,1,59,89.47778182,2025-03-01
ST-055::2025-02-01,1,28,107.7064522,2025-03-01
ST-055::2025-05-01,0,-61,154.0352792,2025-03-01
ST-055::2025-07-01,0,-122,175.6790803,2025-03-01
ST-055::2025-08-01,0,-153,179.9856061,2025-03-01
ST-055::2025-09-01,0,-184,188.8224071,2025-03-01
ST-055::2025-11-01,0,-245,194.4242505,2025-03-01
ST-055::2025-12-01,0,-275,195.709178,2025-03-01
ST-056::2022-11-01,0,973,40.31711925,2025-07-01
ST-056::2023-02-01,0,881,34.40344513,2025-07-01
ST-056::2023-05-01,0,792,41.30638368,2025-07-01
ST-056::2023-11-01,0,608,35.17763847,2025-07-01
ST-056::2024-02-01,0,516,37.60129845,2025-07-01
ST-056::2024-05-01,0,426,40.19186407,2025-07-01
ST-056::2024-08-01,0,334,36.89905375,2025-07-01
ST-056::2024-10-01,0,273,42.11952221,2025-07-01
ST-056::2024-11-01,0,242,37.8556396,2025-07-01
ST-056::2025-01-01,0,181,44.33961594,2025-07-01
ST-056::2025-02-01,1,150,47.58763789,2025-07-01
ST-056::2025-03-01,1,122,50.53160842,2025-07-01
ST-056::2025-05-01,1,61,72.51184643,2025-07-01
ST-056::2025-06-01,1,30,92.26914568,2025-07-01
ST-056::2025-08-01,0,-31,143.6768829,2025-07-01
ST-056::2025-09-01,0,-62,165.020632,2025-07-01
ST-056::2025-11-01,0,-123,192.9532647,2025-07-01
ST-057::2022-06-01,0,-61,225.4372034,2022-04-01
ST-057::2022-08-01,0,-122,137.4963785,2022-04-01
ST-057::2022-10-01,0,-183,87.21157641,2022-04-01
ST-057::2022-11-01,0,-214,80.98202072,2022-04-01
ST-057::2023-01-01,0,-275,71.11437439,2022-04-01
ST-057::2023-02-01,0,-306,68.35327547,2022-04-01
ST-057::2023-05-01,0,-395,72.16260838,2022-04-01
ST-057::2023-08-01,0,-487,68.0911566,2022-04-01
ST-057::2023-11-01,0,-579,72.75461623,2022-04-01
ST-057::2024-02-01,0,-671,72.26356556,2022-04-01
ST-057::2024-05-01,0,-761,70.75757991,2022-04-01
ST-057::2024-08-01,0,-853,76.23536564,2022-04-01
ST-057::2024-11-01,0,-945,67.62145089,2022-04-01
ST-057::2025-02-01,0,-1037,72.72265993,2022-04-01
ST-057::2025-05-01,0,-1126,70.66327024,2022-04-01
ST-057::2025-08-01,0,-1218,66.1323778,2022-04-01
ST-057::2025-11-01,0,-1310,71.04260132,2022-04-01
ST-058::2022-05-01,1,153,86.66966156,2022-10-01
ST-058::2022-06-01,1,122,105.9972928,2022-10-01
ST-058::2022-09-01,1,30,147.8411812,2022-10-01
ST-058::2022-11-01,0,-31,192.528021,2022-10-01
ST-058::2022-12-01,0,-61,219.1200925,2022-10-01
ST-058::2023-02-01,0,-123,250.7233988,2022-10-01
ST-058::2023-04-01,0,-182,267.4160063,2022-10-01
ST-058::2023-08-01,0,-304,278.6629852,2022-10-01
ST-058::2023-11-01,0,-396,279.4882697,2022-10-01
ST-058::2024-02-01,0,-488,275.9216881,2022-10-01
ST-058::2024-05-01,0,-578,275.5351636,2022-10-01
ST-058::2024-08-01,0,-670,273.2942415,2022-10-01
ST-058::2024-11-01,0,-762,274.7453861,2022-10-01
ST-058::2025-05-01,0,-943,271.4494098,2022-10-01
ST-058::2025-08-01,0,-1035,265.9827356,2022-10-01
ST-058::2025-11-01,0,-1127,269.8820121,2022-10-01
ST-059::2022-08-01,0,243,19.41249847,2023-04-01
ST-059::2022-10-01,0,182,11.6192723,2023-04-01
ST-059::2022-11-01,1,151,13.64219151,2023-04-01
ST-059::2022-12-01,1,121,12.75189308,2023-04-01
ST-059::2023-02-01,1,59,11.91080144,2023-04-01
ST-059::2023-03-01,1,31,15.24578765,2023-04-01
ST-059::2023-05-01,0,-30,229.8879915,2023-04-01
ST-059::2023-06-01,0,-61,228.944719,2023-04-01
ST-059::2023-08-01,0,-122,235.3983096,2023-04-01
ST-059::2023-10-01,0,-183,232.6588952,2023-04-01
ST-059::2023-11-01,0,-214,232.2034323,2023-04-01
ST-059::2024-01-01,0,-275,230.477387,2023-04-01
ST-059::2024-02-01,0,-306,230.9762023,2023-04-01
ST-059::2024-08-01,0,-488,231.708219,2023-04-01
ST-059::2024-11-01,0,-580,231.1941745,2023-04-01
ST-059::2025-02-01,0,-672,233.7844143,2023-04-01
ST-059::2025-05-01,0,-761,231.9134591,2023-04-01
ST-059::2025-08-01,0,-853,232.5698175,2023-04-01
ST-059::2025-11-01,0,-945,228.841125,2023-04-01
ST-060::2022-11-01,0,334,17.34907018,2023-10-01
ST-060::2023-01-01,0,273,21.04546299,2023-10-01
ST-060::2023-02-01,0,242,23.6565852,2023-10-01
ST-060::2023-04-01,0,183,28.57281904,2023-10-01
ST-060::2023-05-01,1,153,33.44638493,2023-10-01
ST-060::2023-06-01,1,122,34.64021956,2023-10-01
ST-060::2023-08-01,1,61,48.25140676,2023-10-01
ST-060::2023-09-01,1,30,58.48330946,2023-10-01
ST-060::2023-11-01,0,-31,90.4870404,2023-10-01
ST-060::2023-12-01,0,-61,101.6713178,2023-10-01
ST-060::2024-02-01,0,-123,144.2261754,2023-10-01
ST-060::2024-05-01,0,-213,193.8740774,2023-10-01
ST-060::2024-07-01,0,-274,221.3148872,2023-10-01
ST-060::2024-08-01,0,-305,233.366586,2023-10-01
ST-060::2024-11-01,0,-397,255.2356085,2023-10-01
ST-060::2025-02-01,0,-489,262.9761469,2023-10-01
ST-060::2025-05-01,0,-578,269.8344457,2023-10-01
ST-060::2025-08-01,0,-670,273.3295815,2023-10-01
ST-060::2025-11-01,0,-762,274.7212155,2023-10-01
ST-061::2023-02-01,0,425,45.23876097,2024-04-01
ST-061::2023-05-01,0,336,46.58047306,2024-04-01
ST-061::2023-07-01,0,275,48.67755431,2024-04-01
ST-061::2023-08-01,0,244,52.61023968,2024-04-01
ST-061::2023-10-01,0,183,67.98143299,2024-04-01
ST-061::2023-11-01,1,152,76.22383242,2024-04-01
ST-061::2023-12-01,1,122,85.77431419,2024-04-01
ST-061::2024-02-01,1,60,125.0051162,2024-04-01
ST-061::2024-03-01,1,31,138.5483795,2024-04-01
ST-061::2024-05-01,0,-30,190.4852262,2024-04-01
ST-061::2024-06-01,0,-61,211.18111,2024-04-01
ST-061::2024-08-01,0,-122,249.5541607,2024-04-01
ST-061::2024-10-01,0,-183,265.419927,2024-04-01
ST-061::2024-11-01,0,-214,276.4158794,2024-04-01
ST-061::2025-01-01,0,-275,286.1288467,2024-04-01
ST-061::2025-02-01,0,-306,284.4302942,2024-04-01
ST-061::2025-08-01,0,-487,290.8531384,2024-04-01
ST-061::2025-11-01,0,-579,291.136215,2024-04-01
ST-062::2022-11-01,0,700,10.37109701,2024-10-01
ST-062::2023-02-01,0,608,14.56968447,2024-10-01
ST-062::2023-05-01,0,519,13.00930826,2024-10-01
ST-062::2023-08-01,0,427,14.36594187,2024-10-01
ST-062::2023-11-01,0,335,15.77490554,2024-10-01
ST-062::2024-01-01,0,274,11.94519856,2024-10-01
ST-062::2024-02-01,0,243,12.88535418,2024-10-01
ST-062::2024-04-01,0,183,15.83178382,2024-10-01
ST-062::2024-05-01,1,153,19.33533695,2024-10-01
ST-062::2024-06-01,1,122,25.54775661,2024-10-01
ST-062::2024-08-01,1,61,58.90512601,2024-10-01
ST-062::2024-11-01,0,-31,174.3618848,2024-10-01
ST-062::2024-12-01,0,-61,203.4611246,2024-10-01
ST-062::2025-02-01,0,-123,236.9669431,2024-10-01
ST-062::2025-05-01,0,-212,248.918557,2024-10-01
ST-062::2025-07-01,0,-273,248.9460272,2024-10-01
ST-062::2025-08-01,0,-304,251.8438738,2024-10-01
ST-062::2025-11-01,0,-396,251.4571275,2024-10-01
ST-063::2022-11-01,0,851,26.2929817,2025-03-01
ST-063::2023-05-01,0,670,21.08618827,2025-03-01
ST-063::2023-08-01,0,578,25.0697851,2025-03-01
ST-063::2023-11-01,0,486,26.12096962,2025-03-01
ST-063::2024-02-01,0,394,25.84479829,2025-03-01
ST-063::2024-05-01,0,304,20.58503364,2025-03-01
ST-063::2024-08-01,0,212,31.5797338,2025-03-01
ST-063::2024-09-01,0,181,42.36864967,2025-03-01
ST-063::2024-11-01,1,120,93.30824763,2025-03-01
ST-063::2025-01-01,1,59,186.8924103,2025-03-01
ST-063::2025-02-01,1,28,234.073455,2025-03-01
ST-063::2025-04-01,0,-31,251.3303245,2025-03-01
ST-063::2025-05-01,0,-61,217.7914495,2025-03-01
ST-063::2025-08-01,0,-153,106.9701075,2025-03-01
ST-063::2025-09-01,0,-184,87.41819019,2025-03-01
ST-063::2025-11-01,0,-245,80.39470869,2025-03-01
ST-063::2025-12-01,0,-275,75.51304757,2025-03-01
ST-064::2022-11-01,0,973,37.87854446,2025-07-01
ST-064::2023-02-01,0,881,37.02265172,2025-07-01
ST-064::2023-05-01,0,792,28.2792688,2025-07-01
ST-064::2023-08-01,0,700,32.56907546,2025-07-01
ST-064::2023-11-01,0,608,27.58510064,2025-07-01
ST-064::2024-02-01,0,516,26.46362229,2025-07-01
ST-064::2024-05-01,0,426,17.90347983,2025-07-01
ST-064::2024-08-01,0,334,25.24129475,2025-07-01
ST-064::2024-10-01,0,273,26.09221019,2025-07-01
ST-064::2024-11-01,0,242,31.48811133,2025-07-01
ST-064::2025-01-01,0,181,36.5888415,2025-07-01
ST-064::2025-02-01,1,150,42.81760225,2025-07-01
ST-064::2025-03-01,1,122,41.09836996,2025-07-01
ST-064::2025-05-01,1,61,68.86708908,2025-07-01
ST-064::2025-06-01,1,30,81.15244372,2025-07-01
ST-064::2025-08-01,0,-31,112.2065128,2025-07-01
ST-064::2025-09-01,0,-62,126.870411,2025-07-01
ST-064::2025-11-01,0,-123,147.8764402,2025-07-01
ST-065::2022-06-01,0,-61,259.3769005,2022-04-01
ST-065::2022-08-01,0,-122,264.7702317,2022-04-01
ST-065::2022-10-01,0,-183,264.0574213,2022-04-01
ST-065::2022-11-01,0,-214,261.2024609,2022-04-01
ST-065::2023-01-01,0,-275,263.4930592,2022-04-01
ST-065::2023-02-01,0,-306,259.6569794,2022-04-01
ST-065::2023-05-01,0,-395,263.8589064,2022-04-01
ST-065::2023-08-01,0,-487,261.142725,2022-04-01
ST-065::2023-11-01,0,-579,263.3308913,2022-04-01
ST-065::2024-02-01,0,-671,264.7486638,2022-04-01
ST-065::2024-05-01,0,-761,260.8819133,2022-04-01
ST-065::2024-08-01,0,-853,261.3166038,2022-04-01
ST-065::2024-11-01,0,-945,262.8417792,2022-04-01
ST-065::2025-02-01,0,-1037,261.2884977,2022-04-01
ST-065::2025-05-01,0,-1126,262.6576839,2022-04-01
ST-065::2025-08-01,0,-1218,261.2468476,2022-04-01
ST-065::2025-11-01,0,-1310,260.1867272,2022-04-01
ST-066::2022-05-01,1,153,32.20831127,2022-10-01
ST-066::2022-06-01,1,122,34.21791638,2022-10-01
ST-066::2022-08-01,1,61,41.53363736,2022-10-01
ST-066::2022-09-01,1,30,48.13035971,2022-10-01
ST-066::2022-11-01,0,-31,59.80783109,2022-10-01
ST-066::2022-12-01,0,-61,76.59713709,2022-10-01
ST-066::2023-02-01,0,-123,89.34345035,2022-10-01
ST-066::2023-04-01,0,-182,109.101092,2022-10-01
ST-066::2023-05-01,0,-212,119.6917469,2022-10-01
ST-066::2023-07-01,0,-273,127.5597378,2022-10-01
ST-066::2023-08-01,0,-304,141.065144,2022-10-01
ST-066::2023-11-01,0,-396,152.6963497,2022-10-01
ST-066::2024-02-01,0,-488,156.6797633,2022-10-01
ST-066::2024-05-01,0,-578,158.3273778,2022-10-01
ST-066::2024-08-01,0,-670,163.1563908,2022-10-01
ST-066::2024-11-01,0,-762,164.7204258,2022-10-01
ST-066::2025-02-01,0,-854,166.4682254,2022-10-01
ST-066::2025-05-01,0,-943,164.3515052,2022-10-01
ST-066::2025-08-01,0,-1035,162.4977953,2022-10-01
ST-066::2025-11-01,0,-1127,158.2051599,2022-10-01
ST-067::2022-08-01,0,243,34.42282267,2023-04-01
ST-067::2022-10-01,0,182,47.56696331,2023-04-01
ST-067::2022-11-01,1,151,49.44303109,2023-04-01
ST-067::2022-12-01,1,121,56.97445391,2023-04-01
ST-067::2023-02-01,1,59,80.92113781,2023-04-01
ST-067::2023-03-01,1,31,94.92428438,2023-04-01
ST-067::2023-05-01,0,-30,121.9257264,2023-04-01
ST-067::2023-06-01,0,-61,139.6306861,2023-04-01
ST-067::2023-08-01,0,-122,168.8537202,2023-04-01
ST-067::2023-10-01,0,-183,185.5798452,2023-04-01
ST-067::2023-11-01,0,-214,183.9068395,2023-04-01
ST-067::2024-01-01,0,-275,190.939904,2023-04-01
ST-067::2024-02-01,0,-306,191.7067509,2023-04-01
ST-067::2024-05-01,0,-396,192.4402489,2023-04-01
ST-067::2024-08-01,0,-488,191.5063227,2023-04-01
ST-067::2024-11-01,0,-580,193.6355747,2023-04-01
ST-067::2025-02-01,0,-672,195.6431306,2023-04-01
ST-067::2025-05-01,0,-761,191.618639,2023-04-01
ST-067::2025-08-01,0,-853,191.1402159,2023-04-01
ST-067::2025-11-01,0,-945,194.2631285,2023-04-01
ST-068::2022-11-01,0,334,28.63491193,2023-10-01
ST-068::2023-01-01,0,273,24.4793136,2023-10-01
ST-068::2023-02-01,0,242,28.43274551,2023-10-01
ST-068::2023-04-01,0,183,27.55157315,2023-10-01
ST-068::2023-05-01,1,153,35.58817901,2023-10-01
ST-068::2023-06-01,1,122,42.76645255,2023-10-01
ST-068::2023-08-01,1,61,75.74224831,2023-10-01
ST-068::2023-09-01,1,30,107.0759475,2023-10-01
ST-068::2023-11-01,0,-31,196.2774746,2023-10-01
ST-068::2023-12-01,0,-61,230.8587714,2023-10-01
ST-068::2024-02-01,0,-123,269.7662831,2023-10-01
ST-068::2024-04-01,0,-183,282.0372348,2023-10-01
ST-068::2024-05-01,0,-213,277.1202324,2023-10-01
ST-068::2024-07-01,0,-274,283.4534799,2023-10-01
ST-068::2024-08-01,0,-305,286.3376568,2023-10-01
ST-068::2024-11-01,0,-397,280.0719275,2023-10-01
ST-068::2025-02-01,0,-489,281.2831545,2023-10-01
ST-068::2025-05-01,0,-578,281.425134,2023-10-01
ST-068::2025-08-01,0,-670,283.415636,2023-10-01
ST-069::2022-11-01,0,517,33.54456451,2024-04-01
ST-069::2023-02-01,0,425,31.84698842,2024-04-01
ST-069::2023-05-01,0,336,32.0292828,2024-04-01
ST-069::2023-07-01,0,275,33.00407939,2024-04-01
ST-069::2023-08-01,0,244,35.53684161,2024-04-01
ST-069::2023-10-01,0,183,43.52301833,2024-04-01
ST-069::2023-11-01,1,152,59.85486924,2024-04-01
ST-069::2023-12-01,1,122,77.61893107,2024-04-01
ST-069::2024-02-01,1,60,147.3877123,2024-04-01
ST-069::2024-03-01,1,31,180.8233761,2024-04-01
ST-069::2024-05-01,0,-30,196.9270459,2024-04-01
ST-069::2024-06-01,0,-61,171.7715547,2024-04-01
ST-069::2024-08-01,0,-122,112.0202491,2024-04-01
ST-069::2024-10-01,0,-183,80.60911414,2024-04-01
ST-069::2024-11-01,0,-214,73.83854093,2024-04-01
ST-069::2025-01-01,0,-275,66.65538251,2024-04-01
ST-069::2025-02-01,0,-306,68.94104156,2024-04-01
ST-069::2025-05-01,0,-395,72.8744982,2024-04-01
ST-069::2025-08-01,0,-487,64.44693696,2024-04-01
ST-069::2025-11-01,0,-579,71.00947722,2024-04-01
ST-070::2022-11-01,0,700,61.48027031,2024-10-01
ST-070::2023-02-01,0,608,59.03976017,2024-10-01
ST-070::2023-05-01,0,519,55.04362563,2024-10-01
ST-070::2023-08-01,0,427,57.59509071,2024-10-01
ST-070::2024-01-01,0,274,54.1541203,2024-10-01
ST-070::2024-02-01,0,243,58.36487623,2024-10-01
ST-070::2024-04-01,0,183,61.53855173,2024-10-01
ST-070::2024-05-01,1,153,61.387794,2024-10-01
ST-070::2024-06-01,1,122,75.46436837,2024-10-01
ST-070::2024-08-01,1,61,92.44965776,2024-10-01
ST-070::2024-09-01,1,30,106.6945578,2024-10-01
ST-070::2024-11-01,0,-31,138.2508789,2024-10-01
ST-070::2024-12-01,0,-61,152.12458,2024-10-01
ST-070::2025-02-01,0,-123,175.1547209,2024-10-01
ST-070::2025-04-01,0,-182,186.421021,2024-10-01
ST-070::2025-05-01,0,-212,185.2904142,2024-10-01
ST-070::2025-07-01,0,-273,191.8317178,2024-10-01
ST-070::2025-08-01,0,-304,193.6940268,2024-10-01
ST-070::2025-11-01,0,-396,195.9357945,2024-10-01
ST-071::2022-11-01,0,851,25.61310593,2025-03-01
ST-071::2023-02-01,0,759,27.8741914,2025-03-01
ST-071::2023-05-01,0,670,24.54703764,2025-03-01
ST-071::2023-08-01,0,578,25.34927108,2025-03-01
ST-071::2023-11-01,0,486,26.45199428,2025-03-01
ST-071::2024-02-01,0,394,23.46556281,2025-03-01
ST-071::2024-06-01,0,273,24.04686458,2025-03-01
ST-071::2024-08-01,0,212,25.19095844,2025-03-01
ST-071::2024-09-01,0,181,23.68696649,2025-03-01
ST-071::2024-11-01,1,120,23.47224535,2025-03-01
ST-071::2025-01-01,1,59,20.10648523,2025-03-01
ST-071::2025-02-01,1,28,23.86444213,2025-03-01
ST-071::2025-04-01,0,-31,191.6485641,2025-03-01
ST-071::2025-05-01,0,-61,191.7432728,2025-03-01
ST-071::2025-07-01,0,-122,190.0343615,2025-03-01
ST-071::2025-08-01,0,-153,190.1022187,2025-03-01
ST-071::2025-09-01,0,-184,188.7125154,2025-03-01
ST-071::2025-11-01,0,-245,190.0303556,2025-03-01
ST-071::2025-12-01,0,-275,188.2047532,2025-03-01
ST-072::2023-02-01,0,881,10.71122935,2025-07-01
ST-072::2023-05-01,0,792,12.63274962,2025-07-01
ST-072::2023-08-01,0,700,9.780603989,2025-07-01
ST-072::2023-11-01,0,608,11.20868123,2025-07-01
ST-072::2024-02-01,0,516,11.66349572,2025-07-01
ST-072::2024-05-01,0,426,13.82270389,2025-07-01
ST-072::2024-08-01,0,334,13.80774782,2025-07-01
ST-072::2024-10-01,0,273,18.69646981,2025-07-01
ST-072::2024-11-01,0,242,22.10176479,2025-07-01
ST-072::2025-01-01,0,181,23.19622277,2025-07-01
ST-072::2025-02-01,1,150,25.06867709,2025-07-01
ST-072::2025-03-01,1,122,28.26411449,2025-07-01
ST-072::2025-05-01,1,61,41.94277647,2025-07-01
ST-072::2025-06-01,1,30,44.19065992,2025-07-01
ST-072::2025-08-01,0,-31,65.73523413,2025-07-01
ST-072::2025-09-01,0,-62,85.02406952,2025-07-01
ST-072::2025-11-01,0,-123,111.9875752,2025-07-01
