sample_id,observed_next_increment_mm,hidden_true_next_increment_mm,hidden_true_next_rate_mm_y,next_observation_uncertainty_mm,use_class
P-H05-W007::C014::C016,10.24198675,10.49458785,19.55687863,0.8653420454,evaluation_only
P-H05-W007::C016::C018,12.21830243,10.45441555,24.79529403,1.011423013,evaluation_only
P-H05-W007::C018::C020,8.435054652,10.93495955,19.01901893,0.9125567036,evaluation_only
P-H05-W007::C020::C022,13.19151782,11.35115873,23.69148987,0.7547795191,evaluation_only
P-H05-W007::C022::C024,12.25164563,13.24704603,25.60044213,1.554303364,evaluation_only
P-H05-W007::C024::C027,70.16011762,70.04197768,58.94661831,0.7509795106,evaluation_only
P-H05-W007::C027::C029,31.92340387,31.63188269,110.0337634,1.224052272,evaluation_only
P-H06-W001::C005::C007,2.68633178,1.648697936,3.44106812,1.231205553,evaluation_only
P-H06-W001::C007::C008,0.9952635261,1.391894822,3.026128475,0.7500487935,evaluation_only
P-H06-W001::C008::C010,-0.08582238755,1.340802511,2.69081383,0.8043622482,evaluation_only
P-H06-W001::C010::C012,1.963817068,1.249691604,2.173570755,0.7135266086,evaluation_only
P-H06-W001::C012::C014,2.182684939,1.086074546,2.361242428,0.7173588682,evaluation_only
P-H06-W001::C014::C016,1.355850607,0.9682778855,1.8044056,1.057078752,evaluation_only
P-H06-W001::C016::C018,1.527882931,1.106277517,2.623817292,1.36077196,evaluation_only
P-H06-W001::C018::C020,-0.6088717192,1.443147751,2.510046267,1.178981296,evaluation_only
P-H06-W001::C020::C022,2.405641979,1.261805721,2.633568798,0.7511025473,evaluation_only
P-H06-W001::C022::C024,1.476857347,1.298499744,2.509402283,0.7168947543,evaluation_only
P-H06-W001::C024::C027,2.244266989,3.467105259,2.917880636,0.7154439522,evaluation_only
P-H06-W001::C027::C029,2.548737922,0.9692336055,3.371548328,0.7463922544,evaluation_only
P-H06-W002::C007::C008,0.9748347287,0.6844814555,1.488136022,0.7825612681,evaluation_only
P-H06-W002::C008::C010,-0.3193418777,1.561372856,3.133469428,0.8478910187,evaluation_only
P-H06-W002::C010::C012,1.551831011,0.7609077423,1.323435966,0.7584289183,evaluation_only
P-H06-W002::C012::C014,2.145711987,1.680484521,3.6535534,0.761567863,evaluation_only
P-H06-W002::C014::C016,0.8782612954,0.744608219,1.387592612,1.111849815,evaluation_only
P-H06-W002::C016::C018,1.69090904,1.103313435,2.616787223,1.44587473,evaluation_only
P-H06-W002::C018::C020,-0.7107113049,0.8438477265,1.467692296,1.239760075,evaluation_only
P-H06-W002::C020::C022,2.218889173,1.347453922,2.812328828,0.7839676872,evaluation_only
P-H06-W002::C022::C024,0.5490304367,0.4297488948,0.8305067927,0.757236832,evaluation_only
P-H06-W002::C024::C027,1.76587485,2.555224483,2.150451019,0.7554294016,evaluation_only
P-H06-W002::C027::C029,2.976966603,1.331953949,4.63329695,0.7801559785,evaluation_only
P-H06-W003::C005::C007,3.2721225,1.823946407,3.806836715,1.331390924,evaluation_only
P-H06-W003::C007::C008,1.903825633,0.9731449025,2.115721284,0.7979754192,evaluation_only
P-H06-W003::C008::C010,-1.160054272,1.503387006,3.017099472,0.8698006531,evaluation_only
P-H06-W003::C010::C012,2.488381699,1.239201372,2.155325244,0.7838244488,evaluation_only
P-H06-W003::C012::C014,2.422684192,1.844426898,4.009981693,0.7865245678,evaluation_only
P-H06-W003::C014::C016,0.9474639537,1.194008724,2.225059624,1.138827426,evaluation_only
P-H06-W003::C016::C018,0.9791339345,1.385032518,3.284955372,1.493167348,evaluation_only
P-H06-W003::C018::C020,0.1250219063,0.8483396132,1.47550497,1.270412938,evaluation_only
P-H06-W003::C020::C022,2.621191472,1.84209028,3.844705569,0.7997873062,evaluation_only
P-H06-W003::C022::C024,1.11465694,0.7785625545,1.504603032,0.7783449251,evaluation_only
P-H06-W004::C005::C007,1.006992269,0.5132753829,1.071279049,1.342971433,evaluation_only
P-H06-W004::C007::C008,2.337029557,1.157823949,2.517233319,0.8005338282,evaluation_only
P-H06-W004::C008::C010,-1.622988882,0.7812974341,1.567960922,0.8755512456,evaluation_only
P-H06-W004::C010::C012,3.990773113,1.928453625,3.354131841,0.7945257625,evaluation_only
P-H06-W004::C012::C014,0.3144035616,0.8433857939,1.833611079,0.7969610829,evaluation_only
P-H06-W004::C014::C016,1.293661612,1.366102392,2.545759688,1.145028248,evaluation_only
P-H06-W004::C016::C018,-0.1866864465,0.6811241687,1.615458458,1.512060733,evaluation_only
P-H06-W004::C018::C020,1.847167734,1.832708567,3.187603829,1.278474106,evaluation_only
P-H06-W004::C020::C022,1.265847923,1.120432674,2.338503053,0.8027762239,evaluation_only
P-H06-W004::C022::C024,2.721639935,1.663853501,3.215462917,0.7850391096,evaluation_only
P-H06-W004::C024::C027,0.8683278426,2.373521913,1.997531978,0.7817865504,evaluation_only
P-H06-W004::C027::C029,1.950358007,0.2615361289,0.9097721054,0.8000938187,evaluation_only
P-H06-W005::C005::C007,1.288826375,0.8072157559,1.684774599,1.33629682,evaluation_only
P-H06-W005::C007::C008,1.615790855,1.146624129,2.49288371,0.7920199711,evaluation_only
P-H06-W005::C008::C010,-0.5985011643,1.422506108,2.854782175,0.8680268065,evaluation_only
P-H06-W005::C010::C012,3.759376346,1.332888533,2.318273985,0.794466752,evaluation_only
P-H06-W005::C012::C014,0.6232473141,0.8668372858,1.884597135,0.7967243818,evaluation_only
P-H06-W005::C014::C016,1.341068232,1.674202773,3.119911034,1.133864673,evaluation_only
P-H06-W005::C016::C018,-0.1417579843,0.7994973648,1.896210471,1.509748751,evaluation_only
P-H06-W005::C018::C022,1.650959583,2.057352006,1.95181252,0.7948175583,evaluation_only
P-H06-W005::C022::C027,4.775872635,4.827528004,2.830264211,0.7791911521,evaluation_only
P-H06-W005::C027::C029,1.078847055,0.0558108818,0.1941421388,0.7951096871,evaluation_only
P-H06-W006::C005::C007,0.7177676867,0.1369648719,0.2858652541,1.285023872,evaluation_only
P-H06-W006::C007::C008,2.237350013,1.319453374,2.868633006,0.7540687562,evaluation_only
P-H06-W006::C008::C010,0.003001774161,0.5876488105,1.179333671,0.8265249011,evaluation_only
P-H06-W006::C010::C012,3.110260366,1.88982057,3.286937921,0.7701842404,evaluation_only
P-H06-W006::C012::C014,0.2654829376,0.3936101951,0.8557507367,0.7723678992,evaluation_only
P-H06-W006::C014::C016,1.003367713,1.96809453,3.667584321,1.07753933,evaluation_only
P-H06-W006::C016::C020,1.918085737,1.940925448,1.947590714,1.221520238,evaluation_only
P-H06-W006::C020::C022,-0.1454592588,0.6820695546,1.423576599,0.7580126346,evaluation_only
P-H06-W006::C022::C024,2.713258316,1.143154352,2.209191148,0.7538571529,evaluation_only
P-H06-W006::C024::C027,-0.1161426403,1.262601824,1.062592895,0.7493986995,evaluation_only
P-H06-W006::C027::C029,1.025726719,0.2575542068,0.895920705,0.7630605234,evaluation_only
P-H06-W007::C005::C007,1.487272291,0.9798523992,2.045091936,1.250239497,evaluation_only
P-H06-W007::C007::C008,0.8008163659,0.7095799154,1.542702762,0.730159245,evaluation_only
P-H06-W007::C008::C012,3.693192805,1.913184257,1.782628954,0.7521008221,evaluation_only
P-H06-W007::C012::C014,-0.4084108904,0.6786953854,1.475556485,0.7543275185,evaluation_only
P-H06-W007::C014::C016,0.5557257547,1.345203855,2.506814837,1.041156933,evaluation_only
P-H06-W007::C016::C018,0.8869002156,1.016307695,2.410431075,1.421634012,evaluation_only
P-H06-W007::C018::C020,1.233637819,0.9298219642,1.617226059,1.186930292,evaluation_only
P-H06-W007::C020::C022,-0.302633046,0.5131665273,1.071051852,0.7346837113,evaluation_only
P-H06-W007::C022::C024,2.32402831,1.146565873,2.215784049,0.7335666665,evaluation_only
P-H06-W007::C024::C027,1.338433039,1.730764756,1.456594072,0.7284679322,evaluation_only
P-H06-W007::C027::C029,0.8496053156,0.3084713753,1.073039713,0.7417405173,evaluation_only
P-H07-W001::C005::C007,13.69182476,14.60784234,30.48865379,0.6854994586,evaluation_only
P-H07-W001::C007::C008,15.3488265,16.41788672,35.69424478,0.7076816192,evaluation_only
P-H07-W001::C008::C012,36.43600841,34.51246857,32.15734476,0.7268787388,evaluation_only
P-H07-W001::C012::C014,12.99363322,14.87143525,32.33209361,0.693939737,evaluation_only
P-H07-W001::C014::C016,21.86677335,19.44227597,36.23107805,0.7282527176,evaluation_only
P-H07-W001::C016::C018,12.19329203,13.50370928,32.02746633,1.008213894,evaluation_only
P-H07-W001::C018::C020,20.79792428,19.03153567,33.10127812,0.8505999359,evaluation_only
P-H07-W001::C020::C022,14.63711902,16.11342321,33.63101615,0.9229906829,evaluation_only
P-H07-W001::C022::C024,19.15391649,19.33531435,37.36626226,0.88018174,evaluation_only
P-H07-W001::C024::C027,39.93187149,40.84250169,34.37263535,0.719675309,evaluation_only
P-H07-W001::C027::C029,11.47214911,8.747206527,30.42778271,0.715113407,evaluation_only
P-H07-W002::C005::C007,31.49974316,31.50662147,65.75881996,0.703638088,evaluation_only
P-H07-W002::C007::C008,24.73611081,26.09470173,56.73267741,0.7247411837,evaluation_only
P-H07-W002::C008::C012,50.88180191,48.66699177,45.34596618,0.7419866076,evaluation_only
P-H07-W002::C012::C014,15.79797081,18.26130392,39.7020313,0.7137772998,evaluation_only
P-H07-W002::C014::C016,21.09705182,18.81260228,35.05766827,0.7421759922,evaluation_only
P-H07-W002::C016::C018,13.32165704,13.35247677,31.66878013,1.028881531,evaluation_only
P-H07-W002::C018::C020,17.05318462,16.26325912,28.28645425,0.8698657011,evaluation_only
P-H07-W002::C020::C022,10.81837312,12.25666615,25.5814132,0.9445879079,evaluation_only
P-H07-W002::C022::C024,11.74335114,12.2437116,23.66145852,0.9004425527,evaluation_only
P-H07-W002::C024::C027,26.10277745,26.2575274,22.09806885,0.7345741401,evaluation_only
P-H07-W002::C027::C029,8.737291268,6.398304775,22.25696018,0.7296222545,evaluation_only
P-H07-W003::C005::C007,0.7003203954,1.178621619,2.459951692,0.7208738591,evaluation_only
P-H07-W003::C007::C008,0.297636265,1.276408858,2.775049615,0.7412810614,evaluation_only
P-H07-W003::C008::C012,4.12020553,2.256174673,2.102213774,0.7560551864,evaluation_only
P-H07-W003::C012::C014,-0.8267396084,1.052008969,2.287180214,0.7344501984,evaluation_only
P-H07-W003::C014::C016,3.035978116,1.70882298,3.184426498,0.7542487143,evaluation_only
P-H07-W003::C016::C018,1.57111173,1.034722857,2.454107297,1.048451293,evaluation_only
P-H07-W003::C018::C020,2.156550386,1.545171663,2.687494999,0.8869836505,evaluation_only
P-H07-W003::C020::C022,-0.7545720059,1.077588412,2.249080958,0.9647251696,evaluation_only
P-H07-W003::C022::C024,0.9536880319,0.8394358249,1.622243043,0.9184738222,evaluation_only
P-H07-W003::C024::C027,2.574360422,2.90047625,2.441011407,0.7479405496,evaluation_only
P-H07-W003::C027::C029,2.697056651,0.746198702,2.595705485,0.7420876668,evaluation_only
P-H07-W004::C005::C007,14.46055216,15.29749366,31.92805463,0.7235009796,evaluation_only
P-H07-W004::C007::C008,13.27737577,13.71668679,29.82154674,0.744021206,evaluation_only
P-H07-W004::C008::C012,34.4133332,32.48445691,30.2677242,0.7579387984,evaluation_only
P-H07-W004::C012::C014,12.61593404,15.29805899,33.25961933,0.7389587375,evaluation_only
P-H07-W004::C014::C016,18.67867142,16.46101146,30.6754308,0.7551761935,evaluation_only
P-H07-W004::C016::C018,12.56101753,12.57710733,29.82979515,1.051312461,evaluation_only
P-H07-W004::C018::C020,17.5926903,16.90551633,29.40352304,0.8886752471,evaluation_only
P-H07-W004::C020::C022,12.98662518,14.85614835,31.0069039,0.9674736355,evaluation_only
P-H07-W004::C022::C024,16.65015909,16.50645156,31.89937265,0.9202831914,evaluation_only
P-H07-W004::C024::C027,36.36368569,36.6220531,30.8207486,0.749345955,evaluation_only
P-H07-W004::C027::C029,10.5704594,8.725966524,30.35389784,0.7429618071,evaluation_only
P-H07-W005::C005::C007,-0.08953177155,0.7807455833,1.629527568,0.7190293533,evaluation_only
P-H07-W005::C007::C008,1.996269324,1.679617768,3.651668987,0.7405433512,evaluation_only
P-H07-W005::C008::C012,3.740074784,2.544244368,2.370625651,0.7532707011,evaluation_only
P-H07-W005::C012::C014,-2.431899485,0.3841154826,0.8351082144,0.7387430197,evaluation_only
P-H07-W005::C014::C016,4.037993479,1.654893508,3.083927826,0.7485541433,evaluation_only
P-H07-W005::C016::C018,0.1263800188,0.4637265107,1.099844857,1.045728395,evaluation_only
P-H07-W005::C018::C020,2.01828541,1.563179342,2.718815498,0.8807313551,evaluation_only
P-H07-W005::C020::C022,-1.482760374,0.2806343405,0.5857239592,0.9610098136,evaluation_only
P-H07-W005::C022::C024,2.670186156,1.653922195,3.196270273,0.9120219444,evaluation_only
P-H07-W005::C024::C027,1.213820991,1.936697306,1.629904818,0.7434555249,evaluation_only
P-H07-W006::C012::C014,6.460124603,8.630946073,18.76460151,0.7271958181,evaluation_only
P-H07-W006::C014::C016,12.30117754,10.44618485,19.46667865,0.7312347569,evaluation_only
P-H07-W006::C016::C018,7.49311938,8.014307402,19.0079596,1.026041869,evaluation_only
P-H07-W006::C018::C020,11.67835331,11.66115038,20.28207226,0.8584884315,evaluation_only
P-H07-W006::C020::C022,9.072283765,10.15078758,21.18614379,0.9395589348,evaluation_only
P-H07-W006::C022::C024,11.25374623,9.924852768,19.18017182,0.8887620074,evaluation_only
P-H07-W006::C024::C027,22.85871798,23.77494313,20.0087511,0.7266190615,evaluation_only
P-H07-W006::C027::C029,6.298633741,5.720762934,19.90008249,0.723751696,evaluation_only
P-H07-W007::C005::C007,4.852314503,5.333578865,11.13194103,0.6841694348,evaluation_only
P-H07-W007::C007::C008,5.914160685,4.835249758,10.51235104,0.716893739,evaluation_only
P-H07-W007::C008::C012,13.55426522,12.7007469,11.83405052,0.7217568932,evaluation_only
P-H07-W007::C012::C014,3.253974951,5.364912456,11.66389449,0.7130588397,evaluation_only
P-H07-W007::C014::C020,16.925761,16.4842985,10.75158933,0.8351872852,evaluation_only
P-H07-W007::C020::C022,5.35082039,6.003888684,12.53097338,0.9164802312,evaluation_only
P-H07-W007::C022::C024,7.584779675,5.853935679,11.312963,0.8643637348,evaluation_only
P-H07-W007::C024::C027,11.94502049,13.39182235,11.27042192,0.7089569164,evaluation_only
P-H07-W007::C027::C029,4.374313801,3.168646517,11.02236324,0.7071166344,evaluation_only
P-V01-W001::C003::C004,8.608524978,11.12662204,34.15124958,0.6995209179,evaluation_only
P-V01-W001::C004::C005,8.621026566,7.822236344,31.39639368,0.7371532778,evaluation_only
P-V01-W001::C005::C007,17.33175853,16.04828396,33.49506123,0.7385155054,evaluation_only
P-V01-W001::C007::C008,15.1450911,15.06472714,32.75233087,0.7530124719,evaluation_only
P-V01-W001::C008::C010,16.28945585,15.67612002,31.4599057,0.8902533744,evaluation_only
P-V01-W001::C010::C012,17.58870285,18.45131625,32.09211077,0.7164102732,evaluation_only
P-V01-W001::C012::C014,13.75903448,13.8719425,30.15908928,0.7177419715,evaluation_only
P-V01-W001::C014::C016,18.15832603,18.59270139,34.64787848,0.7029270976,evaluation_only
P-V01-W001::C016::C018,16.24642935,14.94935795,35.45618827,0.7171652361,evaluation_only
P-V01-W001::C018::C022,32.50350211,34.03869318,32.29255242,0.7002643546,evaluation_only
P-V01-W001::C022::C024,15.87235772,15.6854821,30.31281661,1.443620842,evaluation_only
P-V01-W001::C024::C027,38.03556821,37.80748465,31.81839578,0.7394128378,evaluation_only
P-V01-W001::C027::C029,10.05167481,9.192180687,31.9756571,0.7805106543,evaluation_only
P-V01-W002::C004::C005,9.223616403,8.359861994,33.55428124,0.7659288404,evaluation_only
P-V01-W002::C005::C007,17.49073408,16.16743929,33.74375544,0.7673974168,evaluation_only
P-V01-W002::C007::C008,15.98565866,16.10166385,35.0067424,0.7786841031,evaluation_only
P-V01-W002::C008::C010,17.91480788,16.88926626,33.89453022,0.9182974565,evaluation_only
P-V01-W002::C010::C012,17.16620368,18.79952564,32.69774638,0.7481723266,evaluation_only
P-V01-W002::C012::C014,16.8764268,15.92334247,34.6190526,0.745756831,evaluation_only
P-V01-W002::C014::C016,17.19257049,18.55231635,34.57262013,0.7347884306,evaluation_only
P-V01-W002::C016::C018,16.7251309,15.05431055,35.70510993,0.7455895129,evaluation_only
P-V01-W002::C018::C020,20.11715339,19.70642262,34.27509934,0.7361828654,evaluation_only
P-V01-W002::C020::C022,14.76035447,16.11304913,33.6302354,0.7353476553,evaluation_only
P-V01-W002::C022::C024,17.95035962,17.78820841,34.37641864,1.509807491,evaluation_only
P-V01-W002::C024::C029,52.67611564,52.27403101,35.42317222,0.8097192665,evaluation_only
P-V01-W003::C003::C004,12.14053668,14.87795069,45.66530663,0.7560012679,evaluation_only
P-V01-W003::C004::C005,11.09619936,10.13185681,40.66660108,0.7830180806,evaluation_only
P-V01-W003::C005::C007,19.08947188,17.44357681,36.40723674,0.784677301,evaluation_only
P-V01-W003::C007::C008,15.39000176,15.21153397,33.07150465,0.7931309698,evaluation_only
P-V01-W003::C008::C009,3.276391884,3.488429312,30.33687633,0.9390856868,evaluation_only
P-V01-W003::C009::C010,11.23887433,10.65037805,27.7860756,0.9316817463,evaluation_only
P-V01-W003::C010::C012,13.56273819,14.69628695,25.56104195,0.767445056,evaluation_only
P-V01-W003::C012::C014,10.68200114,10.12402684,22.01071907,0.7609073193,evaluation_only
P-V01-W003::C014::C016,10.08777718,10.97295086,20.44831786,0.7533561413,evaluation_only
P-V01-W003::C016::C018,9.123787354,7.440444492,17.64689838,0.7611650262,evaluation_only
P-V01-W003::C018::C020,9.713969224,9.652680969,16.78877011,0.7600411916,evaluation_only
P-V01-W003::C020::C022,4.673284024,6.447637928,13.45714145,0.7573721254,evaluation_only
P-V01-W003::C022::C027,21.02674249,20.72020479,12.14776051,0.7744193617,evaluation_only
P-V01-W003::C027::C029,3.672594969,3.331211033,11.58785552,0.8253192829,evaluation_only
P-V01-W004::C003::C004,16.15182455,18.36095331,56.35578316,0.7613900666,evaluation_only
P-V01-W004::C004::C005,13.95066678,12.81861868,51.45055464,0.7866697838,evaluation_only
P-V01-W004::C005::C007,22.72846319,21.08398815,44.00529528,0.7884557185,evaluation_only
P-V01-W004::C007::C008,19.26593273,19.12736463,41.58494007,0.7956483756,evaluation_only
P-V01-W004::C008::C009,3.797734102,4.189567931,36.43427826,0.9430783524,evaluation_only
P-V01-W004::C009::C010,12.14884451,11.83061782,30.86523685,0.9322797585,evaluation_only
P-V01-W004::C010::C012,17.43132308,17.9715561,31.25767079,0.7718797356,evaluation_only
P-V01-W004::C012::C014,10.42958887,11.01927386,23.95708201,0.7631454077,evaluation_only
P-V01-W004::C014::C016,12.39775163,12.59959889,23.47960967,0.7571370238,evaluation_only
P-V01-W004::C016::C018,9.930128566,8.085536614,19.17689771,0.7636209382,evaluation_only
P-V01-W004::C018::C020,12.72342474,12.65254308,22.00638743,0.7666105966,evaluation_only
P-V01-W004::C020::C022,6.817499172,8.56299615,17.87219625,0.7629677656,evaluation_only
P-V01-W004::C022::C024,10.74110498,10.11701836,19.55153946,1.558437494,evaluation_only
P-V01-W004::C024::C027,16.76512402,17.3129939,14.57044015,0.7769899417,evaluation_only
P-V01-W004::C027::C029,3.666767881,3.408009214,11.85500348,0.8274662657,evaluation_only
P-V01-W005::C003::C005,40.77420235,41.78590676,72.67763069,0.7835810733,evaluation_only
P-V01-W005::C005::C007,32.50376211,31.60659329,65.96747542,0.7857154496,evaluation_only
P-V01-W005::C007::C008,29.11197981,27.84545952,60.53901244,0.7904760529,evaluation_only
P-V01-W005::C008::C009,5.454234552,6.207105897,53.97965307,0.9384242861,evaluation_only
P-V01-W005::C009::C010,19.63727164,19.19086073,50.06758488,0.9197259181,evaluation_only
P-V01-W005::C010::C012,21.85236534,22.09043028,38.4215698,0.7698403192,evaluation_only
P-V01-W005::C012::C014,15.72784996,17.25362805,37.51123599,0.7559485394,evaluation_only
P-V01-W005::C014::C016,16.83822694,16.54564967,30.83315583,0.7529894848,evaluation_only
P-V01-W005::C016::C018,13.82365905,12.0815288,28.65440516,0.7569180439,evaluation_only
P-V01-W005::C018::C020,15.5162837,15.38906682,26.76598407,0.7689479132,evaluation_only
P-V01-W005::C020::C022,12.72148603,14.16173444,29.55756287,0.7630280116,evaluation_only
P-V01-W005::C022::C024,13.46048441,12.84834815,24.82994265,1.553135833,evaluation_only
P-V01-W005::C024::C027,29.55477248,29.59160377,24.90399373,0.7711469263,evaluation_only
P-V01-W005::C027::C029,6.353717554,7.16529397,24.92498688,0.8193446938,evaluation_only
P-V01-W006::C003::C005,20.10666698,21.25664114,36.97137226,0.7697891628,evaluation_only
P-V01-W006::C005::C007,19.46779475,19.04381416,39.7471607,0.7723001505,evaluation_only
P-V01-W006::C007::C008,16.88355932,15.97071529,34.72204619,0.7752739001,evaluation_only
P-V01-W006::C008::C009,3.566443469,4.134926153,35.95908994,0.9209492192,evaluation_only
P-V01-W006::C009::C010,15.40074528,14.5930085,38.07211681,0.894847571,evaluation_only
P-V01-W006::C010::C012,20.42000653,20.37755952,35.44239816,0.756289979,evaluation_only
P-V01-W006::C012::C014,17.63612233,18.3685798,39.93526056,0.7375146009,evaluation_only
P-V01-W006::C014::C018,35.35360671,33.81917901,35.29272895,0.738936054,evaluation_only
P-V01-W006::C018::C020,19.50410288,19.43148148,33.79689815,0.7589321411,evaluation_only
P-V01-W006::C020::C022,16.29358806,18.10851376,37.79505515,0.7508710033,evaluation_only
P-V01-W006::C022::C024,17.73495846,17.39062504,33.608073,1.523675759,evaluation_only
P-V01-W006::C024::C027,42.71681387,42.59816692,35.85018541,0.7545486266,evaluation_only
P-V01-W006::C027::C029,10.50940957,10.70403045,37.23473449,0.7993804608,evaluation_only
P-V01-W007::C003::C004,25.05444426,27.06028837,83.05689351,0.7307124683,evaluation_only
P-V01-W007::C004::C005,19.88258072,18.38328469,73.78565639,0.7444117062,evaluation_only
P-V01-W007::C005::C007,32.92869655,33.30733462,69.51716554,0.7474199057,evaluation_only
P-V01-W007::C007::C008,30.31225909,28.59359411,62.1655372,0.7486818542,evaluation_only
P-V01-W007::C008::C009,4.714300941,6.490676554,56.44570503,0.8893517362,evaluation_only
P-V01-W007::C009::C012,45.79415749,44.59012231,46.53297764,0.7305471412,evaluation_only
P-V01-W007::C012::C014,19.73533706,20.08534617,43.66769457,0.7058103866,evaluation_only
P-V01-W007::C014::C016,20.37494315,20.07705186,37.41399588,0.7163964142,evaluation_only
P-V01-W007::C016::C018,15.76986377,14.71885704,34.90949697,0.7077713441,evaluation_only
P-V01-W007::C018::C020,20.1464739,19.90958076,34.62844939,0.7369520043,evaluation_only
P-V01-W007::C020::C022,13.47769006,15.36856208,32.07638457,0.7263036198,evaluation_only
P-V01-W007::C022::C024,14.0195369,13.2249963,25.55783014,1.468301446,evaluation_only
P-V01-W007::C024::C027,25.32981995,25.83403437,21.74166141,0.7255847359,evaluation_only
P-V01-W007::C027::C029,5.037108758,5.506065496,19.15324212,0.7653176879,evaluation_only
P-V02-W001::C005::C006,21.9858212,20.37372948,70.87147327,0.6972976548,evaluation_only
P-V02-W001::C006::C007,11.51171686,12.19583617,63.6361309,0.7109688462,evaluation_only
P-V02-W001::C007::C008,25.98703384,25.71738041,55.91234044,0.7792268694,evaluation_only
P-V02-W001::C008::C010,24.58457048,25.78385342,51.74479374,1.390922769,evaluation_only
P-V02-W001::C010::C011,10.16664089,10.4309113,38.87643217,0.7841268948,evaluation_only
P-V02-W001::C011::C012,12.91634348,12.29903586,40.10913257,0.7266282257,evaluation_only
P-V02-W001::C012::C014,18.08405214,18.51951651,40.26341313,1.342519617,evaluation_only
P-V02-W001::C014::C016,18.73106147,16.67878759,31.08126106,0.7144543212,evaluation_only
P-V02-W001::C016::C018,10.06020191,13.39967888,31.78073189,0.7654797349,evaluation_only
P-V02-W001::C018::C020,18.19007417,15.57170082,27.08363679,0.8481232626,evaluation_only
P-V02-W001::C020::C022,12.79006574,13.68124391,28.55471051,0.723716154,evaluation_only
P-V02-W001::C022::C024,9.441850772,10.92445516,21.1119431,0.7337978234,evaluation_only
P-V02-W001::C024::C027,27.28989484,25.49998996,21.46053302,1.249749819,evaluation_only
P-V02-W001::C027::C029,6.379342857,5.555528975,19.32530436,1.03814127,evaluation_only
P-V02-W002::C005::C006,21.01547108,19.52718342,67.92670232,0.7121614148,evaluation_only
P-V02-W002::C006::C007,11.52698507,12.52288061,65.34260203,0.7237903958,evaluation_only
P-V02-W002::C007::C008,28.83824922,28.54218105,62.0537597,0.7965459609,evaluation_only
P-V02-W002::C008::C010,26.84121413,27.81927328,55.82961299,1.426181208,evaluation_only
P-V02-W002::C010::C011,12.80669257,13.31488741,49.62512884,0.7991963761,evaluation_only
P-V02-W002::C011::C016,58.64461204,56.45664776,43.32098864,0.7275404873,evaluation_only
P-V02-W002::C016::C018,12.51832343,15.7912167,37.45286948,0.7836071149,evaluation_only
P-V02-W002::C018::C020,23.87420988,20.73486566,36.06385563,0.8982884508,evaluation_only
P-V02-W002::C020::C022,13.85632255,15.45687006,32.26069593,0.737163106,evaluation_only
P-V02-W002::C022::C024,14.16220128,15.76348226,30.463555,0.7477419246,evaluation_only
P-V02-W002::C024::C027,32.56015061,31.03042551,26.11489152,1.279276885,evaluation_only
P-V02-W002::C027::C029,8.439487952,7.090134298,24.66353859,1.059735442,evaluation_only
P-V02-W003::C005::C006,4.160517459,2.341677076,8.145690973,0.7246071555,evaluation_only
P-V02-W003::C006::C007,0.1029399204,1.507684545,7.866882573,0.7336098151,evaluation_only
P-V02-W003::C007::C008,3.6969524,3.4998147,7.608972138,0.8111508208,evaluation_only
P-V02-W003::C008::C010,3.307149897,3.921336088,7.86960443,1.458422522,evaluation_only
P-V02-W003::C010::C011,1.557082879,1.507278681,5.617689164,0.8110739283,evaluation_only
P-V02-W003::C011::C012,1.863242144,2.079561432,6.781784046,0.7473830371,evaluation_only
P-V02-W003::C012::C014,3.336445839,3.251746686,7.069645696,1.375396242,evaluation_only
P-V02-W003::C014::C016,5.025947875,3.81050198,7.100948205,0.7379103382,evaluation_only
P-V02-W003::C016::C018,1.251460632,3.4541673,8.192432508,0.7990366611,evaluation_only
P-V02-W003::C018::C020,5.822103708,3.78897019,6.590101724,0.9693205446,evaluation_only
P-V02-W003::C020::C022,3.02490862,3.863088316,8.062817185,0.7484475938,evaluation_only
P-V02-W003::C022::C024,1.935809005,3.709159038,7.16809703,0.7585998599,evaluation_only
P-V02-W003::C024::C027,10.41728163,8.852278778,7.449988073,1.305580844,evaluation_only
P-V02-W003::C027::C029,3.898070153,2.259407155,7.859509176,1.0789379,evaluation_only
P-V02-W004::C005::C006,6.675308409,4.255359258,14.80257113,0.7264877677,evaluation_only
P-V02-W004::C006::C007,0.8464275932,2.82294084,14.72970203,0.7342314673,evaluation_only
P-V02-W004::C007::C008,6.881223806,6.464950022,14.05549402,0.8134612232,evaluation_only
P-V02-W004::C008::C010,8.403460455,8.414180923,16.88615155,1.465847076,evaluation_only
P-V02-W004::C010::C011,3.575723392,3.808223455,14.19340425,0.812174074,evaluation_only
P-V02-W004::C011::C012,4.389019338,4.989750078,16.27237693,0.7499251739,evaluation_only
P-V02-W004::C012::C014,7.897215592,7.787133599,16.93006278,1.376719715,evaluation_only
P-V02-W004::C014::C016,9.177333381,8.00434775,14.91626539,0.7389173642,evaluation_only
P-V02-W004::C016::C018,4.840122314,7.14551569,16.94740004,0.8016225697,evaluation_only
P-V02-W004::C018::C020,12.1576154,9.883445209,17.19013506,1.006351445,evaluation_only
P-V02-W004::C020::C022,5.841041201,7.114172765,14.84829487,0.7501529795,evaluation_only
P-V02-W004::C022::C024,7.580356832,8.81982961,17.04467072,0.7594748378,evaluation_only
