target,ext_id,stream,access,title,year
SGP-026..031,EXTWEB-GEOPHYS_GPR-014,GEOPHYS_GPR,METADATA_ONLY,Современная геофизика соляных рудников,2025
SGP-042/043,EXTWEB-GEOPHYS_GPR-014,GEOPHYS_GPR,METADATA_ONLY,Современная геофизика соляных рудников,2025
not a ranked target),EXTWEB-GEOPHYS_GPR-014,GEOPHYS_GPR,METADATA_ONLY,Современная геофизика соляных рудников,2025
CW-1070 (cited by VKM-SRC-011),EXTWEB-GEOPHYS_GPR-015,GEOPHYS_GPR,NOT_FOUND,Особенности скоростного строения соляного массива Верхнекамского месторождения калийных солей,1997
SGP-057,EXTWEB-GEOPHYS_GPR-015,GEOPHYS_GPR,NOT_FOUND,Особенности скоростного строения соляного массива Верхнекамского месторождения калийных солей,1997
CW-1434 (rank 99),EXTWEB-GEOPHYS_GPR-016,GEOPHYS_GPR,NOT_FOUND,Обоснование выбора модели геологической среды при решении прямой задачи сейсморазведки МОВ ОГТ на ВКМС,2018
SGP-057,EXTWEB-GEOPHYS_GPR-016,GEOPHYS_GPR,NOT_FOUND,Обоснование выбора модели геологической среды при решении прямой задачи сейсморазведки МОВ ОГТ на ВКМС,2018
GPR-105,EXTWEB-GEOPHYS_GPR-017,GEOPHYS_GPR,METADATA_ONLY,Повышение эффективности электроразведки при решении горно-геологических задач в условиях соляных месторождений (на примере Верхнекамского месторождения калийных,"UNKNOWN (cand. tech. sci., 25.00.16 — 2000s)"
SGP-043 (not a ranked target,EXTWEB-GEOPHYS_GPR-017,GEOPHYS_GPR,METADATA_ONLY,Повышение эффективности электроразведки при решении горно-геологических задач в условиях соляных месторождений (на примере Верхнекамского месторождения калийных,"UNKNOWN (cand. tech. sci., 25.00.16 — 2000s)"
SGP-061,EXTWEB-GEOPHYS_GPR-017,GEOPHYS_GPR,METADATA_ONLY,Повышение эффективности электроразведки при решении горно-геологических задач в условиях соляных месторождений (на примере Верхнекамского месторождения калийных,"UNKNOWN (cand. tech. sci., 25.00.16 — 2000s)"
related local citation CW-1917 is another Tatarkin paper),EXTWEB-GEOPHYS_GPR-017,GEOPHYS_GPR,METADATA_ONLY,Повышение эффективности электроразведки при решении горно-геологических задач в условиях соляных месторождений (на примере Верхнекамского месторождения калийных,"UNKNOWN (cand. tech. sci., 25.00.16 — 2000s)"
CW-0061 (cited by VKM-SRC-015),EXTWEB-GEOPHYS_GPR-018,GEOPHYS_GPR,ABSTRACT_ONLY,"Radar sounding in potash mines, Saskatchewan, Canada",1988
F-GPR-004 lineage,EXTWEB-GEOPHYS_GPR-018,GEOPHYS_GPR,ABSTRACT_ONLY,"Radar sounding in potash mines, Saskatchewan, Canada",1988
GPR-082,EXTWEB-GEOPHYS_GPR-018,GEOPHYS_GPR,ABSTRACT_ONLY,"Radar sounding in potash mines, Saskatchewan, Canada",1988
SGP-029,EXTWEB-GEOPHYS_GPR-019,GEOPHYS_GPR,METADATA_ONLY,"Шахтная сейсмоакустика по методике многократных перекрытий (на примере Верхнекамского месторождения калийных солей) — cand. tech. sci. dissertation, 25.00.16",2001
SGP-056,EXTWEB-GEOPHYS_GPR-019,GEOPHYS_GPR,METADATA_ONLY,"Шахтная сейсмоакустика по методике многократных перекрытий (на примере Верхнекамского месторождения калийных солей) — cand. tech. sci. dissertation, 25.00.16",2001
SGP-057 (not a ranked target),EXTWEB-GEOPHYS_GPR-019,GEOPHYS_GPR,METADATA_ONLY,"Шахтная сейсмоакустика по методике многократных перекрытий (на примере Верхнекамского месторождения калийных солей) — cand. tech. sci. dissertation, 25.00.16",2001
HYD-144/HYD-155 (ВЗТ section type),EXTWEB-GEOPHYS_GPR-020,GEOPHYS_GPR,METADATA_ONLY,Изучение строения зон выклинивания пластов водозащитной толщи соляных рудников комплексом шахтной и наземной сейсморазведки,2020
SGP-026..031,EXTWEB-GEOPHYS_GPR-020,GEOPHYS_GPR,METADATA_ONLY,Изучение строения зон выклинивания пластов водозащитной толщи соляных рудников комплексом шахтной и наземной сейсморазведки,2020
SGP-056,EXTWEB-GEOPHYS_GPR-020,GEOPHYS_GPR,METADATA_ONLY,Изучение строения зон выклинивания пластов водозащитной толщи соляных рудников комплексом шахтной и наземной сейсморазведки,2020
SE SKRU-1 / block 115) — attribution UNKNOWN,EXTWEB-GEOPHYS_GPR-021,GEOPHYS_GPR,METADATA_ONLY,Предварительная геомеханическая оценка состояния водозащитной толщи на участке развития ускоренных оседаний земной поверхности,2020
candidate lead for SGP-060 (accelerated subsidence,EXTWEB-GEOPHYS_GPR-021,GEOPHYS_GPR,METADATA_ONLY,Предварительная геомеханическая оценка состояния водозащитной толщи на участке развития ускоренных оседаний земной поверхности,2020
CW-1892 (rank 163),EXTWEB-GEOPHYS_GPR-022,GEOPHYS_GPR,METADATA_ONLY,Состояние и перспективы развития геофизических исследований в подземных выработках Старобинского месторождения калийных солей,2012
HYD-144 (ВЗТ state),EXTWEB-GEOPHYS_GPR-023,GEOPHYS_GPR,METADATA_ONLY,Оценка состояния водозащитной толщи на Верхнекамском месторождении солей по результатам трёхмерной инверсии наземных электромагнитных зондирований,n.d. (upload path 2022/04)
SGP-043,EXTWEB-GEOPHYS_GPR-023,GEOPHYS_GPR,METADATA_ONLY,Оценка состояния водозащитной толщи на Верхнекамском месторождении солей по результатам трёхмерной инверсии наземных электромагнитных зондирований,n.d. (upload path 2022/04)
SGP-061,EXTWEB-GEOPHYS_GPR-023,GEOPHYS_GPR,METADATA_ONLY,Оценка состояния водозащитной толщи на Верхнекамском месторождении солей по результатам трёхмерной инверсии наземных электромагнитных зондирований,n.d. (upload path 2022/04)
SGP-029/SGP-030 (mine seismic practice),EXTWEB-GEOPHYS_GPR-024,GEOPHYS_GPR,METADATA_ONLY,Практические примеры решения горнотехнических задач методами шахтной сейсмоакустики,2011
CW-1595 (trapeznikov|2024),EXTWEB-BOREHOLES_GEOLOGY-001,BOREHOLES_GEOLOGY,FULL_TEXT_READ,База данных разломов Соликамской впадины,2024
GEOLOGY_EVIDENCE §5 п.5 (трассы разломов в координатах: №98,EXTWEB-BOREHOLES_GEOLOGY-001,BOREHOLES_GEOLOGY,FULL_TEXT_READ,База данных разломов Соликамской впадины,2024
GRID_SRC011_FIG146,EXTWEB-BOREHOLES_GEOLOGY-001,BOREHOLES_GEOLOGY,FULL_TEXT_READ,База данных разломов Соликамской впадины,2024
Володинская),EXTWEB-BOREHOLES_GEOLOGY-001,BOREHOLES_GEOLOGY,FULL_TEXT_READ,База данных разломов Соликамской впадины,2024
Рубцовская,EXTWEB-BOREHOLES_GEOLOGY-001,BOREHOLES_GEOLOGY,FULL_TEXT_READ,База данных разломов Соликамской впадины,2024
CW-0008 (rank 17),EXTWEB-BOREHOLES_GEOLOGY-002,BOREHOLES_GEOLOGY,METADATA_ONLY,Верхнекамское месторождение солей (1-е изд.),2001
CW-0009 (rank 27),EXTWEB-BOREHOLES_GEOLOGY-003,BOREHOLES_GEOLOGY,ABSTRACT_ONLY,Разрывная тектоника Верхнекамского месторождения солей,2004
GAP THM-035 / GAP-005 (температура нетронутого массива СКРУ-1,EXTWEB-BOREHOLES_GEOLOGY-004,BOREHOLES_GEOLOGY,PARTIAL_TEXT_QUERY,Научные основы расчета и управления тепловым режимом подземных рудников (дисс. д.т.н.),2019
геотермический градиент),EXTWEB-BOREHOLES_GEOLOGY-004,BOREHOLES_GEOLOGY,PARTIAL_TEXT_QUERY,Научные основы расчета и управления тепловым режимом подземных рудников (дисс. д.т.н.),2019
CW-0877,EXTWEB-BOREHOLES_GEOLOGY-005,BOREHOLES_GEOLOGY,NOT_FOUND,"Описание карналлитовых пород, пройденных скважиной 75 в 1950 году в районе Соликамского рудника Верхнекамского месторождения",1960
ISS-075-BIBLIO (возможное тождество с BH-SOL-75),EXTWEB-BOREHOLES_GEOLOGY-005,BOREHOLES_GEOLOGY,NOT_FOUND,"Описание карналлитовых пород, пройденных скважиной 75 в 1950 году в районе Соликамского рудника Верхнекамского месторождения",1960
CW-0023 (rank 256),EXTWEB-BOREHOLES_GEOLOGY-006,BOREHOLES_GEOLOGY,ABSTRACT_ONLY,Геолого-геомеханическая модель участка Верхнекамского калийного месторождения (EN: Geological and geomechanical model of the Verkhnekamsk potash deposit site),2019
SGP-022,EXTWEB-BOREHOLES_GEOLOGY-006,BOREHOLES_GEOLOGY,ABSTRACT_ONLY,Геолого-геомеханическая модель участка Верхнекамского калийного месторождения (EN: Geological and geomechanical model of the Verkhnekamsk potash deposit site),2019
SGP-023,EXTWEB-BOREHOLES_GEOLOGY-006,BOREHOLES_GEOLOGY,ABSTRACT_ONLY,Геолого-геомеханическая модель участка Верхнекамского калийного месторождения (EN: Geological and geomechanical model of the Verkhnekamsk potash deposit site),2019
SGP-028,EXTWEB-BOREHOLES_GEOLOGY-006,BOREHOLES_GEOLOGY,ABSTRACT_ONLY,Геолого-геомеханическая модель участка Верхнекамского калийного месторождения (EN: Geological and geomechanical model of the Verkhnekamsk potash deposit site),2019
SGP-CF5,EXTWEB-BOREHOLES_GEOLOGY-006,BOREHOLES_GEOLOGY,ABSTRACT_ONLY,Геолого-геомеханическая модель участка Верхнекамского калийного месторождения (EN: Geological and geomechanical model of the Verkhnekamsk potash deposit site),2019
CW-1425 (rank 57),EXTWEB-BOREHOLES_GEOLOGY-007,BOREHOLES_GEOLOGY,NOT_FOUND,Создание геолого-геомеханической модели Верхнекамского месторождения калийных солей,2019
SGP-028,EXTWEB-BOREHOLES_GEOLOGY-008,BOREHOLES_GEOLOGY,METADATA_ONLY,The increasing of exploitation safety of potassium salt deposit based on geological-geomechanical simulation,2018 (по DOI книги — сборник EUROCK 2018 «Geomechanics and Geodynamics of Rock Masses»; не проверено)
связана с CW-0023/CW-1425,EXTWEB-BOREHOLES_GEOLOGY-008,BOREHOLES_GEOLOGY,METADATA_ONLY,The increasing of exploitation safety of potassium salt deposit based on geological-geomechanical simulation,2018 (по DOI книги — сборник EUROCK 2018 «Geomechanics and Geodynamics of Rock Masses»; не проверено)
42 зависимых утверждения в SRC-011/-012/-016/-025/-040),EXTWEB-BOREHOLES_GEOLOGY-009,BOREHOLES_GEOLOGY,ABSTRACT_ONLY,Петротектонические основы безопасной эксплуатации Верхнекамского месторождения калийно-магниевых солей,2000
CW-0005 (rank 16,EXTWEB-BOREHOLES_GEOLOGY-009,BOREHOLES_GEOLOGY,ABSTRACT_ONLY,Петротектонические основы безопасной эксплуатации Верхнекамского месторождения калийно-магниевых солей,2000
GEOLOGY_EVIDENCE §3.4 (конфликт надвигов),EXTWEB-BOREHOLES_GEOLOGY-009,BOREHOLES_GEOLOGY,ABSTRACT_ONLY,Петротектонические основы безопасной эксплуатации Верхнекамского месторождения калийно-магниевых солей,2000
13 зависимых утверждений SRC-011),EXTWEB-BOREHOLES_GEOLOGY-010,BOREHOLES_GEOLOGY,METADATA_ONLY,"Верхнекамское месторождение калийных солей (Стратиграфия, минералогия и петрография, тектоника, генезис)",1975
CW-0046 (rank 41,EXTWEB-BOREHOLES_GEOLOGY-010,BOREHOLES_GEOLOGY,METADATA_ONLY,"Верхнекамское месторождение калийных солей (Стратиграфия, минералогия и петрография, тектоника, генезис)",1975
26 зависимых утверждений SRC-011/SRC-040),EXTWEB-BOREHOLES_GEOLOGY-011,BOREHOLES_GEOLOGY,METADATA_ONLY,Особенности внутреннего строения соляной толщи Верхнекамского (калийного) месторождения,1977
CW-0045 (rank 36,EXTWEB-BOREHOLES_GEOLOGY-011,BOREHOLES_GEOLOGY,METADATA_ONLY,Особенности внутреннего строения соляной толщи Верхнекамского (калийного) месторождения,1977
HYD-018…HYD-020,EXTWEB-BOREHOLES_GEOLOGY-012,BOREHOLES_GEOLOGY,METADATA_ONLY,Геологическое обоснование сброса рассолов калийного производства в техногенные коллекторы надсолевого комплекса Верхнекамского месторождения — дисс. канд. геол.,2005
HYD-126…HYD-130,EXTWEB-BOREHOLES_GEOLOGY-012,BOREHOLES_GEOLOGY,METADATA_ONLY,Геологическое обоснование сброса рассолов калийного производства в техногенные коллекторы надсолевого комплекса Верхнекамского месторождения — дисс. канд. геол.,2005
HYD-146/147 (не ранжированная цель),EXTWEB-BOREHOLES_GEOLOGY-012,BOREHOLES_GEOLOGY,METADATA_ONLY,Геологическое обоснование сброса рассолов калийного производства в техногенные коллекторы надсолевого комплекса Верхнекамского месторождения — дисс. канд. геол.,2005
GEOLOGY_EVIDENCE §3.4,EXTWEB-BOREHOLES_GEOLOGY-013,BOREHOLES_GEOLOGY,METADATA_ONLY,«Изучение и прогнозирование разрывных нарушений на Верхнекамском месторождении солей (ВКМС)» и «Исследование и прогнозирование разрывных нарушений на Верхнекамс,не установлен
SGP-034,EXTWEB-BOREHOLES_GEOLOGY-013,BOREHOLES_GEOLOGY,METADATA_ONLY,«Изучение и прогнозирование разрывных нарушений на Верхнекамском месторождении солей (ВКМС)» и «Исследование и прогнозирование разрывных нарушений на Верхнекамс,не установлен
SGP-035 (разлом № 98),EXTWEB-BOREHOLES_GEOLOGY-013,BOREHOLES_GEOLOGY,METADATA_ONLY,«Изучение и прогнозирование разрывных нарушений на Верхнекамском месторождении солей (ВКМС)» и «Исследование и прогнозирование разрывных нарушений на Верхнекамс,не установлен
каталог 173 разломов прил.1 SRC-011,EXTWEB-BOREHOLES_GEOLOGY-013,BOREHOLES_GEOLOGY,METADATA_ONLY,«Изучение и прогнозирование разрывных нарушений на Верхнекамском месторождении солей (ВКМС)» и «Исследование и прогнозирование разрывных нарушений на Верхнекамс,не установлен
CW-1570 (rank 126),EXTWEB-BOREHOLES_GEOLOGY-014,BOREHOLES_GEOLOGY,METADATA_ONLY,Исследование геологических условий и результатов избирательного истирания керна сильвинитов при разведке Верхнекамского месторождения — диссертация,2017 (по локальной ссылке)
качество отбивок и мощностей в borehole_picks.csv,EXTWEB-BOREHOLES_GEOLOGY-014,BOREHOLES_GEOLOGY,METADATA_ONLY,Исследование геологических условий и результатов избирательного истирания керна сильвинитов при разведке Верхнекамского месторождения — диссертация,2017 (по локальной ссылке)
BOREHOLES §5 запрос 4 (план с координатной сеткой),EXTWEB-BOREHOLES_GEOLOGY-015,BOREHOLES_GEOLOGY,METADATA_ONLY,Сводный государственный реестр участков недр и лицензий — записи iid=2676896 и iid=2706374 (выданы на запросы по лицензиям ВКМ/«Соликамский участок»),n.d. (живой реестр)
COORDINATE_DATUM_AUDIT §8 п.1,EXTWEB-BOREHOLES_GEOLOGY-015,BOREHOLES_GEOLOGY,METADATA_ONLY,Сводный государственный реестр участков недр и лицензий — записи iid=2676896 и iid=2706374 (выданы на запросы по лицензиям ВКМ/«Соликамский участок»),n.d. (живой реестр)
ISS-NO-PRINTED-XY (косвенно),EXTWEB-BOREHOLES_GEOLOGY-015,BOREHOLES_GEOLOGY,METADATA_ONLY,Сводный государственный реестр участков недр и лицензий — записи iid=2676896 и iid=2706374 (выданы на запросы по лицензиям ВКМ/«Соликамский участок»),n.d. (живой реестр)
история участков/лицензий (контекст),EXTWEB-BOREHOLES_GEOLOGY-016,BOREHOLES_GEOLOGY,METADATA_ONLY,Характеристика минерально-сырьевой базы Пермского края (PDF),2020
лицензионные участки (контекст),EXTWEB-BOREHOLES_GEOLOGY-017,BOREHOLES_GEOLOGY,METADATA_ONLY,Интегрированный отчёт за 2013 год «…глобальные возможности»,n.d. (отчёт за 2013 г.)
GEOLOGY_EVIDENCE §1 (региональная позиция),EXTWEB-BOREHOLES_GEOLOGY-018,BOREHOLES_GEOLOGY,METADATA_ONLY,"Соль, которая двигает горы: гравиразведка помогла разгадать структуру Верхнекамского месторождения","2026 (апрель, по сводке)"
SGP-042,EXTWEB-BOREHOLES_GEOLOGY-018,BOREHOLES_GEOLOGY,METADATA_ONLY,"Соль, которая двигает горы: гравиразведка помогла разгадать структуру Верхнекамского месторождения","2026 (апрель, по сводке)"
1961),EXTWEB-BOREHOLES_GEOLOGY-019,BOREHOLES_GEOLOGY,METADATA_ONLY,Верхнекамское месторождение калийно-магниевых солей,n.d.
CW — нет,EXTWEB-BOREHOLES_GEOLOGY-019,BOREHOLES_GEOLOGY,METADATA_ONLY,Верхнекамское месторождение калийно-магниевых солей,n.d.
EV-VN-S011-2690 (Соликамский участок,EXTWEB-BOREHOLES_GEOLOGY-019,BOREHOLES_GEOLOGY,METADATA_ONLY,Верхнекамское месторождение калийно-магниевых солей,n.d.
GEOLOGY_EVIDENCE §3.8 (размывы),EXTWEB-BOREHOLES_GEOLOGY-020,BOREHOLES_GEOLOGY,METADATA_ONLY,Integration of Surface and Mine Gravity Data for Localization Structural Faults on the Verkhnekamskoye Potassium-Magnesium Salt Deposit,не установлен
HYD-144 (аномалии ВЗТ),EXTWEB-BOREHOLES_GEOLOGY-020,BOREHOLES_GEOLOGY,METADATA_ONLY,Integration of Surface and Mine Gravity Data for Localization Structural Faults on the Verkhnekamskoye Potassium-Magnesium Salt Deposit,не установлен
SGP-042,EXTWEB-BOREHOLES_GEOLOGY-020,BOREHOLES_GEOLOGY,METADATA_ONLY,Integration of Surface and Mine Gravity Data for Localization Structural Faults on the Verkhnekamskoye Potassium-Magnesium Salt Deposit,не установлен
§3.4,EXTWEB-BOREHOLES_GEOLOGY-020,BOREHOLES_GEOLOGY,METADATA_ONLY,Integration of Surface and Mine Gravity Data for Localization Structural Faults on the Verkhnekamskoye Potassium-Magnesium Salt Deposit,не установлен
