ext_id,stream,authors,year,title,venue_publisher,doi,url,source_type,access,is_primary_for,resolves_target,relevance,site_scope,notes
EXTWEB-SUBSIDENCE_FORMULAS-020,SUBSIDENCE_FORMULAS,"(авторы не извлечены — заголовки выдачи); оригиналы: Budryk W. 1953; Knothe S. 1953, 1957",2015; 2024,An improved influence function method for predicting subsidence caused by longwall mining operations in inclined coal seams (Int. J. Coal Sci. Technol. 2015); Prediction of Dynamic and Final Vertical and Horizontal Movements Due to Longwall Mining (Rock Mech. Rock Eng. 2024),Springer (International Journal of Coal Science & Technology; Rock Mechanics and Rock Engineering),10.1007/s40789-015-0086-x; 10.1007/s00603-024-04262-1,https://link.springer.com/article/10.1007/s40789-015-0086-x ; https://link.springer.com/article/10.1007/s00603-024-04262-1,article,ABSTRACT_ONLY,"вторичное описание функции влияния Будрыка–Кноте (гауссова): φ ∝ exp(−π(x²+y²)/r²), r — радиус главного влияния, связанный с H и углом β",вопрос задания «Budryk–Knothe influence function»; в корпусе ВКМ не используется,LOW,other,"Только машинное резюме WebSearch (LEAD, LOW); первичные работы Budryk 1953, Knothe 1953/1957 не достигнуты. Угольные лавы — ANALOGUE."
EXTWEB-SUBSIDENCE_FORMULAS-021,SUBSIDENCE_FORMULAS,Барях А.А.; Телегина Е.А.; Самоделкина Н.А.; Девятков С.Ю.,2005,"Prediction of the Intensive Surface Subsidences in Mining Potash Series (= Прогноз нарастания оседаний земной поверхности при отработке свиты калийных пластов, ФТПРПИ 2005 №4)","Journal of Mining Science 41(4):312–319, Springer",10.1007/s10913-005-0096-y,https://link.springer.com/article/10.1007/s10913-005-0096-y,article,ABSTRACT_ONLY,прогноз нарастания оседаний ВКМ на основе линейной вязкоупругости: функция ползучести — четырёхпараметрическая кривая; единые реологические показатели всех калийных пластов ВКМ по натурным оседаниям; влияние закладки,rank 11 / CW-0052 (частично: аннотация); MR-RHEO-CL-13,HIGH,VKM_REGIONAL,= EXT-SRC-010 прошлого релиза; в этой сессии аннотация повторно подтверждена выдачей поиска. Вид четырёхпараметрической функции и значения показателей в аннотации отсутствуют (paywall) — UNKNOWN.
EXTWEB-SUBSIDENCE_FORMULAS-022,SUBSIDENCE_FORMULAS,Kashnikov Yu.; Shustov D.; Ermashov A.; Lebedeva O.; Zhukov A.; Prigara A.,2021,Solving the problems of exploitation safety of potassium salt deposit based on joint application of geophysical and geomechanical studies,(издание не установлено по выдаче),,,article,METADATA_ONLY,"совместное применение геофизики и геомеханической модели на ВКМ (группа Кашникова, ПНИПУ)",косвенно rank 57 / CW-1425 (сама статья «Создание геолого-геомеханической модели ВКМКС» поиском не найдена),LOW,VKM_REGIONAL,"Только машинное резюме WebSearch (LEAD, LOW); место публикации и содержание не установлены."
EXTWEB-RHEOLOGY_MECH-001,RHEOLOGY_MECH,"Baryakh A.A.; Samodelkina N.A. (Барях А.А., Самоделкина Н.А.)",2005,Rheological analysis of geomechanical processes (рус. ориг.: Об одном подходе к реологическому анализу геомеханических процессов),Journal of Mining Science 41(6):522-530 (пер. с ФТПРПИ 2005 №6 с.32-41); Kluwer/Springer,10.1007/s10913-006-0015-x,https://link.springer.com/article/10.1007/s10913-006-0015-x,article,ABSTRACT_ONLY,модифицированный метод переменных модулей (MM-CREEP-012; E^p=E0/[1+Psi(t)]) для реологического анализа оседаний при камерной отработке свиты калийных пластов,rank 4 / CW-0002 (частично: аннотация + полный список литературы; текст и числа недоступны),HIGH,VKM_REGIONAL,"Springer: платный (USD 39.95); получены аннотация, ключевые слова, дата поступления 20.09.2005 и список литературы (8 позиций). Русский оригинал ФТПРПИ 2005 №6 в открытом доступе не найден (sibran.ru/misd.ru архивы 2005 г. не содержат PDF). Числовые параметры не извлечены."
EXTWEB-RHEOLOGY_MECH-002,RHEOLOGY_MECH,Беляков Н.А.; Беликов А.А.,2022,Прогноз целостности водозащитной толщи на Верхнекамском месторождении калийных руд,ГИАБ (MIAB) 2022 №6-2 с.33-46,10.25018/0236_1493_2022_62_0_33,https://www.giab-online.ru/files/Data/2022/6/6-2_2022_33-46.pdf,article,FULL_TEXT_READ,"Друкер-Прагер + деформационно-упрочняющаяся ползучесть Abaqus (MM-CREEP-005/CL-05), табл.1 A=3e-10, n=1, m=-0.3 (единицы не указаны)",MR-CONF-018 (происхождение параметров ползучести; уточнение ссылки [29]),MEDIUM,VKM_REGIONAL (БКПРУ-4),"ДУБЛЬ корпуса: это VKM-SRC-016 (тот же PDF по URL). Прочитан повторно только для проверки ссылки [29]: [29] = автореферат Ермашова А.О. 2015 (ГИ УрО РАН), а не отчёт НИР СПГУ. Первоисточник параметров — вероятно Ермашов 2015 / отчёт НИР СПГУ (не опубликован)."
EXTWEB-RHEOLOGY_MECH-003,RHEOLOGY_MECH,Токсаров В.Н.; Морозов И.А.; Бельтюков Н.Л.; Ударцев А.А.,2020,Деформирование горных выработок в условиях Гремячинского месторождения калийных солей,ГИАБ (MIAB) 2020 №7 с.113-124,10.25018/0236-1493-2020-7-0-113-124,https://repository.geologyscience.ru/bitstream/handle/123456789/38628/Toks_20.pdf,article,PARTIAL_TEXT_QUERY,натурные деформации выработок и ползучесть — Гремячинское (не ВКМ),"поиск «закон ползучести, калиброванный на СКРУ-1» — отрицательный результат",LOW,"other (Гремячинское, NON_VKM)","Прочитано через Firecrawl (PDF-парсер, ответ на вопрос). Таблицы параметров ядра Абеля нет; температура испытаний не указана. Для СКРУ-1 не применимо."
EXTWEB-RHEOLOGY_MECH-004,RHEOLOGY_MECH,Ермашов А.О. (науч. рук. Кашников Ю.А.),2015,"Геомеханическое обоснование расчетов оседаний земной поверхности при добыче калийно-магниевых руд (на примере Верхнекамского месторождения калийно-магниевых солей): автореферат дисс. канд. техн. наук, 25.00.20","ПНИПУ; защита в дисс. совете Д 004.026.01 при ГИ УрО РАН, 20.11.2015; 20 с. (диссертация 133 с.)",,https://earthpapers.net/geomehanicheskoe-obosnovanie-raschetov-osedaniy-zemnoy-poverhnosti-pri-dobyche-kaliyno-magnievyh-rud,dissertation,FULL_TEXT_READ,"вязкопластическая модель трёх стадий ползучести (Wittke/Knoll/Döring/Erichsen/Wallner, Perzyna) с параметрами, подобранными по деформациям МКЦ СКРУ-1 и СКРУ-3 и по оседаниям СКРУ-2; вероятный первоисточник параметров ползучести, на которые ссылаются Беляков–Беликов 2022 [29] и Лебедева 2023 [21]","вопрос «закон ползучести, калиброванный на данных СКРУ-1 вне корпуса»; MR-CONF-018; UNKNOWN №3 (MECH_RHEO §10)",HIGH,SKRU1 (частично; усреднение с СКРУ-3) + SKRU2 (оседания),"Автореферат прочитан полностью (текстовый слой earthpapers.net, OCR с искажениями; таблица 1 частично нечитаема). Полная диссертация (133 с.) — на сайте ГИ УрО РАН (mi-perm.ru), не найдена как открытый файл в этой сессии. Публикации автора: Изв. вузов Горный журнал 2014 №7 с.74-81; Маркшейдерский вестник 2014 №4 с.50-55; Маркшейдерия и недропользование 2015 №4 с.34-37."
EXTWEB-RHEOLOGY_MECH-005,RHEOLOGY_MECH,Цаюков А.А. (науч. рук. Барях А.А.),2025,"Разработка методов математического моделирования процессов деформирования соляных междукамерных целиков: дисс. канд. техн. наук, 2.8.6 (199 с.); оглавление/список лит./прил. А (dissercat) и заключение дисс. совета 24.1.201.02 от 01.10.2025","ГИ УрО РАН — филиал ПФИЦ УрО РАН, Пермь",,https://www.dissercat.com/content/razrabotka-metodov-matematicheskogo-modelirovaniya-protsessov-deformirovaniya-solyanykh-mezh ; https://www.permsc.ru/images/docs/disser/24.1.201.02/Cayukov/Заключение_ДС.pdf,dissertation,ABSTRACT_ONLY,"упруго-вязкопластическая модель соляных пород (Кулон–Мор/объёмный критерий + закон типа Перича, «предел ползучести», модифицированный метод проекции напряжений); список публикаций Барях–Цаюков 2017–2024",цель «Baryakh–Tsayukov elastic-viscoplastic papers 2019–2024»; MR-RHEO-CL-18..21; MM-CREEP-103,HIGH,VKM_REGIONAL (натурные участки — БКПРУ-4),"Полный текст диссертации и автореферат не доступны (dissercat — платно; страница /read без текста). Прочитаны: оглавление, введение-фрагмент, список литературы, приложение А (участки 2,3,4,6 — БКПРУ-4) и заключение совета (полный текст, PDF). СКРУ-1 в доступных фрагментах не упоминается."
EXTWEB-RHEOLOGY_MECH-006,RHEOLOGY_MECH,Барях А.А.; Константинова С.А.; Асанов В.А.,1996,Деформирование соляных пород,"Екатеринбург: УрО РАН, 1996, 203 с.",,https://new.ras.ru/staff/akademiki/baryakh-aleksandr-abramovich,monograph,METADATA_ONLY,базовая монография ГИ УрО РАН по деформированию и ползучести соляных пород ВКМ (21 зависимое утверждение корпуса),rank 5 / CW-0022 — только выходные данные,HIGH,VKM_REGIONAL,"Существование и выходные данные подтверждены выдачей поиска (профили автора, ссылки в диссертациях); оглавление и содержание (законы ползучести, параметры, температура опытов) не получены. Phase 2: библиотека ГИ УрО РАН / ПГНИУ / РГБ."
EXTWEB-RHEOLOGY_MECH-007,RHEOLOGY_MECH,Константинова С.А.; Чернопазов С.А.,2004,"Development of Hereditary Model for Deformation and Failure of Salt Rocks (= Развитие наследственной модели деформирования и разрушения соляных пород, ФТПРПИ 2004 №1 с.50–61)","Journal of Mining Science 40(1):45–56, Kluwer/Springer",10.1023/B:JOMI.0000041527.19377.cf,https://link.springer.com/article/10.1023/B:JOMI.0000041527.19377.cf,article,ABSTRACT_ONLY,наследственная модель соляных пород ГИ УрО РАН: наследственная упругость + вязкопластичность; ядра сдвиговой и объёмной ползучести с учётом разрыхления и исходной поврежденности образцов,CW-1406 (VKM-SRC-012 [36]; EV-VN-S012-0037); цель «Abel/hereditary creep kernels for VKM salts» (частично),HIGH,VKM_REGIONAL,"Аннотация — по машинному резюме WebSearch (LEAD, LOW); вид ядер и значения α, δ не получены (paywall). В корпусе цитируется только библиографически."
EXTWEB-RHEOLOGY_MECH-008,RHEOLOGY_MECH,Константинова С.А.; Чернопазов С.А.,2007,Estimating salt rocks rheology by in-situ observations of vertical deformation of interchamber pillars (= ФТПРПИ 2007 №1 с.21–27),"Journal of Mining Science 43(1):17–23, Springer",10.1007/s10913-007-0003-9,https://link.springer.com/article/10.1007/s10913-007-0003-9,article,ABSTRACT_ONLY,параметры линейной наследственной модели для сильвинитового пласта КрII ВКМ по натурным вертикальным деформациям МКЦ,MR-RHEO-CL-17 (= EXT-SRC-017 прошлого релиза) — значения не получены,HIGH,VKM_REGIONAL,"Аннотация повторно подтверждена выдачей поиска; рудник/участок и значения α, δ в аннотации не указаны; полный текст — paywall."
EXTWEB-RHEOLOGY_MECH-009,RHEOLOGY_MECH,Bieniawski Z.T.,1984,Rock Mechanics Design in Mining and Tunneling,"A.A. Balkema, Rotterdam/Boston, 1984 (ISBN 9789061915300; OCLC 11134997)",,https://search.worldcat.org/title/rock-mechanics-design-in-mining-and-tunneling/oclc/11134997,monograph,METADATA_ONLY,"вероятный оригинал книги «Бенявски З.Т. Управление горным давлением. М.: Мир, 1990» — источника [10] коэффициента структурного ослабления Kстр у Лебедевой",CW-1383 (VKM-SRC-012 [10]); FC-013; MM-SCALE-001; MR-CONF-002,MEDIUM,other,"Оригинал 1984 г. подтверждён каталогами (WorldCat, OSTI, TRID). Что русское издание «Управление горным давлением» (Мир, 1990) — перевод именно этой книги, выдача поиска НЕ подтвердила (вывод по автору и году; проверить по каталогу РГБ в Phase 2)."
EXTWEB-RHEOLOGY_MECH-010,RHEOLOGY_MECH,Токсаров В.Н.,2000,"Экспериментальное определение напряжений в соляных породах: дис. / автореф. … канд. техн. наук, 05.15.11","Пермь, 2000 (ГИ УрО РАН); карточка dissercat",,https://www.dissercat.com/content/eksperimentalnoe-opredelenie-napryazhenii-v-solyanykh-porodakh,dissertation,METADATA_ONLY,"методы и результаты определения напряжений в соляном массиве ВКМ (эффект Кайзера и др.) — линия λ ≈ 0,71",rank 129 / CW-1795 (выходные данные); контекст rank 28 / CW-0051 (Асанов–Токсаров 1999); MR-CONF-009/029,HIGH,VKM_REGIONAL,"Только метаданные (выдача поиска); значения λ, площадки, глубины и рудники не получены. dissercat — платный полный текст."
EXTWEB-RHEOLOGY_MECH-011,RHEOLOGY_MECH,(не установлены),2011,"(статья в «Вестнике Нижегородского университета им. Н.И. Лобачевского», 2011, №4, ч.5, с.2591 и далее; начинается словами о 30 годах работы рудников ВКМ)","Вестник ННГУ, 2011, №4(5) (материалы съезда по механике)",,http://www.unn.ru/pages/e-library/vestnik/19931778_2011_-_4-5_unicode/249.pdf,article,METADATA_ONLY,вероятно — наблюдения/моделирование деформирования МКЦ ВКМ (лид по реологии целиков),лид к MR-RHEO-CL-17 / целевому вопросу «натурная реология МКЦ»,LOW,VKM_REGIONAL,WebFetch www.unn.ru -> EGRESS_BLOCKED; уточняющий поиск не дал авторов/названия. Содержание UNKNOWN.
EXTWEB-RHEOLOGY_MECH-012,RHEOLOGY_MECH,Назаров Л.А.; Назарова Л.А. (по машинному резюме — требует проверки),2005–2006,Estimation of Pillar Stability Based on Viscoelastic Model of Rock Mass,"Journal of Mining Science (Springer), DOI 10.1007/s10913-006-0002-2 (рус. ориг. ФТПРПИ)",10.1007/s10913-006-0002-2,https://link.springer.com/article/10.1007/s10913-006-0002-2,article,METADATA_ONLY,вязкоупругая оценка устойчивости целиков (метод; объект не установлен),нет (побочный лид),LOW,other,Машинное резюме смешало эту работу с Константиновой–Чернопазовым 2007 (приписало ей оценку по пласту КрII) — это смешение отклонено; привязка к ВКМ НЕ установлена. Не использовать как ВКМ-данные.
EXTWEB-RHEOLOGY_MECH-013,RHEOLOGY_MECH,Silberschmidt V.V. (по выдаче; полный состав авторов не подтверждён),ок. 2000 (по метаданным выдачи),Analysis of Cracking in Rock Salt,"Rock Mechanics and Rock Engineering, Springer",10.1007/s006030050004,https://link.springer.com/article/10.1007/s006030050004,article,ABSTRACT_ONLY,"трещинообразование в соляных породах ВКМ (in situ и лабораторно): критические K_Ic и K_IIc методами механики разрушения; наблюдение трещин фильтрационным, электрометрическим, ЯМР и механическими методами","MR-CONF-016 (K_Ic, зависимость от метода); цель «fracture toughness K_Ic of VKM salts»",MEDIUM,VKM_REGIONAL,"Аннотация по машинному резюме WebSearch (LEAD); значения K_Ic/K_IIc не получены (paywall). По резюме, статья ссылается на Зильбершмидт–Тимофеев 1987. Контекст статьи — изоляционные свойства соли для хранилищ отходов."
EXTWEB-RHEOLOGY_MECH-014,RHEOLOGY_MECH,Аптуков В.Н.; Волегов С.В.,2020,Experimental and Theoretical Estimation of Fracture Toughness in Salt Rocks in Testing of Samples with Wedge-Shaped Cut,Journal of Mining Science 56:167–173 (Pleiades/Springer; рус. ориг. ФТПРПИ),10.1134/S1062739120026613,https://link.springer.com/article/10.1134/S1062739120026613,article,ABSTRACT_ONLY,коэффициент интенсивности напряжений и интенсивность освобождения энергии при отрыве для соляных пород ВКМ по испытаниям образцов с клиновидным надрезом и моделированию в ANSYS,MR-CONF-016; MM-FRAC-003/004; FC-025 (контекст),MEDIUM,VKM_REGIONAL,Аннотация по машинному резюме (LEAD); числовые значения не получены (paywall).
EXTWEB-RHEOLOGY_MECH-015,RHEOLOGY_MECH,Зильбершмидт В.Г.; Тимофеев В.В.,1987,Исследование прочности массива соляных горных пород методами механики разрушения (Strength investigation of the rock salt massif by means of fracture mechanics methods),"Горный журнал, 1987, №9, с.22–25",,,article,METADATA_ONLY,K_Ic каменной соли (трёхточечный изгиб) — источник [25] табл. 7.1 VKM-SRC-025,CW-1640 (EV-VN-S025-0911..0915); MR-CONF-016,MEDIUM,VKM_REGIONAL,Существование подтверждено как цитируемая работа в зарубежной литературе (выдача поиска); текст не доступен онлайн; Phase 2 — библиотека (ГЖ 1987).
EXTWEB-RHEOLOGY_MECH-016,RHEOLOGY_MECH,Ломакин И.С.,(не установлен; защита в совете Д 004.026.01),"Деформирование и разрушение несущих элементов камерной системы разработки в условиях слоисто-неоднородного строения породного массива: дис. … канд. техн. наук, 25.00.20","ГИ УрО РАН, Пермь (объявление совета Д 004.026.01 на mi-perm.ru)",,https://mi-perm.ru/ru/press-center/announce/dissertatsionnyy-sovet-d-004-026-01-obyavlyaet-chto-lomakin-ivan-sergeevich-predstavil-dissertatsiyu/,dissertation,METADATA_ONLY,механика слоисто-неоднородного массива: целики и кровля с глинистыми прослоями/контактами (линия Барях–Ломакин),CW-1844 (VKM-SRC-032 [2]); цель «interface/clay-contact mechanics (Барях–Ломакин)»; MR-CONF-010; FC-021,MEDIUM,VKM_REGIONAL,"Только метаданные (выдача поиска); mi-perm.ru заблокирован egress. Статья Барях–Ломакин 2011 (ГИАБ №4) найдена поиском, но это VKM-SRC-033 корпуса — отдельной строкой не заводится."
EXTWEB-RHEOLOGY_MECH-017,RHEOLOGY_MECH,(не установлены),,Разработка технологии выемки карналлитового пласта с повышенным извлечением,статья на cyberleninka (журнал/год не извлечены),,https://cyberleninka.ru/article/n/razrabotka-tehnologii-vyemki-karnallitovogo-plasta-s-povyshennym-izvlecheniem,article,ABSTRACT_ONLY,"СКРУ-1: выемка карналлитового пласта с закладкой с начала 1940-х; параметры камерной системы (камера 8 м, МКЦ 19 м) с большим запасом прочности",контекст степени нагружения МКЦ карналлитовых панелей СКРУ-1 (MM-PILLAR-*); для сверки потоком SKRU1_SPECIFIC/MINING,MEDIUM,SKRU1,"Сведения — только машинное резюме WebSearch (LEAD, LOW); cyberleninka заблокирована egress; авторы и дата не установлены."
EXTWEB-RHEOLOGY_MECH-018,RHEOLOGY_MECH,(не установлены),2018,О деформационном критерии оценки устойчивости междукамерных целиков,"Стратегия и процессы освоения георесурсов, вып. 16 (ГИ УрО РАН), 2018 (GDSP2018v16a27)",,https://journal.permsc.ru/index.php/gdsp/article/view/GDSP2018v16a27,article,ABSTRACT_ONLY,относительная поперечная деформация МКЦ как информативный параметр состояния несущих элементов (ВКМ),"MM-PILLAR-009 (ε_прод = ε_попер/1,6); MM-PILLAR-004 (ε_крит); MR-RHEO-N28",MEDIUM,VKM_REGIONAL,"Суть — по машинному резюме (LEAD, LOW); journal.permsc.ru заблокирован egress."
EXTWEB-RHEOLOGY_MECH-019,RHEOLOGY_MECH,(не установлены),2021,Физическое и математическое моделирование процесса деформирования и разрушения междукамерных целиков,"Вестник Пермского федерального исследовательского центра, 2021, №1 (PSCJ2021n1p4)",,https://journal.permsc.ru/index.php/pscj/article/view/PSCJ2021n1p4,article,METADATA_ONLY,физическое (крупные образцы) и численное моделирование деформирования и разрушения МКЦ (вероятно линия Барях–Цаюков),контекст MR-RHEO-CL-18..21; RM-F-013,LOW,VKM_REGIONAL,Только заголовок в выдаче; фраза резюме об испытаниях образцов разных масштабов и длительном нагружении не может быть уверенно отнесена к этой статье.
EXTWEB-RHEOLOGY_MECH-020,RHEOLOGY_MECH,Асанов В.А.; Токсаров В.Н.,1999,Экспериментальное определение напряжений в соляном массиве с использованием эффекта Кайзера,"Труды Межд. конф. «Геодинамика и напряжённое состояние недр Земли», 4–7 октября 1999, Новосибирск: ИГД СО РАН",,https://www.dissercat.com/content/eksperimentalnoe-opredelenie-napryazhenii-v-solyanykh-porodakh,article,METADATA_ONLY,"керновый эффект Кайзера в соли ВКМ — вероятный первоисточник λ ≈ 0,71 (H-λ2)",rank 28 / CW-0051 (выходные данные подтверждены); MR-CONF-009; MR-CONF-029,HIGH,VKM_REGIONAL,"Выдача поиска подтверждает публикацию в трудах конференции СО РАН 1999 г.; значение 0,71 в доступных фрагментах НЕ видно. Phase 2: сборник трудов конференции (ИГД СО РАН)."
EXTWEB-RHEOLOGY_MECH-021,RHEOLOGY_MECH,Baryakh A.A.; Tsayukov A.A.,2022,Justification of fracture criteria for salt rocks,Frattura ed Integrità Strutturale (Fracture and Structural Integrity) 16(62):585–601 (open access),10.3221/IGF-ESIS.62.40,https://www.fracturae.com/index.php/fis/article/view/3734,article,ABSTRACT_ONLY,"выбор критериев разрушения соляных пород по одноосному сжатию крупных кубических образцов (упругопластическая модель): Треска, Кулон–Мор (ассоц./неассоц.), параболический аналог МК, объёмный критерий",RM-F-013 (публикация из списка Цаюкова); MR-RHEO-CL-18..21; FC-035 (контекст объёмного критерия),HIGH,VKM_REGIONAL (по аффилиации; место отбора образцов в аннотации не указано),"Аннотация — по машинному резюме, близкому к тексту аннотации; полный текст открыт, но fracturae.com из VM не проверялся (egress-политика блокирует научные хосты). Phase 2: прочитать полный текст (открытый доступ)."
EXTWEB-RHEOLOGY_MECH-022,RHEOLOGY_MECH,—,,"Целевой поиск: температура лабораторных испытаний соляных пород ВКМ на ползучесть (ГИ УрО РАН, ПНИПУ)",,,,web,NOT_FOUND,температурные условия LAB-законов ползучести ВКМ,UNKNOWN №3 MECH_RHEO (температура опытов) — НЕ разрешено,MEDIUM,VKM_REGIONAL,Запрос по температуре/термостатированию опытов ползучести не дал ни одного источника с числом; остаётся UNKNOWN.
EXTWEB-RHEOLOGY_MECH-023,RHEOLOGY_MECH,—,,"Целевой поиск: натурные измерения напряжений в соляном массиве ВКМ после 2019 г. (Бельтюков и др.), особенно СКРУ-1",,,,web,NOT_FOUND,"λ, σH и азимут для СКРУ-1",UNKNOWN №1 MECH_RHEO; MR-CONF-009; FC-033 — НЕ разрешено,HIGH,SKRU1,"Поиск вернул только общие материалы; новейшие известные источники — VKM-SRC-029 (Бельтюков, дисс. 2018/2019) и VKM-SRC-030 (Токсаров 2020) — уже в корпусе."
EXTWEB-GEOPHYS_GPR-001,GEOPHYS_GPR,Kovin O.N.,2010,"Ground penetrating radar investigations in Upper Kama potash mines (Ph.D. dissertation, Geology and Geophysics; advisor N.L. Anderson; committee incl. A. Malovichko)","Missouri University of Science and Technology, Doctoral Dissertations 2182 (xix+160 p.)",,https://scholarsmine.mst.edu/doctoral_dissertations/2182/ ; PDF https://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=3184&context=doctoral_dissertations,dissertation,PARTIAL_TEXT_QUERY,EM velocity 0.12 m/ns for VKM salts (origin of in-situ value); dielectric constants of rock salt/sylvinite/carnallite/marker clay (Table 1.1); GPR penetration and vertical resolution in Solikamsk mine 3; imaging of fractures/folds,"GPR-CF1; GPR-CF8; GPR-105; GPR-106; MM-GPR-001; MM-GPR-002; GPR-077/GPR-078 (Kovin 2010 SAGEEP / LAP book lineage); CW-1905/CW-1906/CW-1907 (Kovin session papers, same research line)",HIGH,"VKM_REGIONAL (field data: SKRU-3 = Solikamsk mine 3, JSC Silvinit; NOT SKRU-1)",Open-access dissertation (read via Firecrawl PDF parser with targeted queries; not downloaded/stored). Incorporates the J. Appl. Geophys. 2011 paper. Page numbers reported by the parser are PDF-extraction pages and may differ from printed pagination (treat locators as approximate). WebFetch to this host was egress-blocked; Firecrawl used.
EXTWEB-GEOPHYS_GPR-002,GEOPHYS_GPR,Kovin O.,2011,"Mapping of evaporite deformation in a potash mine using ground penetrating radar: Upper Kama deposit, Russia",Journal of Applied Geophysics 74(2-3):131-141 (Elsevier),10.1016/j.jappgeo.2011.04.009,https://www.sciencedirect.com/science/article/abs/pii/S0926985111000917 ; https://www.academia.edu/4331365/,article,ABSTRACT_ONLY,"GPR imaging of open fractures, faults and folds in VKM evaporites (peer-reviewed version of dissertation chapter)","GPR-072 (Kovin 2011 bibliography row, acquisition priority HIGH); CW-1905/1906/1907 lineage",HIGH,VKM_REGIONAL (JSC Silvinit mine near Solikamsk; mine number per dissertation = Solikamsk mine 3),"ScienceDirect egress-blocked and paywalled; abstract read via academia.edu landing page. Full numeric content taken from the open dissertation (EXTWEB-001), which includes this paper."
EXTWEB-GEOPHYS_GPR-003,GEOPHYS_GPR,"Zhukov A.A., Prigara A.M., Pushkareva I.Yu., Tsarev R.I.",2017,Оценка скорости распространения электромагнитных волн в солях Верхнекамского месторождения солей,"Инженерные изыскания, 2017, № 3, с. 28-33 (Геомаркетинг)",,https://www.geomark.ru/journals_list/zhurnal-inzhenernye-izyskaniya-32017/,article,ABSTRACT_ONLY,Declared primary for the 12 cm/ns EM velocity used for migration at VKM (ref. [21] in VKM-SRC-015),CW-0063 (rank 44); GPR-071; GPR-037; GPR-CF1; GPR-CF8,HIGH,VKM_REGIONAL (field work in SKRU-3 per abstract),Only the publisher annotation and keywords were reachable; the full-text attachment link did not return the article (likely subscription). Numeric tables of the article NOT read. Abstract confirms: fieldwork in shaft of SKRU-3; profiling + transillumination; average velocities per bed determined.
EXTWEB-GEOPHYS_GPR-004,GEOPHYS_GPR,"Voroshilov V.A., Fatykhova O.N., Zhukov A.A., Tsarev R.I., Prigara A.M.",2026,Перспективы учета гипсометрии пластов с использованием георадиолокации при проходке выработок на Верхнекамском месторождении солей,"Горный информационно-аналитический бюллетень (ГИАБ), 2026, № 10, с. 5-19",10.25018/0236_1493_2026_10_0_5,https://giab-online.ru/catalog/perspektivy-ucheta-gipsometrii-plastov-s-ispolzovaniem-georadiol,article,ABSTRACT_ONLY,Metadata/abstract/reference list of the in-corpus GPR hypsometry paper (VKM-SRC-015),VKM-SRC-015 metadata check; GPR-CF7; GPR-CF8 ([21] identity),MEDIUM,VKM_REGIONAL (mine not named),"Same work as VKM-SRC-015 (in corpus). Used only to confirm bibliographic record, reference [21] identity and the English abstract wording on the type of roadways."
EXTWEB-GEOPHYS_GPR-005,GEOPHYS_GPR,"Zhukov A.A., Prigara A.M., Tsarev R.I., Voroshilov V.A.",2022,Решение горнотехнических задач на месторождении калийных солей методами геофизики,"ГИАБ, 2022, № 5-1, с. 82-91 (CC BY)",10.25018/0236_1493_2022_51_0_82,https://cyberleninka.ru/article/n/reshenie-gornotehnicheskih-zadach-na-mestorozhdenii-kaliynyh-soley-metodami-geofiziki,article,FULL_TEXT_READ,"GPR (100 MHz) + mine S-wave seismic (ПВРО) hypsometry of Marker Clay (МГ) bed near planned hydro-isolating bulkheads; velocities 15->12 cm/ns and 6 cm/ns in МГ; resolution 0.3 m (GPR) vs 1.25 m (ПВРО); limitations (wet fines, brine puddles, clay conductivity)","GPR-074 (bibliography row, priority MEDIUM); GPR-105/GPR-106 (partial); SGP-029/SGP-030 (ПВРО practice); HYD accident-scenario context (hydro-isolating structures)",HIGH,VKM_REGIONAL (mine not named: 'одного из рудников ВКМС'; Uralkali/VNII Galurgii),Open access CC BY full text read.
EXTWEB-GEOPHYS_GPR-006,GEOPHYS_GPR,"Shulakov D.Yu., Butyrin P.G., Verkholantsev A.V.",2018,"Сейсмологический мониторинг Верхнекамского месторождения: задачи, проблемы, решения","Горный журнал, 2018, № 6, с. 25-29 (ИД «Руда и Металлы»)",10.17580/gzh.2018.06.05,https://rudmet.net/media/articles/Article_MJ_06_18_pp.25-29.pdf,article,FULL_TEXT_READ,"Mine seismological monitoring networks of VKM (all operating mines incl. SKRU-1): completeness energy, location error, instrumentation (analog telemetry since 1995; HS-1 2 Hz; Ermak-5), event rates, use of catalogues for backfill planning; SKRU-2 precursor 2.5 months","CW-1540 (rank 170); SGP-055 (partial: network parameters, not catalogue); SGP-005",HIGH,VKM_REGIONAL + SKRU1 (recurrence graph 2007–2017 for SKRU-1 and SKRU-2 fields),Open PDF on publisher's site (rudmet.net). Catalogue itself not published.
