finding_id,stream,ext_id,finding,locator,affects,status,scope,confidence,conflict_with_local
XF-SF-009,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-001,"Калибровка на СКРУ-2 (1СВП, 2СВП, 1ЮЗП, 1ЮВП): профильная линия №7 (70 реперов на бетонном якоре, заложена 1989, шаг 30 м, пересекает на севере междушахтный целик с СКРУ-1) и №2 (81 репер, 1977, шаг 30 м, длина 2,9 км); использованы графики нарастания оседаний репера №22 линии 7 и №60 линии 2; даты съёмок на рисунках 15.06.07, 24.06.10, 25.07.14; прогноз на 2019 г.","гл.4 автореферата, рис.10–12",мониторинговые линии СКРУ-2/междушахтный целик СКРУ-1–СКРУ-2 (Лебедева VKM-SRC-012 — те же линии?),FACT,VKM_REGIONAL,HIGH,N (сопоставить с описанием линий у Лебедевой)
XF-SF-010,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-001,"Основным нормативным методом прогноза оседаний ВКМ по «Указаниям…» назван метод типовой кривой; основы метода для ВКМ приписаны Нестерову, Петухову И.А., Иофису М.А., Крайневу Б.А.; метод также официально утверждён для Старобинского месторождения.",гл.1 автореферата,MM-SUBS-010; MM-SUBS-001 (Старобин),FACT,VKM_REGIONAL,HIGH,N
XF-SF-011,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-002,"Оригинал метода (JMS 41(6), 2005) по аннотации: развит модифицированный метод переменных модулей, основанный на АПРИОРНОЙ информации о нарастании оседаний во времени; применение — камерная отработка свиты калийных пластов. Теоретическая база по списку литературы: Амусин–Линьков 1974 (переменные модули для линейно-наследственной ползучести), Ильюшин 1968 (метод аппроксимаций), Работнов 1977; временная функция — из Барях и др. 2005 (ФТПРПИ №4). Формула E^p = E^0/[1+Ψ(t)] в оригинале НЕ сверена (paywall).",Springer abstract + references,MM-CREEP-012; MM-GEOMECH-004; CW-0002; CW-0052,FACT,VKM_REGIONAL,HIGH,N (формула остаётся верифицированной только через вторичные VKM-SRC-038/035)
XF-SF-012,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-003,"Барях–Телегина 2013: реологический подход — модификация метода переменных модулей ([1] = Барях–Самоделкина 2005, [2] = Амусин–Линьков 1974); максимальное конечное оседание по нормативу [5]: η_max = 0,9·m_0·ω (ω — расчётный коэффициент извлечения при отработке одного пласта); в примере η_к = η_max = 2,23 м.",с.2 и с.5 статьи (по cyberleninka),"MM-SUBS-011 (форма 0,9·m_o·ω без p и C); FC-005",FACT,VKM_REGIONAL,MEDIUM,"N — согласуется с ветвью C ≥ 0,32 и p = 1 формулы (2.2) VKM-SRC-012"
XF-SF-013,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-005,"Проекция смещения на LOS (TU Delft, Hanssen): d_LoS = sinθ·sinα_d·d_e + sinθ·cosα_d·d_n + cosθ·d_u, где θ — угол падения к радару, α_d — азимут нулевой доплеровской плоскости в направлении к спутнику; LOS положителен в сторону спутника. При чисто вертикальном смещении d_LoS = cosθ·d_u, т.е. обращение — ДЕЛЕНИЕ на cosθ.","J Geod 2024, §2, Eq.(1)",MM-INSAR-012; MM-INSAR-014; MM-INSAR-026; FC-001; оператор наблюдения InSAR,FACT,other,HIGH,Y — противоречит «умножению на cos» в VKM-SRC-009 §8; согласуется с VKM-SRC-003 (1.4)/(1.7) и VKM-SRC-004
XF-SF-014,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-005,"Алгебраическая сверка: при правосторонней съёмке азимут направления «земля→спутник» α_d = β − 90° (β — азимут трека по часовой от севера); подстановка в Eq.(1) Brouwer–Hanssen даёт U_LOS = U_Z·cosθ + sinθ·(U_N·sinβ − U_E·cosβ), что тождественно форме (1.4) VKM-SRC-003 (LOS положителен к спутнику, ось Z вверх). Для левосторонней съёмки знаки горизонтальных членов меняются.",вывод по Eq.(1) J Geod 2024 и VKM-SRC-003 p.21 ф.(1.4),MM-INSAR-012,DERIVATION,other,HIGH,N — подтверждает MM-INSAR-012
XF-SF-015,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-004,"Самсонов–Барях 2020 (Березники): для одиночного нисходящего трека Sentinel-1 интерферограммы ДЕЛИЛИСЬ на постоянный cos угла падения → «псевдовертикальные» ряды, в предположении пренебрежимо малых горизонтальных компонент; занижение скоростей относительно нивелирования объяснено в т.ч. горизонтальными компонентами; при наличии асц.+дисц. RADARSAT-2 применён MSBAS → восток + вертикаль (горизонтальная скорость до 10 см/год, т.е. горизонтальные смещения над рудником не пренебрежимы).","Remote Sens. 2020, §2 (Methodology), §3, Fig.4",MM-INSAR-014; FC-001; CW-0034 (допущение «горизонтальные малы»),FACT,VKM_REGIONAL,HIGH,Y — против умножения VKM-SRC-009; согласуется с VKM-SRC-003/004
XF-SF-016,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-004,"Геометрия съёмки Березников: RADARSAT-2 U18W2 (асц., θ = 43°) и U19W2 (дисц., θ = 44°), окт.2011–апр.2014; Sentinel-1 дисц. трек 35, θ = 39°, июль 2016–июнь 2020; вертикальная скорость до 14 см/год (RS-2) и до 17 см/год (S-1); валидация нивелированием r = 0,75; скорости >17 см/год по нивелированию DInSAR не разрешает.","Remote Sens. 2020, Table 1/§2, Abstract",оператор наблюдения InSAR (VKM); MM-INSAR-013,FACT,VKM_REGIONAL,HIGH,N
XF-SF-017,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-006,"Документация ASF HyP3: LOS-смещение положительно при движении к сенсору; продукт vertical displacement строится в предположении только вертикальной деформации (поднятие +, оседание −) и некорректен при горизонтальной составляющей.","HyP3 InSAR Product Guide, раздел Displacement maps",FC-001; MM-INSAR-014,FACT,other,MEDIUM,N
XF-SF-018,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-007,"Внешняя линия ГИ УрО РАН «крупномасштабного математического моделирования» геомеханических процессов при разработке калийных месторождений: статья Барях–Шумихина (Горный журнал, 1993, №4) и кандидатская диссертация Шумихиной А.Ю. (1997, ГИ УрО РАН, рук. Барях А.А., 05.15.11; оппоненты Кашников Ю.А., Шуплецов Ю.П.). В корпусе не цитируются. Содержат ли они эквивалентный выработанный слой или метод переменных модулей — UNKNOWN (текст недоступен).",выдача WebSearch (машинное резюме); карточка tekhnosfera.com,MM-GEOMECH-004; MM-CREEP-012 (генеалогия метода); FC-038; CW-0002/CW-0052 (контекст),FACT,VKM_REGIONAL,LOW,N
XF-SF-019,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-009,"«Турнер» в «методике Турнера–Шевякова» — французский горный инженер Louis-Marcellin Tournaire (1824–1886). Его работа 1884 г. о размерах целиков карьеров считается классическим истоком оценки нагрузки по присоединённой площади. Вторая половина названия — Шевяков Л.Д., 1941 (Изв. АН СССР ОТН, №7–9). Библиографические записи VKM-SRC-031 [6] и [7] этим подтверждены. Локальная форма P = γH(a+b)/b и C = γH(a+b)/(b·k_f·σ_m) с оригиналами не сверена: тексты онлайн недоступны.","annales.org биография Tournaire; Википедия/ИС АРАН — Шевяков; VKM-SRC-031 библ. [6],[7]",MM-PILLAR-001; MM-PILLAR-010; MM-PILLAR-008 («степень нагружения по Турнеру–Шевякову»); EV-VN-S031-0005; EV-VN-S031-0019; EV-VN-S031-0036; EV-VN-S031-0037; EV-VN-S032-0003,FACT,other,MEDIUM,"N — уточняет имя: «Turner» в формулировке задания — артефакт транслитерации, англ. автора Turner нет"
XF-SF-020,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-012,"Функция времени Кноте (1952) во вторичных рецензируемых статьях: скорость оседания точки пропорциональна разности конечного и текущего оседания, dw/dt = c·(w_max − w(t)). Коэффициент времени c связан со свойствами покрывающей толщи. Для мгновенной выемки отсюда w(t) = w_max·(1 − e^(−ct)). Оригинал не достигнут. В корпусе ВКМ функция Кноте и функции Авершина/Будрыка не используются. Временная зависимость ВКМ задаётся нормативными графиками нарастания оседаний («Указания») и критериями MM-SUBS-014.",машинное резюме WebSearch по MDPI Appl. Sci. 2020 10(9):3147 и Sci. Rep. 2022,MM-SUBS-010 (F(t) = UNKNOWN); MM-SUBS-014; кандидат MODEL_CHOICE для временной функции WorldSpec,MODEL_CHOICE,other (уголь; Польша/Китай/Бангладеш),LOW,N
XF-SF-021,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-001,"Символьная сверка этого проекта, без чисел. У закона Кноте dw/dt = c(w_max − w) скорость максимальна при w = 0, т.е. сразу после (мгновенной) выемки. Ермашов описывает на ВКМ три стадии: начальную медленную, активную с ростом скорости до максимума и затухающую (XF-SF-008). Такую S-образную кривую одноэкспоненциальный закон Кноте воспроизвести не может. Для этого нужна свёртка с графиком подвигания фронта работ или модифицированная (многопараметрическая) функция времени. Следствие для WorldSpec: функция Кноте допустима только как MODEL_CHOICE с явной свёрткой по истории выемки, а не как свойство ВКМ.","вывод по XF-SF-020 и автореферату Ермашова (гл.4, стадии процесса)",MM-SUBS-010/014; FC-038; выбор временной функции оператора оседаний (Phase 2),DERIVATION,VKM_REGIONAL,MEDIUM,N
XF-SF-022,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-013,"Монография Авершина С.Г. «Сдвижение горных пород при подземных разработках» (1947, Углетехиздат, 245 с.) подтверждена библиографически: её широко цитируют диссертации по сдвижению над угольными шахтами. Содержание (типовые кривые, функции распределения, время процесса) в этой сессии не проверено. Корпус ВКМ на неё не опирается.",выдача WebSearch (библиографии диссертаций dissercat),вопрос задания «Avershin»; нет зависимых записей в корпусе,UNKNOWN,other,LOW,N
XF-SF-023,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-014,"Документация SARscape (по машинному резюме) называет получение вертикали из LOS «cosine correction» — проецированием LOS-смещения на вертикаль с учётом косинуса локального угла падения. Словесная формула «проецирование… с косинусом» не фиксирует, делится или умножается LOS. Возможное объяснение (гипотеза, LEAD): «умножаются на косинус» у Горского–Хоменкова пересказывает такую терминологию, а не арифметику. При допущении только вертикального движения арифметика продукта должна быть делением. Также уточнён охват FC-001: единственный источник корпуса с умножением (VKM-SRC-009, Горский–Хоменков 2012) относится к Старобинскому месторождению (Беларусь, NON_VKM). Все ВКМ-источники делят: VKM-SRC-003/004 и Самсонов–Барях 2020.",машинное резюме WebSearch по SARscape SBAS Tutorial 5.6.2 / E-SBAS 6.1.0; SOURCE_COVERAGE_MASTER (VKM-SRC-009 = Starobin),FC-001; MM-INSAR-026; MM-INSAR-014; XFV-SF-002,UNKNOWN,other (ПО); VKM-SRC-009 = Старобин (аналог),LOW,"Y — FC-001 остаётся OPEN, но конфликт касается только аналогового (белорусского) источника; для ВКМ-операторов расхождения нет"
XF-SF-024,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-015,"Существует публикация «Геомеханическое сопровождение спутникового радарного мониторинга оседаний подработанных территорий» (Горный журнал, 2023, №8). По теме она продолжает линию InSAR + численная модель ГИ УрО РАН (ср. EXTWEB-SKRU1_SPECIFIC-008, JMS 2025). Авторы, участок, формулы пересчёта LOS и используемые модели не установлены.",карточка rudmet.com/journal/2236/article/37004 (выдача поиска),MM-INSAR-*; оператор наблюдения InSAR; CW-1849 (контекст),UNKNOWN,VKM_REGIONAL (вероятно),LOW,N
XF-SF-025,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-016,"Первоисточник CW-1849 (Барях, Евсеев, Глебова, Васильева 2023, ГЖ №11) поиском не найден. Его утверждения о прогнозе оседаний по деформациям выработок остаются известными только по цитированию в корпусе. Для WorldSpec это UNKNOWN: из корпуса нельзя взять ни вид связи «деформация МКЦ → оседание», ни её параметры.",—,rank 75 / CW-1849; MM-PILLAR-009; MM-SUBS-*,UNKNOWN,VKM_REGIONAL,HIGH,N
XF-SF-026,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-017,"Первоисточник закона времени устойчивого состояния Tр = A·exp(−13,5γH/Rc)·√(S/Sр) (с A = 1606 год у Соловьёва 1992 или 2020K у Соловьёва–Секунцова 2013) и калибровочные расчёты ВНИИГ за коэффициентом 13,5 онлайн не найдены. Происхождение закона остаётся UNKNOWN; обе формы FC-006 сохраняются раздельно.",—,FC-006; MR-CONF-003; MM-ROOF-002; MM-ROOF-017; MR-RHEO-N15; EV-VN-S037-0573,UNKNOWN,VKM_REGIONAL,HIGH,N
XF-SF-027,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-018,"Первоисточник rank 10 (CW-0039) уточнён: «Геофизические исследования», 2021, т.22, №4, часть I «Дифференциальная интерферометрия» (ИФЗ РАН + ГИ УрО РАН). Часть II (2023, т.24, №2, метод устойчивых отражателей) — это VKM-SRC-004 корпуса. Текст части I не прочитан. Её восемь зависимых утверждений остаются CITED_IN_SOURCE, включая схему пересчёта LOS→вертикаль для DInSAR над Березниками.",страница выпуска portal.ifz.ru (выдача поиска),"CW-0039 (rank 10); CW-0012 (rank 38, тезисы ИКИ 2021 — та же группа); MM-INSAR-012/014; FC-001",FACT,"VKM_REGIONAL (Березники, БКПРУ)",MEDIUM,N
XF-SF-028,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-019,"По аннотации (машинное резюме) многовариантное моделирование для ВКМ показало: устойчивость ВЗТ обеспечивается до завершения процесса сдвижения при «коэффициенте извлечения порядка 40–45 %». Какой коэффициент имеется в виду, не определено: массовый К_и, плановый a/(a+b) или «расчётный» ω формулы η0. Это ещё одно употребление термина из FC-016. Порог нельзя переносить в формулу η0 = 0,9·m0·ω·p без определения ω.","аннотация, карточка rudmet.ru/journal/1472/article/25296",FC-016; MM-MINE-009/010; MM-SUBS-011; MM-WPS-*,FACT,VKM_REGIONAL,LOW,Y — усиливает FC-016 (неоднозначность «коэффициента извлечения»)
XF-SF-029,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-020,"Функция влияния Будрыка–Кноте (1953) во вторичной литературе — гауссова φ(x,y) ∝ exp(−π(x²+y²)/r²). Радиус главного влияния r на поверхности связан с глубиной H и углом главного влияния β (r = H/tgβ). Корпус ВКМ её не использует: форма мульды ВКМ задаётся табличными типовыми кривыми S(z) и угловым построением границы (δ0, ψ). Символьно: носитель гауссовой функции неограничен, поэтому граница мульды при таком суррогате требует порога по оседанию или деформации. Это то же различие «деформационная против угловой границы», что в FC-037. Суррогат допустим только как MODEL_CHOICE/ANALOGUE.",машинное резюме WebSearch по IJCST 2015 и RMRE 2024,MM-SUBS-010/013/017/018; FC-037; MM-PDE-013 (функции Грина как суррогат),MODEL_CHOICE,"other (уголь, лавы)",LOW,N
XF-SF-030,SUBSIDENCE_FORMULAS,EXTWEB-SUBSIDENCE_FORMULAS-021,"Аннотация Барях и др. 2005 (JMS 41(4)) повторно подтверждена. Прогноз нарастания оседаний строится в рамках линейной вязкоупругости; функция ползучести — четырёхпараметрическая кривая. Единые реологические показатели для всех калийных пластов ВКМ определены по натурным оседаниям; учтено влияние закладки. Следствие: временная функция ГИ УрО РАН по построению откалибрована на наблюдённых оседаниях, как и у Ермашова (XF-SF-007), — это тот же риск циркулярности (FC-038). Вид четырёхпараметрической кривой и значения показателей — UNKNOWN (paywall).",аннотация Springer (выдача поиска) (цитата не приводится: дословность по выдаче поиска не проверяема),CW-0052 (rank 11); MR-RHEO-CL-13; MM-CREEP-012; MM-SUBS-010 (F(t)); FC-038,FACT,VKM_REGIONAL,MEDIUM,N
RM-F-001,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-001,"Метод Баряха–Самоделкиной 2005 опирается на классическую линейную наследственную теорию (Работнов 1977; Москвитин 1972; аппроксимации Ильюшина 1968) и на метод переменных модулей Амусина–Линькова (Механика твёрдого тела, 1974, №6); это и есть теоретический первоисточник MM-CREEP-012.",аннотация; References 1-4,MM-CREEP-012; MR-RHEO-CL-08; CW-0002 (rank 4),FACT,VKM_REGIONAL,HIGH,N
RM-F-002,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-001,"Свойства пород в работе 2005 г. берутся из «Кадастра физико-механических свойств соляных пород центральной части Верхнекамского месторождения» (ГИ УрО РАН, Пермь, 1992) — внутренний документ, в открытом доступе не найден; вторая опора — прогноз нарастания оседаний (Барях и др., ФТПРПИ 2005 №4 = EXT-SRC-010).",References 6-7,rank 4; CW-0052 (rank 11); MR-RHEO-CL-13,FACT,VKM_REGIONAL,HIGH,N
RM-F-003,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-001,"Полный текст (формулы, параметры η(t), m, калибровочные оседания) недоступен: платный Springer, русский оригинал ФТПРПИ 2005 №6 в открытом доступе не обнаружен. Числа из статьи остаются UNKNOWN.",страница Springer (paywall),rank 4; MM-CREEP-012,UNKNOWN,VKM_REGIONAL,HIGH,N
RM-F-004,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-002,"Ссылка [29] при таблице параметров Друкера–Прагера/ползучести (сильвинит E=400 МПа, A=3·10⁻¹⁰, n=1, m=−0,3) в статье Белякова–Беликова указывает на автореферат Ермашова А.О. (2015), тогда как в тексте параметры приписаны отчёту НИР СПГУ и названы «подобранными по результатам натурных наблюдений»; аннотация говорит о лабораторных испытаниях. Противоречие MR-CONF-018 подтверждено и уточнено: первоисточник — Ермашов 2015 и/или неопубликованный отчёт НИР.","с.36-37, табл.1; список лит. [29]",MR-CONF-018; MR-RHEO-CL-05; MM-CREEP-005,FACT,VKM_REGIONAL (БКПРУ-4),HIGH,Y: уточняет MR-CONF-018 (abstract=лаборатория vs текст=натурная подгонка; ссылка [29]=Ермашов 2015)
RM-F-005,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-003,Работа Токсарова и др. 2020 по деформированию выработок относится к Гремячинскому месторождению; параметров ядра Абеля и температуры испытаний нет; к СКРУ-1 не относится.,вся статья (Firecrawl query),вопрос «закон ползучести на данных СКРУ-1»,FACT,other,MEDIUM,N
RM-F-006,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-004,"Вне корпуса найден закон ползучести, параметры которого частично откалиброваны на натурных данных СКРУ-1: вязкопластическая модель трёх стадий ползучести (Perzyna-тип; неустановившаяся — Ep, ηp, m; установившаяся — ηs, n; прогрессирующая — критерий Друкера–Прагера с разупрочнением M; граница течения = длительная прочность) реализована в ANSYS; степенные показатели m и n взяты из лабораторных испытаний ГИ УрО РАН/ПНИПУ, а вязкости и модуль упрочнения подобраны по деформациям МКЦ и конвергенции камер на подземных станциях по пластам АБ и КрII рудников СКРУ-1 и СКРУ-3 (усреднение по панелям).","автореферат, гл.3 (с. ~11-13), рис.5 «на примере камер СКРУ-1, 10 ЗП», табл.1",UNKNOWN №3 MECH_RHEO; MR-RHEO-CL-05; MM-CREEP-005; новый кандидат закона ползучести (не в реестре); MR-CONF-027,FACT,"SKRU1+SKRU3 (усреднённые параметры, сайт-смешанные)",HIGH,"Y: локальный синтез утверждает «законов ползучести, откалиброванных на СКРУ-1, нет» — утверждение верно только для корпуса"
RM-F-007,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-004,"Табл.1 автореферата («средние параметры реологической модели для сильвинита (пл. КрII и АБ), полученные по результатам измерений деформаций МКЦ») в текстовом слое искажена OCR; однозначно читается только вязкость установившейся ползучести ηs = 5,49·10⁷ МПа·год; остальные числа (176; 77; 2,1; 5; 20; 9,8; 16; 65; 2) нельзя уверенно сопоставить с колонками (Ep, ηp, m, n, ηf, σf, …, M) без визуальной проверки оригинала. Упругие параметры в этих расчётах: E = 7 ГПа, ν = 0,35 по всему разрезу (модельный выбор).","автореферат, табл.1 и текст под ней",новый кандидат закона ползучести; MR-CONF-026 (E),"FACT (ηs, E, ν как напечатано); UNKNOWN (привязка прочих чисел)",SKRU1+SKRU3,MEDIUM,N
RM-F-008,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-004,"Масштабно-временной эффект вязкости: средняя вязкость установившейся ползучести сильвинита по образцам (≈30 сут испытаний) в 3–5 раз меньше натурных оценок по деформациям МКЦ (≈5 лет, 5,49·10⁷ МПа·год) и по нарастанию оседаний (≈32 года, 6,06·10⁷ МПа·год). Автор объясняет это влиянием временного фактора. Порядок лабораторной величины (1,43·10^?) в OCR утрачен.",защищаемое положение 2; табл.2,MR-CONF-002 (LAB→MASSIF); MR-RHEO-CL-01; MR-RHEO-CL-18..21; UNKNOWN №3,FACT (как сообщено автором); интерпретация — MODEL_CHOICE,"SKRU1+SKRU3 (МКЦ), SKRU2 (оседания)",MEDIUM,Y: третье направление LAB→MASSIF — по вязкости массив «жёстче» лаборатории в 3–5 раз (в отличие от ослабления Kстр=15 у Лебедевой и «E натурный ×2» у Баряха и др.)
RM-F-009,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-004,"Остальные реологические параметры крупномасштабной модели подобраны по графикам нарастания максимальных оседаний: (а) нормативные кривые «Указаний…» для пласта КрII при C = 0,32–0,45, ширина МКЦ 5,5 м, 15 лет; (б) наблюдения ПАО «Уралкалий» по профильным линиям №7 (заложена 1989, 70 реперов через 30 м; на севере пересекает междушахтный целик с СКРУ-1; репер №22) и №2 (1977, 81 репер, 2,9 км; репер №60) рудника СКРУ-2; исходное поле напряжений — гидростатическое (модельный выбор).","автореферат, гл.4",MONITORING (профильные линии СКРУ-2/СКРУ-1 целик); MR-CONF-009 (λ=1 как модельный выбор); SKRU1-SKRU2 intermine pillar,FACT,SKRU2 (с касанием межшахтного целика СКРУ-1–СКРУ-2),HIGH,N
RM-F-010,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-004,"Параметры разрушения каменной соли ВКМ по трёхосным испытаниям ГИ УрО РАН (пресс Zwick/Roell Z-250): мгновенная прочность на одноосное сжатие 25,3 МПа, угол внутреннего трения 53°, остаточная прочность 8,7 МПа, остаточный угол трения 46,8°. Пласт АБ по натурной подгонке более склонен к ползучести, чем КрII; предельная деформация растяжения для зон разрушения — 1 %.","автореферат, гл.2 рис.2; гл.3","mechanics_evidence_catalog (каменная соль, трёхосная); MR-RHEO-CL-05",FACT (LAB) / MODEL_CHOICE (1 %),VKM_REGIONAL (рудник отбора не указан),MEDIUM,N
RM-F-011,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-005,"Натурная калибровка упруго-вязкопластической модели Цаюкова/Баряха по деформациям МКЦ выполнена на экспериментальных участках БКПРУ-4 (участки №2, 3, 4, 6: 10 ЮВП, 1 ЮЗП, 2 СЗП; пласты АБ и КрII; H 300–409 м; замерные станции оборудованы 2013–2015 гг.); СКРУ-1 в доступных фрагментах не фигурирует (участки №1 и №5 в извлечённом тексте отсутствуют).","Приложение А «Сводная характеристика экспериментальных участков» (dissercat, OCR)",вопрос «закон ползучести на СКРУ-1»; MR-RHEO-CL-18..21; VKM-SRC-036,FACT,VKM_REGIONAL (БКПРУ-4),MEDIUM,N
RM-F-012,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-005,"Метод прогноза остаточного срока службы МКЦ у Цаюкова использует уменьшение коэффициента вязкости как функцию времени с момента отработки; оппонент (Карасев М.А.) отмечает, что из текста неясно, как определены параметры этой функции (натурные наблюдения или лаборатория), и что глинистые прослои в параметрах модели не учтены. Для WorldSpec это означает: вязкость массива в модели ГИ УрО РАН — калибровочная, зависящая от времени величина (MODEL_CHOICE), а не лабораторная константа.","Заключение ДС, отзыв оппонента Карасева М.А., с.3-4",MR-RHEO-CL-18..21; MM-CREEP-103; MR-CONF-002; interfaces (глинистые прослои),FACT (о содержании диссертации),VKM_REGIONAL,HIGH,N
RM-F-013,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-005,"Список работ Барях–Цаюков по теме (первоисточники для VKM-SRC-036): FIS 2024 18(70):191–209 (DOI 10.3221/igf-esis.70.11 = VKM-SRC-036); FIS 2022 16(62):585–601 «Justification of fracture criteria for salt rocks» (DOI 10.3221/IGF-ESIS.62.40); ФТПРПИ 2021 №3 с.13–23 (DOI 10.15372/FTPRPI20210302); Eurasian Mining 2020 №2 с.7–10 (DOI 10.17580/em.2020.02.02); EUROCK 2020; EUROCK 2018 (2 доклада); ФТПРПИ 2017 №6 с.10–22 (DOI 10.15372/FTPRPI20170602). Физическое моделирование разрушения целиков — на образцах 300×300×300 мм; релаксация изучалась на каменной соли, ползучесть — на сильвините.","Заключение ДС, «Основные публикации»; отзывы Кузнецова–Аветисяна и Саммаля–Деева",VKM-SRC-036; MR-RHEO-CL-18..21; scale_shape_effect,FACT,VKM_REGIONAL,HIGH,N
RM-F-014,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-006,"Монография Барях–Константинова–Асанов «Деформирование соляных пород» (1996, УрО РАН, 203 с.) подтверждена как изданная книга. Её содержание в этой фазе недоступно: законы ползучести, параметры, условия опытов, температура. От неё зависит 21 утверждение корпуса (CW-0022), и все они остаются CITED_IN_SOURCE без сверки.","выдача WebSearch (профили автора, ссылки диссертаций)",CW-0022 (rank 5); MR-RHEO-N01; MR-CONF-002; UNKNOWN №3 MECH_RHEO,UNKNOWN,VKM_REGIONAL,HIGH,N
RM-F-015,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-007,"По аннотации Константиновой–Чернопазова 2004 (JMS 40(1):45–56) наследственная модель соляных пород ГИ УрО РАН включает наследственную упругость и вязкопластичность. Ядра сдвиговой и объёмной ползучести строятся с учётом разрыхления (дилатансии) и исходной поврежденности образцов. Это не простое линейное ядро Абеля с одним α (норматив α = 0,7, CL-06/MM-CREEP-102). Значит, «ядро Абеля ВКМ» — упрощение более общей модели. Вид ядер и значения параметров — UNKNOWN. Масштаб — лабораторные образцы (LAB).",аннотация Springer (машинное резюме WebSearch),CW-1406; EV-VN-S012-0037; MM-CREEP-101/102; MR-RHEO-CL-06; MR-RHEO-N01; MR-CONF-027,FACT,VKM_REGIONAL (LAB),LOW,N (дополняет: в корпусе источник только в списке литературы)
RM-F-016,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-008,"Аннотация Константиновой–Чернопазова 2007 (JMS 43(1):17–23) повторно подтверждена. Параметры линейной наследственной модели для сильвинитового пласта КрII ВКМ оценены по натурным вертикальным деформациям МКЦ. Рудник и участок в аннотации не названы, значения α и δ не приведены. Для WorldSpec: натурно откалиброванное ядро Абеля для КрII существует, но его значения и привязка к руднику (СКРУ-1 или нет) — UNKNOWN.",аннотация Springer (выдача поиска),MR-RHEO-CL-17; MM-CREEP-102 (known_variants CL-17); UNKNOWN №3 MECH_RHEO,FACT,VKM_REGIONAL (рудник не установлен),MEDIUM,N
RM-F-017,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-009,"Источник [10] коэффициента структурного ослабления Kстр у Лебедевой — «Бенявски З.Т. Управление горным давлением» (М.: Мир, 1990; CW-1383). По автору и году это, вероятно, русский перевод книги Z.T. Bieniawski «Rock Mechanics Design in Mining and Tunneling» (Balkema, 1984). Оригинал подтверждён каталогами, связь с переводом — нет. Книга общая: горная механика, проектирование в горном деле и тоннелестроении, не соли. Поэтому Kстр ≈ 15 для солей ВКМ — перенос общего подхода и калибровочный MODEL_CHOICE, а не измеренное свойство соли. Направление Kстр (FC-013) без текста книги не устанавливается.",WorldCat/OSTI/TRID (выдача поиска); VKM-SRC-012 библ. [10],FC-013; MM-SCALE-001; MR-CONF-002; EV-VN-S012-0526; EV-VN-S012-0536..0540,MODEL_CHOICE,other (общая горная механика) → перенос на ВКМ,MEDIUM,N (уточняет происхождение)
