issue_id,issue_type,borehole_ids,ids_as_printed,sources,locators,vn_ids,description,evidence_for_identity,evidence_against_identity,decision,identity_confidence,what_would_resolve,status
ISS-AUTO-160,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-160;BH-UM11-160,160,VKM-SRC-011;VKM-SRC-014,BH-SWK-S011-160: 011 p11 | BH-UM11-160: 014 p9,EV-VN-S011-0195;EV-VN-S014-0104,"Номер «160» встречается в 2 несвязанных контекстах: BH-SWK-S011-160 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-UM11-160 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-166,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-166;BH-DUR-S011-166;BH-UM11-166;BH-TEACH-S020-166,166,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020,BH-SWK-S011-166: 011 p11 | BH-DUR-S011-166: 011 p61 | BH-UM11-166: 014 p9 | BH-TEACH-S020-166: 020 p110,EV-VN-S011-0200;EV-VN-S011-1233;EV-VN-S014-0105;EV-VN-S020-0279,"Номер «166» встречается в 4 несвязанных контекстах: BH-SWK-S011-166 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-DUR-S011-166 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-UM11-166 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]; BH-TEACH-S020-166 [Учебная иллюстрация без привязки (SRC-020 рис.3.5)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-175,SAME_ID_DIFFERENT_CONTEXT,BH-CHASH-S011-175;BH-DUR-S011-175;BH-M39-S011-175,175,VKM-SRC-011,"BH-CHASH-S011-175: 011 p34 | BH-DUR-S011-175: 011 p59, 011 p62 | BH-M39-S011-175: 011 p112",EV-VN-S011-0617;EV-VN-S011-1132;EV-VN-S011-1261;EV-VN-S011-1873,"Номер «175» встречается в 3 несвязанных контекстах: BH-CHASH-S011-175 [Чашкинское нефтяное месторождение]; BH-DUR-S011-175 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-175 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-179,SAME_ID_DIFFERENT_CONTEXT,BH-KAMA-S011-179;BH-SECBL-179;BH-BIB-S011-179;BH-M135-179,179,VKM-SRC-011;VKM-SRC-014;VKM-SRC-037,"BH-KAMA-S011-179: 011 p18 | BH-SECBL-179: 011 p24, 037 p6 | BH-BIB-S011-179: 011 p155 | BH-M135-179: 014 p19",EV-VN-S011-0302;EV-VN-S011-0424;EV-VN-S037-0070;EV-VN-S011-3064;EV-VN-S014-0244,"Номер «179» встречается в 4 несвязанных контекстах: BH-KAMA-S011-179 [Камский прогиб (ВКМС), текст]; BH-SECBL-179 [Широтный разрез Березниковского района (Усольский купол – Камский прог]; BH-BIB-S011-179 [Упоминание только в библиографии (SRC-011 Прил.4)]; BH-M135-179 [Карта участков детальной разведки / шахтных полей центральной части ВК]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-180,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-180;BH-M39-S011-180,180,VKM-SRC-011,BH-DUR-S011-180: 011 p61 | BH-M39-S011-180: 011 p112,EV-VN-S011-1236;EV-VN-S011-1879,"Номер «180» встречается в 2 несвязанных контекстах: BH-DUR-S011-180 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-180 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-184,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-184;BH-BOR-S011-184,184,VKM-SRC-011,BH-DUR-S011-184: 011 p62 | BH-BOR-S011-184: 011 p64,EV-VN-S011-1262;EV-VN-S011-1361,"Номер «184» встречается в 2 несвязанных контекстах: BH-DUR-S011-184 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-BOR-S011-184 [Боровицкая площадь (Боровицкий прогиб)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-185,SAME_ID_DIFFERENT_CONTEXT,BH-SECBL-185;BH-B4-185;BH-B2-185,185,VKM-SRC-011;VKM-SRC-014;VKM-SRC-037,"BH-SECBL-185: 011 p24, 037 p6 | BH-B4-185: 011 p47, 014 p103 | BH-B2-185: 014 p99",EV-VN-S011-0434;EV-VN-S037-0077;EV-VN-S011-0875;EV-VN-S014-0795;EV-VN-S014-0601,"Номер «185» встречается в 3 несвязанных контекстах: BH-SECBL-185 [Широтный разрез Березниковского района (Усольский купол – Камский прог]; BH-B4-185 [БКПРУ-4, поверхностные скважины]; BH-B2-185 [БКПРУ-2, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,POSSIBLE_SAME,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-186,SAME_ID_DIFFERENT_CONTEXT,BH-SECBL-186;BH-B4-186;BH-M135-186;BH-B2-186,186,VKM-SRC-011;VKM-SRC-014,"BH-SECBL-186: 011 p24 | BH-B4-186: 011 p47, 014 p103 | BH-M135-186: 014 p19 | BH-B2-186: 014 p99",EV-VN-S011-0436;EV-VN-S011-0904;EV-VN-S014-0797;EV-VN-S014-0247;EV-VN-S014-0627,"Номер «186» встречается в 4 несвязанных контекстах: BH-SECBL-186 [Широтный разрез Березниковского района (Усольский купол – Камский прог]; BH-B4-186 [БКПРУ-4, поверхностные скважины]; BH-M135-186 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-B2-186 [БКПРУ-2, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-194,SAME_ID_DIFFERENT_CONTEXT,BH-M135-194;BH-M211-S011-194;BH-B2-194,194,VKM-SRC-011;VKM-SRC-014,"BH-M135-194: 011 p24, 014 p19 | BH-M211-S011-194: 011 p47 | BH-B2-194: 014 p99",EV-VN-S011-0419;EV-VN-S014-0251;EV-VN-S011-0939;EV-VN-S014-0641,"Номер «194» встречается в 3 несвязанных контекстах: BH-M135-194 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-M211-S011-194 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]; BH-B2-194 [БКПРУ-2, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-196,SAME_ID_DIFFERENT_CONTEXT,BH-B2-196;BH-SECBL-196,196,VKM-SRC-014;VKM-SRC-037,BH-B2-196: 014 p99 | BH-SECBL-196: 037 p6,EV-VN-S014-0634;EV-VN-S037-0079,"Номер «196» встречается в 2 несвязанных контекстах: BH-B2-196 [БКПРУ-2, поверхностные скважины]; BH-SECBL-196 [Широтный разрез Березниковского района (Усольский купол – Камский прог]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,POSSIBLE_SAME,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-2,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-2;BH-HIST-S011-2;BH-SOL-2,2,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-2: 011 p7, 014 p17, 023 p28, 025 p8 | BH-HIST-S011-2: 011 p146 | BH-SOL-2: 014 p78",EV-VN-S011-0089;EV-VN-S014-0180;EV-VN-S023-0093;EV-VN-S025-0031;EV-VN-S011-2673;EV-VN-S014-0475,Номер «2» встречается в 3 несвязанных контекстах: BH-SECI-2 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-HIST-S011-2 [Первые солеразведочные скважины г. Соликамска 1925–1927 гг. (SRC-011 П]; BH-SOL-2 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-20,SAME_ID_DIFFERENT_CONTEXT,BH-NONVKM-S011-20;BH-GREM-S024-20,20,VKM-SRC-011;VKM-SRC-024,BH-NONVKM-S011-20: 011 p152 | BH-GREM-S024-20: 024 p120,EV-VN-S011-2769;EV-VN-S024-0385,Номер «20» встречается в 2 несвязанных контекстах: BH-NONVKM-S011-20 [вне ВКМ]; BH-GREM-S024-20 [Гремячинское месторождение (Волгоградская обл.)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,DIFFERENT_OR_OFFSITE,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-201,SAME_ID_DIFFERENT_CONTEXT,BH-M135-201;BH-B2-201;BH-M211-S011-201,201,VKM-SRC-011;VKM-SRC-014,"BH-M135-201: 011 p24, 014 p19 | BH-B2-201: 011 p32, 014 p99 | BH-M211-S011-201: 011 p47",EV-VN-S011-0420;EV-VN-S014-0252;EV-VN-S011-0586;EV-VN-S014-0647;EV-VN-S011-0940,"Номер «201» встречается в 3 несвязанных контекстах: BH-M135-201 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-B2-201 [БКПРУ-2, поверхностные скважины]; BH-M211-S011-201 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-202,SAME_ID_DIFFERENT_CONTEXT,BH-M135-202;BH-B2-202;BH-SECBL-202,202,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020,"BH-M135-202: 011 p24, 014 p19 | BH-B2-202: 014 p99 | BH-SECBL-202: 020 p8",EV-VN-S011-0415;EV-VN-S014-0254;EV-VN-S014-0626;EV-VN-S020-0064,"Номер «202» встречается в 3 несвязанных контекстах: BH-M135-202 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-B2-202 [БКПРУ-2, поверхностные скважины]; BH-SECBL-202 [Широтный разрез Березниковского района (Усольский купол – Камский прог]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-206,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-206;BH-B2-206,206,VKM-SRC-011;VKM-SRC-014,"BH-DUR-S011-206: 011 p60, 011 p61, 011 p62 | BH-B2-206: 014 p99",EV-VN-S011-1155;EV-VN-S011-1214;EV-VN-S011-1256;EV-VN-S014-0644,"Номер «206» встречается в 2 несвязанных контекстах: BH-DUR-S011-206 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-B2-206 [БКПРУ-2, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-208,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-208;BH-B2-208,208,VKM-SRC-011;VKM-SRC-014,BH-DUR-S011-208: 011 p60 | BH-B2-208: 014 p99,EV-VN-S011-1156;EV-VN-S014-0621,"Номер «208» встречается в 2 несвязанных контекстах: BH-DUR-S011-208 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-B2-208 [БКПРУ-2, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-21,SAME_ID_DIFFERENT_CONTEXT,BH-B1GEO-S011-21;BH-GREM-S024-21,21,VKM-SRC-011;VKM-SRC-024,BH-B1GEO-S011-21: 011 p36 | BH-GREM-S024-21: 024 p120,EV-VN-S011-0679;EV-VN-S024-0400,"Номер «21» встречается в 2 несвязанных контекстах: BH-B1GEO-S011-21 [БКПРУ-1, пос. Нов. Зырянка: инженерно-геологические скважины ПГСП «Гео]; BH-GREM-S024-21 [Гремячинское месторождение (Волгоградская обл.)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,DIFFERENT_OR_OFFSITE,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-212,SAME_ID_DIFFERENT_CONTEXT,BH-M135-212;BH-UM11-212;BH-B4-212,212,VKM-SRC-011;VKM-SRC-014,"BH-M135-212: 011 p24, 014 p19 | BH-UM11-212: 014 p20, 014 p9 | BH-B4-212: 014 p103",EV-VN-S011-0409;EV-VN-S014-0241;EV-VN-S014-0075;EV-VN-S014-0284;EV-VN-S014-0681,"Номер «212» встречается в 3 несвязанных контекстах: BH-M135-212 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-UM11-212 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]; BH-B4-212 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-213,SAME_ID_DIFFERENT_CONTEXT,BH-B4-213;BH-UM11-213,213,VKM-SRC-011;VKM-SRC-014,"BH-B4-213: 011 p47, 011 p88, 014 p103 | BH-UM11-213: 014 p20, 014 p9",EV-VN-S011-0883;EV-VN-S011-1603;EV-VN-S014-0699;EV-VN-S014-0076;EV-VN-S014-0285,"Номер «213» встречается в 2 несвязанных контекстах: BH-B4-213 [БКПРУ-4, поверхностные скважины]; BH-UM11-213 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-214,SAME_ID_DIFFERENT_CONTEXT,BH-M135-214;BH-B4-214;BH-UM11-214,214,VKM-SRC-011;VKM-SRC-014,"BH-M135-214: 011 p24, 014 p19 | BH-B4-214: 011 p47, 014 p103 | BH-UM11-214: 014 p9",EV-VN-S011-0412;EV-VN-S014-0243;EV-VN-S011-0892;EV-VN-S014-0746;EV-VN-S014-0080,"Номер «214» встречается в 3 несвязанных контекстах: BH-M135-214 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-B4-214 [БКПРУ-4, поверхностные скважины]; BH-UM11-214 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-220,SAME_ID_DIFFERENT_CONTEXT,BH-SOL-220;BH-B4-220,220,VKM-SRC-011;VKM-SRC-014,"BH-SOL-220: 011 p131, 014 p78 | BH-B4-220: 014 p103",EV-VN-S011-2096;EV-VN-S014-0474;EV-VN-S014-0700,"Номер «220» встречается в 2 несвязанных контекстах: BH-SOL-220 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-B4-220 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-222,SAME_ID_DIFFERENT_CONTEXT,BH-SOL-222;BH-DUR-S011-222;BH-B4-222,222,VKM-SRC-011;VKM-SRC-012;VKM-SRC-014,"BH-SOL-222: 011 p49, 012 p28, 012 p65, 012 p67, 014 p78 | BH-DUR-S011-222: 011 p61, 011 p62 | BH-B4-222: 014 p103",EV-VN-S011-0992;EV-VN-S012-0088;EV-VN-S012-0337;EV-VN-S012-0377;EV-VN-S014-0531;EV-VN-S011-1227;EV-VN-S011-1297;EV-VN-S014-0707,"Номер «222» встречается в 3 несвязанных контекстах: BH-SOL-222 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-DUR-S011-222 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-B4-222 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-23,SAME_ID_DIFFERENT_CONTEXT,BH-B1GEO-S011-23;BH-SOL-23,23,VKM-SRC-011;VKM-SRC-012;VKM-SRC-014,"BH-B1GEO-S011-23: 011 p36 | BH-SOL-23: 012 p64, 012 p67, 014 p78",EV-VN-S011-0676;EV-VN-S012-0311;EV-VN-S012-0372;EV-VN-S014-0526,"Номер «23» встречается в 2 несвязанных контекстах: BH-B1GEO-S011-23 [БКПРУ-1, пос. Нов. Зырянка: инженерно-геологические скважины ПГСП «Гео]; BH-SOL-23 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-232,SAME_ID_DIFFERENT_CONTEXT,BH-SOL-232;BH-UM11-232,232,VKM-SRC-011;VKM-SRC-014,"BH-SOL-232: 011 p24, 014 p19, 014 p78 | BH-UM11-232: 014 p20, 014 p9",EV-VN-S011-0397;EV-VN-S014-0220;EV-VN-S014-0469;EV-VN-S014-0060;EV-VN-S014-0270,Номер «232» встречается в 2 несвязанных контекстах: BH-SOL-232 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-UM11-232 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-236,SAME_ID_DIFFERENT_CONTEXT,BH-M135-236;BH-M211-S011-236,236,VKM-SRC-011;VKM-SRC-014,"BH-M135-236: 011 p24, 014 p19 | BH-M211-S011-236: 011 p47",EV-VN-S011-0395;EV-VN-S014-0234;EV-VN-S011-0923,"Номер «236» встречается в 2 несвязанных контекстах: BH-M135-236 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-M211-S011-236 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-239,SAME_ID_DIFFERENT_CONTEXT,BH-M135-239;BH-M39-S011-239;BH-UM11-239,239,VKM-SRC-011;VKM-SRC-014,"BH-M135-239: 011 p24, 014 p19 | BH-M39-S011-239: 011 p112 | BH-UM11-239: 014 p20, 014 p9",EV-VN-S011-0398;EV-VN-S014-0221;EV-VN-S011-1920;EV-VN-S014-0061;EV-VN-S014-0271,Номер «239» встречается в 3 несвязанных контекстах: BH-M135-239 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-M39-S011-239 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-UM11-239 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-24,SAME_ID_DIFFERENT_CONTEXT,BH-B1GEO-S011-24;BH-SOL-24;BH-GREM-S024-24,24,VKM-SRC-011;VKM-SRC-012;VKM-SRC-024,"BH-B1GEO-S011-24: 011 p36 | BH-SOL-24: 011 p49, 012 p28 | BH-GREM-S024-24: 024 p100, 024 p120",EV-VN-S011-0675;EV-VN-S011-0999;EV-VN-S012-0113;EV-VN-S024-0296;EV-VN-S024-0391,"Номер «24» встречается в 3 несвязанных контекстах: BH-B1GEO-S011-24 [БКПРУ-1, пос. Нов. Зырянка: инженерно-геологические скважины ПГСП «Гео]; BH-SOL-24 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-GREM-S024-24 [Гремячинское месторождение (Волгоградская обл.)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-244,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-244;BH-KHAR-S011-244,244,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-244: 011 p7, 014 p17, 023 p28, 025 p8 | BH-KHAR-S011-244: 011 p111",EV-VN-S011-0101;EV-VN-S014-0192;EV-VN-S023-0105;EV-VN-S025-0043;EV-VN-S011-1815,Номер «244» встречается в 2 несвязанных контекстах: BH-SECI-244 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-KHAR-S011-244 [Харюшинское поднятие (SRC-011 рис.3.8)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-246,SAME_ID_DIFFERENT_CONTEXT,BH-KHAR-S011-246;BH-M39-S011-246_n1;BH-M39-S011-246_n2,246,VKM-SRC-011,BH-KHAR-S011-246: 011 p111 | BH-M39-S011-246_n1: 011 p112 | BH-M39-S011-246_n2: 011 p112,EV-VN-S011-1816;EV-VN-S011-1908;EV-VN-S011-1918,Номер «246» встречается в 3 несвязанных контекстах: BH-KHAR-S011-246 [Харюшинское поднятие (SRC-011 рис.3.8)]; BH-M39-S011-246_n1 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-M39-S011-246_n2 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-25,SAME_ID_DIFFERENT_CONTEXT,BH-SOL-25;BH-GREM-S024-25,25,VKM-SRC-012;VKM-SRC-024,"BH-SOL-25: 012 p28, 012 p64, 012 p67 | BH-GREM-S024-25: 024 p120",EV-VN-S012-0100;EV-VN-S012-0312;EV-VN-S012-0379;EV-VN-S024-0387,Номер «25» встречается в 2 несвязанных контекстах: BH-SOL-25 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-GREM-S024-25 [Гремячинское месторождение (Волгоградская обл.)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,DIFFERENT_OR_OFFSITE,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-253,SAME_ID_DIFFERENT_CONTEXT,BH-M39-S011-253;BH-UNLOC-S011-253,253,VKM-SRC-011,BH-M39-S011-253: 011 p112 | BH-UNLOC-S011-253: 011 p117,EV-VN-S011-1919;EV-VN-S011-2004,"Номер «253» встречается в 2 несвязанных контекстах: BH-M39-S011-253 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-UNLOC-S011-253 [ВКМС, место скважины в источнике не указано (SRC-011 текст)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-26,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-26;BH-M39-S011-26;BH-SOL-26,26,VKM-SRC-011;VKM-SRC-012,"BH-DUR-S011-26: 011 p113, 011 p62 | BH-M39-S011-26: 011 p112 | BH-SOL-26: 012 p28",EV-VN-S011-1265;EV-VN-S011-1963;EV-VN-S011-1931;EV-VN-S012-0125,"Номер «26» встречается в 3 несвязанных контекстах: BH-DUR-S011-26 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-26 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-SOL-26 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-266,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-266;BH-M39-S011-266,266,VKM-SRC-011,"BH-DUR-S011-266: 011 p114, 011 p60, 011 p64 | BH-M39-S011-266: 011 p112",EV-VN-S011-1161;EV-VN-S011-1332;EV-VN-S011-1977;EV-VN-S011-1942,"Номер «266» встречается в 2 несвязанных контекстах: BH-DUR-S011-266 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-266 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-267,SAME_ID_DIFFERENT_CONTEXT,BH-SOL-267;BH-M39-S011-267,267,VKM-SRC-011,BH-SOL-267: 011 p49 | BH-M39-S011-267: 011 p112,EV-VN-S011-1001;EV-VN-S011-1936,Номер «267» встречается в 2 несвязанных контекстах: BH-SOL-267 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-M39-S011-267 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-27,SAME_ID_DIFFERENT_CONTEXT,BH-CHASH-S011-27;BH-GREM-S024-27,27,VKM-SRC-011;VKM-SRC-024,"BH-CHASH-S011-27: 011 p93 | BH-GREM-S024-27: 024 p120, 024 p94",EV-VN-S011-1655;EV-VN-S024-0260;EV-VN-S024-0409,Номер «27» встречается в 2 несвязанных контекстах: BH-CHASH-S011-27 [Чашкинское нефтяное месторождение]; BH-GREM-S024-27 [Гремячинское месторождение (Волгоградская обл.)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,DIFFERENT_OR_OFFSITE,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-270,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-270;BH-M39-S011-270,270,VKM-SRC-011,BH-DUR-S011-270: 011 p62 | BH-M39-S011-270: 011 p112,EV-VN-S011-1281;EV-VN-S011-1940,"Номер «270» встречается в 2 несвязанных контекстах: BH-DUR-S011-270 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-270 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-273a,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-273a;BH-UNLOC-S011-273a,273а,VKM-SRC-011,BH-DUR-S011-273a: 011 p64 | BH-UNLOC-S011-273a: 011 p107,EV-VN-S011-1340;EV-VN-S011-1757,"Номер «273а» встречается в 2 несвязанных контекстах: BH-DUR-S011-273a [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-UNLOC-S011-273a [ВКМС, место скважины в источнике не указано (SRC-011 текст)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
