pick_id,borehole_id,borehole_id_as_printed,unit_as_printed,unit_canonical_guess,pick_kind,reference,reference_detail,top_depth_m,bottom_depth_m,top_abs_m,bottom_abs_m,thickness_m,value_as_printed,tvd_as_printed,units,source_id,locator,vn_id,extraction_method,quote_check,visual_check,pick_quality,order_check,status,scope,scale,confidence,notes
PK-00419,BH-SOL-1036,1036,Маркирующий горизонт (МГ),МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",390,,,,,"390,0",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0339,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00420,BH-SOL-1036,1036,"Подстилающая каменная соль (ПдКС, ниже МГ)",ПдКС_под_МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",391.4,,,,,"391,4",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0339,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00421,BH-SOL-234s,234с,Терригенно-карбонатная толща (ТКТ),ТКТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",11.1,,,,,"11,1",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0338,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00422,BH-SOL-234s,234с,Соляно-мергельная толща (СМТ),СМТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",62.8,,,,,"62,8",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0338,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00423,BH-SOL-234s,234с,Переходная пачка (ПП),ПП,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",150.6,,,,,"150,6",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0338,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00424,BH-SOL-234s,234с,Покровная каменная соль (ПКС),ПКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",157,,,,,"157,0",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0338,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00425,BH-SOL-234s,234с,Карналлитовая зона (СКЗ),СКЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",176.3,,,,,"176,3",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0338,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00426,BH-SOL-234s,234с,PKS (MD_RKB top),ПКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),157,,,,,top_depth_m=157.0,28.76,m,VKM-SRC-012,p.73 Рис. 3.10,EV-VN-S012-0422,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,
PK-00427,BH-SOL-234s,234с,CZ (MD_RKB top),СКЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),176.3,,,,,top_depth_m=176.3,48.06,m,VKM-SRC-012,p.73 Рис. 3.10,EV-VN-S012-0422,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,
PK-00428,BH-SOL-120s,120с,Терригенно-карбонатная толща (ТКТ),ТКТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",15.5,,,,,"15,5",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0316,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00429,BH-SOL-120s,120с,Соляно-мергельная толща (СМТ),СМТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",92.3,,,,,"92,3",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0316,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00430,BH-SOL-120s,120с,Переходная пачка (ПП),ПП,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",175.2,,,,,"175,2",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0316,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00431,BH-SOL-120s,120с,Покровная каменная соль (ПКС),ПКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",197,,,,,"197,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0316,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00432,BH-SOL-122,122,подстилающая каменная соль (reached),ПдКС,QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-012,"p.33 §1.4.2, [42]",EV-VN-S012-0150,TEXT_LAYER,EXACT,,QUALITATIVE_NO_VALUE,,FACT,SKRU1_SKRU2,FIELD,HIGH,
PK-00433,BH-SOL-122,122,Терригенно-карбонатная толща (ТКТ),ТКТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",8.5,,,,,"8,5",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0318,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00434,BH-SOL-122,122,Соляно-мергельная толща (СМТ),СМТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",99.4,,,,,"99,4",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0318,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00435,BH-SOL-122,122,Переходная пачка (ПП),ПП,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",199.9,,,,,"199,9",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0318,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00436,BH-SOL-122,122,Покровная каменная соль (ПКС),ПКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",204,,,,,"204,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0318,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00437,BH-SOL-122,122,Карналлитовая зона (СКЗ),СКЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",217.5,,,,,"217,5",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0318,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00438,BH-SOL-122,122,Сильвинитовая зона (СЗ),СЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",317.5,,,,,"317,5",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0318,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00439,BH-SOL-122,122,"Подстилающая каменная соль (ПдКС, верхняя)",ПдКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",337,,,,,"337,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0318,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00440,BH-SOL-122,122,Маркирующий горизонт (МГ),МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",379.2,,,,,"379,2",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0318,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00441,BH-SOL-122,122,"Подстилающая каменная соль (ПдКС, ниже МГ)",ПдКС_под_МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",381.2,,,,,"381,2",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0318,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00442,BH-SOL-134,134,подстилающая каменная соль (reached),ПдКС,QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-012,"p.33 §1.4.2, [42]",EV-VN-S012-0152,TEXT_LAYER,EXACT,,QUALITATIVE_NO_VALUE,,FACT,SKRU1,FIELD,HIGH,
PK-00443,BH-SOL-134,134,Терригенно-карбонатная толща (ТКТ),ТКТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",5,,,,,"5,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0325,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00444,BH-SOL-134,134,Соляно-мергельная толща (СМТ),СМТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",110,,,,,"110,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0325,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00445,BH-SOL-134,134,Переходная пачка (ПП),ПП,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",211.5,,,,,"211,5",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0325,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00446,BH-SOL-134,134,Покровная каменная соль (ПКС),ПКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",223,,,,,"223,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0325,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00447,BH-SOL-134,134,Карналлитовая зона (СКЗ),СКЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",234.9,,,,,"234,9",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0325,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00448,BH-SOL-134,134,Сильвинитовая зона (СЗ),СЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",312.7,,,,,"312,7",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0325,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00449,BH-SOL-134,134,"Подстилающая каменная соль (ПдКС, верхняя)",ПдКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",337.7,,,,,"337,7",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0325,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00450,BH-SOL-134,134,Маркирующий горизонт (МГ),МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",372.4,,,,,"372,4",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0325,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00451,BH-SOL-134,134,"Подстилающая каменная соль (ПдКС, ниже МГ)",ПдКС_под_МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",374,,,,,"374,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0325,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00452,BH-SOL-163s,163с,Пестроцветная толща (ПЦТ),ПЦТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",39,,,,,"39,0",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0331,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00453,BH-SOL-163s,163с,Терригенно-карбонатная толща (ТКТ),ТКТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",52,,,,,"52,0",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0331,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1_SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
