point_id,profile_id,campaign_id,date,previous_campaign_id,previous_date,interval_days,settlement_rate_mm_y,standard_uncertainty_rate_mm_y,provenance
P-H03-W002,P-H03,C009,2020-06-02,C008,2020-04-21,42,53.90724806,12.10490185,C/S
P-H03-W002,P-H03,C010,2020-10-20,C009,2020-06-02,140,54.78426535,2.740410912,C/S
P-H03-W002,P-H03,C012,2021-05-18,C010,2020-10-20,210,54.21343367,1.787714146,C/S
P-H03-W002,P-H03,C016,2022-05-17,C012,2021-05-18,364,47.21377091,1.013824724,C/S
P-H03-W002,P-H03,C017,2022-07-19,C016,2022-05-17,63,48.26499664,5.893468057,C/S
P-H03-W002,P-H03,C018,2022-10-18,C017,2022-07-19,91,42.59093716,6.011897686,C/S
P-H03-W002,P-H03,C020,2023-05-16,C018,2022-10-18,210,36.91361578,2.605211827,C/S
P-H03-W002,P-H03,C021,2023-07-25,C020,2023-05-16,70,40.13083388,5.391394408,C/S
P-H03-W002,P-H03,C022,2023-11-07,C021,2023-07-25,105,34.60392485,4.754437235,C/S
P-H03-W002,P-H03,C024,2024-05-14,C022,2023-11-07,189,28.83396708,2.812233687,C/S
P-H03-W002,P-H03,C025,2024-07-09,C024,2024-05-14,56,25.64846607,7.472551816,C/S
P-H03-W002,P-H03,C027,2025-07-22,C025,2024-07-09,378,23.4844686,1.10733342,C/S
P-H03-W002,P-H03,C029,2025-11-04,C027,2025-07-22,105,27.25143577,3.997878247,C/S
P-H03-W003,P-H03,C002,2018-07-10,C001,2018-05-15,56,97.72194183,6.790798129,C/S
P-H03-W003,P-H03,C003,2018-10-16,C002,2018-07-10,98,78.08964058,3.820244668,C/S
P-H03-W003,P-H03,C005,2019-05-14,C003,2018-10-16,210,81.55428506,2.476839621,C/S
P-H03-W003,P-H03,C006,2019-08-27,C005,2019-05-14,105,70.17873397,5.486487127,C/S
P-H03-W003,P-H03,C007,2019-11-05,C006,2019-08-27,70,61.56354222,8.132714472,C/S
P-H03-W003,P-H03,C008,2020-04-21,C007,2019-11-05,168,62.91750465,3.685396085,C/S
P-H03-W003,P-H03,C010,2020-10-20,C008,2020-04-21,182,53.35324734,2.820046889,C/S
P-H03-W003,P-H03,C012,2021-05-18,C010,2020-10-20,210,55.22424195,1.805070648,C/S
P-H03-W003,P-H03,C014,2021-11-02,C012,2021-05-18,168,40.88626489,2.21378645,C/S
P-H03-W003,P-H03,C016,2022-05-17,C014,2021-11-02,196,43.85530117,1.90160249,C/S
P-H03-W003,P-H03,C018,2022-10-18,C016,2022-05-17,154,40.30261655,3.577548995,C/S
P-H03-W003,P-H03,C020,2023-05-16,C018,2022-10-18,210,35.12080224,2.626651135,C/S
P-H03-W003,P-H03,C021,2023-07-25,C020,2023-05-16,70,34.39005468,5.439348841,C/S
P-H03-W003,P-H03,C022,2023-11-07,C021,2023-07-25,105,29.83711096,4.686811003,C/S
P-H03-W003,P-H03,C024,2024-05-14,C022,2023-11-07,189,30.27217281,2.777546842,C/S
P-H03-W003,P-H03,C029,2025-11-04,C024,2024-05-14,539,24.8643895,0.7858824356,C/S
P-H03-W004,P-H03,C002,2018-07-10,C001,2018-05-15,56,97.91441038,6.851551601,C/S
P-H03-W004,P-H03,C003,2018-10-16,C002,2018-07-10,98,84.19507814,3.856866174,C/S
P-H03-W004,P-H03,C005,2019-05-14,C003,2018-10-16,210,85.66226586,2.490977497,C/S
P-H03-W004,P-H03,C006,2019-08-27,C005,2019-05-14,105,74.2210926,5.512246277,C/S
P-H03-W004,P-H03,C007,2019-11-05,C006,2019-08-27,70,71.33227026,8.182611484,C/S
P-H03-W004,P-H03,C008,2020-04-21,C007,2019-11-05,168,59.60905329,3.71807523,C/S
P-H03-W004,P-H03,C009,2020-06-02,C008,2020-04-21,42,72.36759327,12.34023596,C/S
P-H03-W004,P-H03,C010,2020-10-20,C009,2020-06-02,140,61.2161659,2.778445624,C/S
P-H03-W004,P-H03,C012,2021-05-18,C010,2020-10-20,210,53.79173908,1.818960344,C/S
P-H03-W004,P-H03,C014,2021-11-02,C012,2021-05-18,168,39.54807054,2.235895586,C/S
P-H03-W004,P-H03,C016,2022-05-17,C014,2021-11-02,196,41.23788352,1.919222805,C/S
P-H03-W004,P-H03,C017,2022-07-19,C016,2022-05-17,63,49.36371895,5.969138151,C/S
P-H03-W004,P-H03,C018,2022-10-18,C017,2022-07-19,91,42.97303567,6.09159892,C/S
P-H03-W004,P-H03,C020,2023-05-16,C018,2022-10-18,210,38.16679095,2.641810558,C/S
P-H03-W004,P-H03,C021,2023-07-25,C020,2023-05-16,70,41.38088141,5.475553645,C/S
P-H03-W004,P-H03,C022,2023-11-07,C021,2023-07-25,105,37.15889347,4.579423234,C/S
P-H03-W004,P-H03,C024,2024-05-14,C022,2023-11-07,189,25.6237147,2.720451334,C/S
P-H03-W004,P-H03,C025,2024-07-09,C024,2024-05-14,56,30.69365427,7.583264726,C/S
P-H03-W004,P-H03,C027,2025-07-22,C025,2024-07-09,378,25.02506315,1.12331897,C/S
P-H03-W004,P-H03,C029,2025-11-04,C027,2025-07-22,105,22.01287212,4.063538812,C/S
P-H03-W005,P-H03,C002,2018-07-10,C001,2018-05-15,56,97.23777271,6.848278831,C/S
P-H03-W005,P-H03,C003,2018-10-16,C002,2018-07-10,98,82.37405019,3.855355577,C/S
P-H03-W005,P-H03,C005,2019-05-14,C003,2018-10-16,210,83.51739117,2.473032268,C/S
P-H03-W005,P-H03,C006,2019-08-27,C005,2019-05-14,105,67.38454633,5.463820012,C/S
P-H03-W005,P-H03,C007,2019-11-05,C006,2019-08-27,70,71.35527333,8.141160643,C/S
P-H03-W005,P-H03,C008,2020-04-21,C007,2019-11-05,168,65.46520959,3.715842447,C/S
P-H03-W005,P-H03,C009,2020-06-02,C008,2020-04-21,42,67.11570782,12.32633726,C/S
P-H03-W005,P-H03,C010,2020-10-20,C009,2020-06-02,140,56.32808542,2.765317753,C/S
P-H03-W005,P-H03,C012,2021-05-18,C010,2020-10-20,210,58.48725824,1.813831367,C/S
P-H03-W005,P-H03,C014,2021-11-02,C012,2021-05-18,168,42.20222617,2.235593217,C/S
P-H03-W005,P-H03,C016,2022-05-17,C014,2021-11-02,196,45.00768563,1.916903812,C/S
P-H03-W005,P-H03,C018,2022-10-18,C016,2022-05-17,154,41.96183584,3.582993027,C/S
P-H03-W005,P-H03,C020,2023-05-16,C018,2022-10-18,210,34.53900469,2.626892582,C/S
P-H03-W005,P-H03,C021,2023-07-25,C020,2023-05-16,70,34.7700849,5.452046122,C/S
P-H03-W005,P-H03,C022,2023-11-07,C021,2023-07-25,105,33.70791358,4.374518471,C/S
P-H03-W005,P-H03,C024,2024-05-14,C022,2023-11-07,189,31.01008441,2.60656506,C/S
P-H03-W005,P-H03,C025,2024-07-09,C024,2024-05-14,56,23.77493847,7.545354084,C/S
P-H03-W005,P-H03,C027,2025-07-22,C025,2024-07-09,378,26.58381172,1.114713049,C/S
P-H03-W005,P-H03,C029,2025-11-04,C027,2025-07-22,105,21.85785045,4.041372342,C/S
P-H03-W006,P-H03,C002,2018-07-10,C001,2018-05-15,56,105.5515075,6.819707031,C/S
P-H03-W006,P-H03,C003,2018-10-16,C002,2018-07-10,98,91.33988155,3.838410828,C/S
P-H03-W006,P-H03,C005,2019-05-14,C003,2018-10-16,210,89.07593329,2.456107447,C/S
P-H03-W006,P-H03,C006,2019-08-27,C005,2019-05-14,105,85.62310888,5.423576066,C/S
P-H03-W006,P-H03,C007,2019-11-05,C006,2019-08-27,70,79.9723131,8.094539337,C/S
P-H03-W006,P-H03,C008,2020-04-21,C007,2019-11-05,168,67.52342595,3.700191593,C/S
P-H03-W006,P-H03,C009,2020-06-02,C008,2020-04-21,42,73.73400855,12.2707305,C/S
P-H03-W006,P-H03,C010,2020-10-20,C009,2020-06-02,140,65.70880678,2.750396291,C/S
P-H03-W006,P-H03,C012,2021-05-18,C010,2020-10-20,210,60.8429903,1.804682024,C/S
P-H03-W006,P-H03,C014,2021-11-02,C012,2021-05-18,168,50.45865386,2.225728317,C/S
P-H03-W006,P-H03,C016,2022-05-17,C014,2021-11-02,196,43.12548609,1.907799245,C/S
P-H03-W006,P-H03,C017,2022-07-19,C016,2022-05-17,63,54.2157343,5.89734878,C/S
P-H03-W006,P-H03,C018,2022-10-18,C017,2022-07-19,91,44.2253696,6.024645854,C/S
P-H03-W006,P-H03,C020,2023-05-16,C018,2022-10-18,210,37.11071957,2.611339724,C/S
P-H03-W006,P-H03,C021,2023-07-25,C020,2023-05-16,70,44.51438179,5.422141604,C/S
P-H03-W006,P-H03,C022,2023-11-07,C021,2023-07-25,105,45.28097063,4.300077667,C/S
P-H03-W006,P-H03,C024,2024-05-14,C022,2023-11-07,189,31.45405514,2.563983462,C/S
P-H03-W006,P-H03,C029,2025-11-04,C024,2024-05-14,539,28.30535709,0.7855719927,C/S
P-H03-W007,P-H03,C002,2018-07-10,C001,2018-05-15,56,19.82161291,6.639944518,C/S
P-H03-W007,P-H03,C003,2018-10-16,C002,2018-07-10,98,12.57408843,3.731254543,C/S
P-H03-W007,P-H03,C005,2019-05-14,C003,2018-10-16,210,19.25624871,2.365858344,C/S
P-H03-W007,P-H03,C006,2019-08-27,C005,2019-05-14,105,14.0500172,5.214885522,C/S
P-H03-W007,P-H03,C007,2019-11-05,C006,2019-08-27,70,22.29427195,7.838231193,C/S
P-H03-W007,P-H03,C008,2020-04-21,C007,2019-11-05,168,18.73630515,3.6021746,C/S
P-H03-W007,P-H03,C010,2020-10-20,C008,2020-04-21,182,19.38810615,2.758296694,C/S
P-H03-W007,P-H03,C012,2021-05-18,C010,2020-10-20,210,23.45598245,1.751284334,C/S
P-H03-W007,P-H03,C014,2021-11-02,C012,2021-05-18,168,20.34855812,2.162726833,C/S
P-H03-W007,P-H03,C016,2022-05-17,C014,2021-11-02,196,33.39629154,1.851751228,C/S
P-H03-W007,P-H03,C020,2023-05-16,C016,2022-05-17,364,85.29466995,0.9848828104,C/S
P-H03-W007,P-H03,C021,2023-07-25,C020,2023-05-16,70,134.5200805,5.254565846,C/S
P-H03-W007,P-H03,C022,2023-11-07,C021,2023-07-25,105,137.7159185,4.037203428,C/S
P-H03-W007,P-H03,C024,2024-05-14,C022,2023-11-07,189,140.3627033,2.40984481,C/S
P-H03-W007,P-H03,C025,2024-07-09,C024,2024-05-14,56,140.7512339,7.293073862,C/S
P-H03-W007,P-H03,C027,2025-07-22,C025,2024-07-09,378,139.6745911,1.077820228,C/S
P-H03-W007,P-H03,C029,2025-11-04,C027,2025-07-22,105,142.1207232,3.907358832,C/S
P-H04-REF-A,P-H04,C003,2018-10-16,C001,2018-05-15,154,-2.813803346,2.012499365,C/S
P-H04-REF-A,P-H04,C007,2019-11-05,C003,2018-10-16,385,0.1963873283,0.804999746,C/S
P-H04-REF-A,P-H04,C008,2020-04-21,C007,2019-11-05,168,-2.161798133,2.141987994,C/S
P-H04-REF-A,P-H04,C010,2020-10-20,C008,2020-04-21,182,4.199751488,1.977219687,C/S
P-H04-REF-A,P-H04,C011,2021-01-26,C010,2020-10-20,98,0.07497676334,3.162499002,C/S
P-H04-REF-A,P-H04,C012,2021-05-18,C011,2021-01-26,112,-5.681808361,3.042054238,C/S
P-H04-REF-A,P-H04,C013,2021-07-13,C012,2021-05-18,56,2.761635623,6.084108476,C/S
P-H04-REF-A,P-H04,C014,2021-11-02,C013,2021-07-13,112,3.138272596,2.767186627,C/S
P-H04-REF-A,P-H04,C015,2022-03-01,C014,2021-11-02,119,2.931057431,2.604410943,C/S
P-H04-REF-A,P-H04,C016,2022-05-17,C015,2022-03-01,77,-0.8511914212,4.02499873,C/S
P-H04-REF-A,P-H04,C017,2022-07-19,C016,2022-05-17,63,-12.86698931,4.919442892,C/S
P-H04-REF-A,P-H04,C018,2022-10-18,C017,2022-07-19,91,2.75809808,3.405768156,C/S
P-H04-REF-A,P-H04,C020,2023-05-16,C018,2022-10-18,210,1.385989201,1.529077434,C/S
P-H04-REF-A,P-H04,C024,2024-05-14,C020,2023-05-16,364,-0.278464111,0.9118120592,C/S
P-H04-REF-A,P-H04,C025,2024-07-09,C024,2024-05-14,56,-2.203600304,6.075543145,C/S
P-H04-REF-A,P-H04,C027,2025-07-22,C025,2024-07-09,378,0.3105758607,0.8722484583,C/S
P-H04-REF-A,P-H04,C028,2025-08-26,C027,2025-07-22,35,1.229714927,10.97325482,C/S
P-H04-REF-A,P-H04,C029,2025-11-04,C028,2025-08-26,70,-1.165455415,5.486627412,C/S
P-H04-REF-B,P-H04,C003,2018-10-16,C001,2018-05-15,154,-3.318819496,2.061108778,C/S
P-H04-REF-B,P-H04,C007,2019-11-05,C003,2018-10-16,385,-0.2214256656,0.8244435114,C/S
P-H04-REF-B,P-H04,C008,2020-04-21,C007,2019-11-05,168,-0.7557801369,2.096600143,C/S
P-H04-REF-B,P-H04,C010,2020-10-20,C008,2020-04-21,182,6.153740836,1.935323209,C/S
P-H04-REF-B,P-H04,C011,2021-01-26,C010,2020-10-20,98,-2.964771306,3.162499002,C/S
P-H04-REF-B,P-H04,C012,2021-05-18,C011,2021-01-26,112,-3.765112187,2.965931065,C/S
P-H04-REF-B,P-H04,C013,2021-07-13,C012,2021-05-18,56,-0.3306293644,5.931862131,C/S
P-H04-REF-B,P-H04,C014,2021-11-02,C013,2021-07-13,112,2.21780915,2.767186627,C/S
P-H04-REF-B,P-H04,C015,2022-03-01,C014,2021-11-02,119,-1.134209967,2.604410943,C/S
P-H04-REF-B,P-H04,C016,2022-05-17,C015,2022-03-01,77,2.640537053,4.02499873,C/S
P-H04-REF-B,P-H04,C017,2022-07-19,C016,2022-05-17,63,-6.497492974,4.919442892,C/S
P-H04-REF-B,P-H04,C022,2023-11-07,C017,2022-07-19,476,-0.3448397901,0.6716405061,C/S
P-H04-REF-B,P-H04,C024,2024-05-14,C022,2023-11-07,189,2.054260636,1.691539052,C/S
P-H04-REF-B,P-H04,C025,2024-07-09,C024,2024-05-14,56,4.32423586,6.035796281,C/S
P-H04-REF-B,P-H04,C027,2025-07-22,C025,2024-07-09,378,-1.266884274,0.8941920416,C/S
P-H04-REF-B,P-H04,C028,2025-08-26,C027,2025-07-22,35,6.889575728,9.91920281,C/S
P-H04-REF-B,P-H04,C029,2025-11-04,C028,2025-08-26,70,-0.4195724895,4.959601405,C/S
P-H04-W001,P-H04,C003,2018-10-16,C001,2018-05-15,154,50.67303892,2.465479828,C/S
P-H04-W001,P-H04,C007,2019-11-05,C003,2018-10-16,385,41.96206421,0.9897283227,C/S
P-H04-W001,P-H04,C008,2020-04-21,C007,2019-11-05,168,28.24991913,2.704002233,C/S
P-H04-W001,P-H04,C010,2020-10-20,C008,2020-04-21,182,37.89757272,2.495761961,C/S
P-H04-W001,P-H04,C011,2021-01-26,C010,2020-10-20,98,25.71872422,3.724955199,C/S
P-H04-W001,P-H04,C012,2021-05-18,C011,2021-01-26,112,25.0491263,3.837255715,C/S
P-H04-W001,P-H04,C013,2021-07-13,C012,2021-05-18,56,31.2369445,7.81582937,C/S
P-H04-W001,P-H04,C014,2021-11-02,C013,2021-07-13,112,29.9971803,3.31669742,C/S
P-H04-W001,P-H04,C015,2022-03-01,C014,2021-11-02,119,25.17007325,3.116485669,C/S
P-H04-W001,P-H04,C016,2022-05-17,C015,2022-03-01,77,29.45678962,4.883230848,C/S
P-H04-W001,P-H04,C018,2022-10-18,C016,2022-05-17,154,9.51763854,2.675422936,C/S
P-H04-W001,P-H04,C020,2023-05-16,C018,2022-10-18,210,22.60417567,2.203501632,C/S
P-H04-W001,P-H04,C022,2023-11-07,C020,2023-05-16,175,26.23108573,3.294840602,C/S
P-H04-W001,P-H04,C024,2024-05-14,C022,2023-11-07,189,61.45553755,2.941293415,C/S
P-H04-W001,P-H04,C025,2024-07-09,C024,2024-05-14,56,84.85042694,7.887604041,C/S
P-H04-W001,P-H04,C028,2025-08-26,C025,2024-07-09,413,127.288023,1.258139233,C/S
P-H04-W001,P-H04,C029,2025-11-04,C028,2025-08-26,70,147.4270999,7.078852092,C/S
P-H04-W002,P-H04,C003,2018-10-16,C001,2018-05-15,154,26.78715848,2.54579679,C/S
P-H04-W002,P-H04,C007,2019-11-05,C003,2018-10-16,385,31.10637057,1.020283771,C/S
P-H04-W002,P-H04,C008,2020-04-21,C007,2019-11-05,168,30.04061929,2.775519451,C/S
P-H04-W002,P-H04,C010,2020-10-20,C008,2020-04-21,182,41.07801499,2.563484489,C/S
P-H04-W002,P-H04,C011,2021-01-26,C010,2020-10-20,98,31.56830414,3.846691646,C/S
P-H04-W002,P-H04,C012,2021-05-18,C011,2021-01-26,112,25.26967513,3.945568977,C/S
P-H04-W002,P-H04,C013,2021-07-13,C012,2021-05-18,56,31.20459114,8.007050275,C/S
P-H04-W002,P-H04,C014,2021-11-02,C013,2021-07-13,112,33.07868016,3.409149857,C/S
P-H04-W002,P-H04,C015,2022-03-01,C014,2021-11-02,119,25.32833374,3.208904061,C/S
P-H04-W002,P-H04,C016,2022-05-17,C015,2022-03-01,77,36.47401633,5.00687474,C/S
P-H04-W002,P-H04,C017,2022-07-19,C016,2022-05-17,63,10.187571,6.046801123,C/S
P-H04-W002,P-H04,C018,2022-10-18,C017,2022-07-19,91,131.7071994,4.740442762,C/S
P-H04-W002,P-H04,C020,2023-05-16,C018,2022-10-18,210,81.70204074,2.32946962,C/S
P-H04-W002,P-H04,C022,2023-11-07,C020,2023-05-16,175,75.70020634,3.294840602,C/S
P-H04-W003,P-H04,C003,2018-10-16,C001,2018-05-15,154,27.61735395,2.637448701,C/S
P-H04-W003,P-H04,C007,2019-11-05,C003,2018-10-16,385,31.26299329,1.054370235,C/S
P-H04-W003,P-H04,C008,2020-04-21,C007,2019-11-05,168,31.72658248,2.850900716,C/S
P-H04-W003,P-H04,C010,2020-10-20,C008,2020-04-21,182,34.20617203,2.636079403,C/S
P-H04-W003,P-H04,C011,2021-01-26,C010,2020-10-20,98,31.30349645,3.984935249,C/S
P-H04-W003,P-H04,C012,2021-05-18,C011,2021-01-26,112,22.80323439,4.061788548,C/S
P-H04-W003,P-H04,C013,2021-07-13,C012,2021-05-18,56,30.958499,8.201811177,C/S
P-H04-W003,P-H04,C014,2021-11-02,C013,2021-07-13,112,36.30555947,3.508426922,C/S
P-H04-W003,P-H04,C015,2022-03-01,C014,2021-11-02,119,36.16711541,3.311477197,C/S
P-H04-W003,P-H04,C016,2022-05-17,C015,2022-03-01,77,40.50964005,5.135112572,C/S
P-H04-W003,P-H04,C017,2022-07-19,C016,2022-05-17,63,7.336359798,6.177904964,C/S
P-H04-W003,P-H04,C018,2022-10-18,C017,2022-07-19,91,29.44585102,5.040607436,C/S
P-H04-W003,P-H04,C020,2023-05-16,C018,2022-10-18,210,32.61792063,2.528551398,C/S
P-H04-W003,P-H04,C022,2023-11-07,C020,2023-05-16,175,103.6475223,3.294840602,C/S
P-H04-W003,P-H04,C024,2024-05-14,C022,2023-11-07,189,107.7626075,2.816127515,C/S
P-H04-W003,P-H04,C025,2024-07-09,C024,2024-05-14,56,75.77900435,8.275305261,C/S
P-H04-W003,P-H04,C027,2025-07-22,C025,2024-07-09,378,76.93888406,1.168188625,C/S
P-H04-W003,P-H04,C028,2025-08-26,C027,2025-07-22,35,88.49062757,14.50182669,C/S
P-H04-W003,P-H04,C029,2025-11-04,C028,2025-08-26,70,71.84679801,7.40101073,C/S
P-H04-W004,P-H04,C003,2018-10-16,C001,2018-05-15,154,46.59819067,2.677980631,C/S
P-H04-W004,P-H04,C007,2019-11-05,C003,2018-10-16,385,39.13501693,1.067967727,C/S
P-H04-W004,P-H04,C008,2020-04-21,C007,2019-11-05,168,28.04356198,2.872340629,C/S
P-H04-W004,P-H04,C010,2020-10-20,C008,2020-04-21,182,29.72869684,2.659183658,C/S
P-H04-W004,P-H04,C011,2021-01-26,C010,2020-10-20,98,21.21381402,4.044897305,C/S
P-H04-W004,P-H04,C012,2021-05-18,C011,2021-01-26,112,12.95864169,4.099204867,C/S
P-H04-W004,P-H04,C013,2021-07-13,C012,2021-05-18,56,20.15308248,8.243184902,C/S
P-H04-W004,P-H04,C014,2021-11-02,C013,2021-07-13,112,24.97340133,3.540476758,C/S
P-H04-W004,P-H04,C015,2022-03-01,C014,2021-11-02,119,22.40874572,3.35124307,C/S
P-H04-W004,P-H04,C016,2022-05-17,C015,2022-03-01,77,22.48226526,5.16724237,C/S
P-H04-W004,P-H04,C017,2022-07-19,C016,2022-05-17,63,1.380801729,6.185782054,C/S
P-H04-W004,P-H04,C018,2022-10-18,C017,2022-07-19,91,16.79220953,5.29061149,C/S
P-H04-W004,P-H04,C020,2023-05-16,C018,2022-10-18,210,16.87660937,2.7136421,C/S
P-H04-W004,P-H04,C022,2023-11-07,C020,2023-05-16,175,17.66273817,3.294840602,C/S
P-H04-W004,P-H04,C024,2024-05-14,C022,2023-11-07,189,20.64145581,2.710742634,C/S
P-H04-W004,P-H04,C027,2025-07-22,C024,2024-05-14,434,73.15027001,0.9728098174,C/S
P-H04-W005,P-H04,C003,2018-10-16,C001,2018-05-15,154,26.15429191,2.678844407,C/S
P-H04-W005,P-H04,C007,2019-11-05,C003,2018-10-16,385,31.40192811,1.066704546,C/S
P-H04-W005,P-H04,C008,2020-04-21,C007,2019-11-05,168,31.02749982,2.860261712,C/S
P-H04-W005,P-H04,C010,2020-10-20,C008,2020-04-21,182,36.99277209,2.650183931,C/S
P-H04-W005,P-H04,C011,2021-01-26,C010,2020-10-20,98,25.65818153,4.044960511,C/S
P-H04-W005,P-H04,C012,2021-05-18,C011,2021-01-26,112,25.68733115,4.085290466,C/S
P-H04-W005,P-H04,C013,2021-07-13,C012,2021-05-18,56,35.14746159,8.196907332,C/S
P-H04-W005,P-H04,C014,2021-11-02,C013,2021-07-13,112,34.87086871,3.528674214,C/S
P-H04-W005,P-H04,C015,2022-03-01,C014,2021-11-02,119,32.23603657,3.346179681,C/S
P-H04-W005,P-H04,C016,2022-05-17,C015,2022-03-01,77,36.97036362,5.142019694,C/S
P-H04-W005,P-H04,C017,2022-07-19,C016,2022-05-17,63,20.43566101,6.133213899,C/S
P-H04-W005,P-H04,C018,2022-10-18,C017,2022-07-19,91,23.73557022,5.416418455,C/S
P-H04-W005,P-H04,C020,2023-05-16,C018,2022-10-18,210,29.34740037,2.816635201,C/S
P-H04-W005,P-H04,C024,2024-05-14,C020,2023-05-16,364,31.82046691,1.450121168,C/S
P-H04-W005,P-H04,C025,2024-07-09,C024,2024-05-14,56,36.58505069,8.278951759,C/S
P-H04-W005,P-H04,C027,2025-07-22,C025,2024-07-09,378,95.8412081,1.172701207,C/S
P-H04-W005,P-H04,C028,2025-08-26,C027,2025-07-22,35,83.95251204,14.43928216,C/S
P-H04-W005,P-H04,C029,2025-11-04,C028,2025-08-26,70,69.08795315,7.367055386,C/S
P-H04-W006,P-H04,C003,2018-10-16,C001,2018-05-15,154,17.95833879,2.64483194,C/S
P-H04-W006,P-H04,C007,2019-11-05,C003,2018-10-16,385,19.68943739,1.050309569,C/S
P-H04-W006,P-H04,C008,2020-04-21,C007,2019-11-05,168,30.22205349,2.802031066,C/S
P-H04-W006,P-H04,C010,2020-10-20,C008,2020-04-21,182,31.04002722,2.600334194,C/S
P-H04-W006,P-H04,C011,2021-01-26,C010,2020-10-20,98,16.30970004,3.990745887,C/S
P-H04-W006,P-H04,C012,2021-05-18,C011,2021-01-26,112,22.22555291,4.006655333,C/S
P-H04-W006,P-H04,C013,2021-07-13,C012,2021-05-18,56,30.25769225,8.01080693,C/S
P-H04-W006,P-H04,C014,2021-11-02,C013,2021-07-13,112,30.22836057,3.461698706,C/S
P-H04-W006,P-H04,C015,2022-03-01,C014,2021-11-02,119,24.37962319,3.29384279,C/S
P-H04-W006,P-H04,C016,2022-05-17,C015,2022-03-01,77,48.01577365,5.03190307,C/S
P-H04-W006,P-H04,C017,2022-07-19,C016,2022-05-17,63,33.15061631,5.95704816,C/S
P-H04-W006,P-H04,C018,2022-10-18,C017,2022-07-19,91,42.59891375,5.589121682,C/S
P-H04-W006,P-H04,C020,2023-05-16,C018,2022-10-18,210,74.37259897,2.974525694,C/S
P-H04-W006,P-H04,C022,2023-11-07,C020,2023-05-16,175,108.277333,3.295290023,C/S
P-H04-W006,P-H04,C024,2024-05-14,C022,2023-11-07,189,134.4106121,2.50359898,C/S
P-H04-W006,P-H04,C025,2024-07-09,C024,2024-05-14,56,135.5129558,8.101174666,C/S
P-H04-W006,P-H04,C027,2025-07-22,C025,2024-07-09,378,147.1628752,1.149940891,C/S
P-H04-W006,P-H04,C028,2025-08-26,C027,2025-07-22,35,166.7109027,14.0682423,C/S
P-H04-W006,P-H04,C029,2025-11-04,C028,2025-08-26,70,136.5009115,7.17784885,C/S
P-H04-W007,P-H04,C003,2018-10-16,C001,2018-05-15,154,55.95107618,2.572855003,C/S
P-H04-W007,P-H04,C007,2019-11-05,C003,2018-10-16,385,49.97034342,1.018576956,C/S
P-H04-W007,P-H04,C008,2020-04-21,C007,2019-11-05,168,48.46014377,2.702749515,C/S
P-H04-W007,P-H04,C010,2020-10-20,C008,2020-04-21,182,44.69549756,2.513005206,C/S
P-H04-W007,P-H04,C011,2021-01-26,C010,2020-10-20,98,35.11875041,3.878306673,C/S
P-H04-W007,P-H04,C012,2021-05-18,C011,2021-01-26,112,32.40512459,3.868288469,C/S
P-H04-W007,P-H04,C013,2021-07-13,C012,2021-05-18,56,36.88264017,7.707052434,C/S
P-H04-W007,P-H04,C014,2021-11-02,C013,2021-07-13,112,38.06636181,3.343799932,C/S
P-H04-W007,P-H04,C015,2022-03-01,C014,2021-11-02,119,30.56424078,3.194415616,C/S
P-H04-W007,P-H04,C016,2022-05-17,C015,2022-03-01,77,35.85257954,4.848385216,C/S
P-H04-W007,P-H04,C018,2022-10-18,C016,2022-05-17,154,19.29387846,3.388650058,C/S
P-H04-W007,P-H04,C020,2023-05-16,C018,2022-10-18,210,28.71661379,3.113810812,C/S
P-H04-W007,P-H04,C022,2023-11-07,C020,2023-05-16,175,20.75774251,3.295290023,C/S
P-H04-W007,P-H04,C024,2024-05-14,C022,2023-11-07,189,23.91260327,2.354811592,C/S
P-H04-W007,P-H04,C028,2025-08-26,C024,2024-05-14,469,20.8107825,1.039208847,C/S
P-H04-W007,P-H04,C029,2025-11-04,C028,2025-08-26,70,9.626811205,6.879936828,C/S
P-H05-REF-A,P-H05,C003,2018-10-16,C001,2018-05-15,154,-0.4802126018,2.012499365,C/S
P-H05-REF-A,P-H05,C005,2019-05-14,C003,2018-10-16,210,1.155301129,1.606591401,C/S
P-H05-REF-A,P-H05,C007,2019-11-05,C005,2019-05-14,175,-0.5777704123,1.927909681,C/S
P-H05-REF-A,P-H05,C008,2020-04-21,C007,2019-11-05,168,-2.012328569,1.844791084,C/S
P-H05-REF-A,P-H05,C010,2020-10-20,C008,2020-04-21,182,-0.05187914642,2.375310196,C/S
P-H05-REF-A,P-H05,C012,2021-05-18,C010,2020-10-20,210,0.2867156324,2.05860217,C/S
P-H05-REF-A,P-H05,C014,2021-11-02,C012,2021-05-18,168,1.036197832,1.844791084,C/S
P-H05-REF-A,P-H05,C016,2022-05-17,C014,2021-11-02,196,0.3130663236,1.582050048,C/S
P-H05-REF-A,P-H05,C018,2022-10-18,C016,2022-05-17,154,1.789121275,2.243687408,C/S
P-H05-REF-A,P-H05,C020,2023-05-16,C018,2022-10-18,210,-2.600133962,1.671651446,C/S
P-H05-REF-A,P-H05,C022,2023-11-07,C020,2023-05-16,175,-0.4463292685,1.806971391,C/S
P-H05-REF-A,P-H05,C024,2024-05-14,C022,2023-11-07,189,-3.160509908,2.512430837,C/S
P-H05-REF-A,P-H05,C027,2025-07-22,C024,2024-05-14,434,2.292297355,1.094123106,C/S
