insar_point_id,source_cell_id,x_local_m,y_local_m,coherence_baseline,reflector_class,trajectory_source,provenance
PS-00465,G050-010382,26675,43575,0.740123067,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00466,G050-014377,28375,43928.03408,0.4219977838,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00467,G050-001545,21901.92002,45353.09119,0.6313551051,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00468,G050-001075,21575,43574.88081,0.504564,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00469,G050-002113,22375,44675,0.5730526838,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00470,G050-011343,27075,42675,0.6824252954,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00471,G050-005237,24384.16447,42575,0.6687058338,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00472,G050-012326,27475,41275,0.5100592801,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00473,G050-002622,22725,41925,0.7491648228,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00474,G050-009740,26445.74847,41190.88876,0.6898365639,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00475,G050-014184,28275,43125,0.6686504379,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00476,G050-011199,27025,41543.6911,0.534415638,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00477,G050-002225,22456.00162,40667.00515,0.5587806034,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00478,G050-006765,25108.83338,41424.4579,0.3431732571,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00479,G050-003126,23125,40045.12657,0.5698706617,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00480,G050-011074,26975,41575,0.581401766,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00481,G050-012979,27725,42425,0.5105470247,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00482,G050-007003,25225,42425,0.7946007083,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00483,G050-015674,29125,44825,0.4297249423,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00484,G050-013230,27832.64149,41975,0.703487114,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00485,G050-010992,26925,43764.26567,0.6704949166,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00486,G050-012622,27591.07783,43608.17146,0.5871603728,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00487,G050-001419,21875,39725,0.4602370841,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00488,G050-011079,26975,41801.39072,0.5214130235,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00489,G050-011950,27325,41325,0.6294176779,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00490,G050-008586,25925,41425,0.5169920489,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00491,G050-012593,27599.4038,42178.32355,0.455457623,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00492,G050-009390,26299.97768,41875,0.5654674694,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00493,G050-011084,26975,42075,0.5197779096,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00494,G050-010371,26675,43025,0.6711441999,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00495,G050-011859,27275,43275,0.5465854498,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00496,G050-010074,26566.51927,39475,0.773438043,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00497,G050-011713,27225,42425,0.7717868608,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00498,G050-011460,27107.9505,42375,0.5349378177,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00499,G050-004118,23742.77738,40230.19301,0.6164797977,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00500,G050-015649,29107.93329,43375.47184,0.7222845155,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00501,G050-007175,25333.7451,40925,0.577103512,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00502,G050-008081,25725,39776.65477,0.5761058372,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00503,G050-011986,27325,43125,0.4672727896,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00504,G050-000161,21075,39325,0.7765800009,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00505,G050-012000,27316.18819,43843.75447,0.442189682,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00506,G050-006116,24825,41325,0.7279389475,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00507,G050-005198,24375,40462.89262,0.7862576046,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00508,G050-004992,24250.88263,40125,0.742295441,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00509,G050-005328,24425,42106.20695,0.5047674066,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00510,G050-004909,24225,40125,0.4608765118,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00511,G050-013088,27775,41475,0.5789602292,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00512,G050-008078,25725,39625,0.4727752829,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00513,G050-005087,24334.18654,39975,0.5849854162,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00514,G050-012618,27575,43425,0.4812556926,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00515,G050-007263,25375,39625,0.6224890719,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00516,G050-008336,25825,40839.82545,0.5499222661,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00517,G050-006952,25225,39704.53817,0.5292384388,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00518,G050-011943,27324.51416,40975,0.6193336033,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00519,G050-015830,29207.02347,43575,0.6672015381,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00520,G050-009987,26524.86732,41075,0.6147196825,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00521,G050-013103,27775,42225,0.5507412164,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00522,G050-003870,23591.31247,40683.73124,0.4049343968,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00523,G050-009588,26375,39625,0.4949994894,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00524,G050-003963,23610.01101,40916.43086,0.5538077858,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00525,G050-006518,25025,40025,0.6510107246,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00526,G050-004755,24125,40775,0.683607203,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00527,G050-003779,23534.53969,40525,0.4997525812,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00528,G050-005294,24425,40375,0.494732773,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00529,G050-005590,24575,40125,0.5963088917,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00530,G050-010212,26624.82317,40575,0.5072499328,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00531,G050-004395,23879.69259,42324.86631,0.4702317377,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00532,G050-011457,27107.9505,42225,0.6913141449,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00533,G050-012222,27425,42458.13977,0.5719906294,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00534,G050-011868,27266.21026,43725,0.5028807971,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00535,G050-005323,24423.11935,41813.32172,0.6801086094,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00536,G050-008337,25825,40875,0.6921361667,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00537,G050-004130,23725,40995.91966,0.6797821809,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00538,G050-008685,25983.45816,40425,0.4569329115,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00539,G050-008201,25775,39932.74898,0.7062403338,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00540,G050-005761,24675,39325,0.6832571864,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00541,G050-007971,25675,40075,0.6384677755,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00542,G050-010731,26849.73488,43025,0.5095927816,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00543,G050-009834,26475,39675,0.5973319777,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00544,G050-007375,25425,39825,0.7970405343,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00545,G050-008834,26025,41825,0.5778720914,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00546,G050-006741,25133.83338,40225,0.716683185,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00547,G050-007877,25625,41225,0.4289295145,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00548,G050-009160,26175,40542.38143,0.6610951677,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00549,G050-010088,26566.51927,40158.0764,0.6360613062,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00550,G050-011463,27125,42530.25638,0.7890951608,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00551,G050-007177,25333.7451,41025,0.6083026706,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00552,G050-005403,24475,40836.3395,0.7100802448,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00553,G050-012047,27375,39775,0.6965232156,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00554,G050-005016,24275,41464.2023,0.5187590099,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00555,G050-010193,26641.4972,39625,0.7428947466,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00556,G050-012232,27449.47002,42975,0.889419881,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00557,G050-006141,24825,42661.35059,0.4941916125,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00558,G050-008446,25875,40425,0.663590429,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00559,G050-006620,25075,39825,0.8088043431,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00560,G050-006615,25075,39588.18836,0.4653992212,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00561,G050-006086,24825,39825,0.4373700971,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00562,G050-004678,24075,40825.08105,0.3798452337,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00563,G050-010787,26887.5,39436.17152,0.5582881117,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00564,G050-006947,25225,39475,0.6591713523,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00565,G050-007262,25375,39588.18836,0.6586596659,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00566,G050-008802,26025,40168.37798,0.5860001718,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00567,G050-002431,22643.26297,39475,0.6227847462,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00568,G050-005798,24694.49348,41275,0.7318048042,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00569,G050-012195,27432.20213,41117.46829,0.5957106501,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00570,G050-005899,24725,41275,0.5286318743,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00571,G050-005872,24725,39940.12118,0.77557293,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00572,G050-009166,26175,40839.82545,0.7530897597,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00573,G050-009846,26458.23744,40275,0.7555977379,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00574,G050-005297,24425,40542.38143,0.6731643967,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00575,G050-003789,23526.21372,41125,0.4722544094,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00576,G050-005306,24425,40975,0.5230546103,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00577,G050-005680,24617.38008,39860.63238,0.5517057228,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00578,G050-006339,24925,41725,0.686859908,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00579,G050-010908,26925,39518.33144,0.4069162817,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00580,G050-007496,25475,39975,0.6416858782,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00581,G050-012674,27607.72978,39775,0.7181019055,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00582,G050-006839,25175,39425,0.6347605702,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00583,G050-011783,27275,39492.21476,0.728534908,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00584,G050-014301,28325,44554.99233,0.5636554894,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00585,G050-005622,24575,41842.817,0.704679403,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00586,G050-009479,26325,40375,0.613114392,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00587,G050-009608,26374.93353,40625,0.3403744578,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00588,G050-005514,24525,41375,0.4265796768,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00589,G050-007488,25475,39588.18836,0.6630533213,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00590,G050-003274,23217.9981,39439.46635,0.5162108489,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00591,G050-006516,25025,39939.71625,0.5671111609,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00592,G050-008580,25900.15425,41112.26947,0.4238795353,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00593,G050-011404,27125,39592.48271,0.6291309742,urban_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00594,G050-012227,27425,42725,0.6756196467,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00595,G050-006519,25025,40075,0.4412027704,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00596,G050-009717,26425,39825,0.7723854474,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00597,G050-006187,24875,39475,0.4551630098,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00598,G050-008465,25891.82828,41375,0.7908488066,infrastructure_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00599,G050-006735,25125,39937.112,0.4249334807,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
PS-00600,G050-012611,27574.4038,43075,0.4967063008,distributed_scatterer_proxy,independent_continuous_spatiotemporal_field,H/S
