session_id,campaign_id,date,point_id,session_index,receiver_model,duration_min,baseline_length_km,pdop,n_satellites,solution_type,observed_height_m_raw,standard_uncertainty_height_mm,qc_status,provenance
GNSS-C014-P-H07-REF-A-1,C014,2021-11-02,P-H07-REF-A,1,dual_frequency_synthetic_class,84,4.01311868,2.127732095,15,fixed,201.1066591,4.362866667,accepted,S
GNSS-C014-P-H07-REF-A-2,C014,2021-11-02,P-H07-REF-A,2,dual_frequency_synthetic_class,90,6.882686504,1.846921343,10,fixed,201.0988853,4.570497048,accepted,S
GNSS-C014-P-H07-W007-1,C014,2021-11-02,P-H07-W007,1,dual_frequency_synthetic_class,64,3.894537812,1.746601345,11,fixed,202.8149657,3.922278286,accepted,S
GNSS-C014-P-H07-W007-2,C014,2021-11-02,P-H07-W007,2,dual_frequency_synthetic_class,62,6.857421527,1.739191217,18,fixed,202.8153226,4.447446214,accepted,S
GNSS-C014-P-H07-W001-1,C014,2021-11-02,P-H07-W001,1,dual_frequency_synthetic_class,89,6.499748582,2.964150869,16,fixed,201.812829,5.7305207,accepted,S
GNSS-C014-P-H07-W001-2,C014,2021-11-02,P-H07-W001,2,dual_frequency_synthetic_class,81,4.933853904,3.075240865,12,fixed,201.8234137,5.570858654,warning,S
GNSS-C014-P-H07-W002-1,C014,2021-11-02,P-H07-W002,1,dual_frequency_synthetic_class,77,6.483938974,2.481373168,14,fixed,201.8670606,5.1966195,accepted,S
GNSS-C014-P-H07-W002-2,C014,2021-11-02,P-H07-W002,2,dual_frequency_synthetic_class,100,7.250689019,3.368561856,12,fixed,201.8713209,6.310542065,warning,S
GNSS-C014-P-V01-REF-A-1,C014,2021-11-02,P-V01-REF-A,1,dual_frequency_synthetic_class,53,4.495777791,1.750517093,14,fixed,159.902265,4.034808804,accepted,S
GNSS-C014-P-V01-REF-A-2,C014,2021-11-02,P-V01-REF-A,2,dual_frequency_synthetic_class,81,1.71409897,2.057956249,13,fixed,159.9016925,3.872289689,accepted,S
GNSS-C014-P-V01-W002-1,C014,2021-11-02,P-V01-W002,1,dual_frequency_synthetic_class,70,5.577192866,1.554163762,16,fixed,160.6663522,4.013474854,accepted,S
GNSS-C014-P-V01-W002-2,C014,2021-11-02,P-V01-W002,2,dual_frequency_synthetic_class,112,5.374979942,2.185801713,13,fixed,160.6636216,4.671878274,accepted,S
GNSS-C014-P-V01-W004-1,C014,2021-11-02,P-V01-W004,1,dual_frequency_synthetic_class,54,0.9514022867,2.358225916,12,fixed,160.9648712,4.06530092,accepted,S
GNSS-C014-P-V01-W004-2,C014,2021-11-02,P-V01-W004,2,dual_frequency_synthetic_class,94,5.2173399,3.235619034,16,fixed,160.9778939,5.798302119,warning,S
GNSS-C014-P-V01-W007-1,C014,2021-11-02,P-V01-W007,1,dual_frequency_synthetic_class,67,4.751152119,3.024926689,12,float,161.4333623,9.482626739,warning,S
GNSS-C014-P-V01-W007-2,C014,2021-11-02,P-V01-W007,2,dual_frequency_synthetic_class,83,4.299671885,3.049278249,9,fixed,161.4112053,5.428147013,warning,S
GNSS-C014-P-V02-REF-A-1,C014,2021-11-02,P-V02-REF-A,1,dual_frequency_synthetic_class,82,2.188184771,1.32509416,17,fixed,171.8536909,3.151476835,accepted,S
GNSS-C014-P-V02-REF-A-2,C014,2021-11-02,P-V02-REF-A,2,dual_frequency_synthetic_class,64,3.513460098,3.186447686,9,float,171.8581264,9.437515272,warning,S
GNSS-C014-P-V02-W004-1,C014,2021-11-02,P-V02-W004,1,dual_frequency_synthetic_class,118,2.197744794,1.99784149,11,fixed,172.8890447,3.893219702,accepted,S
GNSS-C014-P-V02-W004-2,C014,2021-11-02,P-V02-W004,2,dual_frequency_synthetic_class,109,4.566385815,1.519209239,10,fixed,172.8873166,3.79307961,accepted,S
GNSS-C014-P-V02-W002-1,C014,2021-11-02,P-V02-W002,1,dual_frequency_synthetic_class,117,1.886899077,2.785106241,12,fixed,172.410257,4.703258699,accepted,S
GNSS-C014-P-V02-W002-2,C014,2021-11-02,P-V02-W002,2,dual_frequency_synthetic_class,60,0.9964545616,3.033357027,12,fixed,172.4026015,4.816054551,warning,S
GNSS-C014-P-V02-W001-1,C014,2021-11-02,P-V02-W001,1,dual_frequency_synthetic_class,106,6.532592354,3.155816941,15,fixed,172.2314295,5.947265259,warning,S
GNSS-C014-P-V02-W001-2,C014,2021-11-02,P-V02-W001,2,dual_frequency_synthetic_class,61,5.350463215,2.803606266,13,fixed,172.2413627,5.347050271,accepted,S
GNSS-C014-P-V03-REF-A-1,C014,2021-11-02,P-V03-REF-A,1,dual_frequency_synthetic_class,50,4.044491701,2.274447032,14,fixed,180.7867652,4.529900241,accepted,S
GNSS-C014-P-V03-REF-A-2,C014,2021-11-02,P-V03-REF-A,2,dual_frequency_synthetic_class,91,5.26961798,3.214501984,15,fixed,180.7905357,5.784483419,warning,S
GNSS-C014-P-V03-W006-1,C014,2021-11-02,P-V03-W006,1,dual_frequency_synthetic_class,65,5.871347301,2.094343206,9,fixed,181.6471381,4.660620041,accepted,S
GNSS-C014-P-V03-W006-2,C014,2021-11-02,P-V03-W006,2,dual_frequency_synthetic_class,64,1.478910986,2.866953284,16,fixed,181.6602979,4.71985259,accepted,S
GNSS-C014-P-V03-W001-1,C014,2021-11-02,P-V03-W001,1,dual_frequency_synthetic_class,112,6.695887373,3.379952418,11,float,181.0147951,10.22320739,warning,S
GNSS-C014-P-V03-W001-2,C014,2021-11-02,P-V03-W001,2,dual_frequency_synthetic_class,81,2.659490445,2.593468767,16,fixed,181.0056773,4.631523923,accepted,S
GNSS-C014-P-V03-W003-1,C014,2021-11-02,P-V03-W003,1,dual_frequency_synthetic_class,58,0.9875920562,2.214892527,12,fixed,180.3839588,3.91414835,accepted,S
GNSS-C014-P-V03-W003-2,C014,2021-11-02,P-V03-W003,2,dual_frequency_synthetic_class,117,2.12608309,1.261916794,13,fixed,180.3854623,3.070803429,accepted,S
GNSS-C014-P-V04-REF-A-1,C014,2021-11-02,P-V04-REF-A,1,dual_frequency_synthetic_class,98,4.668949087,1.210929808,13,float,194.4789048,7.472433624,warning,S
GNSS-C014-P-V04-REF-A-2,C014,2021-11-02,P-V04-REF-A,2,dual_frequency_synthetic_class,50,5.814902482,2.122425672,16,fixed,194.4758544,4.681350686,accepted,S
GNSS-C014-P-V04-W002-1,C014,2021-11-02,P-V04-W002,1,dual_frequency_synthetic_class,56,2.254074664,3.021231534,15,fixed,195.0615304,5.029088127,warning,S
GNSS-C014-P-V04-W002-2,C014,2021-11-02,P-V04-W002,2,dual_frequency_synthetic_class,95,2.204172754,1.907018636,12,fixed,195.0605627,3.794471596,accepted,S
GNSS-C014-P-V04-W006-1,C014,2021-11-02,P-V04-W006,1,dual_frequency_synthetic_class,47,4.636789963,2.032911947,10,fixed,195.5039823,4.370825335,accepted,S
GNSS-C014-P-V04-W006-2,C014,2021-11-02,P-V04-W006,2,dual_frequency_synthetic_class,50,6.856288581,1.540913712,11,fixed,195.4983864,4.229137027,accepted,S
GNSS-C014-P-V04-W005-1,C014,2021-11-02,P-V04-W005,1,dual_frequency_synthetic_class,93,3.805942816,3.091175567,13,float,195.2968982,9.38536283,warning,S
GNSS-C014-P-V04-W005-2,C014,2021-11-02,P-V04-W005,2,dual_frequency_synthetic_class,104,1.761715166,1.778953431,18,fixed,195.300342,3.573957504,accepted,S
GNSS-C014-P-V05-REF-A-1,C014,2021-11-02,P-V05-REF-A,1,dual_frequency_synthetic_class,65,3.888075292,2.47920897,13,fixed,195.6692739,4.726983419,accepted,S
GNSS-C014-P-V05-REF-A-2,C014,2021-11-02,P-V05-REF-A,2,dual_frequency_synthetic_class,78,5.602570515,1.605375682,14,fixed,195.6688039,4.074375943,accepted,S
GNSS-C014-P-V05-W004-1,C014,2021-11-02,P-V05-W004,1,dual_frequency_synthetic_class,69,6.215911547,2.065418049,16,fixed,195.3541089,4.690823933,accepted,S
GNSS-C014-P-V05-W004-2,C014,2021-11-02,P-V05-W004,2,dual_frequency_synthetic_class,98,2.203931733,1.764536761,12,fixed,195.3607639,3.637698149,accepted,S
GNSS-C014-P-V05-W005-1,C014,2021-11-02,P-V05-W005,1,dual_frequency_synthetic_class,109,3.465230725,1.295356958,15,fixed,195.4228746,3.348634185,accepted,S
GNSS-C014-P-V05-W005-2,C014,2021-11-02,P-V05-W005,2,dual_frequency_synthetic_class,79,7.080329487,2.712409303,16,fixed,195.4224596,5.558109541,accepted,S
GNSS-C014-P-V05-W002-1,C014,2021-11-02,P-V05-W002,1,dual_frequency_synthetic_class,108,3.017164455,1.354479914,18,fixed,195.0900634,3.333017507,accepted,S
GNSS-C014-P-V05-W002-2,C014,2021-11-02,P-V05-W002,2,dual_frequency_synthetic_class,58,3.217170946,1.427203692,12,fixed,195.0873199,3.449014832,accepted,S
GNSS-C014-P-V06-REF-A-1,C014,2021-11-02,P-V06-REF-A,1,dual_frequency_synthetic_class,84,2.61800969,3.387566706,11,fixed,199.8221666,5.497565121,warning,S
GNSS-C014-P-V06-REF-A-2,C014,2021-11-02,P-V06-REF-A,2,dual_frequency_synthetic_class,119,5.503263138,2.176709496,15,fixed,199.8141465,4.684967811,accepted,S
GNSS-C014-P-V06-W006-1,C014,2021-11-02,P-V06-W006,1,dual_frequency_synthetic_class,62,3.382465624,3.083452635,15,float,201.2696897,9.300641711,warning,S
GNSS-C014-P-V06-W006-2,C014,2021-11-02,P-V06-W006,2,dual_frequency_synthetic_class,105,2.41677018,2.927994876,18,fixed,201.2825526,4.955812996,accepted,S
GNSS-C014-P-V06-W003-1,C014,2021-11-02,P-V06-W003,1,dual_frequency_synthetic_class,111,6.362901643,2.056103069,9,fixed,200.6350477,4.707035671,accepted,S
GNSS-C014-P-V06-W003-2,C014,2021-11-02,P-V06-W003,2,dual_frequency_synthetic_class,67,5.581916316,3.178923486,13,fixed,200.6360398,5.801560772,warning,S
GNSS-C014-P-V06-W002-1,C014,2021-11-02,P-V06-W002,1,dual_frequency_synthetic_class,65,4.005775739,2.085647892,15,fixed,200.5231706,4.315252314,accepted,S
GNSS-C014-P-V06-W002-2,C014,2021-11-02,P-V06-W002,2,dual_frequency_synthetic_class,118,1.108967705,2.74102751,11,float,200.5197813,8.514744448,warning,S
GNSS-C016-P-D01-REF-A-1,C016,2022-05-17,P-D01-REF-A,1,dual_frequency_synthetic_class,63,6.61117441,1.250262022,10,fixed,160.447809,3.865299618,accepted,S
GNSS-C016-P-D01-REF-A-2,C016,2022-05-17,P-D01-REF-A,2,dual_frequency_synthetic_class,45,5.106741226,1.990027511,13,fixed,160.4484552,4.408243682,accepted,S
GNSS-C016-P-D01-W001-1,C016,2022-05-17,P-D01-W001,1,dual_frequency_synthetic_class,68,7.766918504,3.114850432,11,fixed,160.9501492,6.124380806,warning,S
GNSS-C016-P-D01-W001-2,C016,2022-05-17,P-D01-W001,2,dual_frequency_synthetic_class,92,3.91979266,1.934459389,16,float,160.9441826,8.133468007,warning,S
GNSS-C016-P-D01-W006-1,C016,2022-05-17,P-D01-W006,1,dual_frequency_synthetic_class,107,5.608269811,1.310030732,15,fixed,162.0401754,3.750522371,accepted,S
GNSS-C016-P-D01-W006-2,C016,2022-05-17,P-D01-W006,2,dual_frequency_synthetic_class,45,4.138268575,1.589141464,17,fixed,162.0431725,3.792943954,accepted,S
GNSS-C016-P-D01-W003-1,C016,2022-05-17,P-D01-W003,1,dual_frequency_synthetic_class,93,3.60435642,3.261241803,15,fixed,161.2070373,5.536150139,warning,S
GNSS-C016-P-D01-W003-2,C016,2022-05-17,P-D01-W003,2,dual_frequency_synthetic_class,90,2.919225255,1.566108463,15,fixed,161.1904092,3.548179856,accepted,S
GNSS-C016-P-H01-REF-A-1,C016,2022-05-17,P-H01-REF-A,1,dual_frequency_synthetic_class,65,1.639806002,2.65664192,17,fixed,159.9317542,4.517471192,accepted,S
GNSS-C016-P-H01-REF-A-2,C016,2022-05-17,P-H01-REF-A,2,dual_frequency_synthetic_class,90,1.250773401,1.765040768,16,fixed,159.9286808,3.466684057,accepted,S
GNSS-C016-P-H01-W002-1,C016,2022-05-17,P-H01-W002,1,dual_frequency_synthetic_class,58,6.528576968,1.531360452,11,fixed,160.4193346,4.159640352,accepted,S
GNSS-C016-P-H01-W002-2,C016,2022-05-17,P-H01-W002,2,dual_frequency_synthetic_class,69,1.687444569,1.424418263,18,fixed,160.4193711,3.170600111,accepted,S
GNSS-C016-P-H01-W007-1,C016,2022-05-17,P-H01-W007,1,dual_frequency_synthetic_class,46,4.663161886,2.713304782,9,fixed,162.2175006,5.1240044,accepted,S
GNSS-C016-P-H01-W007-2,C016,2022-05-17,P-H01-W007,2,dual_frequency_synthetic_class,111,0.9693967039,1.879996248,12,fixed,162.203218,3.542487279,accepted,S
GNSS-C016-P-H01-W003-1,C016,2022-05-17,P-H01-W003,1,dual_frequency_synthetic_class,104,3.485050782,3.281193629,10,fixed,160.4715239,5.536622133,warning,S
GNSS-C016-P-H01-W003-2,C016,2022-05-17,P-H01-W003,2,dual_frequency_synthetic_class,79,1.110033154,2.829114641,9,fixed,160.4763893,4.611832072,accepted,S
GNSS-C016-P-H02-REF-A-1,C016,2022-05-17,P-H02-REF-A,1,dual_frequency_synthetic_class,99,1.887537575,2.973194189,11,float,162.7480722,8.910270371,warning,S
GNSS-C016-P-H02-REF-A-2,C016,2022-05-17,P-H02-REF-A,2,dual_frequency_synthetic_class,102,4.478216459,2.400242343,15,fixed,162.7335785,4.74634554,accepted,S
GNSS-C016-P-H02-W004-1,C016,2022-05-17,P-H02-W004,1,dual_frequency_synthetic_class,84,2.388326858,2.960752925,15,fixed,163.985935,4.986727051,accepted,S
GNSS-C016-P-H02-W004-2,C016,2022-05-17,P-H02-W004,2,dual_frequency_synthetic_class,78,1.954123207,3.070110693,15,fixed,163.9879162,5.02886394,warning,S
GNSS-C016-P-H02-W006-1,C016,2022-05-17,P-H02-W006,1,dual_frequency_synthetic_class,86,4.555891447,3.389786205,12,fixed,164.4520304,5.848825286,warning,S
GNSS-C016-P-H02-W006-2,C016,2022-05-17,P-H02-W006,2,dual_frequency_synthetic_class,118,1.021580766,2.29491622,12,fixed,164.4466762,4.008292379,accepted,S
GNSS-C016-P-H02-W001-1,C016,2022-05-17,P-H02-W001,1,dual_frequency_synthetic_class,63,3.788359132,2.413343019,10,fixed,163.1646778,4.636581965,accepted,S
GNSS-C016-P-H02-W001-2,C016,2022-05-17,P-H02-W001,2,dual_frequency_synthetic_class,45,7.08213991,3.065584006,18,float,163.1624314,9.946927591,warning,S
GNSS-C016-P-H03-REF-A-1,C016,2022-05-17,P-H03-REF-A,1,dual_frequency_synthetic_class,119,6.515902338,2.428850789,14,fixed,196.2952619,5.144598289,accepted,S
GNSS-C016-P-H03-REF-A-2,C016,2022-05-17,P-H03-REF-A,2,dual_frequency_synthetic_class,91,3.803254263,2.084890723,17,fixed,196.2984767,4.277965563,accepted,S
GNSS-C016-P-H03-W003-1,C016,2022-05-17,P-H03-W003,1,dual_frequency_synthetic_class,88,7.475874241,2.739301406,15,float,196.4505324,9.65888891,warning,S
GNSS-C016-P-H03-W003-2,C016,2022-05-17,P-H03-W003,2,dual_frequency_synthetic_class,59,2.560782879,3.281262655,17,fixed,196.4427065,5.370329838,warning,S
GNSS-C016-P-H03-W005-1,C016,2022-05-17,P-H03-W005,1,dual_frequency_synthetic_class,118,1.251683659,3.137154112,9,fixed,196.6772113,4.976172581,warning,S
GNSS-C016-P-H03-W005-2,C016,2022-05-17,P-H03-W005,2,dual_frequency_synthetic_class,110,4.748767074,2.023376421,16,fixed,196.6830741,4.380492136,accepted,S
GNSS-C016-P-H03-W007-1,C016,2022-05-17,P-H03-W007,1,dual_frequency_synthetic_class,53,6.278842398,3.109709564,12,fixed,196.7862352,5.850872152,warning,S
GNSS-C016-P-H03-W007-2,C016,2022-05-17,P-H03-W007,2,dual_frequency_synthetic_class,88,3.706063085,3.067623965,11,float,196.7821648,9.341477717,warning,S
GNSS-C016-P-H04-REF-A-1,C016,2022-05-17,P-H04-REF-A,1,dual_frequency_synthetic_class,96,3.272505624,2.294273216,10,fixed,174.0217592,4.41275155,accepted,S
GNSS-C016-P-H04-REF-A-2,C016,2022-05-17,P-H04-REF-A,2,dual_frequency_synthetic_class,115,5.894036832,1.939532006,11,fixed,174.0149129,4.494411836,accepted,S
GNSS-C016-P-H04-W005-1,C016,2022-05-17,P-H04-W005,1,dual_frequency_synthetic_class,119,6.232733451,1.958858209,14,fixed,178.7372795,4.576636051,accepted,S
GNSS-C016-P-H04-W005-2,C016,2022-05-17,P-H04-W005,2,dual_frequency_synthetic_class,91,5.615376784,1.334987323,10,fixed,178.7389514,3.779253877,accepted,S
GNSS-C016-P-H04-W006-1,C016,2022-05-17,P-H04-W006,1,dual_frequency_synthetic_class,79,7.99710081,2.482331585,17,fixed,179.4738909,5.470042889,accepted,S
GNSS-C016-P-H04-W006-2,C016,2022-05-17,P-H04-W006,2,dual_frequency_synthetic_class,45,3.587059889,2.830338834,18,fixed,179.4820593,5.059043497,accepted,S
GNSS-C016-P-H04-W002-1,C016,2022-05-17,P-H04-W002,1,dual_frequency_synthetic_class,68,0.9170368503,2.2748911,12,fixed,176.2385904,3.967446843,accepted,S
GNSS-C016-P-H04-W002-2,C016,2022-05-17,P-H04-W002,2,dual_frequency_synthetic_class,116,2.838867619,2.525872662,17,fixed,176.2337109,4.589456099,accepted,S
GNSS-C016-P-H05-REF-A-1,C016,2022-05-17,P-H05-REF-A,1,dual_frequency_synthetic_class,103,2.822902372,2.728360498,10,fixed,196.1700066,4.809318975,accepted,S
GNSS-C016-P-H05-REF-A-2,C016,2022-05-17,P-H05-REF-A,2,dual_frequency_synthetic_class,92,1.290559464,1.635325235,13,fixed,196.1705757,3.331158462,accepted,S
GNSS-C016-P-H05-W005-1,C016,2022-05-17,P-H05-W005,1,dual_frequency_synthetic_class,90,6.894924487,2.109177545,13,fixed,197.3631251,4.861181707,accepted,S
GNSS-C016-P-H05-W005-2,C016,2022-05-17,P-H05-W005,2,dual_frequency_synthetic_class,65,6.769769762,1.847521755,17,fixed,197.3685616,4.550832488,accepted,S
GNSS-C016-P-H05-W001-1,C016,2022-05-17,P-H05-W001,1,dual_frequency_synthetic_class,91,1.562905125,3.17662869,9,fixed,195.9741092,5.075614482,warning,S
GNSS-C016-P-H05-W001-2,C016,2022-05-17,P-H05-W001,2,dual_frequency_synthetic_class,48,6.070039125,3.001978667,10,fixed,195.9735748,5.694783576,warning,S
GNSS-C016-P-H05-W003-1,C016,2022-05-17,P-H05-W003,1,dual_frequency_synthetic_class,116,2.055439187,2.92998853,15,fixed,196.6153631,4.892966437,accepted,S
GNSS-C016-P-H05-W003-2,C016,2022-05-17,P-H05-W003,2,dual_frequency_synthetic_class,50,4.298475466,1.73142002,17,fixed,196.615242,3.978287606,accepted,S
GNSS-C016-P-H06-REF-A-1,C016,2022-05-17,P-H06-REF-A,1,dual_frequency_synthetic_class,55,1.885711362,2.837315398,14,float,186.0229541,8.760474983,warning,S
GNSS-C016-P-H06-REF-A-2,C016,2022-05-17,P-H06-REF-A,2,dual_frequency_synthetic_class,113,5.843056387,2.874556749,11,fixed,186.0292893,5.513762574,accepted,S
GNSS-C016-P-H06-W005-1,C016,2022-05-17,P-H06-W005,1,dual_frequency_synthetic_class,96,6.689059301,2.494245592,12,fixed,191.5094343,5.247700825,accepted,S
GNSS-C016-P-H06-W005-2,C016,2022-05-17,P-H06-W005,2,dual_frequency_synthetic_class,52,2.860820924,2.502683016,16,fixed,191.5079427,4.567899084,accepted,S
GNSS-C016-P-H06-W001-1,C016,2022-05-17,P-H06-W001,1,dual_frequency_synthetic_class,81,0.889240306,2.415428364,13,fixed,188.1393183,4.117034456,accepted,S
GNSS-C016-P-H06-W001-2,C016,2022-05-17,P-H06-W001,2,dual_frequency_synthetic_class,65,1.013225376,1.737821196,11,fixed,188.1340448,3.393983883,accepted,S
GNSS-C016-P-H06-W003-1,C016,2022-05-17,P-H06-W003,1,dual_frequency_synthetic_class,117,4.810475725,2.038396071,15,fixed,189.9602687,4.408121309,accepted,S
GNSS-C016-P-H06-W003-2,C016,2022-05-17,P-H06-W003,2,dual_frequency_synthetic_class,106,6.784251277,1.964305169,12,fixed,189.9552416,4.681900916,accepted,S
GNSS-C016-P-H07-REF-A-1,C016,2022-05-17,P-H07-REF-A,1,dual_frequency_synthetic_class,119,6.752115807,1.861870155,15,fixed,201.0929428,4.563438015,accepted,S
GNSS-C016-P-H07-REF-A-2,C016,2022-05-17,P-H07-REF-A,2,dual_frequency_synthetic_class,90,5.257719875,1.644159407,10,fixed,201.1041357,4.054964925,accepted,S
GNSS-C016-P-H07-W007-1,C016,2022-05-17,P-H07-W007,1,dual_frequency_synthetic_class,70,1.585149979,1.731058486,15,fixed,202.8135033,3.489491331,accepted,S
GNSS-C016-P-H07-W007-2,C016,2022-05-17,P-H07-W007,2,dual_frequency_synthetic_class,45,4.390574594,2.09299185,13,fixed,202.807154,4.392594461,accepted,S
GNSS-C016-P-H07-W001-1,C016,2022-05-17,P-H07-W001,1,dual_frequency_synthetic_class,107,4.191572999,3.208406993,13,fixed,201.7955357,5.583730833,warning,S
GNSS-C016-P-H07-W001-2,C016,2022-05-17,P-H07-W001,2,dual_frequency_synthetic_class,92,4.214281357,1.620566941,13,fixed,201.798953,3.84119428,accepted,S
GNSS-C016-P-H07-W002-1,C016,2022-05-17,P-H07-W002,1,dual_frequency_synthetic_class,104,7.247319337,2.263568022,12,fixed,201.8624018,5.094442305,accepted,S
GNSS-C016-P-H07-W002-2,C016,2022-05-17,P-H07-W002,2,dual_frequency_synthetic_class,105,1.154464891,1.273268231,16,fixed,201.8520582,2.908398735,accepted,S
GNSS-C016-P-V01-REF-A-1,C016,2022-05-17,P-V01-REF-A,1,dual_frequency_synthetic_class,82,7.966284088,3.125974918,15,fixed,159.9104072,6.172503545,warning,S
GNSS-C016-P-V01-REF-A-2,C016,2022-05-17,P-V01-REF-A,2,dual_frequency_synthetic_class,69,6.597658641,2.978340195,18,fixed,159.9017359,5.76375277,accepted,S
GNSS-C016-P-V01-W002-1,C016,2022-05-17,P-V01-W002,1,dual_frequency_synthetic_class,63,1.598765496,1.80022854,17,fixed,160.6415269,3.568029183,accepted,S
GNSS-C016-P-V01-W002-2,C016,2022-05-17,P-V01-W002,2,dual_frequency_synthetic_class,78,5.052776601,1.651122257,13,fixed,160.6512562,4.025734271,accepted,S
GNSS-C016-P-V01-W004-1,C016,2022-05-17,P-V01-W004,1,dual_frequency_synthetic_class,63,4.251080116,2.810022629,16,fixed,160.959933,5.156219313,accepted,S
GNSS-C016-P-V01-W004-2,C016,2022-05-17,P-V01-W004,2,dual_frequency_synthetic_class,75,1.096099062,2.695308266,18,fixed,160.9606224,4.462136923,accepted,S
GNSS-C016-P-V01-W007-1,C016,2022-05-17,P-V01-W007,1,dual_frequency_synthetic_class,81,2.31687093,2.242619707,11,fixed,161.3890508,4.183918445,accepted,S
GNSS-C016-P-V01-W007-2,C016,2022-05-17,P-V01-W007,2,dual_frequency_synthetic_class,75,4.319561783,1.233285887,18,fixed,161.3938986,3.434135597,accepted,S
GNSS-C016-P-V02-REF-A-1,C016,2022-05-17,P-V02-REF-A,1,dual_frequency_synthetic_class,120,4.541464561,1.883262962,9,fixed,171.8555871,4.189052879,accepted,S
GNSS-C016-P-V02-REF-A-2,C016,2022-05-17,P-V02-REF-A,2,dual_frequency_synthetic_class,84,6.873112663,2.435129206,12,fixed,171.8557764,5.215802406,accepted,S
GNSS-C016-P-V02-W004-1,C016,2022-05-17,P-V02-W004,1,dual_frequency_synthetic_class,111,3.1222133,2.171983519,16,fixed,172.8788846,4.251180265,accepted,S
GNSS-C016-P-V02-W004-2,C016,2022-05-17,P-V02-W004,2,dual_frequency_synthetic_class,104,1.515502628,2.135600517,10,fixed,172.8823173,3.921951041,accepted,S
GNSS-C016-P-V02-W002-1,C016,2022-05-17,P-V02-W002,1,dual_frequency_synthetic_class,103,2.187141579,1.972647251,11,fixed,172.3821114,3.86359746,accepted,S
GNSS-C016-P-V02-W002-2,C016,2022-05-17,P-V02-W002,2,dual_frequency_synthetic_class,63,7.928752158,3.143705568,12,fixed,172.3836668,6.185251513,warning,S
GNSS-C016-P-V02-W001-1,C016,2022-05-17,P-V02-W001,1,dual_frequency_synthetic_class,108,3.593028505,1.29717218,11,fixed,172.2227779,3.373634529,accepted,S
GNSS-C016-P-V02-W001-2,C016,2022-05-17,P-V02-W001,2,dual_frequency_synthetic_class,88,1.406348883,2.929144808,11,fixed,172.2235766,4.775202087,accepted,S
GNSS-C016-P-V03-REF-A-1,C016,2022-05-17,P-V03-REF-A,1,dual_frequency_synthetic_class,52,5.001863934,1.291216575,17,fixed,180.7864464,3.620673741,accepted,S
GNSS-C016-P-V03-REF-A-2,C016,2022-05-17,P-V03-REF-A,2,dual_frequency_synthetic_class,49,2.999450294,1.313342252,10,fixed,180.788107,3.28457753,accepted,S
GNSS-C016-P-V03-W006-1,C016,2022-05-17,P-V03-W006,1,dual_frequency_synthetic_class,115,1.621705653,2.951226474,10,float,181.6330777,8.838256139,warning,S
GNSS-C016-P-V03-W006-2,C016,2022-05-17,P-V03-W006,2,dual_frequency_synthetic_class,99,4.449166082,2.594276429,11,fixed,181.6418943,4.954553967,accepted,S
GNSS-C016-P-V03-W001-1,C016,2022-05-17,P-V03-W001,1,dual_frequency_synthetic_class,93,6.541831729,2.925186576,13,fixed,181.001424,5.695234944,accepted,S
GNSS-C016-P-V03-W001-2,C016,2022-05-17,P-V03-W001,2,dual_frequency_synthetic_class,93,2.382022649,3.370265022,18,fixed,180.9891845,5.436055601,warning,S
GNSS-C016-P-V03-W003-1,C016,2022-05-17,P-V03-W003,1,dual_frequency_synthetic_class,112,1.375910936,2.723843203,15,fixed,180.3607049,4.543891491,accepted,S
GNSS-C016-P-V03-W003-2,C016,2022-05-17,P-V03-W003,2,dual_frequency_synthetic_class,114,2.022115277,1.781293822,17,fixed,180.3612359,3.623403954,accepted,S
GNSS-C016-P-V04-REF-A-1,C016,2022-05-17,P-V04-REF-A,1,dual_frequency_synthetic_class,112,1.365694516,1.359924637,18,fixed,194.4701638,3.041742113,accepted,S
GNSS-C016-P-V04-REF-A-2,C016,2022-05-17,P-V04-REF-A,2,dual_frequency_synthetic_class,72,6.836937422,3.391049791,17,float,194.4732061,10.26080351,warning,S
GNSS-C016-P-V04-W002-1,C016,2022-05-17,P-V04-W002,1,dual_frequency_synthetic_class,110,5.713974801,1.348049386,10,fixed,195.0701225,3.811369789,accepted,S
GNSS-C016-P-V04-W002-2,C016,2022-05-17,P-V04-W002,2,dual_frequency_synthetic_class,99,5.977337203,1.454018312,13,fixed,195.0633649,3.975340839,accepted,S
GNSS-C016-P-V04-W006-1,C016,2022-05-17,P-V04-W006,1,dual_frequency_synthetic_class,115,7.921633424,2.393738378,9,fixed,195.496086,5.359006232,accepted,S
GNSS-C016-P-V04-W006-2,C016,2022-05-17,P-V04-W006,2,dual_frequency_synthetic_class,76,4.695277155,2.183206942,14,fixed,195.5002537,4.546677524,accepted,S
GNSS-C016-P-V04-W005-1,C016,2022-05-17,P-V04-W005,1,dual_frequency_synthetic_class,98,5.483120969,3.360449059,18,fixed,195.3026519,5.983455739,warning,S
GNSS-C016-P-V04-W005-2,C016,2022-05-17,P-V04-W005,2,dual_frequency_synthetic_class,102,7.968134803,1.282443208,9,fixed,195.30551,4.144951794,accepted,S
GNSS-C016-P-V05-REF-A-1,C016,2022-05-17,P-V05-REF-A,1,dual_frequency_synthetic_class,102,7.925298158,2.79577097,15,fixed,195.6673407,5.801901735,accepted,S
