campaign_id,date,profile_id,left_interval,right_interval,chainage_m,curvature_mm_m2,standard_uncertainty_curvature_mm_m2,provenance
C007,2019-11-05,P-V02,P-V02-W003::P-V02-W004,P-V02-W004::P-V02-W005,202.337572,0.05109103998,0.0005803907575,C/S
C007,2019-11-05,P-V02,P-V02-W004::P-V02-W005,P-V02-W005::P-V02-W006,260.6646284,-0.02865061226,0.0003644243476,C/S
C007,2019-11-05,P-V02,P-V02-W005::P-V02-W006,P-V02-W006::P-V02-W007,333.9668103,-0.04518924071,0.0002230186202,C/S
C007,2019-11-05,P-V02,P-V02-W006::P-V02-W007,P-V02-W007::P-V02-REF-B,480.9611601,0.01154209567,6.176714292e-05,C/S
C007,2019-11-05,P-V03,P-V03-REF-A::P-V03-W001,P-V03-W001::P-V03-W002,-71.73460701,-0.00571199984,7.53600202e-05,C/S
C007,2019-11-05,P-V03,P-V03-W001::P-V03-W002,P-V03-W002::P-V03-W003,62.00990788,0.2404672524,0.0003724463405,C/S
C007,2019-11-05,P-V03,P-V03-W002::P-V03-W003,P-V03-W003::P-V03-W004,118.0620526,-0.1349168718,0.0005542952284,C/S
C007,2019-11-05,P-V03,P-V03-W003::P-V03-W004,P-V03-W004::P-V03-W005,175.4378789,-0.353303856,0.0004055104243,C/S
C007,2019-11-05,P-V03,P-V03-W004::P-V03-W005,P-V03-W005::P-V03-W006,238.035164,0.2218628778,0.0004519624128,C/S
C007,2019-11-05,P-V03,P-V03-W005::P-V03-W006,P-V03-W006::P-V03-W007,287.6419319,-0.0687391209,0.0009888910395,C/S
C007,2019-11-05,P-V03,P-V03-W006::P-V03-W007,P-V03-W007::P-V03-REF-B,402.9155332,0.01573190775,0.0001426866441,C/S
C007,2019-11-05,P-V04,P-V04-REF-A::P-V04-W001,P-V04-W001::P-V04-W002,-77.10141161,-0.00247191392,0.0001661297962,C/S
C007,2019-11-05,P-V04,P-V04-W001::P-V04-W002,P-V04-W002::P-V04-W004,72.47605188,0.007419300976,0.0003230346008,C/S
C007,2019-11-05,P-V04,P-V04-W002::P-V04-W004,P-V04-W004::P-V04-W005,171.5763078,-0.00695727703,0.0005952553703,C/S
C007,2019-11-05,P-V04,P-V04-W004::P-V04-W005,P-V04-W005::P-V04-W006,236.8326857,-0.06430346526,0.001765868932,C/S
C007,2019-11-05,P-V04,P-V04-W005::P-V04-W006,P-V04-W006::P-V04-W007,284.4993046,0.04190115534,0.0005785248783,C/S
C007,2019-11-05,P-V04,P-V04-W006::P-V04-W007,P-V04-W007::P-V04-REF-B,419.9686449,-0.005194136906,8.907081285e-05,C/S
C007,2019-11-05,P-V05,P-V05-REF-A::P-V05-W002,P-V05-W002::P-V05-W003,-10.46792444,-0.01190052001,0.00023547019,C/S
C007,2019-11-05,P-V05,P-V05-W002::P-V05-W003,P-V05-W003::P-V05-W004,126.3696314,-0.04887073643,0.001370908281,C/S
C007,2019-11-05,P-V05,P-V05-W003::P-V05-W004,P-V05-W004::P-V05-W005,181.3654206,0.03953488262,0.0002950783155,C/S
C007,2019-11-05,P-V05,P-V05-W004::P-V05-W005,P-V05-W005::P-V05-W006,241.6429335,0.0005121209751,0.0006470301425,C/S
C007,2019-11-05,P-V05,P-V05-W005::P-V05-W006,P-V05-W006::P-V05-W007,293.107769,0.04670224227,0.0006590586181,C/S
C007,2019-11-05,P-V05,P-V05-W006::P-V05-W007,P-V05-W007::P-V05-REF-B,423.7365926,-0.03906247406,6.546428723e-05,C/S
C007,2019-11-05,P-V06,P-V06-REF-A::P-V06-W001,P-V06-W001::P-V06-W002,-63.06161313,0.006357919858,0.0001005657557,C/S
C007,2019-11-05,P-V06,P-V06-W001::P-V06-W002,P-V06-W002::P-V06-W003,83.91818023,-0.03651094123,0.0007924283973,C/S
C007,2019-11-05,P-V06,P-V06-W002::P-V06-W003,P-V06-W003::P-V06-W004,165.3144831,0.01498311015,0.0005745082129,C/S
C007,2019-11-05,P-V06,P-V06-W003::P-V06-W004,P-V06-W004::P-V06-W005,265.2602233,0.003691778364,0.0003149082288,C/S
C007,2019-11-05,P-V06,P-V06-W004::P-V06-W005,P-V06-W005::P-V06-W006,362.0447084,-0.01600231944,0.0004238098259,C/S
C007,2019-11-05,P-V06,P-V06-W005::P-V06-W006,P-V06-W006::P-V06-W007,445.6196185,0.009080625525,0.0004930150821,C/S
C007,2019-11-05,P-V06,P-V06-W006::P-V06-W007,P-V06-W007::P-V06-REF-B,588.5274818,-0.001378098418,0.0001674626788,C/S
C008,2020-04-21,P-D01,P-D01-REF-A::P-D01-W001,P-D01-W001::P-D01-W002,-68.31163748,0.008552571818,0.0001033549644,C/S
C008,2020-04-21,P-D01,P-D01-W001::P-D01-W002,P-D01-W002::P-D01-W003,73.32489514,-0.008248473913,0.0004942721863,C/S
C008,2020-04-21,P-D01,P-D01-W002::P-D01-W003,P-D01-W003::P-D01-W004,148.8423249,-0.02051614279,0.0003946323132,C/S
C008,2020-04-21,P-D01,P-D01-W003::P-D01-W004,P-D01-W004::P-D01-W005,232.1190028,-0.02851030601,0.0003487390608,C/S
C008,2020-04-21,P-D01,P-D01-W004::P-D01-W005,P-D01-W005::P-D01-W006,315.7022239,0.0307507186,0.0003746172188,C/S
C008,2020-04-21,P-D01,P-D01-W005::P-D01-W006,P-D01-W006::P-D01-W007,399.7461044,-0.01822528168,0.000325512141,C/S
C008,2020-04-21,P-D01,P-D01-W006::P-D01-W007,P-D01-W007::P-D01-REF-B,550.6044237,0.005068039069,9.920308773e-05,C/S
C008,2020-04-21,P-H01,P-H01-REF-A::P-H01-W001,P-H01-W001::P-H01-W002,-50.53544239,-0.003031506288,3.060015415e-05,C/S
C008,2020-04-21,P-H01,P-H01-W001::P-H01-W002,P-H01-W002::P-H01-W003,157.1567997,0.01084428581,5.614609578e-05,C/S
C008,2020-04-21,P-H01,P-H01-W002::P-H01-W003,P-H01-W003::P-H01-W004,317.9069945,-0.01679248419,7.111178884e-05,C/S
C008,2020-04-21,P-H01,P-H01-W003::P-H01-W004,P-H01-W004::P-H01-W005,468.1479914,0.01554789251,7.952134099e-05,C/S
C008,2020-04-21,P-H01,P-H01-W004::P-H01-W005,P-H01-W005::P-H01-W007,665.0512201,-0.005956116599,3.112483962e-05,C/S
C008,2020-04-21,P-H01,P-H01-W005::P-H01-W007,P-H01-W007::P-H01-REF-B,959.4616016,-0.0001683382316,1.262707066e-05,C/S
C008,2020-04-21,P-H02,P-H02-REF-A::P-H02-W002,P-H02-W002::P-H02-W003,4.483181364,-0.01293410852,8.582319259e-05,C/S
C008,2020-04-21,P-H02,P-H02-W002::P-H02-W003,P-H02-W003::P-H02-W004,174.8258683,0.03086897927,0.0004274108124,C/S
C008,2020-04-21,P-H02,P-H02-W003::P-H02-W004,P-H02-W004::P-H02-W005,261.4655728,-0.008709637121,0.0003030109683,C/S
C008,2020-04-21,P-H02,P-H02-W004::P-H02-W005,P-H02-W005::P-H02-W006,354.0345716,0.05595676041,0.0003712765366,C/S
C008,2020-04-21,P-H02,P-H02-W005::P-H02-W006,P-H02-W006::P-H02-W007,440.3190577,-0.05178282951,0.0004062469928,C/S
C008,2020-04-21,P-H02,P-H02-W006::P-H02-W007,P-H02-W007::P-H02-REF-B,595.5897231,-0.001464586936,7.652113767e-05,C/S
C008,2020-04-21,P-H03,P-H03-REF-A::P-H03-W001,P-H03-W001::P-H03-W002,-65.6362923,0.00246201505,8.715585808e-05,C/S
C008,2020-04-21,P-H03,P-H03-W001::P-H03-W002,P-H03-W002::P-H03-W003,74.81323247,-0.0252545213,0.0007887627596,C/S
C008,2020-04-21,P-H03,P-H03-W002::P-H03-W003,P-H03-W003::P-H03-W004,134.0422357,0.07098857381,0.0008982998743,C/S
C008,2020-04-21,P-H03,P-H03-W003::P-H03-W004,P-H03-W004::P-H03-W005,208.2011524,-0.06296435208,0.0002967786577,C/S
C008,2020-04-21,P-H03,P-H03-W004::P-H03-W005,P-H03-W005::P-H03-W006,284.5306921,0.02475089879,0.002191278086,C/S
C008,2020-04-21,P-H03,P-H03-W005::P-H03-W006,P-H03-W006::P-H03-W007,345.980641,0.0374174526,0.002132079828,C/S
C008,2020-04-21,P-H03,P-H03-W006::P-H03-W007,P-H03-W007::P-H03-REF-B,492.5337655,-0.01338516425,6.744020844e-05,C/S
C008,2020-04-21,P-H04,P-H04-REF-A::P-H04-W001,P-H04-W001::P-H04-W002,-67.76686288,0.01633010039,8.802995033e-05,C/S
C008,2020-04-21,P-H04,P-H04-W001::P-H04-W002,P-H04-W002::P-H04-W003,89.25294079,-0.0189412715,0.0002241648875,C/S
C008,2020-04-21,P-H04,P-H04-W002::P-H04-W003,P-H04-W003::P-H04-W004,199.3227356,-0.05426587586,0.0001468420875,C/S
C008,2020-04-21,P-H04,P-H04-W003::P-H04-W004,P-H04-W004::P-H04-W005,309.4947112,0.04438915493,0.0002312450212,C/S
C008,2020-04-21,P-H04,P-H04-W004::P-H04-W005,P-H04-W005::P-H04-W006,406.0910898,0.004133930484,0.0002548298437,C/S
C008,2020-04-21,P-H04,P-H04-W005::P-H04-W006,P-H04-W006::P-H04-W007,502.9906746,-7.207570539e-05,0.000209048607,C/S
C008,2020-04-21,P-H04,P-H04-W006::P-H04-W007,P-H04-W007::P-H04-REF-B,663.8264988,-0.003141285945,7.299442737e-05,C/S
C008,2020-04-21,P-H05,P-H05-REF-A::P-H05-W001,P-H05-W001::P-H05-W002,-53.16240367,-0.01757037281,3.41997828e-05,C/S
C008,2020-04-21,P-H05,P-H05-W001::P-H05-W002,P-H05-W002::P-H05-W003,130.6586515,0.01396742945,0.0001032555711,C/S
C008,2020-04-21,P-H05,P-H05-W002::P-H05-W003,P-H05-W003::P-H05-W004,262.3892339,0.002936430477,8.689578723e-05,C/S
C008,2020-04-21,P-H05,P-H05-W003::P-H05-W004,P-H05-W004::P-H05-W006,440.4357099,-0.01079441511,3.645798238e-05,C/S
C008,2020-04-21,P-H05,P-H05-W004::P-H05-W006,P-H05-W006::P-H05-W007,645.9373845,-0.01917641121,4.81914501e-05,C/S
C008,2020-04-21,P-H05,P-H05-W006::P-H05-W007,P-H05-W007::P-H05-REF-B,861.6439374,0.0100324623,3.715471497e-05,C/S
C008,2020-04-21,P-H06,P-H06-REF-A::P-H06-W001,P-H06-W001::P-H06-W002,-51.75791306,-0.008251933857,3.271292033e-05,C/S
C008,2020-04-21,P-H06,P-H06-W001::P-H06-W002,P-H06-W002::P-H06-W003,138.6939378,0.01740439767,8.686229427e-05,C/S
C008,2020-04-21,P-H06,P-H06-W002::P-H06-W003,P-H06-W003::P-H06-W004,261.9717177,-0.01105021404,0.0001294736016,C/S
C008,2020-04-21,P-H06,P-H06-W003::P-H06-W004,P-H06-W004::P-H06-W005,370.745289,-0.01509294621,0.0001445861091,C/S
C008,2020-04-21,P-H06,P-H06-W004::P-H06-W005,P-H06-W005::P-H06-W006,497.410754,0.01723940218,7.880701498e-05,C/S
C008,2020-04-21,P-H06,P-H06-W005::P-H06-W006,P-H06-W006::P-H06-W007,637.1354684,-0.03357667888,0.0001099800428,C/S
C008,2020-04-21,P-H06,P-H06-W006::P-H06-W007,P-H06-W007::P-H06-REF-B,810.3103845,0.01533647906,6.262694381e-05,C/S
C008,2020-04-21,P-H07,P-H07-REF-A::P-H07-W001,P-H07-W001::P-H07-W002,-68.83384706,0.003433833056,6.510170006e-05,C/S
C008,2020-04-21,P-H07,P-H07-W001::P-H07-W002,P-H07-W002::P-H07-W003,83.73602681,-0.008438071052,0.0001774968814,C/S
C008,2020-04-21,P-H07,P-H07-W002::P-H07-W003,P-H07-W003::P-H07-W004,169.8849591,-0.008493962018,0.0002991476892,C/S
C008,2020-04-21,P-H07,P-H07-W003::P-H07-W004,P-H07-W004::P-H07-W005,244.0177502,-0.02945690489,0.0003607773599,C/S
C008,2020-04-21,P-H07,P-H07-W004::P-H07-W005,P-H07-W005::P-H07-W007,339.7471185,0.01919955196,0.0001097363124,C/S
C008,2020-04-21,P-H07,P-H07-W005::P-H07-W007,P-H07-W007::P-H07-REF-B,527.5507589,-0.0003836651795,2.8200263e-05,C/S
C008,2020-04-21,P-V01,P-V01-REF-A::P-V01-W001,P-V01-W001::P-V01-W002,-61.38708539,-0.001495862295,4.721841683e-05,C/S
C008,2020-04-21,P-V01,P-V01-W001::P-V01-W002,P-V01-W002::P-V01-W003,107.6619932,0.002079735533,0.000126704467,C/S
C008,2020-04-21,P-V01,P-V01-W002::P-V01-W003,P-V01-W003::P-V01-W004,207.2570838,0.003809436639,0.0002397091098,C/S
C008,2020-04-21,P-V01,P-V01-W003::P-V01-W004,P-V01-W004::P-V01-W005,299.8034263,0.04553004897,0.0002138350533,C/S
C008,2020-04-21,P-V01,P-V01-W004::P-V01-W005,P-V01-W005::P-V01-W006,404.680706,-0.08873922764,0.000129921672,C/S
C008,2020-04-21,P-V01,P-V01-W005::P-V01-W006,P-V01-W006::P-V01-W007,508.4771124,0.05215708762,0.0001729879636,C/S
C008,2020-04-21,P-V01,P-V01-W006::P-V01-W007,P-V01-W007::P-V01-REF-B,667.6520722,-0.003616084429,5.09156717e-05,C/S
C008,2020-04-21,P-V02,P-V02-REF-A::P-V02-W001,P-V02-W001::P-V02-W002,-69.92273081,-0.005641775009,7.659056248e-05,C/S
C008,2020-04-21,P-V02,P-V02-W001::P-V02-W002,P-V02-W002::P-V02-W003,73.11598125,-0.02405150428,0.0002780309851,C/S
C008,2020-04-21,P-V02,P-V02-W002::P-V02-W003,P-V02-W003::P-V02-W004,144.1389363,0.04079391254,0.0004022957947,C/S
C008,2020-04-21,P-V02,P-V02-W003::P-V02-W004,P-V02-W004::P-V02-W005,202.337572,0.05817234979,0.0006429735581,C/S
C008,2020-04-21,P-V02,P-V02-W004::P-V02-W005,P-V02-W005::P-V02-W006,260.6646284,-0.03754959542,0.0004042878678,C/S
C008,2020-04-21,P-V02,P-V02-W005::P-V02-W006,P-V02-W006::P-V02-W007,333.9668103,-0.04339513882,0.0002479941097,C/S
C008,2020-04-21,P-V02,P-V02-W006::P-V02-W007,P-V02-W007::P-V02-REF-B,480.9611601,0.01151005426,6.862956626e-05,C/S
C008,2020-04-21,P-V03,P-V03-REF-A::P-V03-W001,P-V03-W001::P-V03-W002,-71.73460701,-0.005743059021,7.735565887e-05,C/S
C008,2020-04-21,P-V03,P-V03-W001::P-V03-W002,P-V03-W002::P-V03-W003,62.00990788,0.239424622,0.0003821579899,C/S
C008,2020-04-21,P-V03,P-V03-W002::P-V03-W003,P-V03-W003::P-V03-W004,118.0620526,-0.1379903988,0.0005682011249,C/S
C008,2020-04-21,P-V03,P-V03-W003::P-V03-W004,P-V03-W004::P-V03-W005,175.4378789,-0.3490328765,0.0004156210276,C/S
C008,2020-04-21,P-V03,P-V03-W004::P-V03-W005,P-V03-W005::P-V03-W006,238.035164,0.2206071776,0.0004636510135,C/S
C008,2020-04-21,P-V03,P-V03-W005::P-V03-W006,P-V03-W006::P-V03-W007,287.6419319,-0.08160726354,0.001015293208,C/S
C008,2020-04-21,P-V03,P-V03-W006::P-V03-W007,P-V03-W007::P-V03-REF-B,402.9155332,0.01815447572,0.0001465627869,C/S
C008,2020-04-21,P-V04,P-V04-REF-A::P-V04-W001,P-V04-W001::P-V04-W002,-77.10141161,-0.002571218756,0.0001896991151,C/S
C008,2020-04-21,P-V04,P-V04-W001::P-V04-W002,P-V04-W002::P-V04-W003,49.38673394,-0.000692040547,0.0007475887958,C/S
C008,2020-04-21,P-V04,P-V04-W002::P-V04-W003,P-V04-W003::P-V04-W004,119.2565778,0.01771060667,0.0003333219485,C/S
C008,2020-04-21,P-V04,P-V04-W003::P-V04-W004,P-V04-W004::P-V04-W005,189.7672765,-0.02259549645,0.001148862855,C/S
C008,2020-04-21,P-V04,P-V04-W004::P-V04-W005,P-V04-W005::P-V04-W006,236.8326857,-0.06353529112,0.002054810728,C/S
C008,2020-04-21,P-V04,P-V04-W005::P-V04-W006,P-V04-W006::P-V04-W007,284.4993046,0.04509331924,0.000676384974,C/S
C008,2020-04-21,P-V04,P-V04-W006::P-V04-W007,P-V04-W007::P-V04-REF-B,419.9686449,-0.006367171034,0.0001046399328,C/S
C008,2020-04-21,P-V05,P-V05-REF-A::P-V05-W001,P-V05-W001::P-V05-W002,-63.31106616,-0.006398974903,6.926912881e-05,C/S
C008,2020-04-21,P-V05,P-V05-W001::P-V05-W002,P-V05-W002::P-V05-W003,77.03207556,-0.03802558123,0.001464783948,C/S
C008,2020-04-21,P-V05,P-V05-W002::P-V05-W003,P-V05-W003::P-V05-W004,126.3696314,-0.03659964261,0.002071001026,C/S
C008,2020-04-21,P-V05,P-V05-W003::P-V05-W004,P-V05-W004::P-V05-W005,181.3654206,0.03941034656,0.0004449813,C/S
C008,2020-04-21,P-V05,P-V05-W004::P-V05-W005,P-V05-W005::P-V05-W006,241.6429335,-0.003680900385,0.0009746071321,C/S
C008,2020-04-21,P-V05,P-V05-W005::P-V05-W006,P-V05-W006::P-V05-W007,293.107769,0.05234839946,0.000992624639,C/S
C008,2020-04-21,P-V05,P-V05-W006::P-V05-W007,P-V05-W007::P-V05-REF-B,423.7365926,-0.03967477727,9.833042709e-05,C/S
C008,2020-04-21,P-V06,P-V06-REF-A::P-V06-W001,P-V06-W001::P-V06-W002,-63.06161313,0.006767168231,5.554750019e-05,C/S
C008,2020-04-21,P-V06,P-V06-W001::P-V06-W002,P-V06-W002::P-V06-W004,119.670057,-0.01094063267,9.715553902e-05,C/S
C008,2020-04-21,P-V06,P-V06-W002::P-V06-W004,P-V06-W004::P-V06-W005,254.6572036,0.00670979986,0.0001434408131,C/S
C008,2020-04-21,P-V06,P-V06-W004::P-V06-W005,P-V06-W005::P-V06-W006,362.0447084,-0.01961140195,0.0002426239736,C/S
C008,2020-04-21,P-V06,P-V06-W005::P-V06-W006,P-V06-W006::P-V06-W007,445.6196185,0.01072633901,0.0002865663443,C/S
C008,2020-04-21,P-V06,P-V06-W006::P-V06-W007,P-V06-W007::P-V06-REF-B,588.5274818,-0.00155715094,9.772050301e-05,C/S
C009,2020-06-02,P-D01,P-D01-REF-A::P-D01-W001,P-D01-W001::P-D01-W002,-68.31163748,0.008788192608,6.336679373e-05,C/S
C009,2020-06-02,P-D01,P-D01-W001::P-D01-W002,P-D01-W002::P-D01-W005,116.0323134,-0.0168918347,8.99486133e-05,C/S
C009,2020-06-02,P-D01,P-D01-W002::P-D01-W005,P-D01-W005::P-D01-W006,275.1329642,0.002344677749,7.355904616e-05,C/S
C009,2020-06-02,P-D01,P-D01-W005::P-D01-W006,P-D01-W006::P-D01-W007,399.7461044,-0.01775500417,0.0001922745886,C/S
C009,2020-06-02,P-D01,P-D01-W006::P-D01-W007,P-D01-W007::P-D01-REF-B,550.6044237,0.00490561968,5.840610045e-05,C/S
C009,2020-06-02,P-H03,P-H03-REF-A::P-H03-W001,P-H03-W001::P-H03-W002,-65.6362923,0.002291172903,5.569662544e-05,C/S
C009,2020-06-02,P-H03,P-H03-W001::P-H03-W002,P-H03-W002::P-H03-W004,93.73430925,0.0115042145,0.0001515546711,C/S
C009,2020-06-02,P-H03,P-H03-W002::P-H03-W004,P-H03-W004::P-H03-W005,198.9790431,-0.04082166767,0.0001229951315,C/S
C009,2020-06-02,P-H03,P-H03-W004::P-H03-W005,P-H03-W005::P-H03-W006,284.5306921,0.0258176478,0.001361843817,C/S
C009,2020-06-02,P-H03,P-H03-W005::P-H03-W006,P-H03-W006::P-H03-REF-B,433.480641,-0.0003879844782,0.0003456268769,C/S
C009,2020-06-02,P-V01,P-V01-REF-A::P-V01-W003,P-V01-W003::P-V01-W004,93.64416923,0.0009989082527,7.137055494e-05,C/S
C009,2020-06-02,P-V01,P-V01-W003::P-V01-W004,P-V01-W004::P-V01-W005,299.8034263,0.04556681062,0.0002533766858,C/S
C009,2020-06-02,P-V01,P-V01-W004::P-V01-W005,P-V01-W005::P-V01-W006,404.680706,-0.08903058698,0.0001542304955,C/S
C009,2020-06-02,P-V01,P-V01-W005::P-V01-W006,P-V01-W006::P-V01-W007,508.4771124,0.05249901597,0.0002054568795,C/S
C009,2020-06-02,P-V01,P-V01-W006::P-V01-W007,P-V01-W007::P-V01-REF-B,667.6520722,-0.003752491431,6.042926188e-05,C/S
C010,2020-10-20,P-D01,P-D01-REF-A::P-D01-W001,P-D01-W001::P-D01-W002,-68.31163748,0.009217945001,6.461744855e-05,C/S
C010,2020-10-20,P-D01,P-D01-W001::P-D01-W002,P-D01-W002::P-D01-W003,73.32489514,-0.0175798126,0.0003073889772,C/S
C010,2020-10-20,P-D01,P-D01-W002::P-D01-W003,P-D01-W003::P-D01-W004,148.8423249,-0.01490201126,0.0002442883781,C/S
C010,2020-10-20,P-D01,P-D01-W003::P-D01-W004,P-D01-W004::P-D01-W005,232.1190028,-0.02609528274,0.0002136814943,C/S
C010,2020-10-20,P-D01,P-D01-W004::P-D01-W005,P-D01-W005::P-D01-W006,315.7022239,0.02763851103,0.0002283008182,C/S
C010,2020-10-20,P-D01,P-D01-W005::P-D01-W006,P-D01-W006::P-D01-W007,399.7461044,-0.01710332615,0.0001963251523,C/S
C010,2020-10-20,P-D01,P-D01-W006::P-D01-W007,P-D01-W007::P-D01-REF-B,550.6044237,0.004682051566,5.963182554e-05,C/S
C010,2020-10-20,P-H01,P-H01-REF-A::P-H01-W001,P-H01-W001::P-H01-W002,-50.53544239,-0.003324973177,5.132973638e-05,C/S
C010,2020-10-20,P-H01,P-H01-W001::P-H01-W002,P-H01-W002::P-H01-W003,157.1567997,0.01110041823,9.459832266e-05,C/S
C010,2020-10-20,P-H01,P-H01-W002::P-H01-W003,P-H01-W003::P-H01-W004,317.9069945,-0.01652492884,0.0001189517461,C/S
C010,2020-10-20,P-H01,P-H01-W003::P-H01-W004,P-H01-W004::P-H01-W005,468.1479914,0.01567462628,0.0001325721036,C/S
C010,2020-10-20,P-H01,P-H01-W004::P-H01-W005,P-H01-W005::P-H01-W006,622.2202456,-0.009479374442,0.0001015563462,C/S
C010,2020-10-20,P-H01,P-H01-W005::P-H01-W006,P-H01-W006::P-H01-W007,786.2996526,-0.0005380943792,9.480788198e-05,C/S
C010,2020-10-20,P-H01,P-H01-W006::P-H01-W007,P-H01-W007::P-H01-REF-B,999.3562664,-8.653215143e-05,4.28538679e-05,C/S
C010,2020-10-20,P-H02,P-H02-REF-A::P-H02-W001,P-H02-W001::P-H02-W003,-43.41463128,-0.0051030329,2.846372422e-05,C/S
C010,2020-10-20,P-H02,P-H02-W001::P-H02-W003,P-H02-W003::P-H02-W004,150.876962,0.003162547046,0.0001448979382,C/S
C010,2020-10-20,P-H02,P-H02-W003::P-H02-W004,P-H02-W004::P-H02-W005,261.4655728,-0.009771000032,0.0002083919532,C/S
C010,2020-10-20,P-H02,P-H02-W004::P-H02-W005,P-H02-W005::P-H02-W006,354.0345716,0.05836367862,0.0002570254392,C/S
C010,2020-10-20,P-H02,P-H02-W005::P-H02-W006,P-H02-W006::P-H02-W007,440.3190577,-0.0525383911,0.0002820042109,C/S
C010,2020-10-20,P-H02,P-H02-W006::P-H02-W007,P-H02-W007::P-H02-REF-B,595.5897231,-0.002007899474,5.35061489e-05,C/S
C010,2020-10-20,P-H03,P-H03-REF-A::P-H03-W001,P-H03-W001::P-H03-W002,-65.6362923,0.001899705183,5.530642972e-05,C/S
C010,2020-10-20,P-H03,P-H03-W001::P-H03-W002,P-H03-W002::P-H03-W003,74.81323247,-0.02495848184,0.0004965293057,C/S
C010,2020-10-20,P-H03,P-H03-W002::P-H03-W003,P-H03-W003::P-H03-W004,134.0422357,0.07250415896,0.0005646636561,C/S
C010,2020-10-20,P-H03,P-H03-W003::P-H03-W004,P-H03-W004::P-H03-W005,208.2011524,-0.06395934047,0.0001858418805,C/S
C010,2020-10-20,P-H03,P-H03-W004::P-H03-W005,P-H03-W005::P-H03-W006,284.5306921,0.03070855379,0.001365519488,C/S
C010,2020-10-20,P-H03,P-H03-W005::P-H03-W006,P-H03-W006::P-H03-W007,345.980641,0.0285323346,0.001328564172,C/S
C010,2020-10-20,P-H03,P-H03-W006::P-H03-W007,P-H03-W007::P-H03-REF-B,492.5337655,-0.0125751513,4.204603653e-05,C/S
C010,2020-10-20,P-H04,P-H04-REF-A::P-H04-W001,P-H04-W001::P-H04-W002,-67.76686288,0.01620002231,6.154668474e-05,C/S
C010,2020-10-20,P-H04,P-H04-W001::P-H04-W002,P-H04-W002::P-H04-W003,89.25294079,-0.01942896733,0.0001569359074,C/S
C010,2020-10-20,P-H04,P-H04-W002::P-H04-W003,P-H04-W003::P-H04-W004,199.3227356,-0.05418266205,0.0001039063234,C/S
C010,2020-10-20,P-H04,P-H04-W003::P-H04-W004,P-H04-W004::P-H04-W005,309.4947112,0.04503539568,0.0001651853364,C/S
C010,2020-10-20,P-H04,P-H04-W004::P-H04-W005,P-H04-W005::P-H04-W006,406.0910898,0.00334770839,0.000182818257,C/S
C010,2020-10-20,P-H04,P-H04-W005::P-H04-W006,P-H04-W006::P-H04-W007,502.9906746,0.000933230264,0.0001513671358,C/S
C010,2020-10-20,P-H04,P-H04-W006::P-H04-W007,P-H04-W007::P-H04-REF-B,663.8264988,-0.003721401302,5.315190472e-05,C/S
C010,2020-10-20,P-H05,P-H05-REF-A::P-H05-W001,P-H05-W001::P-H05-W002,-53.16240367,-0.01752360935,6.355123636e-05,C/S
C010,2020-10-20,P-H05,P-H05-W001::P-H05-W002,P-H05-W002::P-H05-W003,130.6586515,0.01305489392,0.0001933753352,C/S
C010,2020-10-20,P-H05,P-H05-W002::P-H05-W003,P-H05-W003::P-H05-W004,262.3892339,0.002944420592,0.0001634737043,C/S
C010,2020-10-20,P-H05,P-H05-W003::P-H05-W004,P-H05-W004::P-H05-W005,405.6759577,-0.02921102096,0.0001442161028,C/S
C010,2020-10-20,P-H05,P-H05-W004::P-H05-W005,P-H05-W005::P-H05-W006,545.4136493,0.02895075341,0.0001715898539,C/S
C010,2020-10-20,P-H05,P-H05-W005::P-H05-W006,P-H05-W006::P-H05-W007,677.3757236,-0.0417290348,0.0001684948984,C/S
C010,2020-10-20,P-H05,P-H05-W006::P-H05-W007,P-H05-W007::P-H05-REF-B,861.6439374,0.00959934861,7.16475819e-05,C/S
C010,2020-10-20,P-H06,P-H06-REF-A::P-H06-W001,P-H06-W001::P-H06-W002,-51.75791306,-0.008267313888,3.51459732e-05,C/S
C010,2020-10-20,P-H06,P-H06-W001::P-H06-W002,P-H06-W002::P-H06-W003,138.6939378,0.0173668599,9.408826571e-05,C/S
C010,2020-10-20,P-H06,P-H06-W002::P-H06-W003,P-H06-W003::P-H06-W004,261.9717177,-0.0110326049,0.0001411235909,C/S
C010,2020-10-20,P-H06,P-H06-W003::P-H06-W004,P-H06-W004::P-H06-W005,370.745289,-0.01496186398,0.0001580537362,C/S
C010,2020-10-20,P-H06,P-H06-W004::P-H06-W005,P-H06-W005::P-H06-W006,497.410754,0.01719996479,8.630466634e-05,C/S
C010,2020-10-20,P-H06,P-H06-W005::P-H06-W006,P-H06-W006::P-H06-REF-B,724.6354684,-0.005664451697,2.268515064e-05,C/S
C010,2020-10-20,P-V01,P-V01-REF-A::P-V01-W001,P-V01-W001::P-V01-W002,-61.38708539,-0.001624679991,5.573683541e-05,C/S
C010,2020-10-20,P-V01,P-V01-W001::P-V01-W002,P-V01-W002::P-V01-W003,107.6619932,0.001677974901,0.0001493858243,C/S
C010,2020-10-20,P-V01,P-V01-W002::P-V01-W003,P-V01-W003::P-V01-W004,207.2570838,0.004410705345,0.0002814075131,C/S
C010,2020-10-20,P-V01,P-V01-W003::P-V01-W004,P-V01-W004::P-V01-W005,299.8034263,0.04598493024,0.0002506785,C/S
