sample_id,point_id,profile_id,current_campaign_id,current_date,target_campaign_id,target_date,split,n_history,last_settlement_mm,last_rate_mm_y,mean_last_3_rates_mm_y,std_last_3_rates_mm_y,recent_acceleration_mm_y2,current_standard_uncertainty_mm,days_since_previous_observation,forecast_horizon_days,current_campaign_type,missing_campaigns_since_previous,profile_mean_settlement_mm,profile_mean_rate_mm_y,profile_rate_std_mm_y,profile_n_observed,chainage_m,chainage_normalized_profile,kzt,kzt__standard_uncertainty,kzt__donor_distance_m,kzt__provenance,ko,ko__standard_uncertainty,ko__donor_distance_m,ko__provenance,seismic_energy_J_m2,seismic_energy_J_m2__standard_uncertainty,seismic_energy_J_m2__donor_distance_m,seismic_energy_J_m2__provenance,fill_density,fill_density__standard_uncertainty,fill_density__donor_distance_m,fill_density__provenance,fault_distance_m,fault_distance_m__standard_uncertainty,fault_distance_m__donor_distance_m,fault_distance_m__provenance,lithology,lithology__standard_uncertainty,lithology__donor_distance_m,lithology__provenance,terrain_TRI_relative,terrain_TRI_relative__standard_uncertainty,terrain_TRI_relative__donor_distance_m,terrain_TRI_relative__provenance,terrain_roughness_relative,terrain_roughness_relative__standard_uncertainty,terrain_roughness_relative__donor_distance_m,terrain_roughness_relative__provenance
P-H07-W001::C018::C020,P-H07-W001,P-H07,C018,2022-10-18,C020,2023-05-16,train,9,222.7322852,28.91947996,32.63940306,5.740995465,-28.05712568,1.008213894,154,210,full,1,160.6643553,13.46450858,15.17172319,8,0,0.2968585719,0.2818652729,0.0760971413,75.60713315,R,0.6343065555,0.02978426267,25.48946667,R,7.5,2.671348798,45.22479967,R,0.2066115737,0.08,9.372196643,C/R,280.766821,25,9.372196643,C/R,sylvinite,,0,D,0.2611111111,0.1,9.372196643,C/R,0.07712418301,0.1,9.372196643,C/R
P-H07-W001::C020::C022,P-H07-W001,P-H07,C020,2023-05-16,C022,2023-11-07,train,10,243.5302095,36.17353259,35.28073032,4.8705416,12.6168701,0.8505999359,210,175,full,1,158.3797617,15.08853252,14.30558548,9,0,0.2968585719,0.2818652729,0.0760971413,75.60713315,R,0.6343065555,0.02978426267,25.48946667,R,7.5,2.671348798,45.22479967,R,0.2066115737,0.08,9.372196643,C/R,280.766821,25,9.372196643,C/R,sylvinite,,0,D,0.2611111111,0.1,9.372196643,C/R,0.07712418301,0.1,9.372196643,C/R
P-H07-W001::C022::C024,P-H07-W001,P-H07,C022,2023-11-07,C024,2024-05-14,validation,11,258.1673285,30.54975842,31.88092366,3.107444881,-11.73762008,0.9229906829,175,189,full,1,164.1493807,12.0420189,13.09670344,9,0,0.2968585719,0.2818652729,0.0760971413,75.60713315,R,0.6343065555,0.02978426267,25.48946667,R,7.5,2.671348798,45.22479967,R,0.2066115737,0.08,9.372196643,C/R,280.766821,25,9.372196643,C/R,sylvinite,,0,D,0.2611111111,0.1,9.372196643,C/R,0.07712418301,0.1,9.372196643,C/R
P-H07-W001::C024::C027,P-H07-W001,P-H07,C024,2024-05-14,C027,2025-07-22,test,12,277.321245,37.01570369,34.5796649,2.870240722,12.49569581,0.88018174,189,434,full,1,171.9068522,14.99162163,14.21923065,9,0,0.2968585719,0.2818652729,0.0760971413,75.60713315,R,0.6343065555,0.02978426267,25.48946667,R,7.5,2.671348798,45.22479967,R,0.2066115737,0.08,9.372196643,C/R,280.766821,25,9.372196643,C/R,sylvinite,,0,D,0.2611111111,0.1,9.372196643,C/R,0.07712418301,0.1,9.372196643,C/R
P-H07-W001::C027::C029,P-H07-W001,P-H07,C027,2025-07-22,C029,2025-11-04,test,13,317.2531165,33.60625821,33.72390677,2.641021638,-2.869354752,0.719675309,434,105,full,2,187.4173515,13.05347894,13.66058615,9,0,0.2968585719,0.2818652729,0.0760971413,75.60713315,R,0.6343065555,0.02978426267,25.48946667,R,7.5,2.671348798,45.22479967,R,0.2066115737,0.08,9.372196643,C/R,280.766821,25,9.372196643,C/R,sylvinite,,0,D,0.2611111111,0.1,9.372196643,C/R,0.07712418301,0.1,9.372196643,C/R
P-H07-W002::C005::C007,P-H07-W002,P-H07,C005,2019-05-14,C007,2019-11-05,train,3,167.1999725,73.57504548,80.39114468,6.816099201,-23.71028794,1.150397261,210,175,full,1,101.7283305,18.58714999,26.30798157,8,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C007::C008,P-H07-W002,P-H07,C007,2019-11-05,C008,2020-04-21,train,4,198.6997156,65.74446394,75.50891776,8.868206404,-16.34354233,0.703638088,175,168,full,1,102.9942486,16.93435026,22.1172611,9,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C008::C012,P-H07-W002,P-H07,C008,2020-04-21,C012,2021-05-18,train,5,223.4358264,53.77895519,64.36615487,8.140274343,-26.01429803,0.7247411837,168,392,full,0,117.4522036,16.73164645,19.94380952,8,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C012::C014,P-H07-W002,P-H07,C012,2021-05-18,C014,2021-11-02,train,6,274.3176284,47.40963813,55.64435242,7.600492943,-5.934676166,0.7419866076,392,168,full,2,129.0469919,16.9901002,17.25843791,9,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C014::C016,P-H07-W002,P-H07,C014,2021-11-02,C016,2022-05-17,train,7,290.1155992,34.34648117,45.17835816,8.088643041,-28.40070285,0.7137772998,168,196,full,1,134.1195343,11.02825072,15.51526085,9,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C016::C018,P-H07-W002,P-H07,C016,2022-05-17,C018,2022-10-18,train,8,311.212651,39.31478662,40.35696864,5.383686776,9.258538602,0.7421759922,196,154,full,1,154.9873278,19.63010053,16.781124,8,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C018::C020,P-H07-W002,P-H07,C018,2022-10-18,C020,2023-05-16,train,9,324.534308,31.59568333,35.08565038,3.19436141,-18.30780828,1.028881531,154,210,full,1,160.6643553,13.46450858,15.17172319,8,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C020::C022,P-H07-W002,P-H07,C020,2023-05-16,C022,2023-11-07,train,10,341.5874926,29.66036039,33.52361012,4.170504583,-3.36607955,0.8698657011,210,175,full,1,158.3797617,15.08853252,14.30558548,9,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C022::C024,P-H07-W002,P-H07,C022,2023-11-07,C024,2024-05-14,validation,11,352.4058658,22.57949018,27.94517797,3.875506231,-14.77878769,0.9445879079,175,189,full,1,164.1493807,12.0420189,13.09670344,9,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C024::C027,P-H07-W002,P-H07,C024,2024-05-14,C027,2025-07-22,test,12,364.1492169,22.69449209,24.97811422,3.311180884,0.2222457583,0.9004425527,189,434,full,1,171.9068522,14.99162163,14.21923065,9,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W002::C027::C029,P-H07-W002,P-H07,C027,2025-07-22,C029,2025-11-04,test,13,390.2519943,21.96783287,22.41393838,0.3189189609,-0.6115490351,0.7345741401,434,105,full,2,187.4173515,13.05347894,13.66058615,9,74.66461176,0.3601866577,0.2608938547,0.032,0,D,0.5983452992,0.0315103649,50.14806994,R,7.5,2.712737593,52.1229322,R,0,0.08,13.70309013,C/R,350.1011984,25,13.70309013,C/R,sylvinite,,0,D,0.2555555556,0.1,13.70309013,C/R,0.07581699346,0.1,13.70309013,C/R
P-H07-W003::C005::C007,P-H07-W003,P-H07,C005,2019-05-14,C007,2019-11-05,train,3,260.6606147,2.257633062,1.519393905,0.7382391567,2.568017638,1.168810881,210,175,full,1,101.7283305,18.58714999,26.30798157,8,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C007::C008,P-H07-W003,P-H07,C007,2019-11-05,C008,2020-04-21,train,4,261.3609351,1.461668711,1.500152174,0.6033836729,-1.661291309,0.7208738591,175,168,full,1,102.9942486,16.93435026,22.1172611,9,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C008::C012,P-H07-W003,P-H07,C008,2020-04-21,C012,2021-05-18,train,5,261.6585714,0.6470931297,1.455464967,0.6575148074,-1.77097459,0.7412810614,168,392,full,0,117.4522036,16.73164645,19.94380952,8,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C012::C014,P-H07-W003,P-H07,C012,2021-05-18,C014,2021-11-02,train,6,265.7787769,3.839043546,1.982601795,1.354170182,2.974132371,0.7560551864,392,168,full,2,129.0469919,16.9901002,17.25843791,9,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C014::C016,P-H07-W003,P-H07,C014,2021-11-02,C016,2022-05-17,train,7,264.9520373,-1.797420488,0.8962387292,2.307810918,-12.25427672,0.7344501984,168,196,full,1,134.1195343,11.02825072,15.51526085,9,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C016::C018,P-H07-W003,P-H07,C016,2022-05-17,C018,2022-10-18,train,8,267.9880154,5.657607178,2.566410079,3.173752388,13.8925962,0.7542487143,196,154,full,1,154.9873278,19.63010053,16.781124,8,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C018::C020,P-H07-W003,P-H07,C018,2022-10-18,C020,2023-05-16,train,9,269.5591271,3.726289347,2.528825346,3.159092634,-4.580609337,1.048451293,154,210,full,1,160.6643553,13.46450858,15.17172319,8,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C020::C022,P-H07-W003,P-H07,C020,2023-05-16,C022,2023-11-07,train,10,271.7156775,3.750857278,4.378251268,0.9046968387,0.04273065203,0.8869836505,210,175,full,1,158.3797617,15.08853252,14.30558548,9,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C022::C024,P-H07-W003,P-H07,C022,2023-11-07,C024,2024-05-14,validation,11,270.9611055,-1.574899572,1.967415684,2.50481522,-11.11561537,0.9647251696,175,189,full,1,164.1493807,12.0420189,13.09670344,9,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C024::C027,P-H07-W003,P-H07,C024,2024-05-14,C027,2025-07-22,test,12,271.9147935,1.843039966,1.339665891,2.20317356,6.605303791,0.9184738222,189,434,full,1,171.9068522,14.99162163,14.21923065,9,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W003::C027::C029,P-H07-W003,P-H07,C027,2025-07-22,C029,2025-11-04,test,13,274.489154,2.166555631,0.8115653419,1.69264619,0.2722675038,0.7479405496,434,105,full,2,187.4173515,13.05347894,13.66058615,9,185.6148837,0.4542910557,0.2847356215,0.08,100,R,0.3795926338,0.035,100,R,7.5,3.071935738,111.9892896,R,0,0.08,16.70502289,C/R,446.4232563,25,16.70502289,C/R,sylvinite,,0,D,,0.1,16.70502289,C/R,,0.1,16.70502289,C/R
P-H07-W004::C005::C007,P-H07-W004,P-H07,C005,2019-05-14,C007,2019-11-05,train,3,218.0376417,29.15354432,29.60207196,0.4485276351,-1.560235416,1.170344729,210,175,full,1,101.7283305,18.58714999,26.30798157,8,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C007::C008,P-H07-W004,P-H07,C007,2019-11-05,C008,2020-04-21,train,4,232.4981939,30.18123816,29.79512736,0.4567918565,2.144943839,0.7235009796,175,168,full,1,102.9942486,16.93435026,22.1172611,9,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C008::C012,P-H07-W004,P-H07,C008,2020-04-21,C012,2021-05-18,train,5,245.7755697,28.86643749,29.40040666,0.5644353852,-2.85851752,0.744021206,168,392,full,0,117.4522036,16.73164645,19.94380952,8,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C012::C014,P-H07-W004,P-H07,C012,2021-05-18,C014,2021-11-02,train,6,280.1889029,32.06497436,30.37088334,1.312664849,2.980269372,0.7579387984,392,168,full,2,129.0469919,16.9901002,17.25843791,9,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C014::C016,P-H07-W004,P-H07,C014,2021-11-02,C016,2022-05-17,train,7,292.8048369,27.42839232,29.45326806,1.937825389,-10.08042615,0.7389587375,168,196,full,1,134.1195343,11.02825072,15.51526085,9,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C016::C018,P-H07-W004,P-H07,C016,2022-05-17,C018,2022-10-18,train,8,311.4835083,34.8080854,31.43381736,3.045623839,13.75220866,0.7551761935,196,154,full,1,154.9873278,19.63010053,16.781124,8,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C018::C020,P-H07-W004,P-H07,C018,2022-10-18,C020,2023-05-16,train,9,324.0445259,29.7916341,30.67603727,3.076967577,-11.89778464,1.051312461,154,210,full,1,160.6643553,13.46450858,15.17172319,8,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C020::C022,P-H07-W004,P-H07,C020,2023-05-16,C022,2023-11-07,train,10,341.6372162,30.59871491,31.73281147,2.199367659,1.403744127,0.8886752471,210,175,full,1,158.3797617,15.08853252,14.30558548,9,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C022::C024,P-H07-W004,P-H07,C022,2023-11-07,C024,2024-05-14,validation,11,354.6238413,27.10494199,29.165097,1.493546977,-7.292003197,0.9674736355,175,189,full,1,164.1493807,12.0420189,13.09670344,9,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C024::C027,P-H07-W004,P-H07,C024,2024-05-14,C027,2025-07-22,test,12,371.2740004,32.17709316,29.96025002,2.119340687,9.802133399,0.9202831914,189,434,full,1,171.9068522,14.99162163,14.21923065,9,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W004::C027::C029,P-H07-W004,P-H07,C027,2025-07-22,C029,2025-11-04,test,13,407.6376861,30.60330921,29.96178145,2.119803097,-1.324480614,0.749345955,434,105,full,2,187.4173515,13.05347894,13.66058615,9,233.6454571,0.4950290198,0.2853315617,0.088,150,R,0.3516509403,0.035,100,R,7.5,3.001246734,100.207789,R,0.008264462464,0.08,15.65098202,C/R,434.8526912,25,15.65098202,C/R,sylvinite,,0,D,,0.1,15.65098202,C/R,,0.1,15.65098202,C/R
P-H07-W005::C005::C007,P-H07-W005,P-H07,C005,2019-05-14,C007,2019-11-05,train,3,32.90762217,2.885912654,2.200280063,0.6856325909,2.385021941,1.160694279,210,175,full,1,101.7283305,18.58714999,26.30798157,8,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W005::C007::C008,P-H07-W005,P-H07,C007,2019-11-05,C008,2020-04-21,train,4,32.8180904,-0.1868655975,1.404564843,1.256869175,-6.413327178,0.7190293533,175,168,full,1,102.9942486,16.93435026,22.1172611,9,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W005::C008::C012,P-H07-W005,P-H07,C008,2020-04-21,C012,2021-05-18,train,5,34.81435972,4.340103395,2.346383484,1.887093154,9.842115623,0.7405433512,168,392,full,0,117.4522036,16.73164645,19.94380952,8,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W005::C012::C014,P-H07-W005,P-H07,C012,2021-05-18,C014,2021-11-02,train,6,38.55443451,3.484852844,2.546030214,1.963738444,-0.7968884284,0.7532707011,392,168,full,2,129.0469919,16.9901002,17.25843791,9,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W005::C014::C016,P-H07-W005,P-H07,C014,2021-11-02,C016,2022-05-17,train,7,36.12253502,-5.287210042,0.8459153991,4.350807138,-19.07140458,0.7387430197,168,196,full,1,134.1195343,11.02825072,15.51526085,9,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W005::C016::C018,P-H07-W005,P-H07,C016,2022-05-17,C018,2022-10-18,train,8,40.1605285,7.524883256,1.907508686,5.348111481,23.87559733,0.7485541433,196,154,full,1,154.9873278,19.63010053,16.781124,8,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W005::C018::C020,P-H07-W005,P-H07,C018,2022-10-18,C020,2023-05-16,train,9,40.28690852,0.2997422199,0.8458051446,5.244747989,-17.13625171,1.045728395,154,210,full,1,160.6643553,13.46450858,15.17172319,8,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W005::C020::C022,P-H07-W005,P-H07,C020,2023-05-16,C022,2023-11-07,train,10,42.30519393,3.510374981,3.778333486,2.955730825,5.584207695,0.8807313551,210,175,full,1,158.3797617,15.08853252,14.30558548,9,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W005::C022::C024,P-H07-W005,P-H07,C022,2023-11-07,C024,2024-05-14,validation,11,40.82243355,-3.094732724,0.2384614923,2.69687207,-13.78580337,0.9610098136,175,189,full,1,164.1493807,12.0420189,13.09670344,9,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W005::C024::C027,P-H07-W005,P-H07,C024,2024-05-14,C027,2025-07-22,test,12,43.49261971,5.160240706,1.858627654,3.56673039,15.95306373,0.9120219444,189,434,full,1,171.9068522,14.99162163,14.21923065,9,323.1652029,0.5709567452,0.2844100271,0.088,150,R,0.3516509403,0.035,100,R,7.5,2.7,50,R,0.107438013,0.08,13.92632557,C/R,334.8736975,25,13.92632557,C/R,sylvinite,,0,D,,0.1,13.92632557,C/R,,0.1,13.92632557,C/R
P-H07-W006::C012::C014,P-H07-W006,P-H07,C012,2021-05-18,C014,2021-11-02,train,3,78.22427984,19.12782264,18.74613222,0.3816904257,0.4979015286,0.7380512243,560,168,full,3,129.0469919,16.9901002,17.25843791,9,406.6065097,0.6417289371,0.2832402235,0.088,150,R,0.4899856712,0.035,100,R,7.5,1.2,0,D,0.4380165339,0.08,23.68703889,C/R,234.8947038,25,23.68703889,C/R,sylvinite,,0,D,,0.1,23.68703889,C/R,,0.1,23.68703889,C/R
P-H07-W006::C014::C016,P-H07-W006,P-H07,C014,2021-11-02,C016,2022-05-17,train,4,84.68440444,14.04500304,17.17908916,2.237939443,-11.0505944,0.7271958181,168,196,full,1,134.1195343,11.02825072,15.51526085,9,406.6065097,0.6417289371,0.2832402235,0.088,150,R,0.4899856712,0.035,100,R,7.5,1.2,0,D,0.4380165339,0.08,23.68703889,C/R,234.8947038,25,23.68703889,C/R,sylvinite,,0,D,,0.1,23.68703889,C/R,,0.1,23.68703889,C/R
P-H07-W006::C016::C018,P-H07-W006,P-H07,C016,2022-05-17,C018,2022-10-18,train,5,96.98558199,22.9234954,18.69877369,3.637303843,16.5452517,0.7312347569,196,154,full,1,154.9873278,19.63010053,16.781124,8,406.6065097,0.6417289371,0.2832402235,0.088,150,R,0.4899856712,0.035,100,R,7.5,1.2,0,D,0.4380165339,0.08,23.68703889,C/R,234.8947038,25,23.68703889,C/R,sylvinite,,0,D,,0.1,23.68703889,C/R,,0.1,23.68703889,C/R
